,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,111 Boulevard Robert-Bourassa,9th Floor,Montreal,QC,H3C 2M1,Canada,514-521-1786,https://www.molsoncoors.com,Beverages—Brewers,Consumer Defensive,"Molson Coors Canada Inc. brews, markets, sells, and distributes various beer brands in the Americas, Europe, the Middle East, Africa, Asia and Pacific countries, Canada, and internationally. The company offers its products under the Aspall Cider, Blue Moon, Coors Original, Hop Valley brands, Leinenkugel's, Miller Genuine Draft, Molson Ultra, Sharp's, Staropramen, Vizzy Hard Seltzer, Bergenbier, Borsodi, Carling, Coors Banquet, Coors Light, Jelen, Kamenitza, Miller Lite, Molson Canadian Lager, Molson Dry, Molson Export, Niksicko, Ozujsko, Branik, Icehouse, Keystone, Miller High Life, Milwaukee's Best, and Steel Reserve brand names, as well as partnered brands, such as Arnold Palmer Spiked, Beck's, Heineken, Lowenbrau, Madri, Peroni Nastro Azurro, Pilsner Urquell, Redd's brands, Simply Spiked, Sol, Stella Artois, Topo Chico Hard Seltzer, and Zoa. It sells its products to bars, restaurants, convenience stores, grocery stores, liquor stores, and other retail outlets. The company was founded in 1786 and is based in Montreal, Canada. Molson Coors Canada Inc. operates as a subsidiary of Molson Coors Beverage Company.","{'maxAge': 1, 'name': 'Mr. Frederic  Landtmeters', 'age': 48, 'title': 'CEO & Pres', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,2.12,0.0247,1693440000,8.1927,0.845493,330.76926,3,3,1793,200,200,85.35,87.62,0,0,18609195008,63.6,93.39,1.664865,87.4972,78.73855,2.277,0.026476743,CAD,7185567744,0.00365,9961850,15509,13921,1690761600,1693440000,0.0001,0.0,0.0058,3.8,1018.031,0.0844768,1672444800,1703980800,1688083200,6.239,40800000,0.26,2:1,1189987200,0.643,3.572,TOR,EQUITY,TPX-B.TO,TPX-B.TO,"MOLSON COORS CANADA INC., CL.B,",Molson Coors Canada Inc.,789921000,America/Toronto,EDT,-14400000,86.0,none,960899968,75.789,2011800064,6830000128,0.55,0.869,11177600000,51.52,873.25,3655200000,1729600000,0.118,0.34864,0.17998,0.11921,USD,
1,111 Boulevard Robert-Bourassa,9th Floor,Montreal,QC,H3C 2M1,Canada,514-521-1786,https://www.molsoncoors.com,Beverages—Brewers,Consumer Defensive,"Molson Coors Canada Inc. brews, markets, sells, and distributes various beer brands in the Americas, Europe, the Middle East, Africa, Asia and Pacific countries, Canada, and internationally. The company offers its products under the Aspall Cider, Blue Moon, Coors Original, Hop Valley brands, Leinenkugel's, Miller Genuine Draft, Molson Ultra, Sharp's, Staropramen, Vizzy Hard Seltzer, Bergenbier, Borsodi, Carling, Coors Banquet, Coors Light, Jelen, Kamenitza, Miller Lite, Molson Canadian Lager, Molson Dry, Molson Export, Niksicko, Ozujsko, Branik, Icehouse, Keystone, Miller High Life, Milwaukee's Best, and Steel Reserve brand names, as well as partnered brands, such as Arnold Palmer Spiked, Beck's, Heineken, Lowenbrau, Madri, Peroni Nastro Azurro, Pilsner Urquell, Redd's brands, Simply Spiked, Sol, Stella Artois, Topo Chico Hard Seltzer, and Zoa. It sells its products to bars, restaurants, convenience stores, grocery stores, liquor stores, and other retail outlets. The company was founded in 1786 and is based in Montreal, Canada. Molson Coors Canada Inc. operates as a subsidiary of Molson Coors Beverage Company.","{'maxAge': 1, 'name': 'Ms. Kelly  Brown', 'age': 51, 'title': 'Chief Admin. Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,2.12,0.0247,1693440000,8.1927,0.845493,330.76926,3,3,1793,200,200,85.35,87.62,0,0,18609195008,63.6,93.39,1.664865,87.4972,78.73855,2.277,0.026476743,CAD,7185567744,0.00365,9961850,15509,13921,1690761600,1693440000,0.0001,0.0,0.0058,3.8,1018.031,0.0844768,1672444800,1703980800,1688083200,6.239,40800000,0.26,2:1,1189987200,0.643,3.572,TOR,EQUITY,TPX-B.TO,TPX-B.TO,"MOLSON COORS CANADA INC., CL.B,",Molson Coors Canada Inc.,789921000,America/Toronto,EDT,-14400000,86.0,none,960899968,75.789,2011800064,6830000128,0.55,0.869,11177600000,51.52,873.25,3655200000,1729600000,0.118,0.34864,0.17998,0.11921,USD,
2,111 Boulevard Robert-Bourassa,9th Floor,Montreal,QC,H3C 2M1,Canada,514-521-1786,https://www.molsoncoors.com,Beverages—Brewers,Consumer Defensive,"Molson Coors Canada Inc. brews, markets, sells, and distributes various beer brands in the Americas, Europe, the Middle East, Africa, Asia and Pacific countries, Canada, and internationally. The company offers its products under the Aspall Cider, Blue Moon, Coors Original, Hop Valley brands, Leinenkugel's, Miller Genuine Draft, Molson Ultra, Sharp's, Staropramen, Vizzy Hard Seltzer, Bergenbier, Borsodi, Carling, Coors Banquet, Coors Light, Jelen, Kamenitza, Miller Lite, Molson Canadian Lager, Molson Dry, Molson Export, Niksicko, Ozujsko, Branik, Icehouse, Keystone, Miller High Life, Milwaukee's Best, and Steel Reserve brand names, as well as partnered brands, such as Arnold Palmer Spiked, Beck's, Heineken, Lowenbrau, Madri, Peroni Nastro Azurro, Pilsner Urquell, Redd's brands, Simply Spiked, Sol, Stella Artois, Topo Chico Hard Seltzer, and Zoa. It sells its products to bars, restaurants, convenience stores, grocery stores, liquor stores, and other retail outlets. The company was founded in 1786 and is based in Montreal, Canada. Molson Coors Canada Inc. operates as a subsidiary of Molson Coors Beverage Company.","{'maxAge': 1, 'name': 'Mr. Andrew  Stordeur', 'age': 41, 'title': 'Chief Sales & Customer Excellence Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,2.12,0.0247,1693440000,8.1927,0.845493,330.76926,3,3,1793,200,200,85.35,87.62,0,0,18609195008,63.6,93.39,1.664865,87.4972,78.73855,2.277,0.026476743,CAD,7185567744,0.00365,9961850,15509,13921,1690761600,1693440000,0.0001,0.0,0.0058,3.8,1018.031,0.0844768,1672444800,1703980800,1688083200,6.239,40800000,0.26,2:1,1189987200,0.643,3.572,TOR,EQUITY,TPX-B.TO,TPX-B.TO,"MOLSON COORS CANADA INC., CL.B,",Molson Coors Canada Inc.,789921000,America/Toronto,EDT,-14400000,86.0,none,960899968,75.789,2011800064,6830000128,0.55,0.869,11177600000,51.52,873.25,3655200000,1729600000,0.118,0.34864,0.17998,0.11921,USD,
