,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Horseferry House,Horseferry Road Westminster,London,SW1P 2AW,United Kingdom,https://www.burberryplc.com,Luxury Goods,Consumer Cyclical,"Burberry Group plc, together with its subsidiaries, manufactures, retails, and wholesales luxury goods under the Burberry brand. The company operates in two segments, Retail/Wholesale and Licensing. It provides womenswear, menswear, childrenswear, beauty, eyewear, shoes, and accessories, as well as leather goods, such as bags. The company also licenses third parties to manufacture and distribute products using the Burberry trademarks. It sells its products through Burberry mainline stores, concessions, outlets, digital commerce, Burberry franchisees, department stores, and multi-brand specialty accounts, as well as through Burberry.com website. It operates in the Asia Pacific, Europe, the Middle East, India, Africa, and the Americas. The company was founded in 1856 and is headquartered in London, the United Kingdom.",9201,"{'maxAge': 1, 'name': 'Mr. Jonathan  Akeroyd', 'age': 55, 'title': 'CEO & Exec. Director', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 2590000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,1,1,1,1693526400,1703980800,86400,2,2112.0,2160.0,2150.0,2186.0,2112.0,2160.0,2150.0,2186.0,0.61,0.028900001,1687996800,0.4109,1.237987,1712.6985,16.06611,1702812,1702812,1589241,1549749,1549749,2060.0,2220.0,0,0,7980629504,1629.0,2656.0,2.5793889,2168.34,2291.885,0.61,0.00028882577,GBp,8578250240,0.15837,372396642,369816000,0.0021600001,0.73315,4.078,529.18097,1680307200,1711929600,1680307200,0.183,490000000,1.26,134.32,2.23,2.773,11.751,LSE,EQUITY,BRBY.L,BRBY.L,BURBERRY GROUP PLC ORD 0.05P,Burberry Group plc,1026457200,Europe/London,BST,3600000,2158.0,2800.0,2000.0,2326.1,2330.0,2.9,hold,21,1026000000,2.729,730000000,1486000000,1.661,2.247,3094000128,96.556,8.013,0.10734,0.31179002,526124992,750000000,0.254,0.084,0.70523,0.23594,0.20491,GBP,2.2439
1,Horseferry House,Horseferry Road Westminster,London,SW1P 2AW,United Kingdom,https://www.burberryplc.com,Luxury Goods,Consumer Cyclical,"Burberry Group plc, together with its subsidiaries, manufactures, retails, and wholesales luxury goods under the Burberry brand. The company operates in two segments, Retail/Wholesale and Licensing. It provides womenswear, menswear, childrenswear, beauty, eyewear, shoes, and accessories, as well as leather goods, such as bags. The company also licenses third parties to manufacture and distribute products using the Burberry trademarks. It sells its products through Burberry mainline stores, concessions, outlets, digital commerce, Burberry franchisees, department stores, and multi-brand specialty accounts, as well as through Burberry.com website. It operates in the Asia Pacific, Europe, the Middle East, India, Africa, and the Americas. The company was founded in 1856 and is headquartered in London, the United Kingdom.",9201,"{'maxAge': 1, 'name': 'Ms. Catherine Elizabeth Ferry', 'age': 49, 'title': 'Exec. Director & CFO', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,1,1,1,1693526400,1703980800,86400,2,2112.0,2160.0,2150.0,2186.0,2112.0,2160.0,2150.0,2186.0,0.61,0.028900001,1687996800,0.4109,1.237987,1712.6985,16.06611,1702812,1702812,1589241,1549749,1549749,2060.0,2220.0,0,0,7980629504,1629.0,2656.0,2.5793889,2168.34,2291.885,0.61,0.00028882577,GBp,8578250240,0.15837,372396642,369816000,0.0021600001,0.73315,4.078,529.18097,1680307200,1711929600,1680307200,0.183,490000000,1.26,134.32,2.23,2.773,11.751,LSE,EQUITY,BRBY.L,BRBY.L,BURBERRY GROUP PLC ORD 0.05P,Burberry Group plc,1026457200,Europe/London,BST,3600000,2158.0,2800.0,2000.0,2326.1,2330.0,2.9,hold,21,1026000000,2.729,730000000,1486000000,1.661,2.247,3094000128,96.556,8.013,0.10734,0.31179002,526124992,750000000,0.254,0.084,0.70523,0.23594,0.20491,GBP,2.2439
2,Horseferry House,Horseferry Road Westminster,London,SW1P 2AW,United Kingdom,https://www.burberryplc.com,Luxury Goods,Consumer Cyclical,"Burberry Group plc, together with its subsidiaries, manufactures, retails, and wholesales luxury goods under the Burberry brand. The company operates in two segments, Retail/Wholesale and Licensing. It provides womenswear, menswear, childrenswear, beauty, eyewear, shoes, and accessories, as well as leather goods, such as bags. The company also licenses third parties to manufacture and distribute products using the Burberry trademarks. It sells its products through Burberry mainline stores, concessions, outlets, digital commerce, Burberry franchisees, department stores, and multi-brand specialty accounts, as well as through Burberry.com website. It operates in the Asia Pacific, Europe, the Middle East, India, Africa, and the Americas. The company was founded in 1856 and is headquartered in London, the United Kingdom.",9201,"{'maxAge': 1, 'name': 'Mr. Mark  McClennon', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,1,1,1,1693526400,1703980800,86400,2,2112.0,2160.0,2150.0,2186.0,2112.0,2160.0,2150.0,2186.0,0.61,0.028900001,1687996800,0.4109,1.237987,1712.6985,16.06611,1702812,1702812,1589241,1549749,1549749,2060.0,2220.0,0,0,7980629504,1629.0,2656.0,2.5793889,2168.34,2291.885,0.61,0.00028882577,GBp,8578250240,0.15837,372396642,369816000,0.0021600001,0.73315,4.078,529.18097,1680307200,1711929600,1680307200,0.183,490000000,1.26,134.32,2.23,2.773,11.751,LSE,EQUITY,BRBY.L,BRBY.L,BURBERRY GROUP PLC ORD 0.05P,Burberry Group plc,1026457200,Europe/London,BST,3600000,2158.0,2800.0,2000.0,2326.1,2330.0,2.9,hold,21,1026000000,2.729,730000000,1486000000,1.661,2.247,3094000128,96.556,8.013,0.10734,0.31179002,526124992,750000000,0.254,0.084,0.70523,0.23594,0.20491,GBP,2.2439
3,Horseferry House,Horseferry Road Westminster,London,SW1P 2AW,United Kingdom,https://www.burberryplc.com,Luxury Goods,Consumer Cyclical,"Burberry Group plc, together with its subsidiaries, manufactures, retails, and wholesales luxury goods under the Burberry brand. The company operates in two segments, Retail/Wholesale and Licensing. It provides womenswear, menswear, childrenswear, beauty, eyewear, shoes, and accessories, as well as leather goods, such as bags. The company also licenses third parties to manufacture and distribute products using the Burberry trademarks. It sells its products through Burberry mainline stores, concessions, outlets, digital commerce, Burberry franchisees, department stores, and multi-brand specialty accounts, as well as through Burberry.com website. It operates in the Asia Pacific, Europe, the Middle East, India, Africa, and the Americas. The company was founded in 1856 and is headquartered in London, the United Kingdom.",9201,"{'maxAge': 1, 'name': 'Mr. Julian Kenneth Easthope', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,1,1,1,1693526400,1703980800,86400,2,2112.0,2160.0,2150.0,2186.0,2112.0,2160.0,2150.0,2186.0,0.61,0.028900001,1687996800,0.4109,1.237987,1712.6985,16.06611,1702812,1702812,1589241,1549749,1549749,2060.0,2220.0,0,0,7980629504,1629.0,2656.0,2.5793889,2168.34,2291.885,0.61,0.00028882577,GBp,8578250240,0.15837,372396642,369816000,0.0021600001,0.73315,4.078,529.18097,1680307200,1711929600,1680307200,0.183,490000000,1.26,134.32,2.23,2.773,11.751,LSE,EQUITY,BRBY.L,BRBY.L,BURBERRY GROUP PLC ORD 0.05P,Burberry Group plc,1026457200,Europe/London,BST,3600000,2158.0,2800.0,2000.0,2326.1,2330.0,2.9,hold,21,1026000000,2.729,730000000,1486000000,1.661,2.247,3094000128,96.556,8.013,0.10734,0.31179002,526124992,750000000,0.254,0.084,0.70523,0.23594,0.20491,GBP,2.2439
4,Horseferry House,Horseferry Road Westminster,London,SW1P 2AW,United Kingdom,https://www.burberryplc.com,Luxury Goods,Consumer Cyclical,"Burberry Group plc, together with its subsidiaries, manufactures, retails, and wholesales luxury goods under the Burberry brand. The company operates in two segments, Retail/Wholesale and Licensing. It provides womenswear, menswear, childrenswear, beauty, eyewear, shoes, and accessories, as well as leather goods, such as bags. The company also licenses third parties to manufacture and distribute products using the Burberry trademarks. It sells its products through Burberry mainline stores, concessions, outlets, digital commerce, Burberry franchisees, department stores, and multi-brand specialty accounts, as well as through Burberry.com website. It operates in the Asia Pacific, Europe, the Middle East, India, Africa, and the Americas. The company was founded in 1856 and is headquartered in London, the United Kingdom.",9201,"{'maxAge': 1, 'name': 'Mr. Edward  Rash', 'title': 'Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,1,1,1,1693526400,1703980800,86400,2,2112.0,2160.0,2150.0,2186.0,2112.0,2160.0,2150.0,2186.0,0.61,0.028900001,1687996800,0.4109,1.237987,1712.6985,16.06611,1702812,1702812,1589241,1549749,1549749,2060.0,2220.0,0,0,7980629504,1629.0,2656.0,2.5793889,2168.34,2291.885,0.61,0.00028882577,GBp,8578250240,0.15837,372396642,369816000,0.0021600001,0.73315,4.078,529.18097,1680307200,1711929600,1680307200,0.183,490000000,1.26,134.32,2.23,2.773,11.751,LSE,EQUITY,BRBY.L,BRBY.L,BURBERRY GROUP PLC ORD 0.05P,Burberry Group plc,1026457200,Europe/London,BST,3600000,2158.0,2800.0,2000.0,2326.1,2330.0,2.9,hold,21,1026000000,2.729,730000000,1486000000,1.661,2.247,3094000128,96.556,8.013,0.10734,0.31179002,526124992,750000000,0.254,0.084,0.70523,0.23594,0.20491,GBP,2.2439
5,Horseferry House,Horseferry Road Westminster,London,SW1P 2AW,United Kingdom,https://www.burberryplc.com,Luxury Goods,Consumer Cyclical,"Burberry Group plc, together with its subsidiaries, manufactures, retails, and wholesales luxury goods under the Burberry brand. The company operates in two segments, Retail/Wholesale and Licensing. It provides womenswear, menswear, childrenswear, beauty, eyewear, shoes, and accessories, as well as leather goods, such as bags. The company also licenses third parties to manufacture and distribute products using the Burberry trademarks. It sells its products through Burberry mainline stores, concessions, outlets, digital commerce, Burberry franchisees, department stores, and multi-brand specialty accounts, as well as through Burberry.com website. It operates in the Asia Pacific, Europe, the Middle East, India, Africa, and the Americas. The company was founded in 1856 and is headquartered in London, the United Kingdom.",9201,"{'maxAge': 1, 'name': 'Mr. Rod  Manley', 'title': 'Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,1,1,1,1693526400,1703980800,86400,2,2112.0,2160.0,2150.0,2186.0,2112.0,2160.0,2150.0,2186.0,0.61,0.028900001,1687996800,0.4109,1.237987,1712.6985,16.06611,1702812,1702812,1589241,1549749,1549749,2060.0,2220.0,0,0,7980629504,1629.0,2656.0,2.5793889,2168.34,2291.885,0.61,0.00028882577,GBp,8578250240,0.15837,372396642,369816000,0.0021600001,0.73315,4.078,529.18097,1680307200,1711929600,1680307200,0.183,490000000,1.26,134.32,2.23,2.773,11.751,LSE,EQUITY,BRBY.L,BRBY.L,BURBERRY GROUP PLC ORD 0.05P,Burberry Group plc,1026457200,Europe/London,BST,3600000,2158.0,2800.0,2000.0,2326.1,2330.0,2.9,hold,21,1026000000,2.729,730000000,1486000000,1.661,2.247,3094000128,96.556,8.013,0.10734,0.31179002,526124992,750000000,0.254,0.084,0.70523,0.23594,0.20491,GBP,2.2439
6,Horseferry House,Horseferry Road Westminster,London,SW1P 2AW,United Kingdom,https://www.burberryplc.com,Luxury Goods,Consumer Cyclical,"Burberry Group plc, together with its subsidiaries, manufactures, retails, and wholesales luxury goods under the Burberry brand. The company operates in two segments, Retail/Wholesale and Licensing. It provides womenswear, menswear, childrenswear, beauty, eyewear, shoes, and accessories, as well as leather goods, such as bags. The company also licenses third parties to manufacture and distribute products using the Burberry trademarks. It sells its products through Burberry mainline stores, concessions, outlets, digital commerce, Burberry franchisees, department stores, and multi-brand specialty accounts, as well as through Burberry.com website. It operates in the Asia Pacific, Europe, the Middle East, India, Africa, and the Americas. The company was founded in 1856 and is headquartered in London, the United Kingdom.",9201,"{'maxAge': 1, 'name': 'Mr. Stephen  Gilbert', 'title': 'Sr. VP of Architecture', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,1,1,1,1693526400,1703980800,86400,2,2112.0,2160.0,2150.0,2186.0,2112.0,2160.0,2150.0,2186.0,0.61,0.028900001,1687996800,0.4109,1.237987,1712.6985,16.06611,1702812,1702812,1589241,1549749,1549749,2060.0,2220.0,0,0,7980629504,1629.0,2656.0,2.5793889,2168.34,2291.885,0.61,0.00028882577,GBp,8578250240,0.15837,372396642,369816000,0.0021600001,0.73315,4.078,529.18097,1680307200,1711929600,1680307200,0.183,490000000,1.26,134.32,2.23,2.773,11.751,LSE,EQUITY,BRBY.L,BRBY.L,BURBERRY GROUP PLC ORD 0.05P,Burberry Group plc,1026457200,Europe/London,BST,3600000,2158.0,2800.0,2000.0,2326.1,2330.0,2.9,hold,21,1026000000,2.729,730000000,1486000000,1.661,2.247,3094000128,96.556,8.013,0.10734,0.31179002,526124992,750000000,0.254,0.084,0.70523,0.23594,0.20491,GBP,2.2439
7,Horseferry House,Horseferry Road Westminster,London,SW1P 2AW,United Kingdom,https://www.burberryplc.com,Luxury Goods,Consumer Cyclical,"Burberry Group plc, together with its subsidiaries, manufactures, retails, and wholesales luxury goods under the Burberry brand. The company operates in two segments, Retail/Wholesale and Licensing. It provides womenswear, menswear, childrenswear, beauty, eyewear, shoes, and accessories, as well as leather goods, such as bags. The company also licenses third parties to manufacture and distribute products using the Burberry trademarks. It sells its products through Burberry mainline stores, concessions, outlets, digital commerce, Burberry franchisees, department stores, and multi-brand specialty accounts, as well as through Burberry.com website. It operates in the Asia Pacific, Europe, the Middle East, India, Africa, and the Americas. The company was founded in 1856 and is headquartered in London, the United Kingdom.",9201,"{'maxAge': 1, 'name': 'Ms. Jenna  Littler', 'title': 'Sr. VP of Global Integration', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,1,1,1,1693526400,1703980800,86400,2,2112.0,2160.0,2150.0,2186.0,2112.0,2160.0,2150.0,2186.0,0.61,0.028900001,1687996800,0.4109,1.237987,1712.6985,16.06611,1702812,1702812,1589241,1549749,1549749,2060.0,2220.0,0,0,7980629504,1629.0,2656.0,2.5793889,2168.34,2291.885,0.61,0.00028882577,GBp,8578250240,0.15837,372396642,369816000,0.0021600001,0.73315,4.078,529.18097,1680307200,1711929600,1680307200,0.183,490000000,1.26,134.32,2.23,2.773,11.751,LSE,EQUITY,BRBY.L,BRBY.L,BURBERRY GROUP PLC ORD 0.05P,Burberry Group plc,1026457200,Europe/London,BST,3600000,2158.0,2800.0,2000.0,2326.1,2330.0,2.9,hold,21,1026000000,2.729,730000000,1486000000,1.661,2.247,3094000128,96.556,8.013,0.10734,0.31179002,526124992,750000000,0.254,0.084,0.70523,0.23594,0.20491,GBP,2.2439
8,Horseferry House,Horseferry Road Westminster,London,SW1P 2AW,United Kingdom,https://www.burberryplc.com,Luxury Goods,Consumer Cyclical,"Burberry Group plc, together with its subsidiaries, manufactures, retails, and wholesales luxury goods under the Burberry brand. The company operates in two segments, Retail/Wholesale and Licensing. It provides womenswear, menswear, childrenswear, beauty, eyewear, shoes, and accessories, as well as leather goods, such as bags. The company also licenses third parties to manufacture and distribute products using the Burberry trademarks. It sells its products through Burberry mainline stores, concessions, outlets, digital commerce, Burberry franchisees, department stores, and multi-brand specialty accounts, as well as through Burberry.com website. It operates in the Asia Pacific, Europe, the Middle East, India, Africa, and the Americas. The company was founded in 1856 and is headquartered in London, the United Kingdom.",9201,"{'maxAge': 1, 'name': 'Mr. Ryad  Djellas', 'title': 'Sr. VP of Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,1,1,1,1693526400,1703980800,86400,2,2112.0,2160.0,2150.0,2186.0,2112.0,2160.0,2150.0,2186.0,0.61,0.028900001,1687996800,0.4109,1.237987,1712.6985,16.06611,1702812,1702812,1589241,1549749,1549749,2060.0,2220.0,0,0,7980629504,1629.0,2656.0,2.5793889,2168.34,2291.885,0.61,0.00028882577,GBp,8578250240,0.15837,372396642,369816000,0.0021600001,0.73315,4.078,529.18097,1680307200,1711929600,1680307200,0.183,490000000,1.26,134.32,2.23,2.773,11.751,LSE,EQUITY,BRBY.L,BRBY.L,BURBERRY GROUP PLC ORD 0.05P,Burberry Group plc,1026457200,Europe/London,BST,3600000,2158.0,2800.0,2000.0,2326.1,2330.0,2.9,hold,21,1026000000,2.729,730000000,1486000000,1.661,2.247,3094000128,96.556,8.013,0.10734,0.31179002,526124992,750000000,0.254,0.084,0.70523,0.23594,0.20491,GBP,2.2439
9,Horseferry House,Horseferry Road Westminster,London,SW1P 2AW,United Kingdom,https://www.burberryplc.com,Luxury Goods,Consumer Cyclical,"Burberry Group plc, together with its subsidiaries, manufactures, retails, and wholesales luxury goods under the Burberry brand. The company operates in two segments, Retail/Wholesale and Licensing. It provides womenswear, menswear, childrenswear, beauty, eyewear, shoes, and accessories, as well as leather goods, such as bags. The company also licenses third parties to manufacture and distribute products using the Burberry trademarks. It sells its products through Burberry mainline stores, concessions, outlets, digital commerce, Burberry franchisees, department stores, and multi-brand specialty accounts, as well as through Burberry.com website. It operates in the Asia Pacific, Europe, the Middle East, India, Africa, and the Americas. The company was founded in 1856 and is headquartered in London, the United Kingdom.",9201,"{'maxAge': 1, 'name': 'Mr. Greg  Stogdon', 'title': 'Sr. VP of Creative Media', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,1,1,1,1693526400,1703980800,86400,2,2112.0,2160.0,2150.0,2186.0,2112.0,2160.0,2150.0,2186.0,0.61,0.028900001,1687996800,0.4109,1.237987,1712.6985,16.06611,1702812,1702812,1589241,1549749,1549749,2060.0,2220.0,0,0,7980629504,1629.0,2656.0,2.5793889,2168.34,2291.885,0.61,0.00028882577,GBp,8578250240,0.15837,372396642,369816000,0.0021600001,0.73315,4.078,529.18097,1680307200,1711929600,1680307200,0.183,490000000,1.26,134.32,2.23,2.773,11.751,LSE,EQUITY,BRBY.L,BRBY.L,BURBERRY GROUP PLC ORD 0.05P,Burberry Group plc,1026457200,Europe/London,BST,3600000,2158.0,2800.0,2000.0,2326.1,2330.0,2.9,hold,21,1026000000,2.729,730000000,1486000000,1.661,2.247,3094000128,96.556,8.013,0.10734,0.31179002,526124992,750000000,0.254,0.084,0.70523,0.23594,0.20491,GBP,2.2439
