,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,"23A, 25th floor - Asia Center Building","173/27-30, 32-33 South Sathon Roa Thungmahamek, Sathon",Bangkok,10120,Thailand,66 2 786 2000,66 2 786 2377,https://www.ingfunds.co.th,REIT—Specialty,Real Estate,Quality Hospitality Leasehold Property Fund specializes in real estate investments.,"{'maxAge': 1, 'name': 'Mr. Jumpon  Saimala', 'title': 'Chief Exec. Officer of Ing Funds (Thailand) Co Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.76,2.72,2.72,2.76,2.76,2.72,2.72,2.76,1582675200,0.0,15100,15100,14662,34580,34580,2.72,2.76,0,0,527988000,2.2,3.14,2.7692,2.7136,0.0,0.0,THB,0.0,191300000,0.74499,0.0,-1.12,SET,EQUITY,QHOP.BK,QHOP.BK,QHOP_QUALITY HOSPITALITY,Quality Hospitality Leasehold Property Fund,1205463600,Asia/Bangkok,ICT,25200000,2.76,none,0.0,0.0,0.0,
1,"23A, 25th floor - Asia Center Building","173/27-30, 32-33 South Sathon Roa Thungmahamek, Sathon",Bangkok,10120,Thailand,66 2 786 2000,66 2 786 2377,https://www.ingfunds.co.th,REIT—Specialty,Real Estate,Quality Hospitality Leasehold Property Fund specializes in real estate investments.,"{'maxAge': 1, 'name': 'Mrs. Padarutch  Jaochakarasiri', 'title': 'MD of ING Funds (Thailand) Co Ltd and EVP - ING Funds (Thailand) Co Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.76,2.72,2.72,2.76,2.76,2.72,2.72,2.76,1582675200,0.0,15100,15100,14662,34580,34580,2.72,2.76,0,0,527988000,2.2,3.14,2.7692,2.7136,0.0,0.0,THB,0.0,191300000,0.74499,0.0,-1.12,SET,EQUITY,QHOP.BK,QHOP.BK,QHOP_QUALITY HOSPITALITY,Quality Hospitality Leasehold Property Fund,1205463600,Asia/Bangkok,ICT,25200000,2.76,none,0.0,0.0,0.0,
2,"23A, 25th floor - Asia Center Building","173/27-30, 32-33 South Sathon Roa Thungmahamek, Sathon",Bangkok,10120,Thailand,66 2 786 2000,66 2 786 2377,https://www.ingfunds.co.th,REIT—Specialty,Real Estate,Quality Hospitality Leasehold Property Fund specializes in real estate investments.,"{'maxAge': 1, 'name': 'Mr. Maris  Tarab', 'title': 'Managing Director of ING Funds (Thailand) Co Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.76,2.72,2.72,2.76,2.76,2.72,2.72,2.76,1582675200,0.0,15100,15100,14662,34580,34580,2.72,2.76,0,0,527988000,2.2,3.14,2.7692,2.7136,0.0,0.0,THB,0.0,191300000,0.74499,0.0,-1.12,SET,EQUITY,QHOP.BK,QHOP.BK,QHOP_QUALITY HOSPITALITY,Quality Hospitality Leasehold Property Fund,1205463600,Asia/Bangkok,ICT,25200000,2.76,none,0.0,0.0,0.0,
3,"23A, 25th floor - Asia Center Building","173/27-30, 32-33 South Sathon Roa Thungmahamek, Sathon",Bangkok,10120,Thailand,66 2 786 2000,66 2 786 2377,https://www.ingfunds.co.th,REIT—Specialty,Real Estate,Quality Hospitality Leasehold Property Fund specializes in real estate investments.,"{'maxAge': 1, 'name': 'Mr. Sittichal  Jittungtrong', 'title': 'Sr. Exec. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.76,2.72,2.72,2.76,2.76,2.72,2.72,2.76,1582675200,0.0,15100,15100,14662,34580,34580,2.72,2.76,0,0,527988000,2.2,3.14,2.7692,2.7136,0.0,0.0,THB,0.0,191300000,0.74499,0.0,-1.12,SET,EQUITY,QHOP.BK,QHOP.BK,QHOP_QUALITY HOSPITALITY,Quality Hospitality Leasehold Property Fund,1205463600,Asia/Bangkok,ICT,25200000,2.76,none,0.0,0.0,0.0,
