,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,505 Burrard Street,Suite 450,Vancouver,BC,V7X 1M3,Canada,778-945-8977,https://www.orezone.com,Gold,Basic Materials,"Orezone Gold Corporation, a gold producer, engages in the mining, exploration, and development of gold properties. Its flagship property is the 90%-owned Bomboré gold project located in Burkina Faso, West Africa. The company was incorporated in 2008 and is headquartered in Vancouver, Canada.",637,"{'maxAge': 1, 'name': 'Mr. Patrick G. Downey P.Eng.', 'age': 62, 'title': 'Pres, CEO & Director', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 714602, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.728,0.734,0.734,0.7611,0.728,0.734,0.734,0.7611,0.0,0.865522,6.8145456,27253,27253,37529,39730,39730,272168512,0.6,1.2,1.420955,0.7966,0.9391,0.0,0.0,USD,331624864,0.19584,276177333,363084992,0.03553,0.31023002,0.378,1.9830688,1672444800,1703980800,1688083200,3.722,37511984,0.11,1.731,3.904,PNK,EQUITY,ORZCF,ORZCF,OREZONE GOLD CORP,Orezone Gold Corporation,1239024600,America/New_York,EDT,-14400000,0.7496,none,33065000,0.091,84950152,96747000,0.733,0.956,191539152,73.312,0.558,0.16306,0.44497,19425056,-12235679,71225656,3.087,0.53243,0.44351003,0.3489,USD,
1,505 Burrard Street,Suite 450,Vancouver,BC,V7X 1M3,Canada,778-945-8977,https://www.orezone.com,Gold,Basic Materials,"Orezone Gold Corporation, a gold producer, engages in the mining, exploration, and development of gold properties. Its flagship property is the 90%-owned Bomboré gold project located in Burkina Faso, West Africa. The company was incorporated in 2008 and is headquartered in Vancouver, Canada.",637,"{'maxAge': 1, 'name': 'Mr. Peter  Tam', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 502252, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.728,0.734,0.734,0.7611,0.728,0.734,0.734,0.7611,0.0,0.865522,6.8145456,27253,27253,37529,39730,39730,272168512,0.6,1.2,1.420955,0.7966,0.9391,0.0,0.0,USD,331624864,0.19584,276177333,363084992,0.03553,0.31023002,0.378,1.9830688,1672444800,1703980800,1688083200,3.722,37511984,0.11,1.731,3.904,PNK,EQUITY,ORZCF,ORZCF,OREZONE GOLD CORP,Orezone Gold Corporation,1239024600,America/New_York,EDT,-14400000,0.7496,none,33065000,0.091,84950152,96747000,0.733,0.956,191539152,73.312,0.558,0.16306,0.44497,19425056,-12235679,71225656,3.087,0.53243,0.44351003,0.3489,USD,
2,505 Burrard Street,Suite 450,Vancouver,BC,V7X 1M3,Canada,778-945-8977,https://www.orezone.com,Gold,Basic Materials,"Orezone Gold Corporation, a gold producer, engages in the mining, exploration, and development of gold properties. Its flagship property is the 90%-owned Bomboré gold project located in Burkina Faso, West Africa. The company was incorporated in 2008 and is headquartered in Vancouver, Canada.",637,"{'maxAge': 1, 'name': 'Mr. Ryan  Goodman', 'title': 'VP of Legal & Admin.', 'fiscalYear': 2022, 'totalPay': 361917, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.728,0.734,0.734,0.7611,0.728,0.734,0.734,0.7611,0.0,0.865522,6.8145456,27253,27253,37529,39730,39730,272168512,0.6,1.2,1.420955,0.7966,0.9391,0.0,0.0,USD,331624864,0.19584,276177333,363084992,0.03553,0.31023002,0.378,1.9830688,1672444800,1703980800,1688083200,3.722,37511984,0.11,1.731,3.904,PNK,EQUITY,ORZCF,ORZCF,OREZONE GOLD CORP,Orezone Gold Corporation,1239024600,America/New_York,EDT,-14400000,0.7496,none,33065000,0.091,84950152,96747000,0.733,0.956,191539152,73.312,0.558,0.16306,0.44497,19425056,-12235679,71225656,3.087,0.53243,0.44351003,0.3489,USD,
3,505 Burrard Street,Suite 450,Vancouver,BC,V7X 1M3,Canada,778-945-8977,https://www.orezone.com,Gold,Basic Materials,"Orezone Gold Corporation, a gold producer, engages in the mining, exploration, and development of gold properties. Its flagship property is the 90%-owned Bomboré gold project located in Burkina Faso, West Africa. The company was incorporated in 2008 and is headquartered in Vancouver, Canada.",637,"{'maxAge': 1, 'name': 'Dr. Pascal F. Marquis P. Geo., P.Geo., Q.P.', 'title': 'Sr. VP of Exploration', 'fiscalYear': 2022, 'totalPay': 280670, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.728,0.734,0.734,0.7611,0.728,0.734,0.734,0.7611,0.0,0.865522,6.8145456,27253,27253,37529,39730,39730,272168512,0.6,1.2,1.420955,0.7966,0.9391,0.0,0.0,USD,331624864,0.19584,276177333,363084992,0.03553,0.31023002,0.378,1.9830688,1672444800,1703980800,1688083200,3.722,37511984,0.11,1.731,3.904,PNK,EQUITY,ORZCF,ORZCF,OREZONE GOLD CORP,Orezone Gold Corporation,1239024600,America/New_York,EDT,-14400000,0.7496,none,33065000,0.091,84950152,96747000,0.733,0.956,191539152,73.312,0.558,0.16306,0.44497,19425056,-12235679,71225656,3.087,0.53243,0.44351003,0.3489,USD,
4,505 Burrard Street,Suite 450,Vancouver,BC,V7X 1M3,Canada,778-945-8977,https://www.orezone.com,Gold,Basic Materials,"Orezone Gold Corporation, a gold producer, engages in the mining, exploration, and development of gold properties. Its flagship property is the 90%-owned Bomboré gold project located in Burkina Faso, West Africa. The company was incorporated in 2008 and is headquartered in Vancouver, Canada.",637,"{'maxAge': 1, 'name': 'Mr. Kevin  Mackenzie M.B.A., MBA, P.Geo, P.Geo.', 'title': 'VP of Corp. Devel. & Investor Relation', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.728,0.734,0.734,0.7611,0.728,0.734,0.734,0.7611,0.0,0.865522,6.8145456,27253,27253,37529,39730,39730,272168512,0.6,1.2,1.420955,0.7966,0.9391,0.0,0.0,USD,331624864,0.19584,276177333,363084992,0.03553,0.31023002,0.378,1.9830688,1672444800,1703980800,1688083200,3.722,37511984,0.11,1.731,3.904,PNK,EQUITY,ORZCF,ORZCF,OREZONE GOLD CORP,Orezone Gold Corporation,1239024600,America/New_York,EDT,-14400000,0.7496,none,33065000,0.091,84950152,96747000,0.733,0.956,191539152,73.312,0.558,0.16306,0.44497,19425056,-12235679,71225656,3.087,0.53243,0.44351003,0.3489,USD,
