,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Regis House,2nd Floor 45 King William Street,London,EC4R 9AN,United Kingdom,https://www.silverbearresources.com,Silver,Basic Materials,"Silver Bear Resources Plc engages in the acquisition, exploration, evaluation, and development of precious metal properties in the Russian Federation. The company explores for gold, silver, copper, lead, and zinc deposits. Its principal asset is the Mangazeisky silver project located to the north of Yakutsk in the Republic of Sakha. The company was incorporated in 2017 and is headquartered in London, the United Kingdom.",283,"{'maxAge': 1, 'name': 'Mr. Vadim  Ilchuk', 'age': 53, 'title': 'Pres, CEO & Chairman', 'yearBorn': 1969, 'fiscalYear': 2021, 'totalPay': 102287, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.477825,63600,63600,0,0,0,0.045,0.06,0,0,33916500,0.05,0.05,1.3409275,0.05,0.05,0.0,0.0,CAD,272979072,0.0,84662319,678329984,11926,11926,1690761600,1693440000,0.0,0.86964,0.00252,-0.229,1672444800,1703980800,1688083200,-161121552,-0.02,10.793,-57.817,TOR,EQUITY,SBR.TO,SBR.TO,SILVER BEAR RESOURCES PLC,Silver Bear Resources Plc,1198074600,America/Toronto,EDT,-14400000,0.05,none,2124564,0.003,-4721446,241187136,0.026,0.163,25293314,0.037,-0.17819001,-2347959,-13192952,-0.849,0.37934,-0.18667,-1.4503399,CAD,
1,Regis House,2nd Floor 45 King William Street,London,EC4R 9AN,United Kingdom,https://www.silverbearresources.com,Silver,Basic Materials,"Silver Bear Resources Plc engages in the acquisition, exploration, evaluation, and development of precious metal properties in the Russian Federation. The company explores for gold, silver, copper, lead, and zinc deposits. Its principal asset is the Mangazeisky silver project located to the north of Yakutsk in the Republic of Sakha. The company was incorporated in 2017 and is headquartered in London, the United Kingdom.",283,"{'maxAge': 1, 'name': 'Mr. Mikhail  Ilyin', 'title': 'CFO & Corp. Sec.', 'fiscalYear': 2021, 'totalPay': 90129, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.477825,63600,63600,0,0,0,0.045,0.06,0,0,33916500,0.05,0.05,1.3409275,0.05,0.05,0.0,0.0,CAD,272979072,0.0,84662319,678329984,11926,11926,1690761600,1693440000,0.0,0.86964,0.00252,-0.229,1672444800,1703980800,1688083200,-161121552,-0.02,10.793,-57.817,TOR,EQUITY,SBR.TO,SBR.TO,SILVER BEAR RESOURCES PLC,Silver Bear Resources Plc,1198074600,America/Toronto,EDT,-14400000,0.05,none,2124564,0.003,-4721446,241187136,0.026,0.163,25293314,0.037,-0.17819001,-2347959,-13192952,-0.849,0.37934,-0.18667,-1.4503399,CAD,
2,Regis House,2nd Floor 45 King William Street,London,EC4R 9AN,United Kingdom,https://www.silverbearresources.com,Silver,Basic Materials,"Silver Bear Resources Plc engages in the acquisition, exploration, evaluation, and development of precious metal properties in the Russian Federation. The company explores for gold, silver, copper, lead, and zinc deposits. Its principal asset is the Mangazeisky silver project located to the north of Yakutsk in the Republic of Sakha. The company was incorporated in 2017 and is headquartered in London, the United Kingdom.",283,"{'maxAge': 1, 'name': 'Mr. Alexey  Sotskov', 'age': 51, 'title': 'Deputy CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.477825,63600,63600,0,0,0,0.045,0.06,0,0,33916500,0.05,0.05,1.3409275,0.05,0.05,0.0,0.0,CAD,272979072,0.0,84662319,678329984,11926,11926,1690761600,1693440000,0.0,0.86964,0.00252,-0.229,1672444800,1703980800,1688083200,-161121552,-0.02,10.793,-57.817,TOR,EQUITY,SBR.TO,SBR.TO,SILVER BEAR RESOURCES PLC,Silver Bear Resources Plc,1198074600,America/Toronto,EDT,-14400000,0.05,none,2124564,0.003,-4721446,241187136,0.026,0.163,25293314,0.037,-0.17819001,-2347959,-13192952,-0.849,0.37934,-0.18667,-1.4503399,CAD,
