,address1,address2,city,country,phone,fax,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"400/22, KASIKORNBANK Building","6th and 12th Floor, Phahon Yothin Road Samsen Nai Sub-District Phaya Thai District",Bangkok,Thailand,66 2 673 3999,66 2 673 3900,REIT—Office,Real Estate,"KPN Property Fund is a real estate investment fund launched and managed by Kasikorn Asset Management Co.,Ltd. The fund invests in real estate markets of Thailand. It invest in the freehold right of land and the building of KPN Tower located on the prime location of Rama IX Road. KPN Property Fund is domiciled in Thailand.","{'maxAge': 1, 'name': 'Mr. Vasin  Vanichvoranun', 'age': 56, 'title': 'Exec. Chairman of Kasikorn Asset Management Company Limited', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.9,3.9,3.86,3.9,3.9,3.9,3.86,3.9,0.12,0.031600002,1693872000,4.93,0.164561,6600,6600,10129,6470,6470,3.88,0.0,0,0,702000000,3.8,5.25,7.932277,4.04,4.64555,0.0,0.0,THB,586196096,-0.18739,97711200,180000000,0.50998,0.13054,9.526,0.40940586,1672444800,1703980800,1688083200,-0.148,-16583960,-0.09,6.624,SET,EQUITY,KPNPF.BK,KPNPF.BK,KPNPF_KPN PROPERTY FUND,KPN Property Fund,1367290800,Asia/Bangkok,ICT,25200000,3.9,none,115803880,0.643,0,10.869,10.869,88499176,0.492,0.010089999,-0.00956,81514687,15555335,21312356,-0.148,0.027,0.8518,0.0,0.32274,THB,
1,"400/22, KASIKORNBANK Building","6th and 12th Floor, Phahon Yothin Road Samsen Nai Sub-District Phaya Thai District",Bangkok,Thailand,66 2 673 3999,66 2 673 3900,REIT—Office,Real Estate,"KPN Property Fund is a real estate investment fund launched and managed by Kasikorn Asset Management Co.,Ltd. The fund invests in real estate markets of Thailand. It invest in the freehold right of land and the building of KPN Tower located on the prime location of Rama IX Road. KPN Property Fund is domiciled in Thailand.","{'maxAge': 1, 'name': 'Mr. Suradech  Kietthanakorn', 'age': 51, 'title': 'MD & Director of Kasikorn Asset Management Company Limited', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.9,3.9,3.86,3.9,3.9,3.9,3.86,3.9,0.12,0.031600002,1693872000,4.93,0.164561,6600,6600,10129,6470,6470,3.88,0.0,0,0,702000000,3.8,5.25,7.932277,4.04,4.64555,0.0,0.0,THB,586196096,-0.18739,97711200,180000000,0.50998,0.13054,9.526,0.40940586,1672444800,1703980800,1688083200,-0.148,-16583960,-0.09,6.624,SET,EQUITY,KPNPF.BK,KPNPF.BK,KPNPF_KPN PROPERTY FUND,KPN Property Fund,1367290800,Asia/Bangkok,ICT,25200000,3.9,none,115803880,0.643,0,10.869,10.869,88499176,0.492,0.010089999,-0.00956,81514687,15555335,21312356,-0.148,0.027,0.8518,0.0,0.32274,THB,
2,"400/22, KASIKORNBANK Building","6th and 12th Floor, Phahon Yothin Road Samsen Nai Sub-District Phaya Thai District",Bangkok,Thailand,66 2 673 3999,66 2 673 3900,REIT—Office,Real Estate,"KPN Property Fund is a real estate investment fund launched and managed by Kasikorn Asset Management Co.,Ltd. The fund invests in real estate markets of Thailand. It invest in the freehold right of land and the building of KPN Tower located on the prime location of Rama IX Road. KPN Property Fund is domiciled in Thailand.","{'maxAge': 1, 'name': 'Mr. Navin  Intharasombat', 'title': 'Chief Investment Officer of Kasikorn Asset Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.9,3.9,3.86,3.9,3.9,3.9,3.86,3.9,0.12,0.031600002,1693872000,4.93,0.164561,6600,6600,10129,6470,6470,3.88,0.0,0,0,702000000,3.8,5.25,7.932277,4.04,4.64555,0.0,0.0,THB,586196096,-0.18739,97711200,180000000,0.50998,0.13054,9.526,0.40940586,1672444800,1703980800,1688083200,-0.148,-16583960,-0.09,6.624,SET,EQUITY,KPNPF.BK,KPNPF.BK,KPNPF_KPN PROPERTY FUND,KPN Property Fund,1367290800,Asia/Bangkok,ICT,25200000,3.9,none,115803880,0.643,0,10.869,10.869,88499176,0.492,0.010089999,-0.00956,81514687,15555335,21312356,-0.148,0.027,0.8518,0.0,0.32274,THB,
3,"400/22, KASIKORNBANK Building","6th and 12th Floor, Phahon Yothin Road Samsen Nai Sub-District Phaya Thai District",Bangkok,Thailand,66 2 673 3999,66 2 673 3900,REIT—Office,Real Estate,"KPN Property Fund is a real estate investment fund launched and managed by Kasikorn Asset Management Co.,Ltd. The fund invests in real estate markets of Thailand. It invest in the freehold right of land and the building of KPN Tower located on the prime location of Rama IX Road. KPN Property Fund is domiciled in Thailand.","{'maxAge': 1, 'name': 'Mr. Chajchai  Sarit-Apirak', 'title': 'Chief Investment Officer of Kasikorn Asset Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.9,3.9,3.86,3.9,3.9,3.9,3.86,3.9,0.12,0.031600002,1693872000,4.93,0.164561,6600,6600,10129,6470,6470,3.88,0.0,0,0,702000000,3.8,5.25,7.932277,4.04,4.64555,0.0,0.0,THB,586196096,-0.18739,97711200,180000000,0.50998,0.13054,9.526,0.40940586,1672444800,1703980800,1688083200,-0.148,-16583960,-0.09,6.624,SET,EQUITY,KPNPF.BK,KPNPF.BK,KPNPF_KPN PROPERTY FUND,KPN Property Fund,1367290800,Asia/Bangkok,ICT,25200000,3.9,none,115803880,0.643,0,10.869,10.869,88499176,0.492,0.010089999,-0.00956,81514687,15555335,21312356,-0.148,0.027,0.8518,0.0,0.32274,THB,
4,"400/22, KASIKORNBANK Building","6th and 12th Floor, Phahon Yothin Road Samsen Nai Sub-District Phaya Thai District",Bangkok,Thailand,66 2 673 3999,66 2 673 3900,REIT—Office,Real Estate,"KPN Property Fund is a real estate investment fund launched and managed by Kasikorn Asset Management Co.,Ltd. The fund invests in real estate markets of Thailand. It invest in the freehold right of land and the building of KPN Tower located on the prime location of Rama IX Road. KPN Property Fund is domiciled in Thailand.","{'maxAge': 1, 'name': 'Ms. Thidasiri  Srisamith', 'title': 'Chief Investment Officer of Kasikorn Asset Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.9,3.9,3.86,3.9,3.9,3.9,3.86,3.9,0.12,0.031600002,1693872000,4.93,0.164561,6600,6600,10129,6470,6470,3.88,0.0,0,0,702000000,3.8,5.25,7.932277,4.04,4.64555,0.0,0.0,THB,586196096,-0.18739,97711200,180000000,0.50998,0.13054,9.526,0.40940586,1672444800,1703980800,1688083200,-0.148,-16583960,-0.09,6.624,SET,EQUITY,KPNPF.BK,KPNPF.BK,KPNPF_KPN PROPERTY FUND,KPN Property Fund,1367290800,Asia/Bangkok,ICT,25200000,3.9,none,115803880,0.643,0,10.869,10.869,88499176,0.492,0.010089999,-0.00956,81514687,15555335,21312356,-0.148,0.027,0.8518,0.0,0.32274,THB,
5,"400/22, KASIKORNBANK Building","6th and 12th Floor, Phahon Yothin Road Samsen Nai Sub-District Phaya Thai District",Bangkok,Thailand,66 2 673 3999,66 2 673 3900,REIT—Office,Real Estate,"KPN Property Fund is a real estate investment fund launched and managed by Kasikorn Asset Management Co.,Ltd. The fund invests in real estate markets of Thailand. It invest in the freehold right of land and the building of KPN Tower located on the prime location of Rama IX Road. KPN Property Fund is domiciled in Thailand.","{'maxAge': 1, 'name': 'Ms. Kasate  Chaiwanpen', 'title': 'Exec. VP of Kasikorn Asset Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.9,3.9,3.86,3.9,3.9,3.9,3.86,3.9,0.12,0.031600002,1693872000,4.93,0.164561,6600,6600,10129,6470,6470,3.88,0.0,0,0,702000000,3.8,5.25,7.932277,4.04,4.64555,0.0,0.0,THB,586196096,-0.18739,97711200,180000000,0.50998,0.13054,9.526,0.40940586,1672444800,1703980800,1688083200,-0.148,-16583960,-0.09,6.624,SET,EQUITY,KPNPF.BK,KPNPF.BK,KPNPF_KPN PROPERTY FUND,KPN Property Fund,1367290800,Asia/Bangkok,ICT,25200000,3.9,none,115803880,0.643,0,10.869,10.869,88499176,0.492,0.010089999,-0.00956,81514687,15555335,21312356,-0.148,0.027,0.8518,0.0,0.32274,THB,
6,"400/22, KASIKORNBANK Building","6th and 12th Floor, Phahon Yothin Road Samsen Nai Sub-District Phaya Thai District",Bangkok,Thailand,66 2 673 3999,66 2 673 3900,REIT—Office,Real Estate,"KPN Property Fund is a real estate investment fund launched and managed by Kasikorn Asset Management Co.,Ltd. The fund invests in real estate markets of Thailand. It invest in the freehold right of land and the building of KPN Tower located on the prime location of Rama IX Road. KPN Property Fund is domiciled in Thailand.","{'maxAge': 1, 'name': 'Ms. Yupawadee  Tuchinda', 'title': 'Exec. VP of Kasikorn Asset Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.9,3.9,3.86,3.9,3.9,3.9,3.86,3.9,0.12,0.031600002,1693872000,4.93,0.164561,6600,6600,10129,6470,6470,3.88,0.0,0,0,702000000,3.8,5.25,7.932277,4.04,4.64555,0.0,0.0,THB,586196096,-0.18739,97711200,180000000,0.50998,0.13054,9.526,0.40940586,1672444800,1703980800,1688083200,-0.148,-16583960,-0.09,6.624,SET,EQUITY,KPNPF.BK,KPNPF.BK,KPNPF_KPN PROPERTY FUND,KPN Property Fund,1367290800,Asia/Bangkok,ICT,25200000,3.9,none,115803880,0.643,0,10.869,10.869,88499176,0.492,0.010089999,-0.00956,81514687,15555335,21312356,-0.148,0.027,0.8518,0.0,0.32274,THB,
7,"400/22, KASIKORNBANK Building","6th and 12th Floor, Phahon Yothin Road Samsen Nai Sub-District Phaya Thai District",Bangkok,Thailand,66 2 673 3999,66 2 673 3900,REIT—Office,Real Estate,"KPN Property Fund is a real estate investment fund launched and managed by Kasikorn Asset Management Co.,Ltd. The fund invests in real estate markets of Thailand. It invest in the freehold right of land and the building of KPN Tower located on the prime location of Rama IX Road. KPN Property Fund is domiciled in Thailand.","{'maxAge': 1, 'name': 'Ms. Euapun  Petcharapom', 'title': 'First Sr. VP of Kasikorn Asset Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.9,3.9,3.86,3.9,3.9,3.9,3.86,3.9,0.12,0.031600002,1693872000,4.93,0.164561,6600,6600,10129,6470,6470,3.88,0.0,0,0,702000000,3.8,5.25,7.932277,4.04,4.64555,0.0,0.0,THB,586196096,-0.18739,97711200,180000000,0.50998,0.13054,9.526,0.40940586,1672444800,1703980800,1688083200,-0.148,-16583960,-0.09,6.624,SET,EQUITY,KPNPF.BK,KPNPF.BK,KPNPF_KPN PROPERTY FUND,KPN Property Fund,1367290800,Asia/Bangkok,ICT,25200000,3.9,none,115803880,0.643,0,10.869,10.869,88499176,0.492,0.010089999,-0.00956,81514687,15555335,21312356,-0.148,0.027,0.8518,0.0,0.32274,THB,
8,"400/22, KASIKORNBANK Building","6th and 12th Floor, Phahon Yothin Road Samsen Nai Sub-District Phaya Thai District",Bangkok,Thailand,66 2 673 3999,66 2 673 3900,REIT—Office,Real Estate,"KPN Property Fund is a real estate investment fund launched and managed by Kasikorn Asset Management Co.,Ltd. The fund invests in real estate markets of Thailand. It invest in the freehold right of land and the building of KPN Tower located on the prime location of Rama IX Road. KPN Property Fund is domiciled in Thailand.","{'maxAge': 1, 'name': 'Mr. Vittawat  Ajchariyavanich', 'title': 'Exec. VP of Kasikorn Asset Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.9,3.9,3.86,3.9,3.9,3.9,3.86,3.9,0.12,0.031600002,1693872000,4.93,0.164561,6600,6600,10129,6470,6470,3.88,0.0,0,0,702000000,3.8,5.25,7.932277,4.04,4.64555,0.0,0.0,THB,586196096,-0.18739,97711200,180000000,0.50998,0.13054,9.526,0.40940586,1672444800,1703980800,1688083200,-0.148,-16583960,-0.09,6.624,SET,EQUITY,KPNPF.BK,KPNPF.BK,KPNPF_KPN PROPERTY FUND,KPN Property Fund,1367290800,Asia/Bangkok,ICT,25200000,3.9,none,115803880,0.643,0,10.869,10.869,88499176,0.492,0.010089999,-0.00956,81514687,15555335,21312356,-0.148,0.027,0.8518,0.0,0.32274,THB,
9,"400/22, KASIKORNBANK Building","6th and 12th Floor, Phahon Yothin Road Samsen Nai Sub-District Phaya Thai District",Bangkok,Thailand,66 2 673 3999,66 2 673 3900,REIT—Office,Real Estate,"KPN Property Fund is a real estate investment fund launched and managed by Kasikorn Asset Management Co.,Ltd. The fund invests in real estate markets of Thailand. It invest in the freehold right of land and the building of KPN Tower located on the prime location of Rama IX Road. KPN Property Fund is domiciled in Thailand.","{'maxAge': 1, 'name': 'Ms. Chanathip  Rungkunanon', 'title': 'First Sr. VP of Kasikorn Asset Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.9,3.9,3.86,3.9,3.9,3.9,3.86,3.9,0.12,0.031600002,1693872000,4.93,0.164561,6600,6600,10129,6470,6470,3.88,0.0,0,0,702000000,3.8,5.25,7.932277,4.04,4.64555,0.0,0.0,THB,586196096,-0.18739,97711200,180000000,0.50998,0.13054,9.526,0.40940586,1672444800,1703980800,1688083200,-0.148,-16583960,-0.09,6.624,SET,EQUITY,KPNPF.BK,KPNPF.BK,KPNPF_KPN PROPERTY FUND,KPN Property Fund,1367290800,Asia/Bangkok,ICT,25200000,3.9,none,115803880,0.643,0,10.869,10.869,88499176,0.492,0.010089999,-0.00956,81514687,15555335,21312356,-0.148,0.027,0.8518,0.0,0.32274,THB,
