,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One London Road,Ground Floor West,Brentwood,CM14 4QW,United Kingdom,44 12 7737 6374,https://www.mccollsplc.co.uk,Grocery Stores,Consumer Defensive,"McColl's Retail Group plc operates as a neighbourhood retailer in the United Kingdom. The company operates convenience and newsagent stores that offer food and groceries, fruits and vegetables, ready meals, prepared food-to-go, tobacco, general merchandise, news and magazines, and services, as well as provides post office and ATM services. The company was founded in 1901 and is headquartered in Brentwood, the United Kingdom.",6403,"{'maxAge': 1, 'name': 'Dr. Angus J. Porter', 'age': 65, 'title': 'Exec. Chairman', 'yearBorn': 1957, 'fiscalYear': 2020, 'totalPay': 146000, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,3,1,10,1693526400,1609372800,86400,4,1.8022,0.0,0.0,0.0,1.8022,0.0,0.0,0.0,1565222400,0.0,1.060435,-1.5366971,16800000,16800000,0,0,0,0.0,0.0,0,0,4695209,0.0,1.675,0.0038296974,0.01675,0.01675,0.0,0.0,GBp,292388256,-0.0065200003,101555503,280311008,0.14138,0.31821,0.138,12.137681,1606608000,1638144000,1622332800,-8000000,-0.07,-1.09,0.238,10.951,LSE,EQUITY,MCLS.L,MCLS.L,MCCOLL'S RETAIL GROUP PLC,McColl's Retail Group plc,1393315200,Europe/London,BST,3600000,1.675,2.0,buy,31400000,0.272,26700000,323500000,0.279,0.622,1226000000,2034.591,10.636,0.01388,-0.37960997,300900000,-318500,15100000,-0.053,0.23206,0.02178,0.0106,GBP,
1,One London Road,Ground Floor West,Brentwood,CM14 4QW,United Kingdom,44 12 7737 6374,https://www.mccollsplc.co.uk,Grocery Stores,Consumer Defensive,"McColl's Retail Group plc operates as a neighbourhood retailer in the United Kingdom. The company operates convenience and newsagent stores that offer food and groceries, fruits and vegetables, ready meals, prepared food-to-go, tobacco, general merchandise, news and magazines, and services, as well as provides post office and ATM services. The company was founded in 1901 and is headquartered in Brentwood, the United Kingdom.",6403,"{'maxAge': 1, 'name': 'Mr. Giles Matthew Oliver David', 'age': 55, 'title': 'CFO & Director', 'yearBorn': 1967, 'fiscalYear': 2020, 'totalPay': 337000, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,3,1,10,1693526400,1609372800,86400,4,1.8022,0.0,0.0,0.0,1.8022,0.0,0.0,0.0,1565222400,0.0,1.060435,-1.5366971,16800000,16800000,0,0,0,0.0,0.0,0,0,4695209,0.0,1.675,0.0038296974,0.01675,0.01675,0.0,0.0,GBp,292388256,-0.0065200003,101555503,280311008,0.14138,0.31821,0.138,12.137681,1606608000,1638144000,1622332800,-8000000,-0.07,-1.09,0.238,10.951,LSE,EQUITY,MCLS.L,MCLS.L,MCCOLL'S RETAIL GROUP PLC,McColl's Retail Group plc,1393315200,Europe/London,BST,3600000,1.675,2.0,buy,31400000,0.272,26700000,323500000,0.279,0.622,1226000000,2034.591,10.636,0.01388,-0.37960997,300900000,-318500,15100000,-0.053,0.23206,0.02178,0.0106,GBP,
2,One London Road,Ground Floor West,Brentwood,CM14 4QW,United Kingdom,44 12 7737 6374,https://www.mccollsplc.co.uk,Grocery Stores,Consumer Defensive,"McColl's Retail Group plc operates as a neighbourhood retailer in the United Kingdom. The company operates convenience and newsagent stores that offer food and groceries, fruits and vegetables, ready meals, prepared food-to-go, tobacco, general merchandise, news and magazines, and services, as well as provides post office and ATM services. The company was founded in 1901 and is headquartered in Brentwood, the United Kingdom.",6403,"{'maxAge': 1, 'name': 'Ms. Karen  Bird', 'title': 'Interim Chief Exec., COO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,3,1,10,1693526400,1609372800,86400,4,1.8022,0.0,0.0,0.0,1.8022,0.0,0.0,0.0,1565222400,0.0,1.060435,-1.5366971,16800000,16800000,0,0,0,0.0,0.0,0,0,4695209,0.0,1.675,0.0038296974,0.01675,0.01675,0.0,0.0,GBp,292388256,-0.0065200003,101555503,280311008,0.14138,0.31821,0.138,12.137681,1606608000,1638144000,1622332800,-8000000,-0.07,-1.09,0.238,10.951,LSE,EQUITY,MCLS.L,MCLS.L,MCCOLL'S RETAIL GROUP PLC,McColl's Retail Group plc,1393315200,Europe/London,BST,3600000,1.675,2.0,buy,31400000,0.272,26700000,323500000,0.279,0.622,1226000000,2034.591,10.636,0.01388,-0.37960997,300900000,-318500,15100000,-0.053,0.23206,0.02178,0.0106,GBP,
3,One London Road,Ground Floor West,Brentwood,CM14 4QW,United Kingdom,44 12 7737 6374,https://www.mccollsplc.co.uk,Grocery Stores,Consumer Defensive,"McColl's Retail Group plc operates as a neighbourhood retailer in the United Kingdom. The company operates convenience and newsagent stores that offer food and groceries, fruits and vegetables, ready meals, prepared food-to-go, tobacco, general merchandise, news and magazines, and services, as well as provides post office and ATM services. The company was founded in 1901 and is headquartered in Brentwood, the United Kingdom.",6403,"{'maxAge': 1, 'name': 'Naomi  Kissman', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,3,1,10,1693526400,1609372800,86400,4,1.8022,0.0,0.0,0.0,1.8022,0.0,0.0,0.0,1565222400,0.0,1.060435,-1.5366971,16800000,16800000,0,0,0,0.0,0.0,0,0,4695209,0.0,1.675,0.0038296974,0.01675,0.01675,0.0,0.0,GBp,292388256,-0.0065200003,101555503,280311008,0.14138,0.31821,0.138,12.137681,1606608000,1638144000,1622332800,-8000000,-0.07,-1.09,0.238,10.951,LSE,EQUITY,MCLS.L,MCLS.L,MCCOLL'S RETAIL GROUP PLC,McColl's Retail Group plc,1393315200,Europe/London,BST,3600000,1.675,2.0,buy,31400000,0.272,26700000,323500000,0.279,0.622,1226000000,2034.591,10.636,0.01388,-0.37960997,300900000,-318500,15100000,-0.053,0.23206,0.02178,0.0106,GBP,
