,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1688 152nd Street,Suite 306,Surrey,BC,V4A 4N2,Canada,604-560-9060,604-560-9062,https://majesticgold.com,Gold,Basic Materials,"Majestic Gold Corp., a mining company, focuses on exploration, development, and operation of mining properties in China, Australia, and Canada. The company primarily explores for gold ores. Its flagship project is the Songjiagou gold mine located in the Shandong Province of China. Majestic Gold Corp. was incorporated in 1986 and is headquartered in Surrey, Canada.","{'maxAge': 1, 'name': 'Mr. Stephen Patrick Kenwood B.Sc., BSc, P.Geo., PGeo', 'age': 62, 'title': 'Pres, CEO & Director', 'yearBorn': 1960, 'fiscalYear': 2021, 'totalPay': 30000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,1.086313,7.0,150000,150000,44727,127440,127440,0.065,0.07,0,0,72986200,0.05,0.12,1.2676429,0.08,0.097,0.0,0.0,CAD,45903432,0.14392,909078221,1042659968,33212,32143,1690761600,1693440000,0.0,0.12812,0.0,0.94,0.086,0.81395346,1672444800,1703980800,1688083200,-0.49,8286303,0.01,0.797,1.631,VAN,EQUITY,MJS.V,MJS.V,MAJESTIC GOLD CORP.,Majestic Gold Corp.,852906600,America/Toronto,EDT,-14400000,0.07,none,60535488,0.058,28143792,4193031,2.636,2.754,57576312,3.704,0.055,0.09981,0.12658,7814888,27820784,-0.49,-0.146,0.64246005,0.48881,0.38461,USD,
1,1688 152nd Street,Suite 306,Surrey,BC,V4A 4N2,Canada,604-560-9060,604-560-9062,https://majesticgold.com,Gold,Basic Materials,"Majestic Gold Corp., a mining company, focuses on exploration, development, and operation of mining properties in China, Australia, and Canada. The company primarily explores for gold ores. Its flagship project is the Songjiagou gold mine located in the Shandong Province of China. Majestic Gold Corp. was incorporated in 1986 and is headquartered in Surrey, Canada.","{'maxAge': 1, 'name': 'Mr. James  Mackie CGA', 'title': 'Corp. Sec. & CFO', 'fiscalYear': 2021, 'totalPay': 222000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,1.086313,7.0,150000,150000,44727,127440,127440,0.065,0.07,0,0,72986200,0.05,0.12,1.2676429,0.08,0.097,0.0,0.0,CAD,45903432,0.14392,909078221,1042659968,33212,32143,1690761600,1693440000,0.0,0.12812,0.0,0.94,0.086,0.81395346,1672444800,1703980800,1688083200,-0.49,8286303,0.01,0.797,1.631,VAN,EQUITY,MJS.V,MJS.V,MAJESTIC GOLD CORP.,Majestic Gold Corp.,852906600,America/Toronto,EDT,-14400000,0.07,none,60535488,0.058,28143792,4193031,2.636,2.754,57576312,3.704,0.055,0.09981,0.12658,7814888,27820784,-0.49,-0.146,0.64246005,0.48881,0.38461,USD,
2,1688 152nd Street,Suite 306,Surrey,BC,V4A 4N2,Canada,604-560-9060,604-560-9062,https://majesticgold.com,Gold,Basic Materials,"Majestic Gold Corp., a mining company, focuses on exploration, development, and operation of mining properties in China, Australia, and Canada. The company primarily explores for gold ores. Its flagship project is the Songjiagou gold mine located in the Shandong Province of China. Majestic Gold Corp. was incorporated in 1986 and is headquartered in Surrey, Canada.","{'maxAge': 1, 'name': 'Mr. Shufeng  Zhou', 'title': 'GM & Chairman of Yantai Zhongjia Mining Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,1.086313,7.0,150000,150000,44727,127440,127440,0.065,0.07,0,0,72986200,0.05,0.12,1.2676429,0.08,0.097,0.0,0.0,CAD,45903432,0.14392,909078221,1042659968,33212,32143,1690761600,1693440000,0.0,0.12812,0.0,0.94,0.086,0.81395346,1672444800,1703980800,1688083200,-0.49,8286303,0.01,0.797,1.631,VAN,EQUITY,MJS.V,MJS.V,MAJESTIC GOLD CORP.,Majestic Gold Corp.,852906600,America/Toronto,EDT,-14400000,0.07,none,60535488,0.058,28143792,4193031,2.636,2.754,57576312,3.704,0.055,0.09981,0.12658,7814888,27820784,-0.49,-0.146,0.64246005,0.48881,0.38461,USD,
