,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Omer Avni Mah.Dumen Sok.Dumen Apt.No:3,Daire:8 Gumussuyu Beyoglu,Istanbul,34427,Turkey,90 212 334 88 50,90 212 334 88 52,https://yatirimci.marti.com.tr,Lodging,Consumer Cyclical,"Marti Otel Isletmeleri A.S. operates and leases hotels, motels, holiday villages, marinas, restaurants, and other touristic facilities in Turkey. The company was founded in 1967 and is based in Istanbul, Turkey.",678,"{'maxAge': 1, 'name': 'Mr. Nurullah Emre Narin', 'title': 'Vice Chairman of Directors & GM', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.76,3.77,3.76,4.13,3.76,3.77,3.76,4.13,0.0,0.559507,137.66667,65174530,65174530,39204153,36788171,36788171,4.13,4.13,0,0,2472548352,2.5,8.65,6.039535,3.8724,4.20175,0.0,0.0,TRY,7687917056,0.17355,347809323,598680000,0.47803003,0.026180001,2.667,1.5485564,1680220800,1711843200,1688083200,71051944,0.03,1:1000,1104710400,18.779,36.96,IST,EQUITY,MARTI.IS,MARTI.IS,MARTI OTEL,Marti Otel Isletmeleri A.S.,957940200,Europe/Istanbul,TRT,10800000,4.13,none,123967440,0.207,208008192,3120423936,0.261,0.492,409393824,57.233,0.601,0.0152,0.053790003,41674616,-44938212,0.909,0.35494,0.50808996,0.37616003,TRY,
1,Omer Avni Mah.Dumen Sok.Dumen Apt.No:3,Daire:8 Gumussuyu Beyoglu,Istanbul,34427,Turkey,90 212 334 88 50,90 212 334 88 52,https://yatirimci.marti.com.tr,Lodging,Consumer Cyclical,"Marti Otel Isletmeleri A.S. operates and leases hotels, motels, holiday villages, marinas, restaurants, and other touristic facilities in Turkey. The company was founded in 1967 and is based in Istanbul, Turkey.",678,"{'maxAge': 1, 'name': 'Mr. Faruk  Yasar', 'title': 'Group Accountings Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.76,3.77,3.76,4.13,3.76,3.77,3.76,4.13,0.0,0.559507,137.66667,65174530,65174530,39204153,36788171,36788171,4.13,4.13,0,0,2472548352,2.5,8.65,6.039535,3.8724,4.20175,0.0,0.0,TRY,7687917056,0.17355,347809323,598680000,0.47803003,0.026180001,2.667,1.5485564,1680220800,1711843200,1688083200,71051944,0.03,1:1000,1104710400,18.779,36.96,IST,EQUITY,MARTI.IS,MARTI.IS,MARTI OTEL,Marti Otel Isletmeleri A.S.,957940200,Europe/Istanbul,TRT,10800000,4.13,none,123967440,0.207,208008192,3120423936,0.261,0.492,409393824,57.233,0.601,0.0152,0.053790003,41674616,-44938212,0.909,0.35494,0.50808996,0.37616003,TRY,
2,Omer Avni Mah.Dumen Sok.Dumen Apt.No:3,Daire:8 Gumussuyu Beyoglu,Istanbul,34427,Turkey,90 212 334 88 50,90 212 334 88 52,https://yatirimci.marti.com.tr,Lodging,Consumer Cyclical,"Marti Otel Isletmeleri A.S. operates and leases hotels, motels, holiday villages, marinas, restaurants, and other touristic facilities in Turkey. The company was founded in 1967 and is based in Istanbul, Turkey.",678,"{'maxAge': 1, 'name': 'S. Nurkan Kacmaz', 'title': 'Corp. Governance and Investor Relations Unit Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.76,3.77,3.76,4.13,3.76,3.77,3.76,4.13,0.0,0.559507,137.66667,65174530,65174530,39204153,36788171,36788171,4.13,4.13,0,0,2472548352,2.5,8.65,6.039535,3.8724,4.20175,0.0,0.0,TRY,7687917056,0.17355,347809323,598680000,0.47803003,0.026180001,2.667,1.5485564,1680220800,1711843200,1688083200,71051944,0.03,1:1000,1104710400,18.779,36.96,IST,EQUITY,MARTI.IS,MARTI.IS,MARTI OTEL,Marti Otel Isletmeleri A.S.,957940200,Europe/Istanbul,TRT,10800000,4.13,none,123967440,0.207,208008192,3120423936,0.261,0.492,409393824,57.233,0.601,0.0152,0.053790003,41674616,-44938212,0.909,0.35494,0.50808996,0.37616003,TRY,
