,address1,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2735 Carolina Street,Vancouver,BC,V5T 3T3,Canada,https://www.ultralithium.com,Other Industrial Metals & Mining,Basic Materials,"Ultra Lithium Inc. engages in the acquisition, exploration, and development of resource properties in Argentina, Canada, and the United States. Its flagship project is the 100% owned Laguna Verde project comprising three mining licenses covering an area of approximately 7,569 hectares located in the Antofagasta region, Argentina. The company was formerly known as Ultra Resources Inc. and changed its name to Ultra Lithium Inc. in January 2022. Ultra Lithium Inc. was incorporated in 2004 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Dr. Weiguo  Lang B.Eng., D.Eng.', 'age': 63, 'title': 'CEO & Director', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 111898, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,1438128000,0.0,2.107773,1836,1836,0,0,0,0.0,0.0,6879805,0.019,0.1206,0.019,0.041721,0.0,0.0,EUR,3035710,0.0,111805008,187459008,0.3821,0.0,0.067,0.28358206,1667174400,1698710400,1682812800,-2025269,-0.01,FRA,EQUITY,QFB.F,QFB.F,ULTRA LITHIUM INC.,Ultra Lithium Inc.,1305525600,Europe/Berlin,CEST,7200000,0.019,none,170192,0.001,0,0.91,1.129,-0.09284,-0.18278,-7243080,-1771497,0.0,0.0,0.0,CAD,
1,2735 Carolina Street,Vancouver,BC,V5T 3T3,Canada,https://www.ultralithium.com,Other Industrial Metals & Mining,Basic Materials,"Ultra Lithium Inc. engages in the acquisition, exploration, and development of resource properties in Argentina, Canada, and the United States. Its flagship project is the 100% owned Laguna Verde project comprising three mining licenses covering an area of approximately 7,569 hectares located in the Antofagasta region, Argentina. The company was formerly known as Ultra Resources Inc. and changed its name to Ultra Lithium Inc. in January 2022. Ultra Lithium Inc. was incorporated in 2004 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Kiriaki  Smith CPA, CFO, CGA, CPA', 'age': 55, 'title': 'CFO & Sec.', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 120762, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,1438128000,0.0,2.107773,1836,1836,0,0,0,0.0,0.0,6879805,0.019,0.1206,0.019,0.041721,0.0,0.0,EUR,3035710,0.0,111805008,187459008,0.3821,0.0,0.067,0.28358206,1667174400,1698710400,1682812800,-2025269,-0.01,FRA,EQUITY,QFB.F,QFB.F,ULTRA LITHIUM INC.,Ultra Lithium Inc.,1305525600,Europe/Berlin,CEST,7200000,0.019,none,170192,0.001,0,0.91,1.129,-0.09284,-0.18278,-7243080,-1771497,0.0,0.0,0.0,CAD,
2,2735 Carolina Street,Vancouver,BC,V5T 3T3,Canada,https://www.ultralithium.com,Other Industrial Metals & Mining,Basic Materials,"Ultra Lithium Inc. engages in the acquisition, exploration, and development of resource properties in Argentina, Canada, and the United States. Its flagship project is the 100% owned Laguna Verde project comprising three mining licenses covering an area of approximately 7,569 hectares located in the Antofagasta region, Argentina. The company was formerly known as Ultra Resources Inc. and changed its name to Ultra Lithium Inc. in January 2022. Ultra Lithium Inc. was incorporated in 2004 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Afzaal  Pirzada M.Sc., P.Geo.', 'age': 67, 'title': 'VP of Exploration', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 76445, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,1438128000,0.0,2.107773,1836,1836,0,0,0,0.0,0.0,6879805,0.019,0.1206,0.019,0.041721,0.0,0.0,EUR,3035710,0.0,111805008,187459008,0.3821,0.0,0.067,0.28358206,1667174400,1698710400,1682812800,-2025269,-0.01,FRA,EQUITY,QFB.F,QFB.F,ULTRA LITHIUM INC.,Ultra Lithium Inc.,1305525600,Europe/Berlin,CEST,7200000,0.019,none,170192,0.001,0,0.91,1.129,-0.09284,-0.18278,-7243080,-1771497,0.0,0.0,0.0,CAD,
3,2735 Carolina Street,Vancouver,BC,V5T 3T3,Canada,https://www.ultralithium.com,Other Industrial Metals & Mining,Basic Materials,"Ultra Lithium Inc. engages in the acquisition, exploration, and development of resource properties in Argentina, Canada, and the United States. Its flagship project is the 100% owned Laguna Verde project comprising three mining licenses covering an area of approximately 7,569 hectares located in the Antofagasta region, Argentina. The company was formerly known as Ultra Resources Inc. and changed its name to Ultra Lithium Inc. in January 2022. Ultra Lithium Inc. was incorporated in 2004 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Gordon Alexander Addie B.Sc.', 'age': 60, 'title': 'Chief Geologist', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,1438128000,0.0,2.107773,1836,1836,0,0,0,0.0,0.0,6879805,0.019,0.1206,0.019,0.041721,0.0,0.0,EUR,3035710,0.0,111805008,187459008,0.3821,0.0,0.067,0.28358206,1667174400,1698710400,1682812800,-2025269,-0.01,FRA,EQUITY,QFB.F,QFB.F,ULTRA LITHIUM INC.,Ultra Lithium Inc.,1305525600,Europe/Berlin,CEST,7200000,0.019,none,170192,0.001,0,0.91,1.129,-0.09284,-0.18278,-7243080,-1771497,0.0,0.0,0.0,CAD,
