,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"st. them. Rakhova V.G., 181",Saratov,410005,Russia,7 8452 57 35 73,7 8452 27 14 38,https://www.saratovenergo.ru,Utilities—Regulated Electric,Utilities,"Public Joint Stock Company Saratovenergo supplies electricity in the Saratov region, Russia. It serves approximately 21,000 legal entities and 646,000 household subscribers. The company was formerly known as Energy and Electrification Joint-Stock Company Saratovenergo and changed its name to Public Joint Stock Company Saratovenergo in June 2015. The company was founded in 1933 and is based in Saratov, Russia. Public Joint Stock Company Saratovenergo operates as a subsidiary of Public Joint Stock Company Inter RAO UES.",719,"{'maxAge': 1, 'name': 'Elina Nikolaevna Ekimova', 'title': 'Gen. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.1204,0.1204,0.11,0.15,0.1204,0.1204,0.11,0.15,1205280000,0.0,0.328789,Infinity,36670000,36670000,0,0,0,0.1398,0.1398,1000000,4000000,680145152,0.11,0.15,0.02766728,0.1268,0.1268,0.0,0.0,RUB,507330880,0.00053,1242553690,4865129984,0.83699995,0.0,0.038,3.6789474,1640908800,1672444800,1688083200,7.546,12997000,0.0,0.021,89.468,MCX,EQUITY,SARE.ME,SARE.ME,SARATOVENERGO PJSC,Public Joint Stock Company Saratovenergo,1322112600,Europe/Moscow,MSK,10800000,0.1398,none,315391008,0.065,5670500,142576992,24583014400,52.113,4.984,10448436000,0.1,0.44075,0.00023,-0.00386,RUB,
1,"st. them. Rakhova V.G., 181",Saratov,410005,Russia,7 8452 57 35 73,7 8452 27 14 38,https://www.saratovenergo.ru,Utilities—Regulated Electric,Utilities,"Public Joint Stock Company Saratovenergo supplies electricity in the Saratov region, Russia. It serves approximately 21,000 legal entities and 646,000 household subscribers. The company was formerly known as Energy and Electrification Joint-Stock Company Saratovenergo and changed its name to Public Joint Stock Company Saratovenergo in June 2015. The company was founded in 1933 and is based in Saratov, Russia. Public Joint Stock Company Saratovenergo operates as a subsidiary of Public Joint Stock Company Inter RAO UES.",719,"{'maxAge': 1, 'name': 'Mr. Myazin Dmitry Nikolaevich', 'title': 'Director of Economics & Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.1204,0.1204,0.11,0.15,0.1204,0.1204,0.11,0.15,1205280000,0.0,0.328789,Infinity,36670000,36670000,0,0,0,0.1398,0.1398,1000000,4000000,680145152,0.11,0.15,0.02766728,0.1268,0.1268,0.0,0.0,RUB,507330880,0.00053,1242553690,4865129984,0.83699995,0.0,0.038,3.6789474,1640908800,1672444800,1688083200,7.546,12997000,0.0,0.021,89.468,MCX,EQUITY,SARE.ME,SARE.ME,SARATOVENERGO PJSC,Public Joint Stock Company Saratovenergo,1322112600,Europe/Moscow,MSK,10800000,0.1398,none,315391008,0.065,5670500,142576992,24583014400,52.113,4.984,10448436000,0.1,0.44075,0.00023,-0.00386,RUB,
2,"st. them. Rakhova V.G., 181",Saratov,410005,Russia,7 8452 57 35 73,7 8452 27 14 38,https://www.saratovenergo.ru,Utilities—Regulated Electric,Utilities,"Public Joint Stock Company Saratovenergo supplies electricity in the Saratov region, Russia. It serves approximately 21,000 legal entities and 646,000 household subscribers. The company was formerly known as Energy and Electrification Joint-Stock Company Saratovenergo and changed its name to Public Joint Stock Company Saratovenergo in June 2015. The company was founded in 1933 and is based in Saratov, Russia. Public Joint Stock Company Saratovenergo operates as a subsidiary of Public Joint Stock Company Inter RAO UES.",719,"{'maxAge': 1, 'name': 'Ms. Lamekina Irina Mikhailovna', 'title': 'Director of HR & Admin.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.1204,0.1204,0.11,0.15,0.1204,0.1204,0.11,0.15,1205280000,0.0,0.328789,Infinity,36670000,36670000,0,0,0,0.1398,0.1398,1000000,4000000,680145152,0.11,0.15,0.02766728,0.1268,0.1268,0.0,0.0,RUB,507330880,0.00053,1242553690,4865129984,0.83699995,0.0,0.038,3.6789474,1640908800,1672444800,1688083200,7.546,12997000,0.0,0.021,89.468,MCX,EQUITY,SARE.ME,SARE.ME,SARATOVENERGO PJSC,Public Joint Stock Company Saratovenergo,1322112600,Europe/Moscow,MSK,10800000,0.1398,none,315391008,0.065,5670500,142576992,24583014400,52.113,4.984,10448436000,0.1,0.44075,0.00023,-0.00386,RUB,
