,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2780 Waterfront Parkway East Drive,Suite 200,Indianapolis,IN,46214,United States,317 328 5660,317 328 2359,https://www.calumetspecialty.com,Oil & Gas E&P,Energy,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally. Its Specialty Products and Solutions segment offers various solvents, waxes, customized lubricating oils, white oils, petrolatums, gels, esters, and other products. The company's Montana/Renewables segment focuses on processing renewable feedstocks into renewable diesel, sustainable aviation fuel, renewable hydrogen, renewable natural gas, renewable propane, and renewable naphtha. This segment also processes Canadian crude oil into conventional gasoline, diesel, jet fuel, and specialty grades of asphalt. Its Performance Brands segment blends, packages, and markets high performance products through Royal Purple, Bel-Ray, and TruFuel brands. Calumet GP, LLC serves as the general partner for Calumet Specialty Products Partners, L.P. The company was founded in 1916 and is headquartered in Indianapolis, Indiana.",1530,"{'maxAge': 1, 'name': 'Mr. Louis Todd Borgmann', 'age': 39, 'title': 'CEO of Calumet GP, LLC', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 1869361, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.66,19.75,19.36,19.86,19.66,19.75,19.36,19.86,1454025600,0.0,2.005186,11.274566,60862,60862,76772,96990,96990,19.29,19.54,1100,900,1559586688,12.5,20.5,0.3696141,17.0418,16.75835,0.0,0.0,USD,3918185984,-0.010240001,54924130,79958304,327226,318113,1690761600,1693440000,0.0041,0.21997999,0.28529,4.19,0.005,-6.86,1672444800,1703980800,1688083200,-43200000,-0.55,1.73,2.98,0.929,13.539,NMS,EQUITY,CLMT,CLMT,Calumet Specialty Products Part,"Calumet Specialty Products Partners, L.P.",1138285800,America/New_York,EDT,-14400000,19.505,31.0,19.5,24.9,25.0,2.1,buy,5,36000000,0.45,289400000,2143900032,0.293,0.707,4219500032,52.934,0.044299997,370200000,-652537472,-38800000,-0.285,0.084130004,0.06859,0.043319996,USD,
1,2780 Waterfront Parkway East Drive,Suite 200,Indianapolis,IN,46214,United States,317 328 5660,317 328 2359,https://www.calumetspecialty.com,Oil & Gas E&P,Energy,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally. Its Specialty Products and Solutions segment offers various solvents, waxes, customized lubricating oils, white oils, petrolatums, gels, esters, and other products. The company's Montana/Renewables segment focuses on processing renewable feedstocks into renewable diesel, sustainable aviation fuel, renewable hydrogen, renewable natural gas, renewable propane, and renewable naphtha. This segment also processes Canadian crude oil into conventional gasoline, diesel, jet fuel, and specialty grades of asphalt. Its Performance Brands segment blends, packages, and markets high performance products through Royal Purple, Bel-Ray, and TruFuel brands. Calumet GP, LLC serves as the general partner for Calumet Specialty Products Partners, L.P. The company was founded in 1916 and is headquartered in Indianapolis, Indiana.",1530,"{'maxAge': 1, 'name': 'Mr. Vincent  Donargo', 'age': 61, 'title': 'Exec. VP & CFO', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1109329, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.66,19.75,19.36,19.86,19.66,19.75,19.36,19.86,1454025600,0.0,2.005186,11.274566,60862,60862,76772,96990,96990,19.29,19.54,1100,900,1559586688,12.5,20.5,0.3696141,17.0418,16.75835,0.0,0.0,USD,3918185984,-0.010240001,54924130,79958304,327226,318113,1690761600,1693440000,0.0041,0.21997999,0.28529,4.19,0.005,-6.86,1672444800,1703980800,1688083200,-43200000,-0.55,1.73,2.98,0.929,13.539,NMS,EQUITY,CLMT,CLMT,Calumet Specialty Products Part,"Calumet Specialty Products Partners, L.P.",1138285800,America/New_York,EDT,-14400000,19.505,31.0,19.5,24.9,25.0,2.1,buy,5,36000000,0.45,289400000,2143900032,0.293,0.707,4219500032,52.934,0.044299997,370200000,-652537472,-38800000,-0.285,0.084130004,0.06859,0.043319996,USD,
2,2780 Waterfront Parkway East Drive,Suite 200,Indianapolis,IN,46214,United States,317 328 5660,317 328 2359,https://www.calumetspecialty.com,Oil & Gas E&P,Energy,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally. Its Specialty Products and Solutions segment offers various solvents, waxes, customized lubricating oils, white oils, petrolatums, gels, esters, and other products. The company's Montana/Renewables segment focuses on processing renewable feedstocks into renewable diesel, sustainable aviation fuel, renewable hydrogen, renewable natural gas, renewable propane, and renewable naphtha. This segment also processes Canadian crude oil into conventional gasoline, diesel, jet fuel, and specialty grades of asphalt. Its Performance Brands segment blends, packages, and markets high performance products through Royal Purple, Bel-Ray, and TruFuel brands. Calumet GP, LLC serves as the general partner for Calumet Specialty Products Partners, L.P. The company was founded in 1916 and is headquartered in Indianapolis, Indiana.",1530,"{'maxAge': 1, 'name': 'Mr. Gregory J. Morical', 'age': 53, 'title': 'VP, Gen. Counsel & Sec.', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 765328, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.66,19.75,19.36,19.86,19.66,19.75,19.36,19.86,1454025600,0.0,2.005186,11.274566,60862,60862,76772,96990,96990,19.29,19.54,1100,900,1559586688,12.5,20.5,0.3696141,17.0418,16.75835,0.0,0.0,USD,3918185984,-0.010240001,54924130,79958304,327226,318113,1690761600,1693440000,0.0041,0.21997999,0.28529,4.19,0.005,-6.86,1672444800,1703980800,1688083200,-43200000,-0.55,1.73,2.98,0.929,13.539,NMS,EQUITY,CLMT,CLMT,Calumet Specialty Products Part,"Calumet Specialty Products Partners, L.P.",1138285800,America/New_York,EDT,-14400000,19.505,31.0,19.5,24.9,25.0,2.1,buy,5,36000000,0.45,289400000,2143900032,0.293,0.707,4219500032,52.934,0.044299997,370200000,-652537472,-38800000,-0.285,0.084130004,0.06859,0.043319996,USD,
3,2780 Waterfront Parkway East Drive,Suite 200,Indianapolis,IN,46214,United States,317 328 5660,317 328 2359,https://www.calumetspecialty.com,Oil & Gas E&P,Energy,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally. Its Specialty Products and Solutions segment offers various solvents, waxes, customized lubricating oils, white oils, petrolatums, gels, esters, and other products. The company's Montana/Renewables segment focuses on processing renewable feedstocks into renewable diesel, sustainable aviation fuel, renewable hydrogen, renewable natural gas, renewable propane, and renewable naphtha. This segment also processes Canadian crude oil into conventional gasoline, diesel, jet fuel, and specialty grades of asphalt. Its Performance Brands segment blends, packages, and markets high performance products through Royal Purple, Bel-Ray, and TruFuel brands. Calumet GP, LLC serves as the general partner for Calumet Specialty Products Partners, L.P. The company was founded in 1916 and is headquartered in Indianapolis, Indiana.",1530,"{'maxAge': 1, 'name': 'Mr. Bruce A. Fleming', 'age': 65, 'title': 'Exec. VP of Montana Renewables & Corp. Devel. of Calumet GP, LLC', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 1478474, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.66,19.75,19.36,19.86,19.66,19.75,19.36,19.86,1454025600,0.0,2.005186,11.274566,60862,60862,76772,96990,96990,19.29,19.54,1100,900,1559586688,12.5,20.5,0.3696141,17.0418,16.75835,0.0,0.0,USD,3918185984,-0.010240001,54924130,79958304,327226,318113,1690761600,1693440000,0.0041,0.21997999,0.28529,4.19,0.005,-6.86,1672444800,1703980800,1688083200,-43200000,-0.55,1.73,2.98,0.929,13.539,NMS,EQUITY,CLMT,CLMT,Calumet Specialty Products Part,"Calumet Specialty Products Partners, L.P.",1138285800,America/New_York,EDT,-14400000,19.505,31.0,19.5,24.9,25.0,2.1,buy,5,36000000,0.45,289400000,2143900032,0.293,0.707,4219500032,52.934,0.044299997,370200000,-652537472,-38800000,-0.285,0.084130004,0.06859,0.043319996,USD,
4,2780 Waterfront Parkway East Drive,Suite 200,Indianapolis,IN,46214,United States,317 328 5660,317 328 2359,https://www.calumetspecialty.com,Oil & Gas E&P,Energy,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally. Its Specialty Products and Solutions segment offers various solvents, waxes, customized lubricating oils, white oils, petrolatums, gels, esters, and other products. The company's Montana/Renewables segment focuses on processing renewable feedstocks into renewable diesel, sustainable aviation fuel, renewable hydrogen, renewable natural gas, renewable propane, and renewable naphtha. This segment also processes Canadian crude oil into conventional gasoline, diesel, jet fuel, and specialty grades of asphalt. Its Performance Brands segment blends, packages, and markets high performance products through Royal Purple, Bel-Ray, and TruFuel brands. Calumet GP, LLC serves as the general partner for Calumet Specialty Products Partners, L.P. The company was founded in 1916 and is headquartered in Indianapolis, Indiana.",1530,"{'maxAge': 1, 'name': 'Mr. Scott  Obermeier', 'age': 48, 'title': 'Exec. VP of Specialties of Calumet GP, LLC', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1030666, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.66,19.75,19.36,19.86,19.66,19.75,19.36,19.86,1454025600,0.0,2.005186,11.274566,60862,60862,76772,96990,96990,19.29,19.54,1100,900,1559586688,12.5,20.5,0.3696141,17.0418,16.75835,0.0,0.0,USD,3918185984,-0.010240001,54924130,79958304,327226,318113,1690761600,1693440000,0.0041,0.21997999,0.28529,4.19,0.005,-6.86,1672444800,1703980800,1688083200,-43200000,-0.55,1.73,2.98,0.929,13.539,NMS,EQUITY,CLMT,CLMT,Calumet Specialty Products Part,"Calumet Specialty Products Partners, L.P.",1138285800,America/New_York,EDT,-14400000,19.505,31.0,19.5,24.9,25.0,2.1,buy,5,36000000,0.45,289400000,2143900032,0.293,0.707,4219500032,52.934,0.044299997,370200000,-652537472,-38800000,-0.285,0.084130004,0.06859,0.043319996,USD,
5,2780 Waterfront Parkway East Drive,Suite 200,Indianapolis,IN,46214,United States,317 328 5660,317 328 2359,https://www.calumetspecialty.com,Oil & Gas E&P,Energy,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally. Its Specialty Products and Solutions segment offers various solvents, waxes, customized lubricating oils, white oils, petrolatums, gels, esters, and other products. The company's Montana/Renewables segment focuses on processing renewable feedstocks into renewable diesel, sustainable aviation fuel, renewable hydrogen, renewable natural gas, renewable propane, and renewable naphtha. This segment also processes Canadian crude oil into conventional gasoline, diesel, jet fuel, and specialty grades of asphalt. Its Performance Brands segment blends, packages, and markets high performance products through Royal Purple, Bel-Ray, and TruFuel brands. Calumet GP, LLC serves as the general partner for Calumet Specialty Products Partners, L.P. The company was founded in 1916 and is headquartered in Indianapolis, Indiana.",1530,"{'maxAge': 1, 'name': 'Mr. Ryan A. Willman', 'age': 44, 'title': 'Chief Accounting Officer & Principal Accounting Officer of Calumet GP, LLC', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.66,19.75,19.36,19.86,19.66,19.75,19.36,19.86,1454025600,0.0,2.005186,11.274566,60862,60862,76772,96990,96990,19.29,19.54,1100,900,1559586688,12.5,20.5,0.3696141,17.0418,16.75835,0.0,0.0,USD,3918185984,-0.010240001,54924130,79958304,327226,318113,1690761600,1693440000,0.0041,0.21997999,0.28529,4.19,0.005,-6.86,1672444800,1703980800,1688083200,-43200000,-0.55,1.73,2.98,0.929,13.539,NMS,EQUITY,CLMT,CLMT,Calumet Specialty Products Part,"Calumet Specialty Products Partners, L.P.",1138285800,America/New_York,EDT,-14400000,19.505,31.0,19.5,24.9,25.0,2.1,buy,5,36000000,0.45,289400000,2143900032,0.293,0.707,4219500032,52.934,0.044299997,370200000,-652537472,-38800000,-0.285,0.084130004,0.06859,0.043319996,USD,
6,2780 Waterfront Parkway East Drive,Suite 200,Indianapolis,IN,46214,United States,317 328 5660,317 328 2359,https://www.calumetspecialty.com,Oil & Gas E&P,Energy,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally. Its Specialty Products and Solutions segment offers various solvents, waxes, customized lubricating oils, white oils, petrolatums, gels, esters, and other products. The company's Montana/Renewables segment focuses on processing renewable feedstocks into renewable diesel, sustainable aviation fuel, renewable hydrogen, renewable natural gas, renewable propane, and renewable naphtha. This segment also processes Canadian crude oil into conventional gasoline, diesel, jet fuel, and specialty grades of asphalt. Its Performance Brands segment blends, packages, and markets high performance products through Royal Purple, Bel-Ray, and TruFuel brands. Calumet GP, LLC serves as the general partner for Calumet Specialty Products Partners, L.P. The company was founded in 1916 and is headquartered in Indianapolis, Indiana.",1530,"{'maxAge': 1, 'name': 'Brad  McMurray', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.66,19.75,19.36,19.86,19.66,19.75,19.36,19.86,1454025600,0.0,2.005186,11.274566,60862,60862,76772,96990,96990,19.29,19.54,1100,900,1559586688,12.5,20.5,0.3696141,17.0418,16.75835,0.0,0.0,USD,3918185984,-0.010240001,54924130,79958304,327226,318113,1690761600,1693440000,0.0041,0.21997999,0.28529,4.19,0.005,-6.86,1672444800,1703980800,1688083200,-43200000,-0.55,1.73,2.98,0.929,13.539,NMS,EQUITY,CLMT,CLMT,Calumet Specialty Products Part,"Calumet Specialty Products Partners, L.P.",1138285800,America/New_York,EDT,-14400000,19.505,31.0,19.5,24.9,25.0,2.1,buy,5,36000000,0.45,289400000,2143900032,0.293,0.707,4219500032,52.934,0.044299997,370200000,-652537472,-38800000,-0.285,0.084130004,0.06859,0.043319996,USD,
7,2780 Waterfront Parkway East Drive,Suite 200,Indianapolis,IN,46214,United States,317 328 5660,317 328 2359,https://www.calumetspecialty.com,Oil & Gas E&P,Energy,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally. Its Specialty Products and Solutions segment offers various solvents, waxes, customized lubricating oils, white oils, petrolatums, gels, esters, and other products. The company's Montana/Renewables segment focuses on processing renewable feedstocks into renewable diesel, sustainable aviation fuel, renewable hydrogen, renewable natural gas, renewable propane, and renewable naphtha. This segment also processes Canadian crude oil into conventional gasoline, diesel, jet fuel, and specialty grades of asphalt. Its Performance Brands segment blends, packages, and markets high performance products through Royal Purple, Bel-Ray, and TruFuel brands. Calumet GP, LLC serves as the general partner for Calumet Specialty Products Partners, L.P. The company was founded in 1916 and is headquartered in Indianapolis, Indiana.",1530,"{'maxAge': 1, 'name': 'Mr. Marc  Lawn', 'age': 48, 'title': 'Exec. VP of Sustainable Products & Strategy of Calumet GP, LLC', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.66,19.75,19.36,19.86,19.66,19.75,19.36,19.86,1454025600,0.0,2.005186,11.274566,60862,60862,76772,96990,96990,19.29,19.54,1100,900,1559586688,12.5,20.5,0.3696141,17.0418,16.75835,0.0,0.0,USD,3918185984,-0.010240001,54924130,79958304,327226,318113,1690761600,1693440000,0.0041,0.21997999,0.28529,4.19,0.005,-6.86,1672444800,1703980800,1688083200,-43200000,-0.55,1.73,2.98,0.929,13.539,NMS,EQUITY,CLMT,CLMT,Calumet Specialty Products Part,"Calumet Specialty Products Partners, L.P.",1138285800,America/New_York,EDT,-14400000,19.505,31.0,19.5,24.9,25.0,2.1,buy,5,36000000,0.45,289400000,2143900032,0.293,0.707,4219500032,52.934,0.044299997,370200000,-652537472,-38800000,-0.285,0.084130004,0.06859,0.043319996,USD,
8,2780 Waterfront Parkway East Drive,Suite 200,Indianapolis,IN,46214,United States,317 328 5660,317 328 2359,https://www.calumetspecialty.com,Oil & Gas E&P,Energy,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally. Its Specialty Products and Solutions segment offers various solvents, waxes, customized lubricating oils, white oils, petrolatums, gels, esters, and other products. The company's Montana/Renewables segment focuses on processing renewable feedstocks into renewable diesel, sustainable aviation fuel, renewable hydrogen, renewable natural gas, renewable propane, and renewable naphtha. This segment also processes Canadian crude oil into conventional gasoline, diesel, jet fuel, and specialty grades of asphalt. Its Performance Brands segment blends, packages, and markets high performance products through Royal Purple, Bel-Ray, and TruFuel brands. Calumet GP, LLC serves as the general partner for Calumet Specialty Products Partners, L.P. The company was founded in 1916 and is headquartered in Indianapolis, Indiana.",1530,"{'maxAge': 1, 'name': 'Mr. David  Lunin', 'title': 'Exec. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.66,19.75,19.36,19.86,19.66,19.75,19.36,19.86,1454025600,0.0,2.005186,11.274566,60862,60862,76772,96990,96990,19.29,19.54,1100,900,1559586688,12.5,20.5,0.3696141,17.0418,16.75835,0.0,0.0,USD,3918185984,-0.010240001,54924130,79958304,327226,318113,1690761600,1693440000,0.0041,0.21997999,0.28529,4.19,0.005,-6.86,1672444800,1703980800,1688083200,-43200000,-0.55,1.73,2.98,0.929,13.539,NMS,EQUITY,CLMT,CLMT,Calumet Specialty Products Part,"Calumet Specialty Products Partners, L.P.",1138285800,America/New_York,EDT,-14400000,19.505,31.0,19.5,24.9,25.0,2.1,buy,5,36000000,0.45,289400000,2143900032,0.293,0.707,4219500032,52.934,0.044299997,370200000,-652537472,-38800000,-0.285,0.084130004,0.06859,0.043319996,USD,
9,2780 Waterfront Parkway East Drive,Suite 200,Indianapolis,IN,46214,United States,317 328 5660,317 328 2359,https://www.calumetspecialty.com,Oil & Gas E&P,Energy,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally. Its Specialty Products and Solutions segment offers various solvents, waxes, customized lubricating oils, white oils, petrolatums, gels, esters, and other products. The company's Montana/Renewables segment focuses on processing renewable feedstocks into renewable diesel, sustainable aviation fuel, renewable hydrogen, renewable natural gas, renewable propane, and renewable naphtha. This segment also processes Canadian crude oil into conventional gasoline, diesel, jet fuel, and specialty grades of asphalt. Its Performance Brands segment blends, packages, and markets high performance products through Royal Purple, Bel-Ray, and TruFuel brands. Calumet GP, LLC serves as the general partner for Calumet Specialty Products Partners, L.P. The company was founded in 1916 and is headquartered in Indianapolis, Indiana.",1530,"{'maxAge': 1, 'name': 'Mr. Chris  Hodges', 'title': 'Alpha IR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.66,19.75,19.36,19.86,19.66,19.75,19.36,19.86,1454025600,0.0,2.005186,11.274566,60862,60862,76772,96990,96990,19.29,19.54,1100,900,1559586688,12.5,20.5,0.3696141,17.0418,16.75835,0.0,0.0,USD,3918185984,-0.010240001,54924130,79958304,327226,318113,1690761600,1693440000,0.0041,0.21997999,0.28529,4.19,0.005,-6.86,1672444800,1703980800,1688083200,-43200000,-0.55,1.73,2.98,0.929,13.539,NMS,EQUITY,CLMT,CLMT,Calumet Specialty Products Part,"Calumet Specialty Products Partners, L.P.",1138285800,America/New_York,EDT,-14400000,19.505,31.0,19.5,24.9,25.0,2.1,buy,5,36000000,0.45,289400000,2143900032,0.293,0.707,4219500032,52.934,0.044299997,370200000,-652537472,-38800000,-0.285,0.084130004,0.06859,0.043319996,USD,
