,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5940 South Rainbow Boulevard,Las Vegas,NV,89118,United States,818 579 2864,https://vyrenetwork.com,Entertainment,Communication Services,"Cabo Verde Capital Inc. operates as a content streaming company. The company operates through three divisions: Distribution, Live Stream, and Studios & Productions. It has a streaming platform that has various channels, including sports, music, lifestyle, family, and comedy, as well as international based channels. The company is based in Las Vegas, Nevada.","{'maxAge': 1, 'name': 'Mr. David  Hill', 'title': 'Founder, Chairman, Pres & CEO', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299,0.0,0.433955,1000,1000,32559,18630,18630,0.0,0.0,0,0,11836871,0.012,0.09,48.197495,0.03164,0.039775,0.0,0.0,USD,191745,-2.2202,395881984,1.56,0.019166667,1269993600,1301529600,1293753600,-545261,-0.07,1:100,1400716800,0.781,-0.334,PNK,EQUITY,CAPV,CAPV,CABO VERDE CAPITAL INC,Cabo Verde Capital Inc.,1404307800,America/New_York,EDT,-14400000,0.0299,none,43,0.0,-573461,153000,0.002,0.45,245591,7.563,0.199,-0.11911,-0.26011,-3000,23296,-236525,0.24340999,-2.33502,-2.33627,USD,
1,5940 South Rainbow Boulevard,Las Vegas,NV,89118,United States,818 579 2864,https://vyrenetwork.com,Entertainment,Communication Services,"Cabo Verde Capital Inc. operates as a content streaming company. The company operates through three divisions: Distribution, Live Stream, and Studios & Productions. It has a streaming platform that has various channels, including sports, music, lifestyle, family, and comedy, as well as international based channels. The company is based in Las Vegas, Nevada.","{'maxAge': 1, 'name': 'Mr. Frederick Lamar Seay', 'title': 'Founder, COO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299,0.0,0.433955,1000,1000,32559,18630,18630,0.0,0.0,0,0,11836871,0.012,0.09,48.197495,0.03164,0.039775,0.0,0.0,USD,191745,-2.2202,395881984,1.56,0.019166667,1269993600,1301529600,1293753600,-545261,-0.07,1:100,1400716800,0.781,-0.334,PNK,EQUITY,CAPV,CAPV,CABO VERDE CAPITAL INC,Cabo Verde Capital Inc.,1404307800,America/New_York,EDT,-14400000,0.0299,none,43,0.0,-573461,153000,0.002,0.45,245591,7.563,0.199,-0.11911,-0.26011,-3000,23296,-236525,0.24340999,-2.33502,-2.33627,USD,
2,5940 South Rainbow Boulevard,Las Vegas,NV,89118,United States,818 579 2864,https://vyrenetwork.com,Entertainment,Communication Services,"Cabo Verde Capital Inc. operates as a content streaming company. The company operates through three divisions: Distribution, Live Stream, and Studios & Productions. It has a streaming platform that has various channels, including sports, music, lifestyle, family, and comedy, as well as international based channels. The company is based in Las Vegas, Nevada.","{'maxAge': 1, 'name': 'Mr. Christopher  Malone CMA', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299,0.0,0.433955,1000,1000,32559,18630,18630,0.0,0.0,0,0,11836871,0.012,0.09,48.197495,0.03164,0.039775,0.0,0.0,USD,191745,-2.2202,395881984,1.56,0.019166667,1269993600,1301529600,1293753600,-545261,-0.07,1:100,1400716800,0.781,-0.334,PNK,EQUITY,CAPV,CAPV,CABO VERDE CAPITAL INC,Cabo Verde Capital Inc.,1404307800,America/New_York,EDT,-14400000,0.0299,none,43,0.0,-573461,153000,0.002,0.45,245591,7.563,0.199,-0.11911,-0.26011,-3000,23296,-236525,0.24340999,-2.33502,-2.33627,USD,
