,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,51 Changi Business Park,Central 2 #08-13 The Signature,Singapore,486066,Singapore,65 6543 1133,65 6543 5800,https://www.ossia.com.sg,Apparel Retail,Consumer Cyclical,"Ossia International Limited, an investment holding company, imports, distributes, and retails apparel, sporting goods, footwear, bags, and accessories products primarily in Taiwan. The company also offers lifestyle, outdoors, and luggage products. It serves customers through a distribution network of outlets. The company was founded in 1982 and is based in Singapore.","{'maxAge': 1, 'name': 'Mr. Ching Wah  Goh', 'age': 63, 'title': 'Group Exec. Chairman', 'yearBorn': 1959, 'fiscalYear': 2023, 'totalPay': 639000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.166,0.17,0.164,0.17,0.166,0.17,0.164,0.17,0.02,0.1084,1691452800,0.22559999,8.42,0.201201,4.15,210000,210000,117246,75620,75620,0.166,0.17,0,0,41936412,0.098,0.195,1.3888068,0.17088,0.13872,0.018,0.10843373,SGD,30130494,0.33359,46074565,252628992,0.82382005,0.0,0.217,0.764977,1680220800,1711843200,1680220800,0.072,10073000,0.04,0.998,7.145,SES,EQUITY,O08.SI,O08.SI,Ossia Intl^,Ossia International Limited,946861200,Asia/Singapore,SGT,28800000,0.166,none,12736000,0.05,4217000,932000,3.073,5.003,30196000,1.698,0.12,0.03911,0.19459999,16931000,3281875,3610000,0.052,0.156,0.5607,0.13965,0.121079996,SGD,
1,51 Changi Business Park,Central 2 #08-13 The Signature,Singapore,486066,Singapore,65 6543 1133,65 6543 5800,https://www.ossia.com.sg,Apparel Retail,Consumer Cyclical,"Ossia International Limited, an investment holding company, imports, distributes, and retails apparel, sporting goods, footwear, bags, and accessories products primarily in Taiwan. The company also offers lifestyle, outdoors, and luggage products. It serves customers through a distribution network of outlets. The company was founded in 1982 and is based in Singapore.","{'maxAge': 1, 'name': 'Mr. Ching Huat  Goh', 'age': 57, 'title': 'CEO & Exec. Director', 'yearBorn': 1965, 'fiscalYear': 2023, 'totalPay': 636000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.166,0.17,0.164,0.17,0.166,0.17,0.164,0.17,0.02,0.1084,1691452800,0.22559999,8.42,0.201201,4.15,210000,210000,117246,75620,75620,0.166,0.17,0,0,41936412,0.098,0.195,1.3888068,0.17088,0.13872,0.018,0.10843373,SGD,30130494,0.33359,46074565,252628992,0.82382005,0.0,0.217,0.764977,1680220800,1711843200,1680220800,0.072,10073000,0.04,0.998,7.145,SES,EQUITY,O08.SI,O08.SI,Ossia Intl^,Ossia International Limited,946861200,Asia/Singapore,SGT,28800000,0.166,none,12736000,0.05,4217000,932000,3.073,5.003,30196000,1.698,0.12,0.03911,0.19459999,16931000,3281875,3610000,0.052,0.156,0.5607,0.13965,0.121079996,SGD,
2,51 Changi Business Park,Central 2 #08-13 The Signature,Singapore,486066,Singapore,65 6543 1133,65 6543 5800,https://www.ossia.com.sg,Apparel Retail,Consumer Cyclical,"Ossia International Limited, an investment holding company, imports, distributes, and retails apparel, sporting goods, footwear, bags, and accessories products primarily in Taiwan. The company also offers lifestyle, outdoors, and luggage products. It serves customers through a distribution network of outlets. The company was founded in 1982 and is based in Singapore.","{'maxAge': 1, 'name': 'Ms. Emily  Chan', 'title': 'Sr. Accountant', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.166,0.17,0.164,0.17,0.166,0.17,0.164,0.17,0.02,0.1084,1691452800,0.22559999,8.42,0.201201,4.15,210000,210000,117246,75620,75620,0.166,0.17,0,0,41936412,0.098,0.195,1.3888068,0.17088,0.13872,0.018,0.10843373,SGD,30130494,0.33359,46074565,252628992,0.82382005,0.0,0.217,0.764977,1680220800,1711843200,1680220800,0.072,10073000,0.04,0.998,7.145,SES,EQUITY,O08.SI,O08.SI,Ossia Intl^,Ossia International Limited,946861200,Asia/Singapore,SGT,28800000,0.166,none,12736000,0.05,4217000,932000,3.073,5.003,30196000,1.698,0.12,0.03911,0.19459999,16931000,3281875,3610000,0.052,0.156,0.5607,0.13965,0.121079996,SGD,
3,51 Changi Business Park,Central 2 #08-13 The Signature,Singapore,486066,Singapore,65 6543 1133,65 6543 5800,https://www.ossia.com.sg,Apparel Retail,Consumer Cyclical,"Ossia International Limited, an investment holding company, imports, distributes, and retails apparel, sporting goods, footwear, bags, and accessories products primarily in Taiwan. The company also offers lifestyle, outdoors, and luggage products. It serves customers through a distribution network of outlets. The company was founded in 1982 and is based in Singapore.","{'maxAge': 1, 'name': 'Ms. Mei Hua  Lim', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.166,0.17,0.164,0.17,0.166,0.17,0.164,0.17,0.02,0.1084,1691452800,0.22559999,8.42,0.201201,4.15,210000,210000,117246,75620,75620,0.166,0.17,0,0,41936412,0.098,0.195,1.3888068,0.17088,0.13872,0.018,0.10843373,SGD,30130494,0.33359,46074565,252628992,0.82382005,0.0,0.217,0.764977,1680220800,1711843200,1680220800,0.072,10073000,0.04,0.998,7.145,SES,EQUITY,O08.SI,O08.SI,Ossia Intl^,Ossia International Limited,946861200,Asia/Singapore,SGT,28800000,0.166,none,12736000,0.05,4217000,932000,3.073,5.003,30196000,1.698,0.12,0.03911,0.19459999,16931000,3281875,3610000,0.052,0.156,0.5607,0.13965,0.121079996,SGD,
4,51 Changi Business Park,Central 2 #08-13 The Signature,Singapore,486066,Singapore,65 6543 1133,65 6543 5800,https://www.ossia.com.sg,Apparel Retail,Consumer Cyclical,"Ossia International Limited, an investment holding company, imports, distributes, and retails apparel, sporting goods, footwear, bags, and accessories products primarily in Taiwan. The company also offers lifestyle, outdoors, and luggage products. It serves customers through a distribution network of outlets. The company was founded in 1982 and is based in Singapore.","{'maxAge': 1, 'name': 'Ms. Bee Fong  Lee A.C.I.S., ACIS', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.166,0.17,0.164,0.17,0.166,0.17,0.164,0.17,0.02,0.1084,1691452800,0.22559999,8.42,0.201201,4.15,210000,210000,117246,75620,75620,0.166,0.17,0,0,41936412,0.098,0.195,1.3888068,0.17088,0.13872,0.018,0.10843373,SGD,30130494,0.33359,46074565,252628992,0.82382005,0.0,0.217,0.764977,1680220800,1711843200,1680220800,0.072,10073000,0.04,0.998,7.145,SES,EQUITY,O08.SI,O08.SI,Ossia Intl^,Ossia International Limited,946861200,Asia/Singapore,SGT,28800000,0.166,none,12736000,0.05,4217000,932000,3.073,5.003,30196000,1.698,0.12,0.03911,0.19459999,16931000,3281875,3610000,0.052,0.156,0.5607,0.13965,0.121079996,SGD,
