,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Wing Tuck Commercial Centre,Room 301-303 3rd Floor 177-183 Wing Lok Street,Sheung Wan,Hong Kong,852 2545 7228,852 2545 7999,https://www.qianhaihealth.com.hk,Drug Manufacturers—Specialty & Generic,Healthcare,"Qianhai Health Holdings Limited, an investment holding company, engages in the sale of health-care products and electronic component products in Hong Kong. The company operates through Health-Care Products and Electronic Component Products segments. It offers Chinese herbal medicines, and skincare and other health-care products to wholesalers and retailers, as well as American ginseng, a root of a perennial plant. The company is also involved in the sale of information technology components products, including central processing unit and semiconductors. In addition, it engages in the trading of health-care products and electronic components. The company was formerly known as Hang Fat Ginseng Holdings Company Limited and changed its name to Qianhai Health Holdings Limited in September 2016. The company was founded in 1989 and is based in Sheung Wan, Hong Kong. Qianhai Health Holdings Limited is a subsidiary of Explorer Rosy Limited.",15,"{'maxAge': 1, 'name': 'Mr. Li Kuang  Chen', 'age': 46, 'title': 'Exec. Director', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 615846, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.04,0.044,0.041,0.045,0.04,0.044,0.041,0.045,1527724800,0.0,0.541666,265000,265000,492642,324950,324950,0.041,0.044,0,0,69472456,0.035,0.116,0.06313818,0.04284,0.071755,0.0,0.0,HKD,60978448,-0.33211,800271790,1694450048,0.53332,0.0,0.192,0.21354167,1672444800,1703980800,1688083200,-365428992,-0.22,1:10,1536710400,0.055,-0.199,HKG,EQUITY,0911.HK,0911.HK,QIANHAI HEALTH,Qianhai Health Holdings Limited,1403832600,Asia/Hong_Kong,HKT,28800000,0.041,none,9335000,0.006,-306970496,841000,0.101,4.203,1100323968,0.259,0.649,-0.33933997,-0.72024,-0.717,-0.28128,-0.27898002,-0.28022,HKD,
1,Wing Tuck Commercial Centre,Room 301-303 3rd Floor 177-183 Wing Lok Street,Sheung Wan,Hong Kong,852 2545 7228,852 2545 7999,https://www.qianhaihealth.com.hk,Drug Manufacturers—Specialty & Generic,Healthcare,"Qianhai Health Holdings Limited, an investment holding company, engages in the sale of health-care products and electronic component products in Hong Kong. The company operates through Health-Care Products and Electronic Component Products segments. It offers Chinese herbal medicines, and skincare and other health-care products to wholesalers and retailers, as well as American ginseng, a root of a perennial plant. The company is also involved in the sale of information technology components products, including central processing unit and semiconductors. In addition, it engages in the trading of health-care products and electronic components. The company was formerly known as Hang Fat Ginseng Holdings Company Limited and changed its name to Qianhai Health Holdings Limited in September 2016. The company was founded in 1989 and is based in Sheung Wan, Hong Kong. Qianhai Health Holdings Limited is a subsidiary of Explorer Rosy Limited.",15,"{'maxAge': 1, 'name': 'Ms. Tak Yung  Yip', 'age': 40, 'title': 'CFO & Company Sec.', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.04,0.044,0.041,0.045,0.04,0.044,0.041,0.045,1527724800,0.0,0.541666,265000,265000,492642,324950,324950,0.041,0.044,0,0,69472456,0.035,0.116,0.06313818,0.04284,0.071755,0.0,0.0,HKD,60978448,-0.33211,800271790,1694450048,0.53332,0.0,0.192,0.21354167,1672444800,1703980800,1688083200,-365428992,-0.22,1:10,1536710400,0.055,-0.199,HKG,EQUITY,0911.HK,0911.HK,QIANHAI HEALTH,Qianhai Health Holdings Limited,1403832600,Asia/Hong_Kong,HKT,28800000,0.041,none,9335000,0.006,-306970496,841000,0.101,4.203,1100323968,0.259,0.649,-0.33933997,-0.72024,-0.717,-0.28128,-0.27898002,-0.28022,HKD,
2,Wing Tuck Commercial Centre,Room 301-303 3rd Floor 177-183 Wing Lok Street,Sheung Wan,Hong Kong,852 2545 7228,852 2545 7999,https://www.qianhaihealth.com.hk,Drug Manufacturers—Specialty & Generic,Healthcare,"Qianhai Health Holdings Limited, an investment holding company, engages in the sale of health-care products and electronic component products in Hong Kong. The company operates through Health-Care Products and Electronic Component Products segments. It offers Chinese herbal medicines, and skincare and other health-care products to wholesalers and retailers, as well as American ginseng, a root of a perennial plant. The company is also involved in the sale of information technology components products, including central processing unit and semiconductors. In addition, it engages in the trading of health-care products and electronic components. The company was formerly known as Hang Fat Ginseng Holdings Company Limited and changed its name to Qianhai Health Holdings Limited in September 2016. The company was founded in 1989 and is based in Sheung Wan, Hong Kong. Qianhai Health Holdings Limited is a subsidiary of Explorer Rosy Limited.",15,"{'maxAge': 1, 'name': 'Ms. Kwai Fong Ip', 'age': 56, 'title': 'Financial Controller', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.04,0.044,0.041,0.045,0.04,0.044,0.041,0.045,1527724800,0.0,0.541666,265000,265000,492642,324950,324950,0.041,0.044,0,0,69472456,0.035,0.116,0.06313818,0.04284,0.071755,0.0,0.0,HKD,60978448,-0.33211,800271790,1694450048,0.53332,0.0,0.192,0.21354167,1672444800,1703980800,1688083200,-365428992,-0.22,1:10,1536710400,0.055,-0.199,HKG,EQUITY,0911.HK,0911.HK,QIANHAI HEALTH,Qianhai Health Holdings Limited,1403832600,Asia/Hong_Kong,HKT,28800000,0.041,none,9335000,0.006,-306970496,841000,0.101,4.203,1100323968,0.259,0.649,-0.33933997,-0.72024,-0.717,-0.28128,-0.27898002,-0.28022,HKD,
