,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Wing On House,21st Floor Units 2109–10 No. 71 Des Voeux Road,Central,Hong Kong,852 2869 8117,852 2869 8560,https://www.ientcorp.com,Real Estate Services,Real Estate,"International Entertainment Corporation, an investment holding company, engages in the leasing of properties equipped with entertainment equipment in the Philippines, the United Kingdom, and internationally. The company operates through Hotel Operation, Gaming Operation, and Live Events segments. It also operates hotels in Metro, which comprises restaurants, business centers, conference rooms, swimming pool, and fitness centers, and live poker events. The company was formerly known as Cyber On-Air Group Company Limited and changed its name to International Entertainment Corporation in December 2004. The company was founded in 1998 and is headquartered in Central, Hong Kong.",237,"{'maxAge': 1, 'name': 'Mr. Wong Meng  Ho', 'age': 49, 'title': 'CEO & Exec. Chairman', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 2652000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,1.0,1.05,1.0,1.05,1.0,1.05,1.0,1.05,1440460800,0.0,1.262762,40000,40000,504616,140600,140600,1.0,1.05,0,0,1369159936,0.11,1.14,9.265731,0.973,0.485005,0.0,0.0,HKD,1388150272,-0.85382,1237362160,1369159936,0.1899,0.096260004,0.855,1.1695906,1656547200,1688083200,1672444800,-126165000,-0.09,9.394,37.218,HKG,EQUITY,1009.HK,1009.HK,INT'L ENT,International Entertainment Corporation,1133746200,Asia/Hong_Kong,HKT,28800000,1.0,none,462313984,0.338,37298000,481307008,1.274,1.276,147766000,41.099,0.108,-0.00071000005,-0.09846,15507000,-37810248,-8522000,2.713,0.54352003,0.25241,-0.0150999995,HKD,
1,Wing On House,21st Floor Units 2109–10 No. 71 Des Voeux Road,Central,Hong Kong,852 2869 8117,852 2869 8560,https://www.ientcorp.com,Real Estate Services,Real Estate,"International Entertainment Corporation, an investment holding company, engages in the leasing of properties equipped with entertainment equipment in the Philippines, the United Kingdom, and internationally. The company operates through Hotel Operation, Gaming Operation, and Live Events segments. It also operates hotels in Metro, which comprises restaurants, business centers, conference rooms, swimming pool, and fitness centers, and live poker events. The company was formerly known as Cyber On-Air Group Company Limited and changed its name to International Entertainment Corporation in December 2004. The company was founded in 1998 and is headquartered in Central, Hong Kong.",237,"{'maxAge': 1, 'name': 'Mr. Aurelio Dizon  Tablante Jr.', 'age': 56, 'title': 'Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 432000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,1.0,1.05,1.0,1.05,1.0,1.05,1.0,1.05,1440460800,0.0,1.262762,40000,40000,504616,140600,140600,1.0,1.05,0,0,1369159936,0.11,1.14,9.265731,0.973,0.485005,0.0,0.0,HKD,1388150272,-0.85382,1237362160,1369159936,0.1899,0.096260004,0.855,1.1695906,1656547200,1688083200,1672444800,-126165000,-0.09,9.394,37.218,HKG,EQUITY,1009.HK,1009.HK,INT'L ENT,International Entertainment Corporation,1133746200,Asia/Hong_Kong,HKT,28800000,1.0,none,462313984,0.338,37298000,481307008,1.274,1.276,147766000,41.099,0.108,-0.00071000005,-0.09846,15507000,-37810248,-8522000,2.713,0.54352003,0.25241,-0.0150999995,HKD,
2,Wing On House,21st Floor Units 2109–10 No. 71 Des Voeux Road,Central,Hong Kong,852 2869 8117,852 2869 8560,https://www.ientcorp.com,Real Estate Services,Real Estate,"International Entertainment Corporation, an investment holding company, engages in the leasing of properties equipped with entertainment equipment in the Philippines, the United Kingdom, and internationally. The company operates through Hotel Operation, Gaming Operation, and Live Events segments. It also operates hotels in Metro, which comprises restaurants, business centers, conference rooms, swimming pool, and fitness centers, and live poker events. The company was formerly known as Cyber On-Air Group Company Limited and changed its name to International Entertainment Corporation in December 2004. The company was founded in 1998 and is headquartered in Central, Hong Kong.",237,"{'maxAge': 1, 'name': 'Mr. Chun Lam  Chan', 'age': 50, 'title': 'Chief Financial Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,1.0,1.05,1.0,1.05,1.0,1.05,1.0,1.05,1440460800,0.0,1.262762,40000,40000,504616,140600,140600,1.0,1.05,0,0,1369159936,0.11,1.14,9.265731,0.973,0.485005,0.0,0.0,HKD,1388150272,-0.85382,1237362160,1369159936,0.1899,0.096260004,0.855,1.1695906,1656547200,1688083200,1672444800,-126165000,-0.09,9.394,37.218,HKG,EQUITY,1009.HK,1009.HK,INT'L ENT,International Entertainment Corporation,1133746200,Asia/Hong_Kong,HKT,28800000,1.0,none,462313984,0.338,37298000,481307008,1.274,1.276,147766000,41.099,0.108,-0.00071000005,-0.09846,15507000,-37810248,-8522000,2.713,0.54352003,0.25241,-0.0150999995,HKD,
3,Wing On House,21st Floor Units 2109–10 No. 71 Des Voeux Road,Central,Hong Kong,852 2869 8117,852 2869 8560,https://www.ientcorp.com,Real Estate Services,Real Estate,"International Entertainment Corporation, an investment holding company, engages in the leasing of properties equipped with entertainment equipment in the Philippines, the United Kingdom, and internationally. The company operates through Hotel Operation, Gaming Operation, and Live Events segments. It also operates hotels in Metro, which comprises restaurants, business centers, conference rooms, swimming pool, and fitness centers, and live poker events. The company was formerly known as Cyber On-Air Group Company Limited and changed its name to International Entertainment Corporation in December 2004. The company was founded in 1998 and is headquartered in Central, Hong Kong.",237,"{'maxAge': 1, 'name': 'Mr. Wing Kit  Wong', 'age': 51, 'title': 'Company Sec.', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,1.0,1.05,1.0,1.05,1.0,1.05,1.0,1.05,1440460800,0.0,1.262762,40000,40000,504616,140600,140600,1.0,1.05,0,0,1369159936,0.11,1.14,9.265731,0.973,0.485005,0.0,0.0,HKD,1388150272,-0.85382,1237362160,1369159936,0.1899,0.096260004,0.855,1.1695906,1656547200,1688083200,1672444800,-126165000,-0.09,9.394,37.218,HKG,EQUITY,1009.HK,1009.HK,INT'L ENT,International Entertainment Corporation,1133746200,Asia/Hong_Kong,HKT,28800000,1.0,none,462313984,0.338,37298000,481307008,1.274,1.276,147766000,41.099,0.108,-0.00071000005,-0.09846,15507000,-37810248,-8522000,2.713,0.54352003,0.25241,-0.0150999995,HKD,
