,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Praça Rui Barbosa, 80 - Centro",Cataguases,MG,36770-901,Brazil,55 32 3429 6226,https://www.energisa.com.br,Utilities—Regulated Electric,Utilities,"Rede Energia Participações S.A., through its subsidiaries, engages in the generation, distribution, and commercialization of electricity in Brazil. The company is also involved in the construction, operation, maintenance, and services related to generation and distribution of electric energy. It offers its electricity to residential, industrial, commercial, rural, government, and public sector customers. The company was incorporated in 1969 and is headquartered in Cataguases, Brazil.",6265,"{'maxAge': 1, 'name': 'Mr. Ricardo  Perez Botelho', 'age': 63, 'title': 'VP of the Board, CEO & Member of Management Board', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5.79,5.83,5.79,5.97,5.79,5.83,5.79,5.97,0.57,0.0986,1692144000,1.1078,7.13,-0.020279,9.062501,6900,6900,6564,5355,5355,5.81,5.88,0,0,12239856640,4.86,7.0,0.8031176,5.8022,5.54675,0.681,0.11761658,BRL,24105951232,0.08991,8968874,2110320000,0.99574995,0.0,1.798,3.2258067,1672444800,1703980800,1688083200,-0.075,1370317056,0.64,5:1,1153872000,1.582,5.672,SAO,EQUITY,REDE3.SA,REDE3.SA,REDE ENERGIAON,Rede Energia Participações S.A.,946900800,America/Sao_Paulo,BRT,-10800000,5.8,none,2280471040,1.081,4250300928,12407017472,1.106,1.19,15240429568,224.161,7.222,0.08693,0.32107,842422528,3755783936,-0.105,0.045,0.32773998,0.27888,0.23412001,BRL,
1,"Praça Rui Barbosa, 80 - Centro",Cataguases,MG,36770-901,Brazil,55 32 3429 6226,https://www.energisa.com.br,Utilities—Regulated Electric,Utilities,"Rede Energia Participações S.A., through its subsidiaries, engages in the generation, distribution, and commercialization of electricity in Brazil. The company is also involved in the construction, operation, maintenance, and services related to generation and distribution of electric energy. It offers its electricity to residential, industrial, commercial, rural, government, and public sector customers. The company was incorporated in 1969 and is headquartered in Cataguases, Brazil.",6265,"{'maxAge': 1, 'name': 'Mr. Maurício  Perez Botelho', 'age': 62, 'title': 'Director of Financial, Admin. & Investor Relations and Member of Management Board', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5.79,5.83,5.79,5.97,5.79,5.83,5.79,5.97,0.57,0.0986,1692144000,1.1078,7.13,-0.020279,9.062501,6900,6900,6564,5355,5355,5.81,5.88,0,0,12239856640,4.86,7.0,0.8031176,5.8022,5.54675,0.681,0.11761658,BRL,24105951232,0.08991,8968874,2110320000,0.99574995,0.0,1.798,3.2258067,1672444800,1703980800,1688083200,-0.075,1370317056,0.64,5:1,1153872000,1.582,5.672,SAO,EQUITY,REDE3.SA,REDE3.SA,REDE ENERGIAON,Rede Energia Participações S.A.,946900800,America/Sao_Paulo,BRT,-10800000,5.8,none,2280471040,1.081,4250300928,12407017472,1.106,1.19,15240429568,224.161,7.222,0.08693,0.32107,842422528,3755783936,-0.105,0.045,0.32773998,0.27888,0.23412001,BRL,
2,"Praça Rui Barbosa, 80 - Centro",Cataguases,MG,36770-901,Brazil,55 32 3429 6226,https://www.energisa.com.br,Utilities—Regulated Electric,Utilities,"Rede Energia Participações S.A., through its subsidiaries, engages in the generation, distribution, and commercialization of electricity in Brazil. The company is also involved in the construction, operation, maintenance, and services related to generation and distribution of electric energy. It offers its electricity to residential, industrial, commercial, rural, government, and public sector customers. The company was incorporated in 1969 and is headquartered in Cataguases, Brazil.",6265,"{'maxAge': 1, 'name': 'Mr. Alexandre Nogueira Ferreira', 'age': 47, 'title': 'Director of Regulatory Affairs & Strategy and Member of Management Board', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5.79,5.83,5.79,5.97,5.79,5.83,5.79,5.97,0.57,0.0986,1692144000,1.1078,7.13,-0.020279,9.062501,6900,6900,6564,5355,5355,5.81,5.88,0,0,12239856640,4.86,7.0,0.8031176,5.8022,5.54675,0.681,0.11761658,BRL,24105951232,0.08991,8968874,2110320000,0.99574995,0.0,1.798,3.2258067,1672444800,1703980800,1688083200,-0.075,1370317056,0.64,5:1,1153872000,1.582,5.672,SAO,EQUITY,REDE3.SA,REDE3.SA,REDE ENERGIAON,Rede Energia Participações S.A.,946900800,America/Sao_Paulo,BRT,-10800000,5.8,none,2280471040,1.081,4250300928,12407017472,1.106,1.19,15240429568,224.161,7.222,0.08693,0.32107,842422528,3755783936,-0.105,0.045,0.32773998,0.27888,0.23412001,BRL,
