,address1,address2,city,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,ebitda,totalDebt,totalRevenue,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Office Hall No.1,1st Floor Metro Walk Bittan Market,Bhopal,462016,India,91 75 5429 4878,91 75 5429 5038,https://www.sanwariaconsumer.com,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"Sanwaria Consumer Limited is under corporate insolvency resolution process. Previously, it was engaged in production and sale of basmati rice and refined oil in India. The company was formerly known as Sanwaria Agro Oils Limited and changed its name to Sanwaria Consumer Limited in August 2017. Sanwaria Consumer Limited was incorporated in 1991 and is based in Bhopal, India.","{'maxAge': 1, 'name': 'Mr. Gulab Chand Agrawal', 'title': 'Exec. Chairman & Whole Time Director', 'fiscalYear': 2021, 'totalPay': 500000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.45,1506297600,0.0,0.615691,3038654,3038654,826034,379410,379410,0.0,0.0,0,0,422337120,0.25,1.0,39.146973,0.42,0.517,0.0,0.0,INR,0.0,736099968,0.15335,0.0,938526976,-7.796,1680220800,1711843200,1688083200,-56790000,-0.08,2:1,1499040000,-0.57894737,0.14113986,0.05,1506297600,NSI,EQUITY,SANWARIA.NS,SANWARIA.NS,SANWARIA CONSUMER,Sanwaria Consumer Limited,1143431100,Asia/Kolkata,IST,7c94d6d2-832e-3dfb-af98-b634d247d61b,finmb_10288235,19800000,0.45,none,18443000,-1111829,8990787584,10788500,8840811,-0.018,1.0,-0.10306,-5.9997196,INR,
1,Office Hall No.1,1st Floor Metro Walk Bittan Market,Bhopal,462016,India,91 75 5429 4878,91 75 5429 5038,https://www.sanwariaconsumer.com,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"Sanwaria Consumer Limited is under corporate insolvency resolution process. Previously, it was engaged in production and sale of basmati rice and refined oil in India. The company was formerly known as Sanwaria Agro Oils Limited and changed its name to Sanwaria Consumer Limited in August 2017. Sanwaria Consumer Limited was incorporated in 1991 and is based in Bhopal, India.","{'maxAge': 1, 'name': 'Mr. Ashok Kumar Agrawal', 'age': 58, 'title': 'Exec. Director of Marketing & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2021, 'totalPay': 500000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.45,1506297600,0.0,0.615691,3038654,3038654,826034,379410,379410,0.0,0.0,0,0,422337120,0.25,1.0,39.146973,0.42,0.517,0.0,0.0,INR,0.0,736099968,0.15335,0.0,938526976,-7.796,1680220800,1711843200,1688083200,-56790000,-0.08,2:1,1499040000,-0.57894737,0.14113986,0.05,1506297600,NSI,EQUITY,SANWARIA.NS,SANWARIA.NS,SANWARIA CONSUMER,Sanwaria Consumer Limited,1143431100,Asia/Kolkata,IST,7c94d6d2-832e-3dfb-af98-b634d247d61b,finmb_10288235,19800000,0.45,none,18443000,-1111829,8990787584,10788500,8840811,-0.018,1.0,-0.10306,-5.9997196,INR,
2,Office Hall No.1,1st Floor Metro Walk Bittan Market,Bhopal,462016,India,91 75 5429 4878,91 75 5429 5038,https://www.sanwariaconsumer.com,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"Sanwaria Consumer Limited is under corporate insolvency resolution process. Previously, it was engaged in production and sale of basmati rice and refined oil in India. The company was formerly known as Sanwaria Agro Oils Limited and changed its name to Sanwaria Consumer Limited in August 2017. Sanwaria Consumer Limited was incorporated in 1991 and is based in Bhopal, India.","{'maxAge': 1, 'name': 'Mr. Satish Kumar Agrawal', 'title': 'Exec. Director of Purchases & Exec. Director', 'fiscalYear': 2021, 'totalPay': 500000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.45,1506297600,0.0,0.615691,3038654,3038654,826034,379410,379410,0.0,0.0,0,0,422337120,0.25,1.0,39.146973,0.42,0.517,0.0,0.0,INR,0.0,736099968,0.15335,0.0,938526976,-7.796,1680220800,1711843200,1688083200,-56790000,-0.08,2:1,1499040000,-0.57894737,0.14113986,0.05,1506297600,NSI,EQUITY,SANWARIA.NS,SANWARIA.NS,SANWARIA CONSUMER,Sanwaria Consumer Limited,1143431100,Asia/Kolkata,IST,7c94d6d2-832e-3dfb-af98-b634d247d61b,finmb_10288235,19800000,0.45,none,18443000,-1111829,8990787584,10788500,8840811,-0.018,1.0,-0.10306,-5.9997196,INR,
3,Office Hall No.1,1st Floor Metro Walk Bittan Market,Bhopal,462016,India,91 75 5429 4878,91 75 5429 5038,https://www.sanwariaconsumer.com,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"Sanwaria Consumer Limited is under corporate insolvency resolution process. Previously, it was engaged in production and sale of basmati rice and refined oil in India. The company was formerly known as Sanwaria Agro Oils Limited and changed its name to Sanwaria Consumer Limited in August 2017. Sanwaria Consumer Limited was incorporated in 1991 and is based in Bhopal, India.","{'maxAge': 1, 'name': 'Mr. Anil Kumar Vishwakarma', 'title': 'Chief Financial Officer', 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.45,1506297600,0.0,0.615691,3038654,3038654,826034,379410,379410,0.0,0.0,0,0,422337120,0.25,1.0,39.146973,0.42,0.517,0.0,0.0,INR,0.0,736099968,0.15335,0.0,938526976,-7.796,1680220800,1711843200,1688083200,-56790000,-0.08,2:1,1499040000,-0.57894737,0.14113986,0.05,1506297600,NSI,EQUITY,SANWARIA.NS,SANWARIA.NS,SANWARIA CONSUMER,Sanwaria Consumer Limited,1143431100,Asia/Kolkata,IST,7c94d6d2-832e-3dfb-af98-b634d247d61b,finmb_10288235,19800000,0.45,none,18443000,-1111829,8990787584,10788500,8840811,-0.018,1.0,-0.10306,-5.9997196,INR,
4,Office Hall No.1,1st Floor Metro Walk Bittan Market,Bhopal,462016,India,91 75 5429 4878,91 75 5429 5038,https://www.sanwariaconsumer.com,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"Sanwaria Consumer Limited is under corporate insolvency resolution process. Previously, it was engaged in production and sale of basmati rice and refined oil in India. The company was formerly known as Sanwaria Agro Oils Limited and changed its name to Sanwaria Consumer Limited in August 2017. Sanwaria Consumer Limited was incorporated in 1991 and is based in Bhopal, India.","{'maxAge': 1, 'name': 'Ms. Diksha  Rajput', 'title': 'Company Sec. & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.45,1506297600,0.0,0.615691,3038654,3038654,826034,379410,379410,0.0,0.0,0,0,422337120,0.25,1.0,39.146973,0.42,0.517,0.0,0.0,INR,0.0,736099968,0.15335,0.0,938526976,-7.796,1680220800,1711843200,1688083200,-56790000,-0.08,2:1,1499040000,-0.57894737,0.14113986,0.05,1506297600,NSI,EQUITY,SANWARIA.NS,SANWARIA.NS,SANWARIA CONSUMER,Sanwaria Consumer Limited,1143431100,Asia/Kolkata,IST,7c94d6d2-832e-3dfb-af98-b634d247d61b,finmb_10288235,19800000,0.45,none,18443000,-1111829,8990787584,10788500,8840811,-0.018,1.0,-0.10306,-5.9997196,INR,
