,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,505 Burrard Street,Suite 480 Box 87,Vancouver,BC,V7X 1M3,Canada,604 684 4246,604 684 4200,https://www.panoro.com,Other Industrial Metals & Mining,Basic Materials,"Panoro Minerals Ltd., an exploration-stage company, engages in the acquisition, exploration, and development of mineral properties in Peru. The company explores for copper, molybdenum, lead, gold, silver, and zinc deposits. Its flagship project is the Cotabambas project located in the southern Peru. The company was formerly known as Panoro Resources Ltd. and changed its name to Panoro Minerals Ltd. in June 2003. Panoro Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Luquman A. Shaheen M.B.A., P.E, P.Eng.', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 258512, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0,1.081545,3000,3000,4908,300,300,0.0,0.0,0,0,24450404,0.08,0.12,0.0968,0.09705,0.0,0.0,USD,20397552,0.0,218090917,264375008,0.17336,0.0101,0.149,0.5771812,1672444800,1703980800,1688083200,-1854651,-0.01,-7.494,PNK,EQUITY,POROF,POROF,PANORO MINERALS LIMITED,Panoro Minerals Ltd.,1329921000,America/New_York,EDT,-14400000,0.086,none,2520335,0.01,-2721711,181632,0.356,0.379,0.462,-0.03079,-0.04527,6346314,-1625203,0.0,0.0,0.0,CAD,
1,505 Burrard Street,Suite 480 Box 87,Vancouver,BC,V7X 1M3,Canada,604 684 4246,604 684 4200,https://www.panoro.com,Other Industrial Metals & Mining,Basic Materials,"Panoro Minerals Ltd., an exploration-stage company, engages in the acquisition, exploration, and development of mineral properties in Peru. The company explores for copper, molybdenum, lead, gold, silver, and zinc deposits. Its flagship project is the Cotabambas project located in the southern Peru. The company was formerly known as Panoro Resources Ltd. and changed its name to Panoro Minerals Ltd. in June 2003. Panoro Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Michael  Malana C.M.A., CPA, CMA, CPA', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 76472, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0,1.081545,3000,3000,4908,300,300,0.0,0.0,0,0,24450404,0.08,0.12,0.0968,0.09705,0.0,0.0,USD,20397552,0.0,218090917,264375008,0.17336,0.0101,0.149,0.5771812,1672444800,1703980800,1688083200,-1854651,-0.01,-7.494,PNK,EQUITY,POROF,POROF,PANORO MINERALS LIMITED,Panoro Minerals Ltd.,1329921000,America/New_York,EDT,-14400000,0.086,none,2520335,0.01,-2721711,181632,0.356,0.379,0.462,-0.03079,-0.04527,6346314,-1625203,0.0,0.0,0.0,CAD,
2,505 Burrard Street,Suite 480 Box 87,Vancouver,BC,V7X 1M3,Canada,604 684 4246,604 684 4200,https://www.panoro.com,Other Industrial Metals & Mining,Basic Materials,"Panoro Minerals Ltd., an exploration-stage company, engages in the acquisition, exploration, and development of mineral properties in Peru. The company explores for copper, molybdenum, lead, gold, silver, and zinc deposits. Its flagship project is the Cotabambas project located in the southern Peru. The company was formerly known as Panoro Resources Ltd. and changed its name to Panoro Minerals Ltd. in June 2003. Panoro Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Christian G. Pilon', 'title': 'Sr. VP of South America & Exec. Director', 'fiscalYear': 2022, 'totalPay': 58019, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0,1.081545,3000,3000,4908,300,300,0.0,0.0,0,0,24450404,0.08,0.12,0.0968,0.09705,0.0,0.0,USD,20397552,0.0,218090917,264375008,0.17336,0.0101,0.149,0.5771812,1672444800,1703980800,1688083200,-1854651,-0.01,-7.494,PNK,EQUITY,POROF,POROF,PANORO MINERALS LIMITED,Panoro Minerals Ltd.,1329921000,America/New_York,EDT,-14400000,0.086,none,2520335,0.01,-2721711,181632,0.356,0.379,0.462,-0.03079,-0.04527,6346314,-1625203,0.0,0.0,0.0,CAD,
3,505 Burrard Street,Suite 480 Box 87,Vancouver,BC,V7X 1M3,Canada,604 684 4246,604 684 4200,https://www.panoro.com,Other Industrial Metals & Mining,Basic Materials,"Panoro Minerals Ltd., an exploration-stage company, engages in the acquisition, exploration, and development of mineral properties in Peru. The company explores for copper, molybdenum, lead, gold, silver, and zinc deposits. Its flagship project is the Cotabambas project located in the southern Peru. The company was formerly known as Panoro Resources Ltd. and changed its name to Panoro Minerals Ltd. in June 2003. Panoro Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Luis  Vela P.Geo., P. Geo', 'title': 'VP of Exploration', 'fiscalYear': 2022, 'totalPay': 202790, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0,1.081545,3000,3000,4908,300,300,0.0,0.0,0,0,24450404,0.08,0.12,0.0968,0.09705,0.0,0.0,USD,20397552,0.0,218090917,264375008,0.17336,0.0101,0.149,0.5771812,1672444800,1703980800,1688083200,-1854651,-0.01,-7.494,PNK,EQUITY,POROF,POROF,PANORO MINERALS LIMITED,Panoro Minerals Ltd.,1329921000,America/New_York,EDT,-14400000,0.086,none,2520335,0.01,-2721711,181632,0.356,0.379,0.462,-0.03079,-0.04527,6346314,-1625203,0.0,0.0,0.0,CAD,
4,505 Burrard Street,Suite 480 Box 87,Vancouver,BC,V7X 1M3,Canada,604 684 4246,604 684 4200,https://www.panoro.com,Other Industrial Metals & Mining,Basic Materials,"Panoro Minerals Ltd., an exploration-stage company, engages in the acquisition, exploration, and development of mineral properties in Peru. The company explores for copper, molybdenum, lead, gold, silver, and zinc deposits. Its flagship project is the Cotabambas project located in the southern Peru. The company was formerly known as Panoro Resources Ltd. and changed its name to Panoro Minerals Ltd. in June 2003. Panoro Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Guillermo  Torres', 'title': 'VP of Project Devel.', 'fiscalYear': 2022, 'totalPay': 189081, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0,1.081545,3000,3000,4908,300,300,0.0,0.0,0,0,24450404,0.08,0.12,0.0968,0.09705,0.0,0.0,USD,20397552,0.0,218090917,264375008,0.17336,0.0101,0.149,0.5771812,1672444800,1703980800,1688083200,-1854651,-0.01,-7.494,PNK,EQUITY,POROF,POROF,PANORO MINERALS LIMITED,Panoro Minerals Ltd.,1329921000,America/New_York,EDT,-14400000,0.086,none,2520335,0.01,-2721711,181632,0.356,0.379,0.462,-0.03079,-0.04527,6346314,-1625203,0.0,0.0,0.0,CAD,
