,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Phase-IV, Industrial Area",S.A.S. Nagar,Mohali,160055,India,91 17 2227 1620,91 17 2227 2731,https://www.swarajenterprise.com,Auto Parts,Consumer Cyclical,"Swaraj Engines Limited manufactures and sells diesel engines, diesel engine components, and spare parts for tractors in India. The company was incorporated in 1985 and is based in Mohali, India. Swaraj Engines Limited is a subsidiary of Mahindra & Mahindra Limited.",310,"{'maxAge': 1, 'name': 'Mr. Giju  Kurian', 'age': 52, 'title': 'CEO & Whole-time Director', 'yearBorn': 1970, 'fiscalYear': 2023, 'totalPay': 9621500, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,2041.25,2045.0,2027.5,2062.95,2041.25,2045.0,2027.5,2062.95,92.0,0.0452,1688688000,0.72730005,2.89,0.404255,18.484821,23.527302,4880,4880,17122,15193,15193,0.0,0.0,0,0,24701726720,1513.2,2299.0,1.7355232,2045.558,1792.7803,0.0,0.0,INR,23476277248,0.094849996,5223230,12146200,0.58002,0.08971,281.749,7.218127,1680220800,1711843200,1688083200,0.035,1349931008,110.02,86.44,0.29,3:1,1123804800,1.649,12.562,NSI,EQUITY,SWARAJENG.NS,SWARAJENG.NS,SWARAJ ENGINES,Swaraj Engines Limited,1025495100,Asia/Kolkata,IST,19800000,2033.7,2500.0,1650.0,2280.0,2402.0,2.3,buy,7,1237136000,101.856,1868821248,12263000,14233014272,0.358,1171.912,2917200000,0.035,0.004,0.19881001,0.1313,0.11833,INR,
1,"Phase-IV, Industrial Area",S.A.S. Nagar,Mohali,160055,India,91 17 2227 1620,91 17 2227 2731,https://www.swarajenterprise.com,Auto Parts,Consumer Cyclical,"Swaraj Engines Limited manufactures and sells diesel engines, diesel engine components, and spare parts for tractors in India. The company was incorporated in 1985 and is based in Mohali, India. Swaraj Engines Limited is a subsidiary of Mahindra & Mahindra Limited.",310,"{'maxAge': 1, 'name': 'Mr. Mahesh  Gupta', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,2041.25,2045.0,2027.5,2062.95,2041.25,2045.0,2027.5,2062.95,92.0,0.0452,1688688000,0.72730005,2.89,0.404255,18.484821,23.527302,4880,4880,17122,15193,15193,0.0,0.0,0,0,24701726720,1513.2,2299.0,1.7355232,2045.558,1792.7803,0.0,0.0,INR,23476277248,0.094849996,5223230,12146200,0.58002,0.08971,281.749,7.218127,1680220800,1711843200,1688083200,0.035,1349931008,110.02,86.44,0.29,3:1,1123804800,1.649,12.562,NSI,EQUITY,SWARAJENG.NS,SWARAJENG.NS,SWARAJ ENGINES,Swaraj Engines Limited,1025495100,Asia/Kolkata,IST,19800000,2033.7,2500.0,1650.0,2280.0,2402.0,2.3,buy,7,1237136000,101.856,1868821248,12263000,14233014272,0.358,1171.912,2917200000,0.035,0.004,0.19881001,0.1313,0.11833,INR,
2,"Phase-IV, Industrial Area",S.A.S. Nagar,Mohali,160055,India,91 17 2227 1620,91 17 2227 2731,https://www.swarajenterprise.com,Auto Parts,Consumer Cyclical,"Swaraj Engines Limited manufactures and sells diesel engines, diesel engine components, and spare parts for tractors in India. The company was incorporated in 1985 and is based in Mohali, India. Swaraj Engines Limited is a subsidiary of Mahindra & Mahindra Limited.",310,"{'maxAge': 1, 'name': 'Mr. Rajesh Kumar Kapila', 'title': 'Compliance Officer & Company Sec.', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,2041.25,2045.0,2027.5,2062.95,2041.25,2045.0,2027.5,2062.95,92.0,0.0452,1688688000,0.72730005,2.89,0.404255,18.484821,23.527302,4880,4880,17122,15193,15193,0.0,0.0,0,0,24701726720,1513.2,2299.0,1.7355232,2045.558,1792.7803,0.0,0.0,INR,23476277248,0.094849996,5223230,12146200,0.58002,0.08971,281.749,7.218127,1680220800,1711843200,1688083200,0.035,1349931008,110.02,86.44,0.29,3:1,1123804800,1.649,12.562,NSI,EQUITY,SWARAJENG.NS,SWARAJENG.NS,SWARAJ ENGINES,Swaraj Engines Limited,1025495100,Asia/Kolkata,IST,19800000,2033.7,2500.0,1650.0,2280.0,2402.0,2.3,buy,7,1237136000,101.856,1868821248,12263000,14233014272,0.358,1171.912,2917200000,0.035,0.004,0.19881001,0.1313,0.11833,INR,
