,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,36 Tennyson Street,Level 1 Te Aro,Wellington,6011,New Zealand,64 4 495 2424,64 4 495 2422,https://www.nzog.com,Oil & Gas E&P,Energy,"New Zealand Oil & Gas Limited engages in the exploration, evaluation, production, and appraisal of oil and gas properties in New Zealand, Australia, and internationally. It also develops, produces, and sells natural gas, liquefied petroleum gas, and condensate. The company was incorporated in 1981 and is headquartered in Wellington, New Zealand. New Zealand Oil & Gas Limited is a subsidiary of O.G.Oil & Gas (Singapore) Pte. Limited.","{'maxAge': 1, 'name': 'Mr. Andrew William Jefferies BEng(Mech), MBA, MSc Pet.Eng.', 'title': 'CEO, MD & Director', 'fiscalYear': 2022, 'totalPay': 870515, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.37,0.385,0.38,0.385,0.37,0.385,0.38,0.385,1508457600,0.0,0.35548,7.6,8398,8398,15345,16256,16256,0.37,0.38,97900,142400,86386920,0.36,0.46,0.87450314,0.3826,0.39705,0.0,0.0,NZD,71868360,0.10889,49698695,223951008,0.77809,0.01407,0.702,0.5413105,1688083200,1719705600,1688083200,0.319,10757000,0.05,0.0,1:2,1494460800,0.728,1.684,NZE,EQUITY,NZO.NZ,NZO.NZ,New Zealand Oil & Gas Ltd Ordin,New Zealand Oil & Gas Limited,946760400,Pacific/Auckland,NZST,43200000,0.38,none,36380000,0.162,42671000,529000,2.857,3.021,98784000,0.294,0.434,0.058590002,0.11152001,48489000,-39462624,32452000,0.038,0.037,0.49086,0.43196,0.2627,NZD,
1,36 Tennyson Street,Level 1 Te Aro,Wellington,6011,New Zealand,64 4 495 2424,64 4 495 2422,https://www.nzog.com,Oil & Gas E&P,Energy,"New Zealand Oil & Gas Limited engages in the exploration, evaluation, production, and appraisal of oil and gas properties in New Zealand, Australia, and internationally. It also develops, produces, and sells natural gas, liquefied petroleum gas, and condensate. The company was incorporated in 1981 and is headquartered in Wellington, New Zealand. New Zealand Oil & Gas Limited is a subsidiary of O.G.Oil & Gas (Singapore) Pte. Limited.","{'maxAge': 1, 'name': 'Ms. Catherine  McKelvey', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.37,0.385,0.38,0.385,0.37,0.385,0.38,0.385,1508457600,0.0,0.35548,7.6,8398,8398,15345,16256,16256,0.37,0.38,97900,142400,86386920,0.36,0.46,0.87450314,0.3826,0.39705,0.0,0.0,NZD,71868360,0.10889,49698695,223951008,0.77809,0.01407,0.702,0.5413105,1688083200,1719705600,1688083200,0.319,10757000,0.05,0.0,1:2,1494460800,0.728,1.684,NZE,EQUITY,NZO.NZ,NZO.NZ,New Zealand Oil & Gas Ltd Ordin,New Zealand Oil & Gas Limited,946760400,Pacific/Auckland,NZST,43200000,0.38,none,36380000,0.162,42671000,529000,2.857,3.021,98784000,0.294,0.434,0.058590002,0.11152001,48489000,-39462624,32452000,0.038,0.037,0.49086,0.43196,0.2627,NZD,
2,36 Tennyson Street,Level 1 Te Aro,Wellington,6011,New Zealand,64 4 495 2424,64 4 495 2422,https://www.nzog.com,Oil & Gas E&P,Energy,"New Zealand Oil & Gas Limited engages in the exploration, evaluation, production, and appraisal of oil and gas properties in New Zealand, Australia, and internationally. It also develops, produces, and sells natural gas, liquefied petroleum gas, and condensate. The company was incorporated in 1981 and is headquartered in Wellington, New Zealand. New Zealand Oil & Gas Limited is a subsidiary of O.G.Oil & Gas (Singapore) Pte. Limited.","{'maxAge': 1, 'name': 'Ms. Paris  Bree', 'title': 'Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.37,0.385,0.38,0.385,0.37,0.385,0.38,0.385,1508457600,0.0,0.35548,7.6,8398,8398,15345,16256,16256,0.37,0.38,97900,142400,86386920,0.36,0.46,0.87450314,0.3826,0.39705,0.0,0.0,NZD,71868360,0.10889,49698695,223951008,0.77809,0.01407,0.702,0.5413105,1688083200,1719705600,1688083200,0.319,10757000,0.05,0.0,1:2,1494460800,0.728,1.684,NZE,EQUITY,NZO.NZ,NZO.NZ,New Zealand Oil & Gas Ltd Ordin,New Zealand Oil & Gas Limited,946760400,Pacific/Auckland,NZST,43200000,0.38,none,36380000,0.162,42671000,529000,2.857,3.021,98784000,0.294,0.434,0.058590002,0.11152001,48489000,-39462624,32452000,0.038,0.037,0.49086,0.43196,0.2627,NZD,
