,address1,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,https://www.qgoldresources.com,Other Precious Metals & Mining,Basic Materials,"Q-Gold Resources Ltd. explores for and develops mineral properties in Canada and Peru. It primarily explores for gold, silver, and precious metal deposits. The company owns interests in the Foley gold mine and the McKenzie Gray gold/silver zone located in Mine Centre, Ontario. It also holds an option agreement to acquire a 100% interest in the Surupana silver property located in central Puno province of southern Peru. The company was formerly known as Q-Gold and changed its name to Q-Gold Resources Ltd. in January 2004. Q-Gold Resources Ltd. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Dr. Andreas  Rompel FSAIMM', 'age': 60, 'title': 'CEO, VP of Exploration & Director', 'yearBorn': 1962, 'fiscalYear': 2021, 'totalPay': 73860, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0,0.687649,500,500,21954,1050,1050,1030376,0.01,0.04,0.022,0.0185,0.0,0.0,USD,1318672,0.0,41812546,55998700,0.25333,0.0,-0.028,1672444800,1703980800,1688083200,-1793767,-0.03,1:4,1516060800,-0.767,PNK,EQUITY,QGLDF,QGLDF,Q-GOLD RESOURCES LTD,Q-Gold Resources Ltd.,1261146600,America/New_York,EDT,-14400000,0.0184,none,11997,0.0,-1718773,300293,0.062,0.11,-1.5866001,-78071,-717747,0.0,0.0,0.0,CAD,
1,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,https://www.qgoldresources.com,Other Precious Metals & Mining,Basic Materials,"Q-Gold Resources Ltd. explores for and develops mineral properties in Canada and Peru. It primarily explores for gold, silver, and precious metal deposits. The company owns interests in the Foley gold mine and the McKenzie Gray gold/silver zone located in Mine Centre, Ontario. It also holds an option agreement to acquire a 100% interest in the Surupana silver property located in central Puno province of southern Peru. The company was formerly known as Q-Gold and changed its name to Q-Gold Resources Ltd. in January 2004. Q-Gold Resources Ltd. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Peter  Michel C.A., CPA', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0,0.687649,500,500,21954,1050,1050,1030376,0.01,0.04,0.022,0.0185,0.0,0.0,USD,1318672,0.0,41812546,55998700,0.25333,0.0,-0.028,1672444800,1703980800,1688083200,-1793767,-0.03,1:4,1516060800,-0.767,PNK,EQUITY,QGLDF,QGLDF,Q-GOLD RESOURCES LTD,Q-Gold Resources Ltd.,1261146600,America/New_York,EDT,-14400000,0.0184,none,11997,0.0,-1718773,300293,0.062,0.11,-1.5866001,-78071,-717747,0.0,0.0,0.0,CAD,
2,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,https://www.qgoldresources.com,Other Precious Metals & Mining,Basic Materials,"Q-Gold Resources Ltd. explores for and develops mineral properties in Canada and Peru. It primarily explores for gold, silver, and precious metal deposits. The company owns interests in the Foley gold mine and the McKenzie Gray gold/silver zone located in Mine Centre, Ontario. It also holds an option agreement to acquire a 100% interest in the Surupana silver property located in central Puno province of southern Peru. The company was formerly known as Q-Gold and changed its name to Q-Gold Resources Ltd. in January 2004. Q-Gold Resources Ltd. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Kenny  Choi', 'age': 31, 'title': 'Corp. Sec.', 'yearBorn': 1991, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0,0.687649,500,500,21954,1050,1050,1030376,0.01,0.04,0.022,0.0185,0.0,0.0,USD,1318672,0.0,41812546,55998700,0.25333,0.0,-0.028,1672444800,1703980800,1688083200,-1793767,-0.03,1:4,1516060800,-0.767,PNK,EQUITY,QGLDF,QGLDF,Q-GOLD RESOURCES LTD,Q-Gold Resources Ltd.,1261146600,America/New_York,EDT,-14400000,0.0184,none,11997,0.0,-1718773,300293,0.062,0.11,-1.5866001,-78071,-717747,0.0,0.0,0.0,CAD,
