,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,8080 Norton Parkway,Mentor,OH,44060,United States,440 534 6000,https://www.averydennison.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Avery Dennison Corporation operates as materials science and digital identification solutions company. It provides branding and information labeling solutions, including pressure-sensitive materials, radio-frequency identification (RFID) inlays and tags, and various converted products and solutions. The company designs and manufactures a range of labeling and functional materials that enhance branded packaging, carry or display information that connects the physical and the digital, and improve customers' product performance. It serves an array of industries, including home and personal care, apparel, e-commerce, logistics, food and grocery, pharmaceuticals, and automotive worldwide. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Mentor, Ohio.",2900,"{'maxAge': 1, 'name': 'Mr. Mitchell R. Butier', 'age': 51, 'title': 'Exec. Chairman', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 2338198, 'exercisedValue': 0, 'unexercisedValue': 15104200}",9,7,6,4,7,1693526400,1672444800,86400,2,182.91,182.9,180.07,182.9,182.91,182.9,180.07,182.9,3.24,0.0177,1693872000,0.4409,1.67,0.965076,26.054834,18.21998,697351,697351,507477,403790,403790,180.16,180.25,1000,900,14550030336,157.28,195.95,1.7120703,181.4406,178.35735,3.06,0.01672954,USD,18032306176,0.066599995,79918028,80582800,1641730,2042244,1690761600,1693440000,0.020399999,0.0074400003,0.94771004,3.85,0.0234,80582800,24.987,7.2261577,1672444800,1703980800,1688169600,-0.532,566000000,6.93,9.91,2.91,2:1,851299200,2.122,15.089,0.0073643923,0.14113986,0.81,1693872000,NYQ,EQUITY,AVY,AVY,Avery Dennison Corporation,Avery Dennison Corporation,99153000,America/New_York,EDT,009ffa74-a5fa-3b9b-ac90-634356d91d57,finmb_252978,-14400000,180.56,222.0,190.0,203.71,200.5,1.7,buy,10,252600000,3.135,1195100032,3545499904,0.639,1.093,8498500096,175.938,104.92,0.071279995,0.28643,2404200000,414950016,758099968,-0.525,-0.109,0.26064,0.14062001,0.10976,USD,2.7541
1,8080 Norton Parkway,Mentor,OH,44060,United States,440 534 6000,https://www.averydennison.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Avery Dennison Corporation operates as materials science and digital identification solutions company. It provides branding and information labeling solutions, including pressure-sensitive materials, radio-frequency identification (RFID) inlays and tags, and various converted products and solutions. The company designs and manufactures a range of labeling and functional materials that enhance branded packaging, carry or display information that connects the physical and the digital, and improve customers' product performance. It serves an array of industries, including home and personal care, apparel, e-commerce, logistics, food and grocery, pharmaceuticals, and automotive worldwide. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Mentor, Ohio.",2900,"{'maxAge': 1, 'name': 'Mr. Deon M. Stander', 'age': 53, 'title': 'Pres & CEO', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1095188, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,4,7,1693526400,1672444800,86400,2,182.91,182.9,180.07,182.9,182.91,182.9,180.07,182.9,3.24,0.0177,1693872000,0.4409,1.67,0.965076,26.054834,18.21998,697351,697351,507477,403790,403790,180.16,180.25,1000,900,14550030336,157.28,195.95,1.7120703,181.4406,178.35735,3.06,0.01672954,USD,18032306176,0.066599995,79918028,80582800,1641730,2042244,1690761600,1693440000,0.020399999,0.0074400003,0.94771004,3.85,0.0234,80582800,24.987,7.2261577,1672444800,1703980800,1688169600,-0.532,566000000,6.93,9.91,2.91,2:1,851299200,2.122,15.089,0.0073643923,0.14113986,0.81,1693872000,NYQ,EQUITY,AVY,AVY,Avery Dennison Corporation,Avery Dennison Corporation,99153000,America/New_York,EDT,009ffa74-a5fa-3b9b-ac90-634356d91d57,finmb_252978,-14400000,180.56,222.0,190.0,203.71,200.5,1.7,buy,10,252600000,3.135,1195100032,3545499904,0.639,1.093,8498500096,175.938,104.92,0.071279995,0.28643,2404200000,414950016,758099968,-0.525,-0.109,0.26064,0.14062001,0.10976,USD,2.7541
2,8080 Norton Parkway,Mentor,OH,44060,United States,440 534 6000,https://www.averydennison.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Avery Dennison Corporation operates as materials science and digital identification solutions company. It provides branding and information labeling solutions, including pressure-sensitive materials, radio-frequency identification (RFID) inlays and tags, and various converted products and solutions. The company designs and manufactures a range of labeling and functional materials that enhance branded packaging, carry or display information that connects the physical and the digital, and improve customers' product performance. It serves an array of industries, including home and personal care, apparel, e-commerce, logistics, food and grocery, pharmaceuticals, and automotive worldwide. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Mentor, Ohio.",2900,"{'maxAge': 1, 'name': 'Mr. Gregory S. Lovins', 'age': 49, 'title': 'Sr. VP & CFO', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1130999, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,4,7,1693526400,1672444800,86400,2,182.91,182.9,180.07,182.9,182.91,182.9,180.07,182.9,3.24,0.0177,1693872000,0.4409,1.67,0.965076,26.054834,18.21998,697351,697351,507477,403790,403790,180.16,180.25,1000,900,14550030336,157.28,195.95,1.7120703,181.4406,178.35735,3.06,0.01672954,USD,18032306176,0.066599995,79918028,80582800,1641730,2042244,1690761600,1693440000,0.020399999,0.0074400003,0.94771004,3.85,0.0234,80582800,24.987,7.2261577,1672444800,1703980800,1688169600,-0.532,566000000,6.93,9.91,2.91,2:1,851299200,2.122,15.089,0.0073643923,0.14113986,0.81,1693872000,NYQ,EQUITY,AVY,AVY,Avery Dennison Corporation,Avery Dennison Corporation,99153000,America/New_York,EDT,009ffa74-a5fa-3b9b-ac90-634356d91d57,finmb_252978,-14400000,180.56,222.0,190.0,203.71,200.5,1.7,buy,10,252600000,3.135,1195100032,3545499904,0.639,1.093,8498500096,175.938,104.92,0.071279995,0.28643,2404200000,414950016,758099968,-0.525,-0.109,0.26064,0.14062001,0.10976,USD,2.7541
3,8080 Norton Parkway,Mentor,OH,44060,United States,440 534 6000,https://www.averydennison.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Avery Dennison Corporation operates as materials science and digital identification solutions company. It provides branding and information labeling solutions, including pressure-sensitive materials, radio-frequency identification (RFID) inlays and tags, and various converted products and solutions. The company designs and manufactures a range of labeling and functional materials that enhance branded packaging, carry or display information that connects the physical and the digital, and improve customers' product performance. It serves an array of industries, including home and personal care, apparel, e-commerce, logistics, food and grocery, pharmaceuticals, and automotive worldwide. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Mentor, Ohio.",2900,"{'maxAge': 1, 'name': 'Mr. Ignacio J. Walker', 'age': 45, 'title': 'Sr. VP & Chief Legal Officer', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 687638, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,4,7,1693526400,1672444800,86400,2,182.91,182.9,180.07,182.9,182.91,182.9,180.07,182.9,3.24,0.0177,1693872000,0.4409,1.67,0.965076,26.054834,18.21998,697351,697351,507477,403790,403790,180.16,180.25,1000,900,14550030336,157.28,195.95,1.7120703,181.4406,178.35735,3.06,0.01672954,USD,18032306176,0.066599995,79918028,80582800,1641730,2042244,1690761600,1693440000,0.020399999,0.0074400003,0.94771004,3.85,0.0234,80582800,24.987,7.2261577,1672444800,1703980800,1688169600,-0.532,566000000,6.93,9.91,2.91,2:1,851299200,2.122,15.089,0.0073643923,0.14113986,0.81,1693872000,NYQ,EQUITY,AVY,AVY,Avery Dennison Corporation,Avery Dennison Corporation,99153000,America/New_York,EDT,009ffa74-a5fa-3b9b-ac90-634356d91d57,finmb_252978,-14400000,180.56,222.0,190.0,203.71,200.5,1.7,buy,10,252600000,3.135,1195100032,3545499904,0.639,1.093,8498500096,175.938,104.92,0.071279995,0.28643,2404200000,414950016,758099968,-0.525,-0.109,0.26064,0.14062001,0.10976,USD,2.7541
4,8080 Norton Parkway,Mentor,OH,44060,United States,440 534 6000,https://www.averydennison.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Avery Dennison Corporation operates as materials science and digital identification solutions company. It provides branding and information labeling solutions, including pressure-sensitive materials, radio-frequency identification (RFID) inlays and tags, and various converted products and solutions. The company designs and manufactures a range of labeling and functional materials that enhance branded packaging, carry or display information that connects the physical and the digital, and improve customers' product performance. It serves an array of industries, including home and personal care, apparel, e-commerce, logistics, food and grocery, pharmaceuticals, and automotive worldwide. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Mentor, Ohio.",2900,"{'maxAge': 1, 'name': 'Ms. Deena  Baker-Nel', 'age': 51, 'title': 'Sr. VP & Chief HR Officer', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 684601, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,4,7,1693526400,1672444800,86400,2,182.91,182.9,180.07,182.9,182.91,182.9,180.07,182.9,3.24,0.0177,1693872000,0.4409,1.67,0.965076,26.054834,18.21998,697351,697351,507477,403790,403790,180.16,180.25,1000,900,14550030336,157.28,195.95,1.7120703,181.4406,178.35735,3.06,0.01672954,USD,18032306176,0.066599995,79918028,80582800,1641730,2042244,1690761600,1693440000,0.020399999,0.0074400003,0.94771004,3.85,0.0234,80582800,24.987,7.2261577,1672444800,1703980800,1688169600,-0.532,566000000,6.93,9.91,2.91,2:1,851299200,2.122,15.089,0.0073643923,0.14113986,0.81,1693872000,NYQ,EQUITY,AVY,AVY,Avery Dennison Corporation,Avery Dennison Corporation,99153000,America/New_York,EDT,009ffa74-a5fa-3b9b-ac90-634356d91d57,finmb_252978,-14400000,180.56,222.0,190.0,203.71,200.5,1.7,buy,10,252600000,3.135,1195100032,3545499904,0.639,1.093,8498500096,175.938,104.92,0.071279995,0.28643,2404200000,414950016,758099968,-0.525,-0.109,0.26064,0.14062001,0.10976,USD,2.7541
5,8080 Norton Parkway,Mentor,OH,44060,United States,440 534 6000,https://www.averydennison.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Avery Dennison Corporation operates as materials science and digital identification solutions company. It provides branding and information labeling solutions, including pressure-sensitive materials, radio-frequency identification (RFID) inlays and tags, and various converted products and solutions. The company designs and manufactures a range of labeling and functional materials that enhance branded packaging, carry or display information that connects the physical and the digital, and improve customers' product performance. It serves an array of industries, including home and personal care, apparel, e-commerce, logistics, food and grocery, pharmaceuticals, and automotive worldwide. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Mentor, Ohio.",2900,"{'maxAge': 1, 'name': 'Ms. Divina  Santiago', 'title': 'VP, Controller & Principal Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,4,7,1693526400,1672444800,86400,2,182.91,182.9,180.07,182.9,182.91,182.9,180.07,182.9,3.24,0.0177,1693872000,0.4409,1.67,0.965076,26.054834,18.21998,697351,697351,507477,403790,403790,180.16,180.25,1000,900,14550030336,157.28,195.95,1.7120703,181.4406,178.35735,3.06,0.01672954,USD,18032306176,0.066599995,79918028,80582800,1641730,2042244,1690761600,1693440000,0.020399999,0.0074400003,0.94771004,3.85,0.0234,80582800,24.987,7.2261577,1672444800,1703980800,1688169600,-0.532,566000000,6.93,9.91,2.91,2:1,851299200,2.122,15.089,0.0073643923,0.14113986,0.81,1693872000,NYQ,EQUITY,AVY,AVY,Avery Dennison Corporation,Avery Dennison Corporation,99153000,America/New_York,EDT,009ffa74-a5fa-3b9b-ac90-634356d91d57,finmb_252978,-14400000,180.56,222.0,190.0,203.71,200.5,1.7,buy,10,252600000,3.135,1195100032,3545499904,0.639,1.093,8498500096,175.938,104.92,0.071279995,0.28643,2404200000,414950016,758099968,-0.525,-0.109,0.26064,0.14062001,0.10976,USD,2.7541
6,8080 Norton Parkway,Mentor,OH,44060,United States,440 534 6000,https://www.averydennison.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Avery Dennison Corporation operates as materials science and digital identification solutions company. It provides branding and information labeling solutions, including pressure-sensitive materials, radio-frequency identification (RFID) inlays and tags, and various converted products and solutions. The company designs and manufactures a range of labeling and functional materials that enhance branded packaging, carry or display information that connects the physical and the digital, and improve customers' product performance. It serves an array of industries, including home and personal care, apparel, e-commerce, logistics, food and grocery, pharmaceuticals, and automotive worldwide. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Mentor, Ohio.",2900,"{'maxAge': 1, 'name': 'Mr. Nicholas R. Colisto', 'age': 55, 'title': 'Sr. VP & Chief Information Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,4,7,1693526400,1672444800,86400,2,182.91,182.9,180.07,182.9,182.91,182.9,180.07,182.9,3.24,0.0177,1693872000,0.4409,1.67,0.965076,26.054834,18.21998,697351,697351,507477,403790,403790,180.16,180.25,1000,900,14550030336,157.28,195.95,1.7120703,181.4406,178.35735,3.06,0.01672954,USD,18032306176,0.066599995,79918028,80582800,1641730,2042244,1690761600,1693440000,0.020399999,0.0074400003,0.94771004,3.85,0.0234,80582800,24.987,7.2261577,1672444800,1703980800,1688169600,-0.532,566000000,6.93,9.91,2.91,2:1,851299200,2.122,15.089,0.0073643923,0.14113986,0.81,1693872000,NYQ,EQUITY,AVY,AVY,Avery Dennison Corporation,Avery Dennison Corporation,99153000,America/New_York,EDT,009ffa74-a5fa-3b9b-ac90-634356d91d57,finmb_252978,-14400000,180.56,222.0,190.0,203.71,200.5,1.7,buy,10,252600000,3.135,1195100032,3545499904,0.639,1.093,8498500096,175.938,104.92,0.071279995,0.28643,2404200000,414950016,758099968,-0.525,-0.109,0.26064,0.14062001,0.10976,USD,2.7541
7,8080 Norton Parkway,Mentor,OH,44060,United States,440 534 6000,https://www.averydennison.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Avery Dennison Corporation operates as materials science and digital identification solutions company. It provides branding and information labeling solutions, including pressure-sensitive materials, radio-frequency identification (RFID) inlays and tags, and various converted products and solutions. The company designs and manufactures a range of labeling and functional materials that enhance branded packaging, carry or display information that connects the physical and the digital, and improve customers' product performance. It serves an array of industries, including home and personal care, apparel, e-commerce, logistics, food and grocery, pharmaceuticals, and automotive worldwide. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Mentor, Ohio.",2900,"{'maxAge': 1, 'name': 'Mr. John C. Eble', 'age': 35, 'title': 'VP of Fin. & Investor Relations', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,4,7,1693526400,1672444800,86400,2,182.91,182.9,180.07,182.9,182.91,182.9,180.07,182.9,3.24,0.0177,1693872000,0.4409,1.67,0.965076,26.054834,18.21998,697351,697351,507477,403790,403790,180.16,180.25,1000,900,14550030336,157.28,195.95,1.7120703,181.4406,178.35735,3.06,0.01672954,USD,18032306176,0.066599995,79918028,80582800,1641730,2042244,1690761600,1693440000,0.020399999,0.0074400003,0.94771004,3.85,0.0234,80582800,24.987,7.2261577,1672444800,1703980800,1688169600,-0.532,566000000,6.93,9.91,2.91,2:1,851299200,2.122,15.089,0.0073643923,0.14113986,0.81,1693872000,NYQ,EQUITY,AVY,AVY,Avery Dennison Corporation,Avery Dennison Corporation,99153000,America/New_York,EDT,009ffa74-a5fa-3b9b-ac90-634356d91d57,finmb_252978,-14400000,180.56,222.0,190.0,203.71,200.5,1.7,buy,10,252600000,3.135,1195100032,3545499904,0.639,1.093,8498500096,175.938,104.92,0.071279995,0.28643,2404200000,414950016,758099968,-0.525,-0.109,0.26064,0.14062001,0.10976,USD,2.7541
8,8080 Norton Parkway,Mentor,OH,44060,United States,440 534 6000,https://www.averydennison.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Avery Dennison Corporation operates as materials science and digital identification solutions company. It provides branding and information labeling solutions, including pressure-sensitive materials, radio-frequency identification (RFID) inlays and tags, and various converted products and solutions. The company designs and manufactures a range of labeling and functional materials that enhance branded packaging, carry or display information that connects the physical and the digital, and improve customers' product performance. It serves an array of industries, including home and personal care, apparel, e-commerce, logistics, food and grocery, pharmaceuticals, and automotive worldwide. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Mentor, Ohio.",2900,"{'maxAge': 1, 'name': 'Mr. Danny  Allouche', 'title': 'Sr. VP and Chief Strategy & Corp. Devel. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,4,7,1693526400,1672444800,86400,2,182.91,182.9,180.07,182.9,182.91,182.9,180.07,182.9,3.24,0.0177,1693872000,0.4409,1.67,0.965076,26.054834,18.21998,697351,697351,507477,403790,403790,180.16,180.25,1000,900,14550030336,157.28,195.95,1.7120703,181.4406,178.35735,3.06,0.01672954,USD,18032306176,0.066599995,79918028,80582800,1641730,2042244,1690761600,1693440000,0.020399999,0.0074400003,0.94771004,3.85,0.0234,80582800,24.987,7.2261577,1672444800,1703980800,1688169600,-0.532,566000000,6.93,9.91,2.91,2:1,851299200,2.122,15.089,0.0073643923,0.14113986,0.81,1693872000,NYQ,EQUITY,AVY,AVY,Avery Dennison Corporation,Avery Dennison Corporation,99153000,America/New_York,EDT,009ffa74-a5fa-3b9b-ac90-634356d91d57,finmb_252978,-14400000,180.56,222.0,190.0,203.71,200.5,1.7,buy,10,252600000,3.135,1195100032,3545499904,0.639,1.093,8498500096,175.938,104.92,0.071279995,0.28643,2404200000,414950016,758099968,-0.525,-0.109,0.26064,0.14062001,0.10976,USD,2.7541
9,8080 Norton Parkway,Mentor,OH,44060,United States,440 534 6000,https://www.averydennison.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Avery Dennison Corporation operates as materials science and digital identification solutions company. It provides branding and information labeling solutions, including pressure-sensitive materials, radio-frequency identification (RFID) inlays and tags, and various converted products and solutions. The company designs and manufactures a range of labeling and functional materials that enhance branded packaging, carry or display information that connects the physical and the digital, and improve customers' product performance. It serves an array of industries, including home and personal care, apparel, e-commerce, logistics, food and grocery, pharmaceuticals, and automotive worldwide. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Mentor, Ohio.",2900,"{'maxAge': 1, 'name': ""Mr. Daniel R. O'Bryant"", 'age': 64, 'title': 'Exec. VP of Bus. Devel.', 'yearBorn': 1958, 'fiscalYear': 2010, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,4,7,1693526400,1672444800,86400,2,182.91,182.9,180.07,182.9,182.91,182.9,180.07,182.9,3.24,0.0177,1693872000,0.4409,1.67,0.965076,26.054834,18.21998,697351,697351,507477,403790,403790,180.16,180.25,1000,900,14550030336,157.28,195.95,1.7120703,181.4406,178.35735,3.06,0.01672954,USD,18032306176,0.066599995,79918028,80582800,1641730,2042244,1690761600,1693440000,0.020399999,0.0074400003,0.94771004,3.85,0.0234,80582800,24.987,7.2261577,1672444800,1703980800,1688169600,-0.532,566000000,6.93,9.91,2.91,2:1,851299200,2.122,15.089,0.0073643923,0.14113986,0.81,1693872000,NYQ,EQUITY,AVY,AVY,Avery Dennison Corporation,Avery Dennison Corporation,99153000,America/New_York,EDT,009ffa74-a5fa-3b9b-ac90-634356d91d57,finmb_252978,-14400000,180.56,222.0,190.0,203.71,200.5,1.7,buy,10,252600000,3.135,1195100032,3545499904,0.639,1.093,8498500096,175.938,104.92,0.071279995,0.28643,2404200000,414950016,758099968,-0.525,-0.109,0.26064,0.14062001,0.10976,USD,2.7541
