,address1,address2,city,state,zip,country,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,550 West Broadway,Unit 719,Vancouver,BC,V5Z 0E9,Canada,Specialty Retail,Consumer Cyclical,"Advent-AWI Holdings Inc., together with its subsidiaries, engages in the sale of cellular and wireless products, services, and accessories in Canada. It operates through Wireless Business and Financing Business segments. The Wireless Business segment offers wireless voice and data, high speed internet, digital cable television, home phone, smart home monitoring, and Rogers Bank Mastercard products. The Financing Business segment provides personal and collateral loans across the Greater Vancouver and Greater Toronto Areas. The company was formerly known as Advent Wireless Inc. and changed its name to Advent-AWI Holdings Inc. in March 2017. Advent-AWI Holdings Inc. was incorporated in 1984 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Alice  Chiu', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 125407, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,1690329600,0.0,0.051025,26.715002,20,20,0,0,0,7000345,0.45,2.32,1.200976,0.53,0.72765,0.0,0.0,USD,-3527688,-0.07034,6103344,11935500,0.48863998,0.0,1.225,0.43616328,1672444800,1703980800,1688083200,281481,0.02,-0.605,-14.897,PNK,EQUITY,AVDWF,AVDWF,ADVENT AWI HOLDINGS INC,Advent-AWI Holdings Inc.,1009463400,America/New_York,EDT,-14400000,0.5343,none,10585279,0.887,236804,560101,7.565,9.816,5828880,3.798,0.488,0.00657,0.01938,2406298,-141730,-393885,0.045,0.41423,0.04062,0.03061,CAD,
1,550 West Broadway,Unit 719,Vancouver,BC,V5Z 0E9,Canada,Specialty Retail,Consumer Cyclical,"Advent-AWI Holdings Inc., together with its subsidiaries, engages in the sale of cellular and wireless products, services, and accessories in Canada. It operates through Wireless Business and Financing Business segments. The Wireless Business segment offers wireless voice and data, high speed internet, digital cable television, home phone, smart home monitoring, and Rogers Bank Mastercard products. The Financing Business segment provides personal and collateral loans across the Greater Vancouver and Greater Toronto Areas. The company was formerly known as Advent Wireless Inc. and changed its name to Advent-AWI Holdings Inc. in March 2017. Advent-AWI Holdings Inc. was incorporated in 1984 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Edgar  Pang', 'title': 'CFO, Sec. & Director', 'fiscalYear': 2022, 'totalPay': 118009, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,1690329600,0.0,0.051025,26.715002,20,20,0,0,0,7000345,0.45,2.32,1.200976,0.53,0.72765,0.0,0.0,USD,-3527688,-0.07034,6103344,11935500,0.48863998,0.0,1.225,0.43616328,1672444800,1703980800,1688083200,281481,0.02,-0.605,-14.897,PNK,EQUITY,AVDWF,AVDWF,ADVENT AWI HOLDINGS INC,Advent-AWI Holdings Inc.,1009463400,America/New_York,EDT,-14400000,0.5343,none,10585279,0.887,236804,560101,7.565,9.816,5828880,3.798,0.488,0.00657,0.01938,2406298,-141730,-393885,0.045,0.41423,0.04062,0.03061,CAD,
2,550 West Broadway,Unit 719,Vancouver,BC,V5Z 0E9,Canada,Specialty Retail,Consumer Cyclical,"Advent-AWI Holdings Inc., together with its subsidiaries, engages in the sale of cellular and wireless products, services, and accessories in Canada. It operates through Wireless Business and Financing Business segments. The Wireless Business segment offers wireless voice and data, high speed internet, digital cable television, home phone, smart home monitoring, and Rogers Bank Mastercard products. The Financing Business segment provides personal and collateral loans across the Greater Vancouver and Greater Toronto Areas. The company was formerly known as Advent Wireless Inc. and changed its name to Advent-AWI Holdings Inc. in March 2017. Advent-AWI Holdings Inc. was incorporated in 1984 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Pang Gen Wong', 'age': 68, 'title': 'COO & Director', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 110240, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,1690329600,0.0,0.051025,26.715002,20,20,0,0,0,7000345,0.45,2.32,1.200976,0.53,0.72765,0.0,0.0,USD,-3527688,-0.07034,6103344,11935500,0.48863998,0.0,1.225,0.43616328,1672444800,1703980800,1688083200,281481,0.02,-0.605,-14.897,PNK,EQUITY,AVDWF,AVDWF,ADVENT AWI HOLDINGS INC,Advent-AWI Holdings Inc.,1009463400,America/New_York,EDT,-14400000,0.5343,none,10585279,0.887,236804,560101,7.565,9.816,5828880,3.798,0.488,0.00657,0.01938,2406298,-141730,-393885,0.045,0.41423,0.04062,0.03061,CAD,
3,550 West Broadway,Unit 719,Vancouver,BC,V5Z 0E9,Canada,Specialty Retail,Consumer Cyclical,"Advent-AWI Holdings Inc., together with its subsidiaries, engages in the sale of cellular and wireless products, services, and accessories in Canada. It operates through Wireless Business and Financing Business segments. The Wireless Business segment offers wireless voice and data, high speed internet, digital cable television, home phone, smart home monitoring, and Rogers Bank Mastercard products. The Financing Business segment provides personal and collateral loans across the Greater Vancouver and Greater Toronto Areas. The company was formerly known as Advent Wireless Inc. and changed its name to Advent-AWI Holdings Inc. in March 2017. Advent-AWI Holdings Inc. was incorporated in 1984 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Queeny  Leung', 'title': 'Gen. Mang. of Am-Call', 'fiscalYear': 2022, 'totalPay': 103581, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,1690329600,0.0,0.051025,26.715002,20,20,0,0,0,7000345,0.45,2.32,1.200976,0.53,0.72765,0.0,0.0,USD,-3527688,-0.07034,6103344,11935500,0.48863998,0.0,1.225,0.43616328,1672444800,1703980800,1688083200,281481,0.02,-0.605,-14.897,PNK,EQUITY,AVDWF,AVDWF,ADVENT AWI HOLDINGS INC,Advent-AWI Holdings Inc.,1009463400,America/New_York,EDT,-14400000,0.5343,none,10585279,0.887,236804,560101,7.565,9.816,5828880,3.798,0.488,0.00657,0.01938,2406298,-141730,-393885,0.045,0.41423,0.04062,0.03061,CAD,
4,550 West Broadway,Unit 719,Vancouver,BC,V5Z 0E9,Canada,Specialty Retail,Consumer Cyclical,"Advent-AWI Holdings Inc., together with its subsidiaries, engages in the sale of cellular and wireless products, services, and accessories in Canada. It operates through Wireless Business and Financing Business segments. The Wireless Business segment offers wireless voice and data, high speed internet, digital cable television, home phone, smart home monitoring, and Rogers Bank Mastercard products. The Financing Business segment provides personal and collateral loans across the Greater Vancouver and Greater Toronto Areas. The company was formerly known as Advent Wireless Inc. and changed its name to Advent-AWI Holdings Inc. in March 2017. Advent-AWI Holdings Inc. was incorporated in 1984 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Francis  Mak', 'title': 'CFO of Advent TeleMedicare', 'fiscalYear': 2022, 'totalPay': 59841, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,0.5343,1690329600,0.0,0.051025,26.715002,20,20,0,0,0,7000345,0.45,2.32,1.200976,0.53,0.72765,0.0,0.0,USD,-3527688,-0.07034,6103344,11935500,0.48863998,0.0,1.225,0.43616328,1672444800,1703980800,1688083200,281481,0.02,-0.605,-14.897,PNK,EQUITY,AVDWF,AVDWF,ADVENT AWI HOLDINGS INC,Advent-AWI Holdings Inc.,1009463400,America/New_York,EDT,-14400000,0.5343,none,10585279,0.887,236804,560101,7.565,9.816,5828880,3.798,0.488,0.00657,0.01938,2406298,-141730,-393885,0.045,0.41423,0.04062,0.03061,CAD,
