,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,680 George Street,Level 12,Sydney,NSW,2000,Australia,61 2 8280 7497,61 2 9287 0350,https://www.xanadumines.com,Other Precious Metals & Mining,Basic Materials,"Xanadu Mines Limited engages in the exploration and development of various mineral projects in Mongolia. The company primarily explores for copper and gold deposits. Its flagship project is the Kharmagtai copper-gold project located in Omnogovi province to the southeast of Ulaanbaatar. The company also holds interest in the Red Mountain copper-gold project located in the Dornogovi Province of southern Mongolia. It has a strategic partnership with Zijin Mining Group Co., Ltd to progress the Kharmagtai copper-gold project through its next phase of project evaluation and decision on future development. The company was incorporated in 2005 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Colin Francis Moorhead B.Sc.', 'age': 58, 'title': 'Exec. Chairman & MD', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 195000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.09,0.09,0.09,0.092,0.09,0.09,0.09,0.092,0.0,0.415915,1282668,1282668,5412874,2330003,2330003,0.09,0.093,0,0,150259920,0.026,0.12,82.01961,0.09458,0.0558075,0.0,0.0,AUD,145831824,-2.32205,862674758,1633260032,0.46948,0.09413999,0.039,2.3589742,1672444800,1703980800,1688083200,-4087000,-0.0,0.0,79.603,-28.18,ASX,EQUITY,XAM.AX,XAM.AX,XANADUMINE FPO,Xanadu Mines Limited,1292886000,Australia/Sydney,AEST,36000000,0.092,none,5077000,0.003,-5175000,229000,5.442,5.453,1832000,0.357,0.001,-0.05375,-0.073979996,-1931250,-4916000,1.0,-2.82478,-2.84771,AUD,
1,680 George Street,Level 12,Sydney,NSW,2000,Australia,61 2 8280 7497,61 2 9287 0350,https://www.xanadumines.com,Other Precious Metals & Mining,Basic Materials,"Xanadu Mines Limited engages in the exploration and development of various mineral projects in Mongolia. The company primarily explores for copper and gold deposits. Its flagship project is the Kharmagtai copper-gold project located in Omnogovi province to the southeast of Ulaanbaatar. The company also holds interest in the Red Mountain copper-gold project located in the Dornogovi Province of southern Mongolia. It has a strategic partnership with Zijin Mining Group Co., Ltd to progress the Kharmagtai copper-gold project through its next phase of project evaluation and decision on future development. The company was incorporated in 2005 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Ganbayar  Lkhagvasuren M.IBL', 'title': 'Co-Founder, Country Mang. & Exec. Director', 'fiscalYear': 2022, 'totalPay': 475563, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.09,0.09,0.09,0.092,0.09,0.09,0.09,0.092,0.0,0.415915,1282668,1282668,5412874,2330003,2330003,0.09,0.093,0,0,150259920,0.026,0.12,82.01961,0.09458,0.0558075,0.0,0.0,AUD,145831824,-2.32205,862674758,1633260032,0.46948,0.09413999,0.039,2.3589742,1672444800,1703980800,1688083200,-4087000,-0.0,0.0,79.603,-28.18,ASX,EQUITY,XAM.AX,XAM.AX,XANADUMINE FPO,Xanadu Mines Limited,1292886000,Australia/Sydney,AEST,36000000,0.092,none,5077000,0.003,-5175000,229000,5.442,5.453,1832000,0.357,0.001,-0.05375,-0.073979996,-1931250,-4916000,1.0,-2.82478,-2.84771,AUD,
2,680 George Street,Level 12,Sydney,NSW,2000,Australia,61 2 8280 7497,61 2 9287 0350,https://www.xanadumines.com,Other Precious Metals & Mining,Basic Materials,"Xanadu Mines Limited engages in the exploration and development of various mineral projects in Mongolia. The company primarily explores for copper and gold deposits. Its flagship project is the Kharmagtai copper-gold project located in Omnogovi province to the southeast of Ulaanbaatar. The company also holds interest in the Red Mountain copper-gold project located in the Dornogovi Province of southern Mongolia. It has a strategic partnership with Zijin Mining Group Co., Ltd to progress the Kharmagtai copper-gold project through its next phase of project evaluation and decision on future development. The company was incorporated in 2005 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Spencer  Cole B.Sc., C.P.A., M.B.A., M.Sc.', 'title': 'Chief Devel. Officer & CFO', 'fiscalYear': 2022, 'totalPay': 431888, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.09,0.09,0.09,0.092,0.09,0.09,0.09,0.092,0.0,0.415915,1282668,1282668,5412874,2330003,2330003,0.09,0.093,0,0,150259920,0.026,0.12,82.01961,0.09458,0.0558075,0.0,0.0,AUD,145831824,-2.32205,862674758,1633260032,0.46948,0.09413999,0.039,2.3589742,1672444800,1703980800,1688083200,-4087000,-0.0,0.0,79.603,-28.18,ASX,EQUITY,XAM.AX,XAM.AX,XANADUMINE FPO,Xanadu Mines Limited,1292886000,Australia/Sydney,AEST,36000000,0.092,none,5077000,0.003,-5175000,229000,5.442,5.453,1832000,0.357,0.001,-0.05375,-0.073979996,-1931250,-4916000,1.0,-2.82478,-2.84771,AUD,
3,680 George Street,Level 12,Sydney,NSW,2000,Australia,61 2 8280 7497,61 2 9287 0350,https://www.xanadumines.com,Other Precious Metals & Mining,Basic Materials,"Xanadu Mines Limited engages in the exploration and development of various mineral projects in Mongolia. The company primarily explores for copper and gold deposits. Its flagship project is the Kharmagtai copper-gold project located in Omnogovi province to the southeast of Ulaanbaatar. The company also holds interest in the Red Mountain copper-gold project located in the Dornogovi Province of southern Mongolia. It has a strategic partnership with Zijin Mining Group Co., Ltd to progress the Kharmagtai copper-gold project through its next phase of project evaluation and decision on future development. The company was incorporated in 2005 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Munkhsaikhan  Dambiinyam M.Sc., MSc Fin', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 322697, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.09,0.09,0.09,0.092,0.09,0.09,0.09,0.092,0.0,0.415915,1282668,1282668,5412874,2330003,2330003,0.09,0.093,0,0,150259920,0.026,0.12,82.01961,0.09458,0.0558075,0.0,0.0,AUD,145831824,-2.32205,862674758,1633260032,0.46948,0.09413999,0.039,2.3589742,1672444800,1703980800,1688083200,-4087000,-0.0,0.0,79.603,-28.18,ASX,EQUITY,XAM.AX,XAM.AX,XANADUMINE FPO,Xanadu Mines Limited,1292886000,Australia/Sydney,AEST,36000000,0.092,none,5077000,0.003,-5175000,229000,5.442,5.453,1832000,0.357,0.001,-0.05375,-0.073979996,-1931250,-4916000,1.0,-2.82478,-2.84771,AUD,
4,680 George Street,Level 12,Sydney,NSW,2000,Australia,61 2 8280 7497,61 2 9287 0350,https://www.xanadumines.com,Other Precious Metals & Mining,Basic Materials,"Xanadu Mines Limited engages in the exploration and development of various mineral projects in Mongolia. The company primarily explores for copper and gold deposits. Its flagship project is the Kharmagtai copper-gold project located in Omnogovi province to the southeast of Ulaanbaatar. The company also holds interest in the Red Mountain copper-gold project located in the Dornogovi Province of southern Mongolia. It has a strategic partnership with Zijin Mining Group Co., Ltd to progress the Kharmagtai copper-gold project through its next phase of project evaluation and decision on future development. The company was incorporated in 2005 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Dr. Andrew Lachlan Stewart B.Sc., BSc, M.A.I.C.D., MAIG, MSEG', 'title': 'VP of Exploration', 'fiscalYear': 2022, 'totalPay': 512971, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.09,0.09,0.09,0.092,0.09,0.09,0.09,0.092,0.0,0.415915,1282668,1282668,5412874,2330003,2330003,0.09,0.093,0,0,150259920,0.026,0.12,82.01961,0.09458,0.0558075,0.0,0.0,AUD,145831824,-2.32205,862674758,1633260032,0.46948,0.09413999,0.039,2.3589742,1672444800,1703980800,1688083200,-4087000,-0.0,0.0,79.603,-28.18,ASX,EQUITY,XAM.AX,XAM.AX,XANADUMINE FPO,Xanadu Mines Limited,1292886000,Australia/Sydney,AEST,36000000,0.092,none,5077000,0.003,-5175000,229000,5.442,5.453,1832000,0.357,0.001,-0.05375,-0.073979996,-1931250,-4916000,1.0,-2.82478,-2.84771,AUD,
5,680 George Street,Level 12,Sydney,NSW,2000,Australia,61 2 8280 7497,61 2 9287 0350,https://www.xanadumines.com,Other Precious Metals & Mining,Basic Materials,"Xanadu Mines Limited engages in the exploration and development of various mineral projects in Mongolia. The company primarily explores for copper and gold deposits. Its flagship project is the Kharmagtai copper-gold project located in Omnogovi province to the southeast of Ulaanbaatar. The company also holds interest in the Red Mountain copper-gold project located in the Dornogovi Province of southern Mongolia. It has a strategic partnership with Zijin Mining Group Co., Ltd to progress the Kharmagtai copper-gold project through its next phase of project evaluation and decision on future development. The company was incorporated in 2005 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Matthew  Brown B.Sc.', 'title': 'Chief Geologist', 'fiscalYear': 2022, 'totalPay': 277139, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.09,0.09,0.09,0.092,0.09,0.09,0.09,0.092,0.0,0.415915,1282668,1282668,5412874,2330003,2330003,0.09,0.093,0,0,150259920,0.026,0.12,82.01961,0.09458,0.0558075,0.0,0.0,AUD,145831824,-2.32205,862674758,1633260032,0.46948,0.09413999,0.039,2.3589742,1672444800,1703980800,1688083200,-4087000,-0.0,0.0,79.603,-28.18,ASX,EQUITY,XAM.AX,XAM.AX,XANADUMINE FPO,Xanadu Mines Limited,1292886000,Australia/Sydney,AEST,36000000,0.092,none,5077000,0.003,-5175000,229000,5.442,5.453,1832000,0.357,0.001,-0.05375,-0.073979996,-1931250,-4916000,1.0,-2.82478,-2.84771,AUD,
6,680 George Street,Level 12,Sydney,NSW,2000,Australia,61 2 8280 7497,61 2 9287 0350,https://www.xanadumines.com,Other Precious Metals & Mining,Basic Materials,"Xanadu Mines Limited engages in the exploration and development of various mineral projects in Mongolia. The company primarily explores for copper and gold deposits. Its flagship project is the Kharmagtai copper-gold project located in Omnogovi province to the southeast of Ulaanbaatar. The company also holds interest in the Red Mountain copper-gold project located in the Dornogovi Province of southern Mongolia. It has a strategic partnership with Zijin Mining Group Co., Ltd to progress the Kharmagtai copper-gold project through its next phase of project evaluation and decision on future development. The company was incorporated in 2005 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. William  Hundy B.Com., B.Sc., L.L.B.', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.09,0.09,0.09,0.092,0.09,0.09,0.09,0.092,0.0,0.415915,1282668,1282668,5412874,2330003,2330003,0.09,0.093,0,0,150259920,0.026,0.12,82.01961,0.09458,0.0558075,0.0,0.0,AUD,145831824,-2.32205,862674758,1633260032,0.46948,0.09413999,0.039,2.3589742,1672444800,1703980800,1688083200,-4087000,-0.0,0.0,79.603,-28.18,ASX,EQUITY,XAM.AX,XAM.AX,XANADUMINE FPO,Xanadu Mines Limited,1292886000,Australia/Sydney,AEST,36000000,0.092,none,5077000,0.003,-5175000,229000,5.442,5.453,1832000,0.357,0.001,-0.05375,-0.073979996,-1931250,-4916000,1.0,-2.82478,-2.84771,AUD,
7,680 George Street,Level 12,Sydney,NSW,2000,Australia,61 2 8280 7497,61 2 9287 0350,https://www.xanadumines.com,Other Precious Metals & Mining,Basic Materials,"Xanadu Mines Limited engages in the exploration and development of various mineral projects in Mongolia. The company primarily explores for copper and gold deposits. Its flagship project is the Kharmagtai copper-gold project located in Omnogovi province to the southeast of Ulaanbaatar. The company also holds interest in the Red Mountain copper-gold project located in the Dornogovi Province of southern Mongolia. It has a strategic partnership with Zijin Mining Group Co., Ltd to progress the Kharmagtai copper-gold project through its next phase of project evaluation and decision on future development. The company was incorporated in 2005 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Stefan  Pierrou', 'title': 'Devel. Project Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.09,0.09,0.09,0.092,0.09,0.09,0.09,0.092,0.0,0.415915,1282668,1282668,5412874,2330003,2330003,0.09,0.093,0,0,150259920,0.026,0.12,82.01961,0.09458,0.0558075,0.0,0.0,AUD,145831824,-2.32205,862674758,1633260032,0.46948,0.09413999,0.039,2.3589742,1672444800,1703980800,1688083200,-4087000,-0.0,0.0,79.603,-28.18,ASX,EQUITY,XAM.AX,XAM.AX,XANADUMINE FPO,Xanadu Mines Limited,1292886000,Australia/Sydney,AEST,36000000,0.092,none,5077000,0.003,-5175000,229000,5.442,5.453,1832000,0.357,0.001,-0.05375,-0.073979996,-1931250,-4916000,1.0,-2.82478,-2.84771,AUD,
