,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"C / Rosario Pino, 18 3º",Madrid,28020,Spain,34 917 70 96 50,https://www.entrecampos.com,REIT—Diversified,Real Estate,"Entrecampos Cuatro, Socimi, S.A. operates as a real estate investment trust that engages in the leasing of real estate properties in Spain and Germany. The company was formerly known as Entrecampos Cuatro, S.L. and changed its name to Entrecampos Cuatro, Socimi, S.A. in May 2013. Entrecampos Cuatro, Socimi, S.A. was founded in 2004 and is headquartered in Madrid, Spain.",9,"{'maxAge': 1, 'name': 'Ms. María Lourdes Segura Rodríguez', 'title': 'Exec. Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.69,0.0,1.69,1.69,1.69,0.0,1.69,1.69,0.03,0.0171,1689120000,0.0,0.017642,56.333336,87033,87033,0,0,0,0.0,0.0,0,0,92300704,1.69,1.74,15.97192,1.71,1.71,0.025,0.014792899,EUR,113453536,0.26843,54615700,0.95747,0.0,1.198,1.4106846,1672444800,1703980800,1672444800,0.114,1551238,0.03,19.632,31.031,MCE,EQUITY,YENT.MC,YENT.MC,"ENTRECAMPOS CUATRO SOCIMI, S.A.","Entrecampos Cuatro, Socimi, S.A.",1385625600,Europe/Madrid,CEST,7200000,1.69,none,3669140,0.067,3656184,24822214,0.934,0.941,5778936,37.944,0.106,0.00808,0.023699999,6699970,2745681,3279167,0.114,0.025,1.0,0.63267,0.235,EUR,
1,"C / Rosario Pino, 18 3º",Madrid,28020,Spain,34 917 70 96 50,https://www.entrecampos.com,REIT—Diversified,Real Estate,"Entrecampos Cuatro, Socimi, S.A. operates as a real estate investment trust that engages in the leasing of real estate properties in Spain and Germany. The company was formerly known as Entrecampos Cuatro, S.L. and changed its name to Entrecampos Cuatro, Socimi, S.A. in May 2013. Entrecampos Cuatro, Socimi, S.A. was founded in 2004 and is headquartered in Madrid, Spain.",9,"{'maxAge': 1, 'name': 'Mr. Julián Ignacio Segura Rodríguez', 'title': 'Exec. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.69,0.0,1.69,1.69,1.69,0.0,1.69,1.69,0.03,0.0171,1689120000,0.0,0.017642,56.333336,87033,87033,0,0,0,0.0,0.0,0,0,92300704,1.69,1.74,15.97192,1.71,1.71,0.025,0.014792899,EUR,113453536,0.26843,54615700,0.95747,0.0,1.198,1.4106846,1672444800,1703980800,1672444800,0.114,1551238,0.03,19.632,31.031,MCE,EQUITY,YENT.MC,YENT.MC,"ENTRECAMPOS CUATRO SOCIMI, S.A.","Entrecampos Cuatro, Socimi, S.A.",1385625600,Europe/Madrid,CEST,7200000,1.69,none,3669140,0.067,3656184,24822214,0.934,0.941,5778936,37.944,0.106,0.00808,0.023699999,6699970,2745681,3279167,0.114,0.025,1.0,0.63267,0.235,EUR,
2,"C / Rosario Pino, 18 3º",Madrid,28020,Spain,34 917 70 96 50,https://www.entrecampos.com,REIT—Diversified,Real Estate,"Entrecampos Cuatro, Socimi, S.A. operates as a real estate investment trust that engages in the leasing of real estate properties in Spain and Germany. The company was formerly known as Entrecampos Cuatro, S.L. and changed its name to Entrecampos Cuatro, Socimi, S.A. in May 2013. Entrecampos Cuatro, Socimi, S.A. was founded in 2004 and is headquartered in Madrid, Spain.",9,"{'maxAge': 1, 'name': 'Mr. Carlos Antonio Segura Rodríguez', 'title': 'Exec. Sec. & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.69,0.0,1.69,1.69,1.69,0.0,1.69,1.69,0.03,0.0171,1689120000,0.0,0.017642,56.333336,87033,87033,0,0,0,0.0,0.0,0,0,92300704,1.69,1.74,15.97192,1.71,1.71,0.025,0.014792899,EUR,113453536,0.26843,54615700,0.95747,0.0,1.198,1.4106846,1672444800,1703980800,1672444800,0.114,1551238,0.03,19.632,31.031,MCE,EQUITY,YENT.MC,YENT.MC,"ENTRECAMPOS CUATRO SOCIMI, S.A.","Entrecampos Cuatro, Socimi, S.A.",1385625600,Europe/Madrid,CEST,7200000,1.69,none,3669140,0.067,3656184,24822214,0.934,0.941,5778936,37.944,0.106,0.00808,0.023699999,6699970,2745681,3279167,0.114,0.025,1.0,0.63267,0.235,EUR,
