,address1,address2,city,zip,country,website,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Hikari West Gate Building,1-4-10 Nishi-Ikebukuro Toshima-ku,Tokyo,171-0021,Japan,https://www.hikari.co.jp,"Hikari Tsushin, Inc., a holding company, engages in the sale of communication-related products in Japan. The company provides communication line services, water delivery, electricity, insurance, industry-specific IT solutions, payment solutions, mobile phones, and office automation products to individual and corporate customers. Hikari Tsushin, Inc. was incorporated in 1952 and is headquartered in Tokyo, Japan.",4488,"{'maxAge': 1, 'name': 'Mr. Hideaki  Wada', 'age': 49, 'title': 'Pres, CEO & Representative Director', 'yearBorn': 1973, 'fiscalYear': 2015, 'totalPay': 1106118, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,10,10,1693526400,1451520000,86400,2,152.542,152.542,152.542,152.542,152.542,152.542,152.542,152.542,0.561936,10.736346,2,2,2,54,54,118.42,153.72,142.808,142.808,557.0,3.6514533,USD,326769311744,0.1506,8209724,0.65949994,0.14498,13985.957,0.010906798,1680220800,1711843200,1688083200,0.186,96481001472,14.208,0.51,3.555,PNK,EQUITY,HKTGF,HKTGF,HIKARI TSUSHIN INC,"Hikari Tsushin, Inc.",1060176600,America/New_York,EDT,-14400000,152.542,none,468389003264,10516.0,91924996096,760097013760,1.856,1.935,640655032320,116.721,14309.518,0.029289998,0.17307,30865874944,87897997312,0.19,-0.023,0.47342,0.14348,0.118769996,JPY,
1,Hikari West Gate Building,1-4-10 Nishi-Ikebukuro Toshima-ku,Tokyo,171-0021,Japan,https://www.hikari.co.jp,"Hikari Tsushin, Inc., a holding company, engages in the sale of communication-related products in Japan. The company provides communication line services, water delivery, electricity, insurance, industry-specific IT solutions, payment solutions, mobile phones, and office automation products to individual and corporate customers. Hikari Tsushin, Inc. was incorporated in 1952 and is headquartered in Tokyo, Japan.",4488,"{'maxAge': 1, 'name': 'Mr. Yasumitsu  Shigeta', 'age': 57, 'title': 'Founder & Chairman', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,10,10,1693526400,1451520000,86400,2,152.542,152.542,152.542,152.542,152.542,152.542,152.542,152.542,0.561936,10.736346,2,2,2,54,54,118.42,153.72,142.808,142.808,557.0,3.6514533,USD,326769311744,0.1506,8209724,0.65949994,0.14498,13985.957,0.010906798,1680220800,1711843200,1688083200,0.186,96481001472,14.208,0.51,3.555,PNK,EQUITY,HKTGF,HKTGF,HIKARI TSUSHIN INC,"Hikari Tsushin, Inc.",1060176600,America/New_York,EDT,-14400000,152.542,none,468389003264,10516.0,91924996096,760097013760,1.856,1.935,640655032320,116.721,14309.518,0.029289998,0.17307,30865874944,87897997312,0.19,-0.023,0.47342,0.14348,0.118769996,JPY,
2,Hikari West Gate Building,1-4-10 Nishi-Ikebukuro Toshima-ku,Tokyo,171-0021,Japan,https://www.hikari.co.jp,"Hikari Tsushin, Inc., a holding company, engages in the sale of communication-related products in Japan. The company provides communication line services, water delivery, electricity, insurance, industry-specific IT solutions, payment solutions, mobile phones, and office automation products to individual and corporate customers. Hikari Tsushin, Inc. was incorporated in 1952 and is headquartered in Tokyo, Japan.",4488,"{'maxAge': 1, 'name': 'Mr. Masato  Takahashi', 'age': 44, 'title': 'MD, GM of Fin. Division & Investment Division and Director', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,10,10,1693526400,1451520000,86400,2,152.542,152.542,152.542,152.542,152.542,152.542,152.542,152.542,0.561936,10.736346,2,2,2,54,54,118.42,153.72,142.808,142.808,557.0,3.6514533,USD,326769311744,0.1506,8209724,0.65949994,0.14498,13985.957,0.010906798,1680220800,1711843200,1688083200,0.186,96481001472,14.208,0.51,3.555,PNK,EQUITY,HKTGF,HKTGF,HIKARI TSUSHIN INC,"Hikari Tsushin, Inc.",1060176600,America/New_York,EDT,-14400000,152.542,none,468389003264,10516.0,91924996096,760097013760,1.856,1.935,640655032320,116.721,14309.518,0.029289998,0.17307,30865874944,87897997312,0.19,-0.023,0.47342,0.14348,0.118769996,JPY,
3,Hikari West Gate Building,1-4-10 Nishi-Ikebukuro Toshima-ku,Tokyo,171-0021,Japan,https://www.hikari.co.jp,"Hikari Tsushin, Inc., a holding company, engages in the sale of communication-related products in Japan. The company provides communication line services, water delivery, electricity, insurance, industry-specific IT solutions, payment solutions, mobile phones, and office automation products to individual and corporate customers. Hikari Tsushin, Inc. was incorporated in 1952 and is headquartered in Tokyo, Japan.",4488,"{'maxAge': 1, 'name': 'Mr. Koh  Gidoh', 'age': 59, 'title': 'MD, GM of Admin. Headquarters & Director', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,10,10,1693526400,1451520000,86400,2,152.542,152.542,152.542,152.542,152.542,152.542,152.542,152.542,0.561936,10.736346,2,2,2,54,54,118.42,153.72,142.808,142.808,557.0,3.6514533,USD,326769311744,0.1506,8209724,0.65949994,0.14498,13985.957,0.010906798,1680220800,1711843200,1688083200,0.186,96481001472,14.208,0.51,3.555,PNK,EQUITY,HKTGF,HKTGF,HIKARI TSUSHIN INC,"Hikari Tsushin, Inc.",1060176600,America/New_York,EDT,-14400000,152.542,none,468389003264,10516.0,91924996096,760097013760,1.856,1.935,640655032320,116.721,14309.518,0.029289998,0.17307,30865874944,87897997312,0.19,-0.023,0.47342,0.14348,0.118769996,JPY,
