,address1,address2,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2168 Marine Drive,Suite 202,West Vancouver,BC,V7V 1K3,Canada,604 685 6493,https://newport-exploration.com,Other Industrial Metals & Mining,Basic Materials,"Newport Exploration Ltd., a natural resource company, engages in the acquisition and exploration of resource properties. The company holds a 100% interest in the Chu Chua copper-gold project located to the north of Kamloops, British Columbia, Canada. It also holds a 2.5% gross overriding royalty interest on oil and gas permits in the Cooper Basin in Queensland, Australia. The company was incorporated in 1979 and is headquartered in West Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Ian Terry Rozier B.Sc. (Hons), M.Sc., P.Eng.', 'age': 71, 'title': 'Pres, CEO & Director', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 423000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.155,0.27,0.155,0.155,0.155,0.27,0.155,0.155,0.03,0.19,1692835200,1.6667,0.988078,7.75,100,100,618,1388,1388,0.0,0.0,0,0,21091160,0.1514,0.37,0.19086,0.2077595,0.05,0.32258064,USD,13237763,0.0,77390048,105580000,0.26795,0.0,0.041,3.7804878,1659225600,1690761600,1682812800,-0.589,3564954,0.02,-8.616,PNK,EQUITY,NWXPF,NWXPF,NEWPORT EXPLORATION LTD,Newport Exploration Ltd.,1382707800,America/New_York,EDT,-14400000,0.155,none,3267213,0.031,-1536351,140096,19.318,19.435,3.231,-0.17099,0.68656,-298578,5593092,-0.56,0.0,0.0,0.0,CAD,
1,2168 Marine Drive,Suite 202,West Vancouver,BC,V7V 1K3,Canada,604 685 6493,https://newport-exploration.com,Other Industrial Metals & Mining,Basic Materials,"Newport Exploration Ltd., a natural resource company, engages in the acquisition and exploration of resource properties. The company holds a 100% interest in the Chu Chua copper-gold project located to the north of Kamloops, British Columbia, Canada. It also holds a 2.5% gross overriding royalty interest on oil and gas permits in the Cooper Basin in Queensland, Australia. The company was incorporated in 1979 and is headquartered in West Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Barbara Eileen Dunfield B.Ed., M.B.A., MBA', 'age': 68, 'title': 'CFO & Director', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 288943, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.155,0.27,0.155,0.155,0.155,0.27,0.155,0.155,0.03,0.19,1692835200,1.6667,0.988078,7.75,100,100,618,1388,1388,0.0,0.0,0,0,21091160,0.1514,0.37,0.19086,0.2077595,0.05,0.32258064,USD,13237763,0.0,77390048,105580000,0.26795,0.0,0.041,3.7804878,1659225600,1690761600,1682812800,-0.589,3564954,0.02,-8.616,PNK,EQUITY,NWXPF,NWXPF,NEWPORT EXPLORATION LTD,Newport Exploration Ltd.,1382707800,America/New_York,EDT,-14400000,0.155,none,3267213,0.031,-1536351,140096,19.318,19.435,3.231,-0.17099,0.68656,-298578,5593092,-0.56,0.0,0.0,0.0,CAD,
2,2168 Marine Drive,Suite 202,West Vancouver,BC,V7V 1K3,Canada,604 685 6493,https://newport-exploration.com,Other Industrial Metals & Mining,Basic Materials,"Newport Exploration Ltd., a natural resource company, engages in the acquisition and exploration of resource properties. The company holds a 100% interest in the Chu Chua copper-gold project located to the north of Kamloops, British Columbia, Canada. It also holds a 2.5% gross overriding royalty interest on oil and gas permits in the Cooper Basin in Queensland, Australia. The company was incorporated in 1979 and is headquartered in West Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. David J. Cowan L.L.B., LL.B.', 'age': 65, 'title': 'Corp. Sec.', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.155,0.27,0.155,0.155,0.155,0.27,0.155,0.155,0.03,0.19,1692835200,1.6667,0.988078,7.75,100,100,618,1388,1388,0.0,0.0,0,0,21091160,0.1514,0.37,0.19086,0.2077595,0.05,0.32258064,USD,13237763,0.0,77390048,105580000,0.26795,0.0,0.041,3.7804878,1659225600,1690761600,1682812800,-0.589,3564954,0.02,-8.616,PNK,EQUITY,NWXPF,NWXPF,NEWPORT EXPLORATION LTD,Newport Exploration Ltd.,1382707800,America/New_York,EDT,-14400000,0.155,none,3267213,0.031,-1536351,140096,19.318,19.435,3.231,-0.17099,0.68656,-298578,5593092,-0.56,0.0,0.0,0.0,CAD,
