,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Otemachi Place East Tower,3-2 Otemachi 2-Chome Chiyoda-ku,Tokyo,100-8601,Japan,81 3 6285 5000,https://www.sumitomocorp.com,Conglomerates,Industrials,"Sumitomo Corporation engages in general trading business worldwide. It operates through six segments: Metal Products; Transportation & Construction Systems; Infrastructure; Media & Digital; Living Related & Real Estate; and Mineral Resources, Energy, Chemical & Electronics. The company provides steel sheets and tubular products; and manufactures, leases, sells, services, and finances ships, aircrafts, motor vehicles, construction equipment, and components and parts. It is involved in the development of renewable energy projects comprising power generation and power plant engineering, procurement, and construction activities; electricity retail; industrial facilities and equipment, water, transportation systems and infrastructure, airports, smart city project, environmental solutions, and storage battery businesses; development and operation of industrial parks; arranging insurance; and provision of logistics services. In addition, the company engages in the cable television, 5G related technologies, programming distribution, movies, digital media and video content, TV shopping, and e-commerce businesses; cell phone, ICT platform, digital solution, and venture capital businesses; provision of smart communications infrastructure; operation of food supermarkets and drugstore chains; trade of cement and building materials; and real estate businesses. Further, it develops and trades in coal, iron ore, manganese, uranium, non-ferrous and precious metals, petroleum, natural gas and liquefied natural gas, and commodity derivative transactions; trades in non-ferrous metal products, liquefied petroleum gas, storage batteries, carbon products, plastics, organic and inorganic chemicals, silicon wafers, LEDs, pharmaceuticals, agricultural chemicals, household insecticides, fertilizers, and veterinary drugs; engages in the investing activities; and provides electronics manufacturing services. Sumitomo Corporation was incorporated in 1919 and is headquartered in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Kuniharu  Nakamura', 'age': 72, 'title': 'Exec. Chairman of Directors', 'yearBorn': 1950, 'fiscalYear': 2017, 'totalPay': 806820, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,2,1693526400,1514678400,86400,2,21.2,20.63,20.63,21.82,21.2,20.63,20.63,21.82,0.82,0.0388,1680134400,0.264,5.11,0.850975,7.19322,15910,15910,37090,20760,20760,0.0,0.0,0,0,25921927168,12.41,22.68,0.0037709754,20.7742,18.8168,0.0,0.0,USD,3331748528128,0.07846,1119774200,1221580032,0.0,0.00011,3339.702,0.0063538603,1680220800,1711843200,1688083200,-0.166,539074002944,2.95,0.485,6.396,PNK,EQUITY,SSUMY,SSUMY,SUMITOMO CORP SPONS ADR EACH RE,Sumitomo Corporation,1138372200,America/New_York,EDT,-14400000,21.22,21.59,21.43,21.51,21.51,3.5,hold,2,728527011840,596.381,520933015552,3831020912640,0.926,1.639,6874064224256,89.446,5533.9,0.02437,0.14359,-43112374272,309385986048,-0.149,0.035,0.18125,0.075780004,0.05869,JPY,
1,Otemachi Place East Tower,3-2 Otemachi 2-Chome Chiyoda-ku,Tokyo,100-8601,Japan,81 3 6285 5000,https://www.sumitomocorp.com,Conglomerates,Industrials,"Sumitomo Corporation engages in general trading business worldwide. It operates through six segments: Metal Products; Transportation & Construction Systems; Infrastructure; Media & Digital; Living Related & Real Estate; and Mineral Resources, Energy, Chemical & Electronics. The company provides steel sheets and tubular products; and manufactures, leases, sells, services, and finances ships, aircrafts, motor vehicles, construction equipment, and components and parts. It is involved in the development of renewable energy projects comprising power generation and power plant engineering, procurement, and construction activities; electricity retail; industrial facilities and equipment, water, transportation systems and infrastructure, airports, smart city project, environmental solutions, and storage battery businesses; development and operation of industrial parks; arranging insurance; and provision of logistics services. In addition, the company engages in the cable television, 5G related technologies, programming distribution, movies, digital media and video content, TV shopping, and e-commerce businesses; cell phone, ICT platform, digital solution, and venture capital businesses; provision of smart communications infrastructure; operation of food supermarkets and drugstore chains; trade of cement and building materials; and real estate businesses. Further, it develops and trades in coal, iron ore, manganese, uranium, non-ferrous and precious metals, petroleum, natural gas and liquefied natural gas, and commodity derivative transactions; trades in non-ferrous metal products, liquefied petroleum gas, storage batteries, carbon products, plastics, organic and inorganic chemicals, silicon wafers, LEDs, pharmaceuticals, agricultural chemicals, household insecticides, fertilizers, and veterinary drugs; engages in the investing activities; and provides electronics manufacturing services. Sumitomo Corporation was incorporated in 1919 and is headquartered in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Masayuki  Hyodo', 'age': 63, 'title': 'Pres, CEO & Representative Director', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,2,1693526400,1514678400,86400,2,21.2,20.63,20.63,21.82,21.2,20.63,20.63,21.82,0.82,0.0388,1680134400,0.264,5.11,0.850975,7.19322,15910,15910,37090,20760,20760,0.0,0.0,0,0,25921927168,12.41,22.68,0.0037709754,20.7742,18.8168,0.0,0.0,USD,3331748528128,0.07846,1119774200,1221580032,0.0,0.00011,3339.702,0.0063538603,1680220800,1711843200,1688083200,-0.166,539074002944,2.95,0.485,6.396,PNK,EQUITY,SSUMY,SSUMY,SUMITOMO CORP SPONS ADR EACH RE,Sumitomo Corporation,1138372200,America/New_York,EDT,-14400000,21.22,21.59,21.43,21.51,21.51,3.5,hold,2,728527011840,596.381,520933015552,3831020912640,0.926,1.639,6874064224256,89.446,5533.9,0.02437,0.14359,-43112374272,309385986048,-0.149,0.035,0.18125,0.075780004,0.05869,JPY,
2,Otemachi Place East Tower,3-2 Otemachi 2-Chome Chiyoda-ku,Tokyo,100-8601,Japan,81 3 6285 5000,https://www.sumitomocorp.com,Conglomerates,Industrials,"Sumitomo Corporation engages in general trading business worldwide. It operates through six segments: Metal Products; Transportation & Construction Systems; Infrastructure; Media & Digital; Living Related & Real Estate; and Mineral Resources, Energy, Chemical & Electronics. The company provides steel sheets and tubular products; and manufactures, leases, sells, services, and finances ships, aircrafts, motor vehicles, construction equipment, and components and parts. It is involved in the development of renewable energy projects comprising power generation and power plant engineering, procurement, and construction activities; electricity retail; industrial facilities and equipment, water, transportation systems and infrastructure, airports, smart city project, environmental solutions, and storage battery businesses; development and operation of industrial parks; arranging insurance; and provision of logistics services. In addition, the company engages in the cable television, 5G related technologies, programming distribution, movies, digital media and video content, TV shopping, and e-commerce businesses; cell phone, ICT platform, digital solution, and venture capital businesses; provision of smart communications infrastructure; operation of food supermarkets and drugstore chains; trade of cement and building materials; and real estate businesses. Further, it develops and trades in coal, iron ore, manganese, uranium, non-ferrous and precious metals, petroleum, natural gas and liquefied natural gas, and commodity derivative transactions; trades in non-ferrous metal products, liquefied petroleum gas, storage batteries, carbon products, plastics, organic and inorganic chemicals, silicon wafers, LEDs, pharmaceuticals, agricultural chemicals, household insecticides, fertilizers, and veterinary drugs; engages in the investing activities; and provides electronics manufacturing services. Sumitomo Corporation was incorporated in 1919 and is headquartered in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Reiji  Morooka', 'age': 61, 'title': 'Sr. Managing Exec. Officer, CFO & Representative Director', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,2,1693526400,1514678400,86400,2,21.2,20.63,20.63,21.82,21.2,20.63,20.63,21.82,0.82,0.0388,1680134400,0.264,5.11,0.850975,7.19322,15910,15910,37090,20760,20760,0.0,0.0,0,0,25921927168,12.41,22.68,0.0037709754,20.7742,18.8168,0.0,0.0,USD,3331748528128,0.07846,1119774200,1221580032,0.0,0.00011,3339.702,0.0063538603,1680220800,1711843200,1688083200,-0.166,539074002944,2.95,0.485,6.396,PNK,EQUITY,SSUMY,SSUMY,SUMITOMO CORP SPONS ADR EACH RE,Sumitomo Corporation,1138372200,America/New_York,EDT,-14400000,21.22,21.59,21.43,21.51,21.51,3.5,hold,2,728527011840,596.381,520933015552,3831020912640,0.926,1.639,6874064224256,89.446,5533.9,0.02437,0.14359,-43112374272,309385986048,-0.149,0.035,0.18125,0.075780004,0.05869,JPY,
3,Otemachi Place East Tower,3-2 Otemachi 2-Chome Chiyoda-ku,Tokyo,100-8601,Japan,81 3 6285 5000,https://www.sumitomocorp.com,Conglomerates,Industrials,"Sumitomo Corporation engages in general trading business worldwide. It operates through six segments: Metal Products; Transportation & Construction Systems; Infrastructure; Media & Digital; Living Related & Real Estate; and Mineral Resources, Energy, Chemical & Electronics. The company provides steel sheets and tubular products; and manufactures, leases, sells, services, and finances ships, aircrafts, motor vehicles, construction equipment, and components and parts. It is involved in the development of renewable energy projects comprising power generation and power plant engineering, procurement, and construction activities; electricity retail; industrial facilities and equipment, water, transportation systems and infrastructure, airports, smart city project, environmental solutions, and storage battery businesses; development and operation of industrial parks; arranging insurance; and provision of logistics services. In addition, the company engages in the cable television, 5G related technologies, programming distribution, movies, digital media and video content, TV shopping, and e-commerce businesses; cell phone, ICT platform, digital solution, and venture capital businesses; provision of smart communications infrastructure; operation of food supermarkets and drugstore chains; trade of cement and building materials; and real estate businesses. Further, it develops and trades in coal, iron ore, manganese, uranium, non-ferrous and precious metals, petroleum, natural gas and liquefied natural gas, and commodity derivative transactions; trades in non-ferrous metal products, liquefied petroleum gas, storage batteries, carbon products, plastics, organic and inorganic chemicals, silicon wafers, LEDs, pharmaceuticals, agricultural chemicals, household insecticides, fertilizers, and veterinary drugs; engages in the investing activities; and provides electronics manufacturing services. Sumitomo Corporation was incorporated in 1919 and is headquartered in Tokyo, Japan.","{'maxAge': 1, 'name': 'Yasuhiro  Yoshida', 'title': 'Assistant CFO & GM of Accounting Controlling Department', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,2,1693526400,1514678400,86400,2,21.2,20.63,20.63,21.82,21.2,20.63,20.63,21.82,0.82,0.0388,1680134400,0.264,5.11,0.850975,7.19322,15910,15910,37090,20760,20760,0.0,0.0,0,0,25921927168,12.41,22.68,0.0037709754,20.7742,18.8168,0.0,0.0,USD,3331748528128,0.07846,1119774200,1221580032,0.0,0.00011,3339.702,0.0063538603,1680220800,1711843200,1688083200,-0.166,539074002944,2.95,0.485,6.396,PNK,EQUITY,SSUMY,SSUMY,SUMITOMO CORP SPONS ADR EACH RE,Sumitomo Corporation,1138372200,America/New_York,EDT,-14400000,21.22,21.59,21.43,21.51,21.51,3.5,hold,2,728527011840,596.381,520933015552,3831020912640,0.926,1.639,6874064224256,89.446,5533.9,0.02437,0.14359,-43112374272,309385986048,-0.149,0.035,0.18125,0.075780004,0.05869,JPY,
4,Otemachi Place East Tower,3-2 Otemachi 2-Chome Chiyoda-ku,Tokyo,100-8601,Japan,81 3 6285 5000,https://www.sumitomocorp.com,Conglomerates,Industrials,"Sumitomo Corporation engages in general trading business worldwide. It operates through six segments: Metal Products; Transportation & Construction Systems; Infrastructure; Media & Digital; Living Related & Real Estate; and Mineral Resources, Energy, Chemical & Electronics. The company provides steel sheets and tubular products; and manufactures, leases, sells, services, and finances ships, aircrafts, motor vehicles, construction equipment, and components and parts. It is involved in the development of renewable energy projects comprising power generation and power plant engineering, procurement, and construction activities; electricity retail; industrial facilities and equipment, water, transportation systems and infrastructure, airports, smart city project, environmental solutions, and storage battery businesses; development and operation of industrial parks; arranging insurance; and provision of logistics services. In addition, the company engages in the cable television, 5G related technologies, programming distribution, movies, digital media and video content, TV shopping, and e-commerce businesses; cell phone, ICT platform, digital solution, and venture capital businesses; provision of smart communications infrastructure; operation of food supermarkets and drugstore chains; trade of cement and building materials; and real estate businesses. Further, it develops and trades in coal, iron ore, manganese, uranium, non-ferrous and precious metals, petroleum, natural gas and liquefied natural gas, and commodity derivative transactions; trades in non-ferrous metal products, liquefied petroleum gas, storage batteries, carbon products, plastics, organic and inorganic chemicals, silicon wafers, LEDs, pharmaceuticals, agricultural chemicals, household insecticides, fertilizers, and veterinary drugs; engages in the investing activities; and provides electronics manufacturing services. Sumitomo Corporation was incorporated in 1919 and is headquartered in Tokyo, Japan.","{'maxAge': 1, 'name': 'Tatsushi  Tatsumi', 'title': 'Chief Digital & Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,2,1693526400,1514678400,86400,2,21.2,20.63,20.63,21.82,21.2,20.63,20.63,21.82,0.82,0.0388,1680134400,0.264,5.11,0.850975,7.19322,15910,15910,37090,20760,20760,0.0,0.0,0,0,25921927168,12.41,22.68,0.0037709754,20.7742,18.8168,0.0,0.0,USD,3331748528128,0.07846,1119774200,1221580032,0.0,0.00011,3339.702,0.0063538603,1680220800,1711843200,1688083200,-0.166,539074002944,2.95,0.485,6.396,PNK,EQUITY,SSUMY,SSUMY,SUMITOMO CORP SPONS ADR EACH RE,Sumitomo Corporation,1138372200,America/New_York,EDT,-14400000,21.22,21.59,21.43,21.51,21.51,3.5,hold,2,728527011840,596.381,520933015552,3831020912640,0.926,1.639,6874064224256,89.446,5533.9,0.02437,0.14359,-43112374272,309385986048,-0.149,0.035,0.18125,0.075780004,0.05869,JPY,
5,Otemachi Place East Tower,3-2 Otemachi 2-Chome Chiyoda-ku,Tokyo,100-8601,Japan,81 3 6285 5000,https://www.sumitomocorp.com,Conglomerates,Industrials,"Sumitomo Corporation engages in general trading business worldwide. It operates through six segments: Metal Products; Transportation & Construction Systems; Infrastructure; Media & Digital; Living Related & Real Estate; and Mineral Resources, Energy, Chemical & Electronics. The company provides steel sheets and tubular products; and manufactures, leases, sells, services, and finances ships, aircrafts, motor vehicles, construction equipment, and components and parts. It is involved in the development of renewable energy projects comprising power generation and power plant engineering, procurement, and construction activities; electricity retail; industrial facilities and equipment, water, transportation systems and infrastructure, airports, smart city project, environmental solutions, and storage battery businesses; development and operation of industrial parks; arranging insurance; and provision of logistics services. In addition, the company engages in the cable television, 5G related technologies, programming distribution, movies, digital media and video content, TV shopping, and e-commerce businesses; cell phone, ICT platform, digital solution, and venture capital businesses; provision of smart communications infrastructure; operation of food supermarkets and drugstore chains; trade of cement and building materials; and real estate businesses. Further, it develops and trades in coal, iron ore, manganese, uranium, non-ferrous and precious metals, petroleum, natural gas and liquefied natural gas, and commodity derivative transactions; trades in non-ferrous metal products, liquefied petroleum gas, storage batteries, carbon products, plastics, organic and inorganic chemicals, silicon wafers, LEDs, pharmaceuticals, agricultural chemicals, household insecticides, fertilizers, and veterinary drugs; engages in the investing activities; and provides electronics manufacturing services. Sumitomo Corporation was incorporated in 1919 and is headquartered in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Takayuki  Seishima', 'age': 60, 'title': 'Exec. VP, Chief Admin. Officer, Chief Compliance Officer & Rep. Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,2,1693526400,1514678400,86400,2,21.2,20.63,20.63,21.82,21.2,20.63,20.63,21.82,0.82,0.0388,1680134400,0.264,5.11,0.850975,7.19322,15910,15910,37090,20760,20760,0.0,0.0,0,0,25921927168,12.41,22.68,0.0037709754,20.7742,18.8168,0.0,0.0,USD,3331748528128,0.07846,1119774200,1221580032,0.0,0.00011,3339.702,0.0063538603,1680220800,1711843200,1688083200,-0.166,539074002944,2.95,0.485,6.396,PNK,EQUITY,SSUMY,SSUMY,SUMITOMO CORP SPONS ADR EACH RE,Sumitomo Corporation,1138372200,America/New_York,EDT,-14400000,21.22,21.59,21.43,21.51,21.51,3.5,hold,2,728527011840,596.381,520933015552,3831020912640,0.926,1.639,6874064224256,89.446,5533.9,0.02437,0.14359,-43112374272,309385986048,-0.149,0.035,0.18125,0.075780004,0.05869,JPY,
6,Otemachi Place East Tower,3-2 Otemachi 2-Chome Chiyoda-ku,Tokyo,100-8601,Japan,81 3 6285 5000,https://www.sumitomocorp.com,Conglomerates,Industrials,"Sumitomo Corporation engages in general trading business worldwide. It operates through six segments: Metal Products; Transportation & Construction Systems; Infrastructure; Media & Digital; Living Related & Real Estate; and Mineral Resources, Energy, Chemical & Electronics. The company provides steel sheets and tubular products; and manufactures, leases, sells, services, and finances ships, aircrafts, motor vehicles, construction equipment, and components and parts. It is involved in the development of renewable energy projects comprising power generation and power plant engineering, procurement, and construction activities; electricity retail; industrial facilities and equipment, water, transportation systems and infrastructure, airports, smart city project, environmental solutions, and storage battery businesses; development and operation of industrial parks; arranging insurance; and provision of logistics services. In addition, the company engages in the cable television, 5G related technologies, programming distribution, movies, digital media and video content, TV shopping, and e-commerce businesses; cell phone, ICT platform, digital solution, and venture capital businesses; provision of smart communications infrastructure; operation of food supermarkets and drugstore chains; trade of cement and building materials; and real estate businesses. Further, it develops and trades in coal, iron ore, manganese, uranium, non-ferrous and precious metals, petroleum, natural gas and liquefied natural gas, and commodity derivative transactions; trades in non-ferrous metal products, liquefied petroleum gas, storage batteries, carbon products, plastics, organic and inorganic chemicals, silicon wafers, LEDs, pharmaceuticals, agricultural chemicals, household insecticides, fertilizers, and veterinary drugs; engages in the investing activities; and provides electronics manufacturing services. Sumitomo Corporation was incorporated in 1919 and is headquartered in Tokyo, Japan.","{'maxAge': 1, 'name': 'Yoshinori  Takayama', 'title': 'Corp. Officer & GM of Investor Relations Dept.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,2,1693526400,1514678400,86400,2,21.2,20.63,20.63,21.82,21.2,20.63,20.63,21.82,0.82,0.0388,1680134400,0.264,5.11,0.850975,7.19322,15910,15910,37090,20760,20760,0.0,0.0,0,0,25921927168,12.41,22.68,0.0037709754,20.7742,18.8168,0.0,0.0,USD,3331748528128,0.07846,1119774200,1221580032,0.0,0.00011,3339.702,0.0063538603,1680220800,1711843200,1688083200,-0.166,539074002944,2.95,0.485,6.396,PNK,EQUITY,SSUMY,SSUMY,SUMITOMO CORP SPONS ADR EACH RE,Sumitomo Corporation,1138372200,America/New_York,EDT,-14400000,21.22,21.59,21.43,21.51,21.51,3.5,hold,2,728527011840,596.381,520933015552,3831020912640,0.926,1.639,6874064224256,89.446,5533.9,0.02437,0.14359,-43112374272,309385986048,-0.149,0.035,0.18125,0.075780004,0.05869,JPY,
7,Otemachi Place East Tower,3-2 Otemachi 2-Chome Chiyoda-ku,Tokyo,100-8601,Japan,81 3 6285 5000,https://www.sumitomocorp.com,Conglomerates,Industrials,"Sumitomo Corporation engages in general trading business worldwide. It operates through six segments: Metal Products; Transportation & Construction Systems; Infrastructure; Media & Digital; Living Related & Real Estate; and Mineral Resources, Energy, Chemical & Electronics. The company provides steel sheets and tubular products; and manufactures, leases, sells, services, and finances ships, aircrafts, motor vehicles, construction equipment, and components and parts. It is involved in the development of renewable energy projects comprising power generation and power plant engineering, procurement, and construction activities; electricity retail; industrial facilities and equipment, water, transportation systems and infrastructure, airports, smart city project, environmental solutions, and storage battery businesses; development and operation of industrial parks; arranging insurance; and provision of logistics services. In addition, the company engages in the cable television, 5G related technologies, programming distribution, movies, digital media and video content, TV shopping, and e-commerce businesses; cell phone, ICT platform, digital solution, and venture capital businesses; provision of smart communications infrastructure; operation of food supermarkets and drugstore chains; trade of cement and building materials; and real estate businesses. Further, it develops and trades in coal, iron ore, manganese, uranium, non-ferrous and precious metals, petroleum, natural gas and liquefied natural gas, and commodity derivative transactions; trades in non-ferrous metal products, liquefied petroleum gas, storage batteries, carbon products, plastics, organic and inorganic chemicals, silicon wafers, LEDs, pharmaceuticals, agricultural chemicals, household insecticides, fertilizers, and veterinary drugs; engages in the investing activities; and provides electronics manufacturing services. Sumitomo Corporation was incorporated in 1919 and is headquartered in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Toshikazu  Nambu', 'age': 63, 'title': 'Assistant to Pres & CEO and Adviser of Chief Digital Officer', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,2,1693526400,1514678400,86400,2,21.2,20.63,20.63,21.82,21.2,20.63,20.63,21.82,0.82,0.0388,1680134400,0.264,5.11,0.850975,7.19322,15910,15910,37090,20760,20760,0.0,0.0,0,0,25921927168,12.41,22.68,0.0037709754,20.7742,18.8168,0.0,0.0,USD,3331748528128,0.07846,1119774200,1221580032,0.0,0.00011,3339.702,0.0063538603,1680220800,1711843200,1688083200,-0.166,539074002944,2.95,0.485,6.396,PNK,EQUITY,SSUMY,SSUMY,SUMITOMO CORP SPONS ADR EACH RE,Sumitomo Corporation,1138372200,America/New_York,EDT,-14400000,21.22,21.59,21.43,21.51,21.51,3.5,hold,2,728527011840,596.381,520933015552,3831020912640,0.926,1.639,6874064224256,89.446,5533.9,0.02437,0.14359,-43112374272,309385986048,-0.149,0.035,0.18125,0.075780004,0.05869,JPY,
8,Otemachi Place East Tower,3-2 Otemachi 2-Chome Chiyoda-ku,Tokyo,100-8601,Japan,81 3 6285 5000,https://www.sumitomocorp.com,Conglomerates,Industrials,"Sumitomo Corporation engages in general trading business worldwide. It operates through six segments: Metal Products; Transportation & Construction Systems; Infrastructure; Media & Digital; Living Related & Real Estate; and Mineral Resources, Energy, Chemical & Electronics. The company provides steel sheets and tubular products; and manufactures, leases, sells, services, and finances ships, aircrafts, motor vehicles, construction equipment, and components and parts. It is involved in the development of renewable energy projects comprising power generation and power plant engineering, procurement, and construction activities; electricity retail; industrial facilities and equipment, water, transportation systems and infrastructure, airports, smart city project, environmental solutions, and storage battery businesses; development and operation of industrial parks; arranging insurance; and provision of logistics services. In addition, the company engages in the cable television, 5G related technologies, programming distribution, movies, digital media and video content, TV shopping, and e-commerce businesses; cell phone, ICT platform, digital solution, and venture capital businesses; provision of smart communications infrastructure; operation of food supermarkets and drugstore chains; trade of cement and building materials; and real estate businesses. Further, it develops and trades in coal, iron ore, manganese, uranium, non-ferrous and precious metals, petroleum, natural gas and liquefied natural gas, and commodity derivative transactions; trades in non-ferrous metal products, liquefied petroleum gas, storage batteries, carbon products, plastics, organic and inorganic chemicals, silicon wafers, LEDs, pharmaceuticals, agricultural chemicals, household insecticides, fertilizers, and veterinary drugs; engages in the investing activities; and provides electronics manufacturing services. Sumitomo Corporation was incorporated in 1919 and is headquartered in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Shingo  Ueno', 'title': 'Exec. VP of Metal Products Bus Unit, Mineral Res, Energy, Chemical & Electronics Bus Unit', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,2,1693526400,1514678400,86400,2,21.2,20.63,20.63,21.82,21.2,20.63,20.63,21.82,0.82,0.0388,1680134400,0.264,5.11,0.850975,7.19322,15910,15910,37090,20760,20760,0.0,0.0,0,0,25921927168,12.41,22.68,0.0037709754,20.7742,18.8168,0.0,0.0,USD,3331748528128,0.07846,1119774200,1221580032,0.0,0.00011,3339.702,0.0063538603,1680220800,1711843200,1688083200,-0.166,539074002944,2.95,0.485,6.396,PNK,EQUITY,SSUMY,SSUMY,SUMITOMO CORP SPONS ADR EACH RE,Sumitomo Corporation,1138372200,America/New_York,EDT,-14400000,21.22,21.59,21.43,21.51,21.51,3.5,hold,2,728527011840,596.381,520933015552,3831020912640,0.926,1.639,6874064224256,89.446,5533.9,0.02437,0.14359,-43112374272,309385986048,-0.149,0.035,0.18125,0.075780004,0.05869,JPY,
9,Otemachi Place East Tower,3-2 Otemachi 2-Chome Chiyoda-ku,Tokyo,100-8601,Japan,81 3 6285 5000,https://www.sumitomocorp.com,Conglomerates,Industrials,"Sumitomo Corporation engages in general trading business worldwide. It operates through six segments: Metal Products; Transportation & Construction Systems; Infrastructure; Media & Digital; Living Related & Real Estate; and Mineral Resources, Energy, Chemical & Electronics. The company provides steel sheets and tubular products; and manufactures, leases, sells, services, and finances ships, aircrafts, motor vehicles, construction equipment, and components and parts. It is involved in the development of renewable energy projects comprising power generation and power plant engineering, procurement, and construction activities; electricity retail; industrial facilities and equipment, water, transportation systems and infrastructure, airports, smart city project, environmental solutions, and storage battery businesses; development and operation of industrial parks; arranging insurance; and provision of logistics services. In addition, the company engages in the cable television, 5G related technologies, programming distribution, movies, digital media and video content, TV shopping, and e-commerce businesses; cell phone, ICT platform, digital solution, and venture capital businesses; provision of smart communications infrastructure; operation of food supermarkets and drugstore chains; trade of cement and building materials; and real estate businesses. Further, it develops and trades in coal, iron ore, manganese, uranium, non-ferrous and precious metals, petroleum, natural gas and liquefied natural gas, and commodity derivative transactions; trades in non-ferrous metal products, liquefied petroleum gas, storage batteries, carbon products, plastics, organic and inorganic chemicals, silicon wafers, LEDs, pharmaceuticals, agricultural chemicals, household insecticides, fertilizers, and veterinary drugs; engages in the investing activities; and provides electronics manufacturing services. Sumitomo Corporation was incorporated in 1919 and is headquartered in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Masaki  Nakajima', 'title': 'Sr. Managing Exec. Officer and GM of Media & Digital Bus. Unit', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,2,1693526400,1514678400,86400,2,21.2,20.63,20.63,21.82,21.2,20.63,20.63,21.82,0.82,0.0388,1680134400,0.264,5.11,0.850975,7.19322,15910,15910,37090,20760,20760,0.0,0.0,0,0,25921927168,12.41,22.68,0.0037709754,20.7742,18.8168,0.0,0.0,USD,3331748528128,0.07846,1119774200,1221580032,0.0,0.00011,3339.702,0.0063538603,1680220800,1711843200,1688083200,-0.166,539074002944,2.95,0.485,6.396,PNK,EQUITY,SSUMY,SSUMY,SUMITOMO CORP SPONS ADR EACH RE,Sumitomo Corporation,1138372200,America/New_York,EDT,-14400000,21.22,21.59,21.43,21.51,21.51,3.5,hold,2,728527011840,596.381,520933015552,3831020912640,0.926,1.639,6874064224256,89.446,5533.9,0.02437,0.14359,-43112374272,309385986048,-0.149,0.035,0.18125,0.075780004,0.05869,JPY,
