,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,URB Dorado Reef,E21 Calle Las Palmas,Dorado,PR,00646,United States,631 521 9700,https://www.mojodigitalassets.com,Software—Application,Technology,"Mojo Data Solutions, Inc., a digital-first company, engages in the technology-forward business. It serves fintech, Web3, cybersecurity, and blockchain sectors. The company is based in Dorado, Puerto Rico.",4,"{'maxAge': 1, 'name': 'Mr. Joseph  Spiteri', 'age': 67, 'title': 'Chairman & CEO', 'yearBorn': 1955, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.051,0.004,0.051,0.051,0.051,0.004,0.051,0.051,0.0,3.169087,200,200,486,22,22,803510,0.0016,0.065,0.006932,0.018189,0.0,0.0,USD,2240292,0.0,7545223,15755100,-0.018,1546214400,1577750400,1483142400,-12537,-0.0,3:1,1379289600,PNK,EQUITY,MJDS,MJDS,MOJO DATA SOLUTIONS INC,"Mojo Data Solutions, Inc.",1382448600,America/New_York,EDT,-14400000,0.051,none,591,0.0,241375,0.463,0.474,-0.04896,-4321,4701,0,-1.0,0.0,0.0,0.0,USD,
1,URB Dorado Reef,E21 Calle Las Palmas,Dorado,PR,00646,United States,631 521 9700,https://www.mojodigitalassets.com,Software—Application,Technology,"Mojo Data Solutions, Inc., a digital-first company, engages in the technology-forward business. It serves fintech, Web3, cybersecurity, and blockchain sectors. The company is based in Dorado, Puerto Rico.",4,"{'maxAge': 1, 'name': 'Mr. Noe  Lopez Sr.', 'title': 'Pres & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.051,0.004,0.051,0.051,0.051,0.004,0.051,0.051,0.0,3.169087,200,200,486,22,22,803510,0.0016,0.065,0.006932,0.018189,0.0,0.0,USD,2240292,0.0,7545223,15755100,-0.018,1546214400,1577750400,1483142400,-12537,-0.0,3:1,1379289600,PNK,EQUITY,MJDS,MJDS,MOJO DATA SOLUTIONS INC,"Mojo Data Solutions, Inc.",1382448600,America/New_York,EDT,-14400000,0.051,none,591,0.0,241375,0.463,0.474,-0.04896,-4321,4701,0,-1.0,0.0,0.0,0.0,USD,
