,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7900 East Union Avenue,Suite 320,Denver,CO,80237,United States,303 320 7708,https://www.goldresourcecorp.com,Gold,Basic Materials,"Gold Resource Corporation engages in the exploration, development, and production of gold and silver projects in Mexico and the United States. The company explores for copper, lead, and zinc deposits. Its principal asset is the 100% owned Back Forty project covering approximately 1,304 hectares located in Menominee county, Michigan. Gold Resource Corporation was founded in 1998 and is headquartered in Denver, Colorado.",581,"{'maxAge': 1, 'name': 'Mr. Allen Joseph Palmiere B. Comm., B.Com., C.A, C.A.', 'age': 69, 'title': 'CEO, Pres & Director', 'yearBorn': 1953, 'fiscalYear': 2022, 'totalPay': 657530, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,4,2,3,1693526400,1672444800,86400,4,0.47,0.468,0.443,0.4902,0.47,0.468,0.443,0.4902,1670976000,1.67,1.536652,7.383333,400984,400984,522725,246680,246680,0.45,0.4935,1400,1100,39191544,0.44,1.8,0.3490581,0.551,1.0008,0.02,0.04255319,USD,23623214,-0.16595,87889073,88468496,145807,342930,1690761600,1693440000,0.0016,0.00714,0.26574,0.37,0.0017,1.206,0.36733,1672444800,1703980800,1688083200,-18632000,-0.21,0.06,0.21,1.966,ASE,EQUITY,GORO,GORO,Gold Resource Corporation,Gold Resource Corporation,1158240600,America/New_York,EDT,-14400000,0.443,3.25,3.0,3.13,3.13,2.0,buy,2,17957000,0.203,12013000,0,1.167,2.091,112278000,1.27,-0.04889,-0.16014,56974000,5737250,2424000,-0.331,0.28412,0.10699,-0.14097999,USD,
1,7900 East Union Avenue,Suite 320,Denver,CO,80237,United States,303 320 7708,https://www.goldresourcecorp.com,Gold,Basic Materials,"Gold Resource Corporation engages in the exploration, development, and production of gold and silver projects in Mexico and the United States. The company explores for copper, lead, and zinc deposits. Its principal asset is the 100% owned Back Forty project covering approximately 1,304 hectares located in Menominee county, Michigan. Gold Resource Corporation was founded in 1998 and is headquartered in Denver, Colorado.",581,"{'maxAge': 1, 'name': 'Mr. Alberto  Reyes', 'age': 47, 'title': 'Chief Operating Officer', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 455310, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,4,2,3,1693526400,1672444800,86400,4,0.47,0.468,0.443,0.4902,0.47,0.468,0.443,0.4902,1670976000,1.67,1.536652,7.383333,400984,400984,522725,246680,246680,0.45,0.4935,1400,1100,39191544,0.44,1.8,0.3490581,0.551,1.0008,0.02,0.04255319,USD,23623214,-0.16595,87889073,88468496,145807,342930,1690761600,1693440000,0.0016,0.00714,0.26574,0.37,0.0017,1.206,0.36733,1672444800,1703980800,1688083200,-18632000,-0.21,0.06,0.21,1.966,ASE,EQUITY,GORO,GORO,Gold Resource Corporation,Gold Resource Corporation,1158240600,America/New_York,EDT,-14400000,0.443,3.25,3.0,3.13,3.13,2.0,buy,2,17957000,0.203,12013000,0,1.167,2.091,112278000,1.27,-0.04889,-0.16014,56974000,5737250,2424000,-0.331,0.28412,0.10699,-0.14097999,USD,
2,7900 East Union Avenue,Suite 320,Denver,CO,80237,United States,303 320 7708,https://www.goldresourcecorp.com,Gold,Basic Materials,"Gold Resource Corporation engages in the exploration, development, and production of gold and silver projects in Mexico and the United States. The company explores for copper, lead, and zinc deposits. Its principal asset is the 100% owned Back Forty project covering approximately 1,304 hectares located in Menominee county, Michigan. Gold Resource Corporation was founded in 1998 and is headquartered in Denver, Colorado.",581,"{'maxAge': 1, 'name': 'Mr. Chet  Holyoak', 'age': 42, 'title': 'Interim CFO & Corp. Controller', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,4,2,3,1693526400,1672444800,86400,4,0.47,0.468,0.443,0.4902,0.47,0.468,0.443,0.4902,1670976000,1.67,1.536652,7.383333,400984,400984,522725,246680,246680,0.45,0.4935,1400,1100,39191544,0.44,1.8,0.3490581,0.551,1.0008,0.02,0.04255319,USD,23623214,-0.16595,87889073,88468496,145807,342930,1690761600,1693440000,0.0016,0.00714,0.26574,0.37,0.0017,1.206,0.36733,1672444800,1703980800,1688083200,-18632000,-0.21,0.06,0.21,1.966,ASE,EQUITY,GORO,GORO,Gold Resource Corporation,Gold Resource Corporation,1158240600,America/New_York,EDT,-14400000,0.443,3.25,3.0,3.13,3.13,2.0,buy,2,17957000,0.203,12013000,0,1.167,2.091,112278000,1.27,-0.04889,-0.16014,56974000,5737250,2424000,-0.331,0.28412,0.10699,-0.14097999,USD,
3,7900 East Union Avenue,Suite 320,Denver,CO,80237,United States,303 320 7708,https://www.goldresourcecorp.com,Gold,Basic Materials,"Gold Resource Corporation engages in the exploration, development, and production of gold and silver projects in Mexico and the United States. The company explores for copper, lead, and zinc deposits. Its principal asset is the 100% owned Back Forty project covering approximately 1,304 hectares located in Menominee county, Michigan. Gold Resource Corporation was founded in 1998 and is headquartered in Denver, Colorado.",581,"{'maxAge': 1, 'name': 'Mr. Patrick  Frenette', 'title': 'VP of Technical Services', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,4,2,3,1693526400,1672444800,86400,4,0.47,0.468,0.443,0.4902,0.47,0.468,0.443,0.4902,1670976000,1.67,1.536652,7.383333,400984,400984,522725,246680,246680,0.45,0.4935,1400,1100,39191544,0.44,1.8,0.3490581,0.551,1.0008,0.02,0.04255319,USD,23623214,-0.16595,87889073,88468496,145807,342930,1690761600,1693440000,0.0016,0.00714,0.26574,0.37,0.0017,1.206,0.36733,1672444800,1703980800,1688083200,-18632000,-0.21,0.06,0.21,1.966,ASE,EQUITY,GORO,GORO,Gold Resource Corporation,Gold Resource Corporation,1158240600,America/New_York,EDT,-14400000,0.443,3.25,3.0,3.13,3.13,2.0,buy,2,17957000,0.203,12013000,0,1.167,2.091,112278000,1.27,-0.04889,-0.16014,56974000,5737250,2424000,-0.331,0.28412,0.10699,-0.14097999,USD,
4,7900 East Union Avenue,Suite 320,Denver,CO,80237,United States,303 320 7708,https://www.goldresourcecorp.com,Gold,Basic Materials,"Gold Resource Corporation engages in the exploration, development, and production of gold and silver projects in Mexico and the United States. The company explores for copper, lead, and zinc deposits. Its principal asset is the 100% owned Back Forty project covering approximately 1,304 hectares located in Menominee county, Michigan. Gold Resource Corporation was founded in 1998 and is headquartered in Denver, Colorado.",581,"{'maxAge': 1, 'name': 'Mr. Fred H. Brown P.Geo.', 'title': 'Sr. Resource Geologist', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,4,2,3,1693526400,1672444800,86400,4,0.47,0.468,0.443,0.4902,0.47,0.468,0.443,0.4902,1670976000,1.67,1.536652,7.383333,400984,400984,522725,246680,246680,0.45,0.4935,1400,1100,39191544,0.44,1.8,0.3490581,0.551,1.0008,0.02,0.04255319,USD,23623214,-0.16595,87889073,88468496,145807,342930,1690761600,1693440000,0.0016,0.00714,0.26574,0.37,0.0017,1.206,0.36733,1672444800,1703980800,1688083200,-18632000,-0.21,0.06,0.21,1.966,ASE,EQUITY,GORO,GORO,Gold Resource Corporation,Gold Resource Corporation,1158240600,America/New_York,EDT,-14400000,0.443,3.25,3.0,3.13,3.13,2.0,buy,2,17957000,0.203,12013000,0,1.167,2.091,112278000,1.27,-0.04889,-0.16014,56974000,5737250,2424000,-0.331,0.28412,0.10699,-0.14097999,USD,
5,7900 East Union Avenue,Suite 320,Denver,CO,80237,United States,303 320 7708,https://www.goldresourcecorp.com,Gold,Basic Materials,"Gold Resource Corporation engages in the exploration, development, and production of gold and silver projects in Mexico and the United States. The company explores for copper, lead, and zinc deposits. Its principal asset is the 100% owned Back Forty project covering approximately 1,304 hectares located in Menominee county, Michigan. Gold Resource Corporation was founded in 1998 and is headquartered in Denver, Colorado.",581,"{'maxAge': 1, 'name': 'Mr. Steve  Donohue', 'title': 'VP of Environmental & Regulatory Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,4,2,3,1693526400,1672444800,86400,4,0.47,0.468,0.443,0.4902,0.47,0.468,0.443,0.4902,1670976000,1.67,1.536652,7.383333,400984,400984,522725,246680,246680,0.45,0.4935,1400,1100,39191544,0.44,1.8,0.3490581,0.551,1.0008,0.02,0.04255319,USD,23623214,-0.16595,87889073,88468496,145807,342930,1690761600,1693440000,0.0016,0.00714,0.26574,0.37,0.0017,1.206,0.36733,1672444800,1703980800,1688083200,-18632000,-0.21,0.06,0.21,1.966,ASE,EQUITY,GORO,GORO,Gold Resource Corporation,Gold Resource Corporation,1158240600,America/New_York,EDT,-14400000,0.443,3.25,3.0,3.13,3.13,2.0,buy,2,17957000,0.203,12013000,0,1.167,2.091,112278000,1.27,-0.04889,-0.16014,56974000,5737250,2424000,-0.331,0.28412,0.10699,-0.14097999,USD,
