,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7720 Paragon Road,Dayton,OH,45459,United States,937 276 3931,https://www.rexamerican.com,Chemicals,Chemicals,Basic Materials,Basic Materials,"REX American Resources Corporation, together with its subsidiaries, produces and sells ethanol in the United States. The company also offers corn, distillers grains, non-food grade corn oil, gasoline, and natural gas. In addition, it provides dry distillers grains with solubles, which is used as a protein in animal feed. The company was formerly known as REX Stores Corporation and changed its name to REX American Resources Corporation in 2010. REX American Resources Corporation was founded in 1980 and is headquartered in Dayton, Ohio.",122,"{'maxAge': 1, 'name': 'Mr. Stuart A. Rose', 'age': 67, 'title': 'Exec. Chairman & Head of Corp. Devel.', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 1007451, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,4,1,4,1693526400,1672444800,86400,2,40.5,40.31,39.06,40.35,40.5,40.31,39.06,40.35,0.0,0.923582,27.59859,15.613545,455022,455022,69730,106940,106940,39.18,40.0,1000,1000,685969984,26.05,41.63,0.8116692,37.341,32.7461,0.0,0.0,USD,481285760,0.03033,15717138,17503700,164887,138485,1690761600,1693440000,0.0094,0.20927,0.84652,2.57,0.0136,17503700,26.656,1.470213,1675123200,1706659200,1690761600,-0.189,25636000,1.42,2.51,2.02,3:1,1659916800,0.569,11.021,0.3838277,0.14113986,NYQ,EQUITY,REX,REX,REX American Resources Corporat,REX American Resources Corporation,458919000,America/New_York,EDT,322bc8b0-879e-315d-869f-fab825d19bb0,finmb_252771,-14400000,39.19,45.0,45.0,45.0,45.0,1.5,strong_buy,2,284375008,16.247,43668000,12700000,6.774,8.16,845134976,2.38,48.396,0.027929999,0.067600004,36845624,62661000,-0.175,-0.118,0.067729995,0.05167,0.030480001,USD,
1,7720 Paragon Road,Dayton,OH,45459,United States,937 276 3931,https://www.rexamerican.com,Chemicals,Chemicals,Basic Materials,Basic Materials,"REX American Resources Corporation, together with its subsidiaries, produces and sells ethanol in the United States. The company also offers corn, distillers grains, non-food grade corn oil, gasoline, and natural gas. In addition, it provides dry distillers grains with solubles, which is used as a protein in animal feed. The company was formerly known as REX Stores Corporation and changed its name to REX American Resources Corporation in 2010. REX American Resources Corporation was founded in 1980 and is headquartered in Dayton, Ohio.",122,"{'maxAge': 1, 'name': 'Mr. Zafar A. Rizvi', 'age': 72, 'title': 'CEO, Pres & Director', 'yearBorn': 1950, 'fiscalYear': 2022, 'totalPay': 1683612, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,4,1,4,1693526400,1672444800,86400,2,40.5,40.31,39.06,40.35,40.5,40.31,39.06,40.35,0.0,0.923582,27.59859,15.613545,455022,455022,69730,106940,106940,39.18,40.0,1000,1000,685969984,26.05,41.63,0.8116692,37.341,32.7461,0.0,0.0,USD,481285760,0.03033,15717138,17503700,164887,138485,1690761600,1693440000,0.0094,0.20927,0.84652,2.57,0.0136,17503700,26.656,1.470213,1675123200,1706659200,1690761600,-0.189,25636000,1.42,2.51,2.02,3:1,1659916800,0.569,11.021,0.3838277,0.14113986,NYQ,EQUITY,REX,REX,REX American Resources Corporat,REX American Resources Corporation,458919000,America/New_York,EDT,322bc8b0-879e-315d-869f-fab825d19bb0,finmb_252771,-14400000,39.19,45.0,45.0,45.0,45.0,1.5,strong_buy,2,284375008,16.247,43668000,12700000,6.774,8.16,845134976,2.38,48.396,0.027929999,0.067600004,36845624,62661000,-0.175,-0.118,0.067729995,0.05167,0.030480001,USD,
2,7720 Paragon Road,Dayton,OH,45459,United States,937 276 3931,https://www.rexamerican.com,Chemicals,Chemicals,Basic Materials,Basic Materials,"REX American Resources Corporation, together with its subsidiaries, produces and sells ethanol in the United States. The company also offers corn, distillers grains, non-food grade corn oil, gasoline, and natural gas. In addition, it provides dry distillers grains with solubles, which is used as a protein in animal feed. The company was formerly known as REX Stores Corporation and changed its name to REX American Resources Corporation in 2010. REX American Resources Corporation was founded in 1980 and is headquartered in Dayton, Ohio.",122,"{'maxAge': 1, 'name': 'Mr. Douglas L. Bruggeman', 'age': 61, 'title': 'VP of Fin., CFO & Treasurer', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1004406, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,4,1,4,1693526400,1672444800,86400,2,40.5,40.31,39.06,40.35,40.5,40.31,39.06,40.35,0.0,0.923582,27.59859,15.613545,455022,455022,69730,106940,106940,39.18,40.0,1000,1000,685969984,26.05,41.63,0.8116692,37.341,32.7461,0.0,0.0,USD,481285760,0.03033,15717138,17503700,164887,138485,1690761600,1693440000,0.0094,0.20927,0.84652,2.57,0.0136,17503700,26.656,1.470213,1675123200,1706659200,1690761600,-0.189,25636000,1.42,2.51,2.02,3:1,1659916800,0.569,11.021,0.3838277,0.14113986,NYQ,EQUITY,REX,REX,REX American Resources Corporat,REX American Resources Corporation,458919000,America/New_York,EDT,322bc8b0-879e-315d-869f-fab825d19bb0,finmb_252771,-14400000,39.19,45.0,45.0,45.0,45.0,1.5,strong_buy,2,284375008,16.247,43668000,12700000,6.774,8.16,845134976,2.38,48.396,0.027929999,0.067600004,36845624,62661000,-0.175,-0.118,0.067729995,0.05167,0.030480001,USD,
3,7720 Paragon Road,Dayton,OH,45459,United States,937 276 3931,https://www.rexamerican.com,Chemicals,Chemicals,Basic Materials,Basic Materials,"REX American Resources Corporation, together with its subsidiaries, produces and sells ethanol in the United States. The company also offers corn, distillers grains, non-food grade corn oil, gasoline, and natural gas. In addition, it provides dry distillers grains with solubles, which is used as a protein in animal feed. The company was formerly known as REX Stores Corporation and changed its name to REX American Resources Corporation in 2010. REX American Resources Corporation was founded in 1980 and is headquartered in Dayton, Ohio.",122,"{'maxAge': 1, 'name': 'Mr. Edward M. Kress', 'age': 72, 'title': 'Sec. & Director', 'yearBorn': 1950, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,4,1,4,1693526400,1672444800,86400,2,40.5,40.31,39.06,40.35,40.5,40.31,39.06,40.35,0.0,0.923582,27.59859,15.613545,455022,455022,69730,106940,106940,39.18,40.0,1000,1000,685969984,26.05,41.63,0.8116692,37.341,32.7461,0.0,0.0,USD,481285760,0.03033,15717138,17503700,164887,138485,1690761600,1693440000,0.0094,0.20927,0.84652,2.57,0.0136,17503700,26.656,1.470213,1675123200,1706659200,1690761600,-0.189,25636000,1.42,2.51,2.02,3:1,1659916800,0.569,11.021,0.3838277,0.14113986,NYQ,EQUITY,REX,REX,REX American Resources Corporat,REX American Resources Corporation,458919000,America/New_York,EDT,322bc8b0-879e-315d-869f-fab825d19bb0,finmb_252771,-14400000,39.19,45.0,45.0,45.0,45.0,1.5,strong_buy,2,284375008,16.247,43668000,12700000,6.774,8.16,845134976,2.38,48.396,0.027929999,0.067600004,36845624,62661000,-0.175,-0.118,0.067729995,0.05167,0.030480001,USD,
