,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604-408-7499,https://wealthminerals.com,Other Industrial Metals & Mining,Basic Materials,"Wealth Minerals Ltd., a junior mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties in Canada, Chile, Peru, and Mexico. The company primarily explores for lithium, as well as for precious metal and copper deposits. Its flagship property is the 100% owned Atacama project that comprises 144 exploration concessions covering an area of approximately 46,200 hectares located in the Atacama Salar in Region II of Antofagasta, northern Chile. Wealth Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Hendrik  van Alphen', 'age': 69, 'title': 'CEO & Non-Independent Director', 'yearBorn': 1953, 'fiscalYear': 2022, 'totalPay': 298000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.295,0.285,0.27,0.34,0.295,0.285,0.27,0.34,1195603200,0.0,0.688125,-3.05,365002,365002,115862,147550,147550,0.3,0.305,0,0,99081080,0.17,0.48,0.364,0.381,0.0,0.0,CAD,86605984,0.0,294251263,324856000,55337,130968,1690761600,1693440000,0.0002,0.085260004,0.00042,0.6,0.181,1.6850829,1669766400,1701302400,1685491200,-4761702,-0.02,-0.1,1:4,1414713600,-8.611,VAN,EQUITY,WML.V,WML.V,WEALTH MINERALS LTD.,Wealth Minerals Ltd.,837178200,America/Toronto,EDT,-14400000,0.305,none,9266520,0.029,-10057833,40000,22.866,25.033,0.068,-0.11482,-0.09134,-2816711,-8039680,0.0,0.0,0.0,CAD,
1,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604-408-7499,https://wealthminerals.com,Other Industrial Metals & Mining,Basic Materials,"Wealth Minerals Ltd., a junior mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties in Canada, Chile, Peru, and Mexico. The company primarily explores for lithium, as well as for precious metal and copper deposits. Its flagship property is the 100% owned Atacama project that comprises 144 exploration concessions covering an area of approximately 46,200 hectares located in the Atacama Salar in Region II of Antofagasta, northern Chile. Wealth Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Sead  Hamzagic CPA, CGA, CPA', 'age': 59, 'title': 'Chief Financial Officer', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 125000, 'exercisedValue': 33000, 'unexercisedValue': 0}",1672444800,86400,4,0.295,0.285,0.27,0.34,0.295,0.285,0.27,0.34,1195603200,0.0,0.688125,-3.05,365002,365002,115862,147550,147550,0.3,0.305,0,0,99081080,0.17,0.48,0.364,0.381,0.0,0.0,CAD,86605984,0.0,294251263,324856000,55337,130968,1690761600,1693440000,0.0002,0.085260004,0.00042,0.6,0.181,1.6850829,1669766400,1701302400,1685491200,-4761702,-0.02,-0.1,1:4,1414713600,-8.611,VAN,EQUITY,WML.V,WML.V,WEALTH MINERALS LTD.,Wealth Minerals Ltd.,837178200,America/Toronto,EDT,-14400000,0.305,none,9266520,0.029,-10057833,40000,22.866,25.033,0.068,-0.11482,-0.09134,-2816711,-8039680,0.0,0.0,0.0,CAD,
2,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604-408-7499,https://wealthminerals.com,Other Industrial Metals & Mining,Basic Materials,"Wealth Minerals Ltd., a junior mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties in Canada, Chile, Peru, and Mexico. The company primarily explores for lithium, as well as for precious metal and copper deposits. Its flagship property is the 100% owned Atacama project that comprises 144 exploration concessions covering an area of approximately 46,200 hectares located in the Atacama Salar in Region II of Antofagasta, northern Chile. Wealth Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Cesar  Jil', 'title': 'Chief Technical Officer & GM of Chile', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.295,0.285,0.27,0.34,0.295,0.285,0.27,0.34,1195603200,0.0,0.688125,-3.05,365002,365002,115862,147550,147550,0.3,0.305,0,0,99081080,0.17,0.48,0.364,0.381,0.0,0.0,CAD,86605984,0.0,294251263,324856000,55337,130968,1690761600,1693440000,0.0002,0.085260004,0.00042,0.6,0.181,1.6850829,1669766400,1701302400,1685491200,-4761702,-0.02,-0.1,1:4,1414713600,-8.611,VAN,EQUITY,WML.V,WML.V,WEALTH MINERALS LTD.,Wealth Minerals Ltd.,837178200,America/Toronto,EDT,-14400000,0.305,none,9266520,0.029,-10057833,40000,22.866,25.033,0.068,-0.11482,-0.09134,-2816711,-8039680,0.0,0.0,0.0,CAD,
3,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604-408-7499,https://wealthminerals.com,Other Industrial Metals & Mining,Basic Materials,"Wealth Minerals Ltd., a junior mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties in Canada, Chile, Peru, and Mexico. The company primarily explores for lithium, as well as for precious metal and copper deposits. Its flagship property is the 100% owned Atacama project that comprises 144 exploration concessions covering an area of approximately 46,200 hectares located in the Atacama Salar in Region II of Antofagasta, northern Chile. Wealth Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. David  Smith', 'title': 'Mang. of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.295,0.285,0.27,0.34,0.295,0.285,0.27,0.34,1195603200,0.0,0.688125,-3.05,365002,365002,115862,147550,147550,0.3,0.305,0,0,99081080,0.17,0.48,0.364,0.381,0.0,0.0,CAD,86605984,0.0,294251263,324856000,55337,130968,1690761600,1693440000,0.0002,0.085260004,0.00042,0.6,0.181,1.6850829,1669766400,1701302400,1685491200,-4761702,-0.02,-0.1,1:4,1414713600,-8.611,VAN,EQUITY,WML.V,WML.V,WEALTH MINERALS LTD.,Wealth Minerals Ltd.,837178200,America/Toronto,EDT,-14400000,0.305,none,9266520,0.029,-10057833,40000,22.866,25.033,0.068,-0.11482,-0.09134,-2816711,-8039680,0.0,0.0,0.0,CAD,
4,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604-408-7499,https://wealthminerals.com,Other Industrial Metals & Mining,Basic Materials,"Wealth Minerals Ltd., a junior mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties in Canada, Chile, Peru, and Mexico. The company primarily explores for lithium, as well as for precious metal and copper deposits. Its flagship property is the 100% owned Atacama project that comprises 144 exploration concessions covering an area of approximately 46,200 hectares located in the Atacama Salar in Region II of Antofagasta, northern Chile. Wealth Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. John  Drobe P.Geo.', 'age': 56, 'title': 'Sr. Geologist', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.295,0.285,0.27,0.34,0.295,0.285,0.27,0.34,1195603200,0.0,0.688125,-3.05,365002,365002,115862,147550,147550,0.3,0.305,0,0,99081080,0.17,0.48,0.364,0.381,0.0,0.0,CAD,86605984,0.0,294251263,324856000,55337,130968,1690761600,1693440000,0.0002,0.085260004,0.00042,0.6,0.181,1.6850829,1669766400,1701302400,1685491200,-4761702,-0.02,-0.1,1:4,1414713600,-8.611,VAN,EQUITY,WML.V,WML.V,WEALTH MINERALS LTD.,Wealth Minerals Ltd.,837178200,America/Toronto,EDT,-14400000,0.305,none,9266520,0.029,-10057833,40000,22.866,25.033,0.068,-0.11482,-0.09134,-2816711,-8039680,0.0,0.0,0.0,CAD,
5,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604-408-7499,https://wealthminerals.com,Other Industrial Metals & Mining,Basic Materials,"Wealth Minerals Ltd., a junior mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties in Canada, Chile, Peru, and Mexico. The company primarily explores for lithium, as well as for precious metal and copper deposits. Its flagship property is the 100% owned Atacama project that comprises 144 exploration concessions covering an area of approximately 46,200 hectares located in the Atacama Salar in Region II of Antofagasta, northern Chile. Wealth Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Marla K. Ritchie', 'age': 59, 'title': 'Corp. Sec.', 'yearBorn': 1963, 'fiscalYear': 2004, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.295,0.285,0.27,0.34,0.295,0.285,0.27,0.34,1195603200,0.0,0.688125,-3.05,365002,365002,115862,147550,147550,0.3,0.305,0,0,99081080,0.17,0.48,0.364,0.381,0.0,0.0,CAD,86605984,0.0,294251263,324856000,55337,130968,1690761600,1693440000,0.0002,0.085260004,0.00042,0.6,0.181,1.6850829,1669766400,1701302400,1685491200,-4761702,-0.02,-0.1,1:4,1414713600,-8.611,VAN,EQUITY,WML.V,WML.V,WEALTH MINERALS LTD.,Wealth Minerals Ltd.,837178200,America/Toronto,EDT,-14400000,0.305,none,9266520,0.029,-10057833,40000,22.866,25.033,0.068,-0.11482,-0.09134,-2816711,-8039680,0.0,0.0,0.0,CAD,
6,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604-408-7499,https://wealthminerals.com,Other Industrial Metals & Mining,Basic Materials,"Wealth Minerals Ltd., a junior mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties in Canada, Chile, Peru, and Mexico. The company primarily explores for lithium, as well as for precious metal and copper deposits. Its flagship property is the 100% owned Atacama project that comprises 144 exploration concessions covering an area of approximately 46,200 hectares located in the Atacama Salar in Region II of Antofagasta, northern Chile. Wealth Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Dr. Anthony N. Mariano Ph.D.', 'title': 'Consultant and Member of Special Advisory Board', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.295,0.285,0.27,0.34,0.295,0.285,0.27,0.34,1195603200,0.0,0.688125,-3.05,365002,365002,115862,147550,147550,0.3,0.305,0,0,99081080,0.17,0.48,0.364,0.381,0.0,0.0,CAD,86605984,0.0,294251263,324856000,55337,130968,1690761600,1693440000,0.0002,0.085260004,0.00042,0.6,0.181,1.6850829,1669766400,1701302400,1685491200,-4761702,-0.02,-0.1,1:4,1414713600,-8.611,VAN,EQUITY,WML.V,WML.V,WEALTH MINERALS LTD.,Wealth Minerals Ltd.,837178200,America/Toronto,EDT,-14400000,0.305,none,9266520,0.029,-10057833,40000,22.866,25.033,0.068,-0.11482,-0.09134,-2816711,-8039680,0.0,0.0,0.0,CAD,
7,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604-408-7499,https://wealthminerals.com,Other Industrial Metals & Mining,Basic Materials,"Wealth Minerals Ltd., a junior mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties in Canada, Chile, Peru, and Mexico. The company primarily explores for lithium, as well as for precious metal and copper deposits. Its flagship property is the 100% owned Atacama project that comprises 144 exploration concessions covering an area of approximately 46,200 hectares located in the Atacama Salar in Region II of Antofagasta, northern Chile. Wealth Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Dr. Raul  Lira', 'title': 'Consultant and Member of Special Advisory Board', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.295,0.285,0.27,0.34,0.295,0.285,0.27,0.34,1195603200,0.0,0.688125,-3.05,365002,365002,115862,147550,147550,0.3,0.305,0,0,99081080,0.17,0.48,0.364,0.381,0.0,0.0,CAD,86605984,0.0,294251263,324856000,55337,130968,1690761600,1693440000,0.0002,0.085260004,0.00042,0.6,0.181,1.6850829,1669766400,1701302400,1685491200,-4761702,-0.02,-0.1,1:4,1414713600,-8.611,VAN,EQUITY,WML.V,WML.V,WEALTH MINERALS LTD.,Wealth Minerals Ltd.,837178200,America/Toronto,EDT,-14400000,0.305,none,9266520,0.029,-10057833,40000,22.866,25.033,0.068,-0.11482,-0.09134,-2816711,-8039680,0.0,0.0,0.0,CAD,
