,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Par-la-Ville Place,14 Par-la-Ville Road,Hamilton,HM 08,Bermuda,https://www.seadrill.com,Oil & Gas Drilling,Energy,"Seadrill Limited provides offshore contract drilling services to the oil and gas industry worldwide. It operates in three segments: Harsh Environment, Floaters, and Jack-ups Rigs. The company owns and operates drill ships, semi-submersible rigs, and jack-up rigs for operations in shallow and ultra-deep-water in benign and harsh environments. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was formerly known as Seadrill 2021 Limited. The company was incorporated in 2005 and is headquartered in Hamilton, Bermuda.",2576,"{'maxAge': 1, 'name': 'Mr. Simon William Johnson', 'age': 51, 'title': 'Pres & CEO', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,2,510.0,511.0,508.0,516.0,510.0,511.0,508.0,516.0,0.0,0.78672534,11.183781,1223084,1223084,179885,210352,210352,505.0,515.0,487300,115900,40971513856,228.0,550.0,35.845592,492.26,411.079,0.0,0.0,NOK,40921518080,0.32371,63943518,79866496,0.13909,0.65709996,38.552,13.306704,1672444800,1703980800,1688083200,96000000,652.07,45.87,35.802,120.357,OSL,EQUITY,SDRL.OL,SDRL.OL,SEADRILL LIMITED,Seadrill Limited,1651129200,Europe/Oslo,CEST,7200000,513.0,666.18,533.91,621.27,637.27,1.7,buy,7,412000000,5.159,340000000,362000000,1.797,3.11,1143000064,11.757,19.899,0.03304,0.04221,277000000,-15375000,131000000,0.672,0.34296,0.29746,0.16098,USD,
1,Par-la-Ville Place,14 Par-la-Ville Road,Hamilton,HM 08,Bermuda,https://www.seadrill.com,Oil & Gas Drilling,Energy,"Seadrill Limited provides offshore contract drilling services to the oil and gas industry worldwide. It operates in three segments: Harsh Environment, Floaters, and Jack-ups Rigs. The company owns and operates drill ships, semi-submersible rigs, and jack-up rigs for operations in shallow and ultra-deep-water in benign and harsh environments. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was formerly known as Seadrill 2021 Limited. The company was incorporated in 2005 and is headquartered in Hamilton, Bermuda.",2576,"{'maxAge': 1, 'name': 'Mr. Grant Russe Creed', 'age': 41, 'title': 'Exec. VP & CFO', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,2,510.0,511.0,508.0,516.0,510.0,511.0,508.0,516.0,0.0,0.78672534,11.183781,1223084,1223084,179885,210352,210352,505.0,515.0,487300,115900,40971513856,228.0,550.0,35.845592,492.26,411.079,0.0,0.0,NOK,40921518080,0.32371,63943518,79866496,0.13909,0.65709996,38.552,13.306704,1672444800,1703980800,1688083200,96000000,652.07,45.87,35.802,120.357,OSL,EQUITY,SDRL.OL,SDRL.OL,SEADRILL LIMITED,Seadrill Limited,1651129200,Europe/Oslo,CEST,7200000,513.0,666.18,533.91,621.27,637.27,1.7,buy,7,412000000,5.159,340000000,362000000,1.797,3.11,1143000064,11.757,19.899,0.03304,0.04221,277000000,-15375000,131000000,0.672,0.34296,0.29746,0.16098,USD,
2,Par-la-Ville Place,14 Par-la-Ville Road,Hamilton,HM 08,Bermuda,https://www.seadrill.com,Oil & Gas Drilling,Energy,"Seadrill Limited provides offshore contract drilling services to the oil and gas industry worldwide. It operates in three segments: Harsh Environment, Floaters, and Jack-ups Rigs. The company owns and operates drill ships, semi-submersible rigs, and jack-up rigs for operations in shallow and ultra-deep-water in benign and harsh environments. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was formerly known as Seadrill 2021 Limited. The company was incorporated in 2005 and is headquartered in Hamilton, Bermuda.",2576,"{'maxAge': 1, 'name': 'Mr. Leif Olaf Nelson', 'age': 47, 'title': 'Exec. VP, Chief Operating & Technology Officer', 'yearBorn': 1975, 'fiscalYear': 2015, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,2,510.0,511.0,508.0,516.0,510.0,511.0,508.0,516.0,0.0,0.78672534,11.183781,1223084,1223084,179885,210352,210352,505.0,515.0,487300,115900,40971513856,228.0,550.0,35.845592,492.26,411.079,0.0,0.0,NOK,40921518080,0.32371,63943518,79866496,0.13909,0.65709996,38.552,13.306704,1672444800,1703980800,1688083200,96000000,652.07,45.87,35.802,120.357,OSL,EQUITY,SDRL.OL,SDRL.OL,SEADRILL LIMITED,Seadrill Limited,1651129200,Europe/Oslo,CEST,7200000,513.0,666.18,533.91,621.27,637.27,1.7,buy,7,412000000,5.159,340000000,362000000,1.797,3.11,1143000064,11.757,19.899,0.03304,0.04221,277000000,-15375000,131000000,0.672,0.34296,0.29746,0.16098,USD,
3,Par-la-Ville Place,14 Par-la-Ville Road,Hamilton,HM 08,Bermuda,https://www.seadrill.com,Oil & Gas Drilling,Energy,"Seadrill Limited provides offshore contract drilling services to the oil and gas industry worldwide. It operates in three segments: Harsh Environment, Floaters, and Jack-ups Rigs. The company owns and operates drill ships, semi-submersible rigs, and jack-up rigs for operations in shallow and ultra-deep-water in benign and harsh environments. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was formerly known as Seadrill 2021 Limited. The company was incorporated in 2005 and is headquartered in Hamilton, Bermuda.",2576,"{'maxAge': 1, 'name': 'Ms. Emily  Li', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,2,510.0,511.0,508.0,516.0,510.0,511.0,508.0,516.0,0.0,0.78672534,11.183781,1223084,1223084,179885,210352,210352,505.0,515.0,487300,115900,40971513856,228.0,550.0,35.845592,492.26,411.079,0.0,0.0,NOK,40921518080,0.32371,63943518,79866496,0.13909,0.65709996,38.552,13.306704,1672444800,1703980800,1688083200,96000000,652.07,45.87,35.802,120.357,OSL,EQUITY,SDRL.OL,SDRL.OL,SEADRILL LIMITED,Seadrill Limited,1651129200,Europe/Oslo,CEST,7200000,513.0,666.18,533.91,621.27,637.27,1.7,buy,7,412000000,5.159,340000000,362000000,1.797,3.11,1143000064,11.757,19.899,0.03304,0.04221,277000000,-15375000,131000000,0.672,0.34296,0.29746,0.16098,USD,
4,Par-la-Ville Place,14 Par-la-Ville Road,Hamilton,HM 08,Bermuda,https://www.seadrill.com,Oil & Gas Drilling,Energy,"Seadrill Limited provides offshore contract drilling services to the oil and gas industry worldwide. It operates in three segments: Harsh Environment, Floaters, and Jack-ups Rigs. The company owns and operates drill ships, semi-submersible rigs, and jack-up rigs for operations in shallow and ultra-deep-water in benign and harsh environments. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was formerly known as Seadrill 2021 Limited. The company was incorporated in 2005 and is headquartered in Hamilton, Bermuda.",2576,"{'maxAge': 1, 'name': 'Mr. Todd D. Strickler J.D.', 'age': 44, 'title': 'Sr. VP & Gen. Counsel', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,2,510.0,511.0,508.0,516.0,510.0,511.0,508.0,516.0,0.0,0.78672534,11.183781,1223084,1223084,179885,210352,210352,505.0,515.0,487300,115900,40971513856,228.0,550.0,35.845592,492.26,411.079,0.0,0.0,NOK,40921518080,0.32371,63943518,79866496,0.13909,0.65709996,38.552,13.306704,1672444800,1703980800,1688083200,96000000,652.07,45.87,35.802,120.357,OSL,EQUITY,SDRL.OL,SDRL.OL,SEADRILL LIMITED,Seadrill Limited,1651129200,Europe/Oslo,CEST,7200000,513.0,666.18,533.91,621.27,637.27,1.7,buy,7,412000000,5.159,340000000,362000000,1.797,3.11,1143000064,11.757,19.899,0.03304,0.04221,277000000,-15375000,131000000,0.672,0.34296,0.29746,0.16098,USD,
5,Par-la-Ville Place,14 Par-la-Ville Road,Hamilton,HM 08,Bermuda,https://www.seadrill.com,Oil & Gas Drilling,Energy,"Seadrill Limited provides offshore contract drilling services to the oil and gas industry worldwide. It operates in three segments: Harsh Environment, Floaters, and Jack-ups Rigs. The company owns and operates drill ships, semi-submersible rigs, and jack-up rigs for operations in shallow and ultra-deep-water in benign and harsh environments. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was formerly known as Seadrill 2021 Limited. The company was incorporated in 2005 and is headquartered in Hamilton, Bermuda.",2576,"{'maxAge': 1, 'name': 'Sara  Dunne', 'title': 'Director of Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,2,510.0,511.0,508.0,516.0,510.0,511.0,508.0,516.0,0.0,0.78672534,11.183781,1223084,1223084,179885,210352,210352,505.0,515.0,487300,115900,40971513856,228.0,550.0,35.845592,492.26,411.079,0.0,0.0,NOK,40921518080,0.32371,63943518,79866496,0.13909,0.65709996,38.552,13.306704,1672444800,1703980800,1688083200,96000000,652.07,45.87,35.802,120.357,OSL,EQUITY,SDRL.OL,SDRL.OL,SEADRILL LIMITED,Seadrill Limited,1651129200,Europe/Oslo,CEST,7200000,513.0,666.18,533.91,621.27,637.27,1.7,buy,7,412000000,5.159,340000000,362000000,1.797,3.11,1143000064,11.757,19.899,0.03304,0.04221,277000000,-15375000,131000000,0.672,0.34296,0.29746,0.16098,USD,
6,Par-la-Ville Place,14 Par-la-Ville Road,Hamilton,HM 08,Bermuda,https://www.seadrill.com,Oil & Gas Drilling,Energy,"Seadrill Limited provides offshore contract drilling services to the oil and gas industry worldwide. It operates in three segments: Harsh Environment, Floaters, and Jack-ups Rigs. The company owns and operates drill ships, semi-submersible rigs, and jack-up rigs for operations in shallow and ultra-deep-water in benign and harsh environments. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was formerly known as Seadrill 2021 Limited. The company was incorporated in 2005 and is headquartered in Hamilton, Bermuda.",2576,"{'maxAge': 1, 'name': 'Mr. Torsten  Sauer-Petersen', 'age': 49, 'title': 'Exec. VP of HR', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,2,510.0,511.0,508.0,516.0,510.0,511.0,508.0,516.0,0.0,0.78672534,11.183781,1223084,1223084,179885,210352,210352,505.0,515.0,487300,115900,40971513856,228.0,550.0,35.845592,492.26,411.079,0.0,0.0,NOK,40921518080,0.32371,63943518,79866496,0.13909,0.65709996,38.552,13.306704,1672444800,1703980800,1688083200,96000000,652.07,45.87,35.802,120.357,OSL,EQUITY,SDRL.OL,SDRL.OL,SEADRILL LIMITED,Seadrill Limited,1651129200,Europe/Oslo,CEST,7200000,513.0,666.18,533.91,621.27,637.27,1.7,buy,7,412000000,5.159,340000000,362000000,1.797,3.11,1143000064,11.757,19.899,0.03304,0.04221,277000000,-15375000,131000000,0.672,0.34296,0.29746,0.16098,USD,
7,Par-la-Ville Place,14 Par-la-Ville Road,Hamilton,HM 08,Bermuda,https://www.seadrill.com,Oil & Gas Drilling,Energy,"Seadrill Limited provides offshore contract drilling services to the oil and gas industry worldwide. It operates in three segments: Harsh Environment, Floaters, and Jack-ups Rigs. The company owns and operates drill ships, semi-submersible rigs, and jack-up rigs for operations in shallow and ultra-deep-water in benign and harsh environments. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was formerly known as Seadrill 2021 Limited. The company was incorporated in 2005 and is headquartered in Hamilton, Bermuda.",2576,"{'maxAge': 1, 'name': 'Mr. Samir  Ali', 'age': 36, 'title': 'Exec. VP & Chief Commercial Officer', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,2,510.0,511.0,508.0,516.0,510.0,511.0,508.0,516.0,0.0,0.78672534,11.183781,1223084,1223084,179885,210352,210352,505.0,515.0,487300,115900,40971513856,228.0,550.0,35.845592,492.26,411.079,0.0,0.0,NOK,40921518080,0.32371,63943518,79866496,0.13909,0.65709996,38.552,13.306704,1672444800,1703980800,1688083200,96000000,652.07,45.87,35.802,120.357,OSL,EQUITY,SDRL.OL,SDRL.OL,SEADRILL LIMITED,Seadrill Limited,1651129200,Europe/Oslo,CEST,7200000,513.0,666.18,533.91,621.27,637.27,1.7,buy,7,412000000,5.159,340000000,362000000,1.797,3.11,1143000064,11.757,19.899,0.03304,0.04221,277000000,-15375000,131000000,0.672,0.34296,0.29746,0.16098,USD,
8,Par-la-Ville Place,14 Par-la-Ville Road,Hamilton,HM 08,Bermuda,https://www.seadrill.com,Oil & Gas Drilling,Energy,"Seadrill Limited provides offshore contract drilling services to the oil and gas industry worldwide. It operates in three segments: Harsh Environment, Floaters, and Jack-ups Rigs. The company owns and operates drill ships, semi-submersible rigs, and jack-up rigs for operations in shallow and ultra-deep-water in benign and harsh environments. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was formerly known as Seadrill 2021 Limited. The company was incorporated in 2005 and is headquartered in Hamilton, Bermuda.",2576,"{'maxAge': 1, 'name': 'Mr. John T. Roche', 'age': 42, 'title': 'VP of Investor Relations', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,2,510.0,511.0,508.0,516.0,510.0,511.0,508.0,516.0,0.0,0.78672534,11.183781,1223084,1223084,179885,210352,210352,505.0,515.0,487300,115900,40971513856,228.0,550.0,35.845592,492.26,411.079,0.0,0.0,NOK,40921518080,0.32371,63943518,79866496,0.13909,0.65709996,38.552,13.306704,1672444800,1703980800,1688083200,96000000,652.07,45.87,35.802,120.357,OSL,EQUITY,SDRL.OL,SDRL.OL,SEADRILL LIMITED,Seadrill Limited,1651129200,Europe/Oslo,CEST,7200000,513.0,666.18,533.91,621.27,637.27,1.7,buy,7,412000000,5.159,340000000,362000000,1.797,3.11,1143000064,11.757,19.899,0.03304,0.04221,277000000,-15375000,131000000,0.672,0.34296,0.29746,0.16098,USD,
9,Par-la-Ville Place,14 Par-la-Ville Road,Hamilton,HM 08,Bermuda,https://www.seadrill.com,Oil & Gas Drilling,Energy,"Seadrill Limited provides offshore contract drilling services to the oil and gas industry worldwide. It operates in three segments: Harsh Environment, Floaters, and Jack-ups Rigs. The company owns and operates drill ships, semi-submersible rigs, and jack-up rigs for operations in shallow and ultra-deep-water in benign and harsh environments. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was formerly known as Seadrill 2021 Limited. The company was incorporated in 2005 and is headquartered in Hamilton, Bermuda.",2576,"{'maxAge': 1, 'name': 'David  Warwick', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,2,510.0,511.0,508.0,516.0,510.0,511.0,508.0,516.0,0.0,0.78672534,11.183781,1223084,1223084,179885,210352,210352,505.0,515.0,487300,115900,40971513856,228.0,550.0,35.845592,492.26,411.079,0.0,0.0,NOK,40921518080,0.32371,63943518,79866496,0.13909,0.65709996,38.552,13.306704,1672444800,1703980800,1688083200,96000000,652.07,45.87,35.802,120.357,OSL,EQUITY,SDRL.OL,SDRL.OL,SEADRILL LIMITED,Seadrill Limited,1651129200,Europe/Oslo,CEST,7200000,513.0,666.18,533.91,621.27,637.27,1.7,buy,7,412000000,5.159,340000000,362000000,1.797,3.11,1143000064,11.757,19.899,0.03304,0.04221,277000000,-15375000,131000000,0.672,0.34296,0.29746,0.16098,USD,
