,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,revenuePerShare,grossProfits,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Maslak Mah. Atatürk Oto Sanayi, 55. Sokak",42 Maslak No:2 A Blok D:270 (A1207),Sariyer,34485,Turkey,90 212 335 30 95,90 212 335 32 30,https://www.gyo.com.tr,Asset Management,Financial Services,"Garanti Yatirim Ortakligi A.S. is a publicly owned investment manager. It provides its services to employees, stakeholders, public welfare, corporate governance compliances. The firm invests in the public equity across the globe. The firm focuses on operating gold and other precious metals portfolio traded in the domestic and international stock markets. The company was founded in July 9, 1996 and is based in Sariyer, Turkey.",7,"{'maxAge': 1, 'name': 'Mr. Mehmet Reha Tanör', 'title': 'Chairman & Gen. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.55,10.56,10.36,10.91,10.55,10.56,10.36,10.91,0.06,0.0053,1686182400,0.1425,27.97436,2997276,2997276,6478899,6459339,6459339,10.9,10.88,0,0,409124992,3.07,12.44,9.625,5.66035,0.0,0.0,TRY,399375008,0.0,37500000,0.1018,0.0,1.376,7.9287786,1672444800,1703980800,1688083200,0.39,107:100,1601596800,IST,EQUITY,GRNYO.IS,GRNYO.IS,GARANTI YAT. ORT.,Garanti Yatirim Ortakligi A.S.,957940200,Europe/Istanbul,TRT,10800000,10.91,none,4.971,16523574,0.0,0.0,0.0,TRY,
1,"Maslak Mah. Atatürk Oto Sanayi, 55. Sokak",42 Maslak No:2 A Blok D:270 (A1207),Sariyer,34485,Turkey,90 212 335 30 95,90 212 335 32 30,https://www.gyo.com.tr,Asset Management,Financial Services,"Garanti Yatirim Ortakligi A.S. is a publicly owned investment manager. It provides its services to employees, stakeholders, public welfare, corporate governance compliances. The firm invests in the public equity across the globe. The firm focuses on operating gold and other precious metals portfolio traded in the domestic and international stock markets. The company was founded in July 9, 1996 and is based in Sariyer, Turkey.",7,"{'maxAge': 1, 'name': 'Mr. Ali Akin Ekmekci', 'title': 'Financial Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.55,10.56,10.36,10.91,10.55,10.56,10.36,10.91,0.06,0.0053,1686182400,0.1425,27.97436,2997276,2997276,6478899,6459339,6459339,10.9,10.88,0,0,409124992,3.07,12.44,9.625,5.66035,0.0,0.0,TRY,399375008,0.0,37500000,0.1018,0.0,1.376,7.9287786,1672444800,1703980800,1688083200,0.39,107:100,1601596800,IST,EQUITY,GRNYO.IS,GRNYO.IS,GARANTI YAT. ORT.,Garanti Yatirim Ortakligi A.S.,957940200,Europe/Istanbul,TRT,10800000,10.91,none,4.971,16523574,0.0,0.0,0.0,TRY,
2,"Maslak Mah. Atatürk Oto Sanayi, 55. Sokak",42 Maslak No:2 A Blok D:270 (A1207),Sariyer,34485,Turkey,90 212 335 30 95,90 212 335 32 30,https://www.gyo.com.tr,Asset Management,Financial Services,"Garanti Yatirim Ortakligi A.S. is a publicly owned investment manager. It provides its services to employees, stakeholders, public welfare, corporate governance compliances. The firm invests in the public equity across the globe. The firm focuses on operating gold and other precious metals portfolio traded in the domestic and international stock markets. The company was founded in July 9, 1996 and is based in Sariyer, Turkey.",7,"{'maxAge': 1, 'name': 'Attorney Hasan Husnu Guzeloz', 'age': 69, 'title': 'Investor Relations Mang.', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.55,10.56,10.36,10.91,10.55,10.56,10.36,10.91,0.06,0.0053,1686182400,0.1425,27.97436,2997276,2997276,6478899,6459339,6459339,10.9,10.88,0,0,409124992,3.07,12.44,9.625,5.66035,0.0,0.0,TRY,399375008,0.0,37500000,0.1018,0.0,1.376,7.9287786,1672444800,1703980800,1688083200,0.39,107:100,1601596800,IST,EQUITY,GRNYO.IS,GRNYO.IS,GARANTI YAT. ORT.,Garanti Yatirim Ortakligi A.S.,957940200,Europe/Istanbul,TRT,10800000,10.91,none,4.971,16523574,0.0,0.0,0.0,TRY,
