,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Rua Lauro Muller, 116",Room 2403 Botafogo,Rio De Janeiro,RJ,22290-906,Brazil,55 21 3237 5200,55 21 3237 5200,https://www.osx.com.br,Oil & Gas Equipment & Services,Energy,"OSX Brasil S.A. operates in the development of its port and industrial complex. It handles various cargoes, such as oil, iron ore, project, bauxite, coke, and coal cargoes. The company was formerly known as EBX Brasil S.A. and changed its name to OSX Brasil S.A. in October 2009. OSX Brasil S.A. was incorporated in 2007 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Thiago Meira Coelho Lemgruber Porto', 'title': 'CEO & Exec. Board Member', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.72,4.75,4.63,4.89,4.72,4.75,4.63,4.89,0.0,1.703789,6700,6700,7285,4288,4288,4.69,4.82,0,0,15173553,3.9,8.29,0.41605574,4.634,5.3725,0.0,0.0,BRL,6368253952,0.0,985053,3148040,0.59084,0.04638,-1913.22,1672444800,1703980800,1688083200,-360232992,-114.75,1:100,1462838400,174.616,82.708,SAO,EQUITY,OSXB3.SA,OSXB3.SA,OSX BRASIL  ON      NM,OSX Brasil S.A.,1256558400,America/Sao_Paulo,BRT,-10800000,4.82,none,5844000,1.856,76997000,6370380800,0.014,0.015,36470000,11.585,0.0194,-290390752,-6809000,0.061,0.9946,2.11124,2.10836,BRL,
1,"Rua Lauro Muller, 116",Room 2403 Botafogo,Rio De Janeiro,RJ,22290-906,Brazil,55 21 3237 5200,55 21 3237 5200,https://www.osx.com.br,Oil & Gas Equipment & Services,Energy,"OSX Brasil S.A. operates in the development of its port and industrial complex. It handles various cargoes, such as oil, iron ore, project, bauxite, coke, and coal cargoes. The company was formerly known as EBX Brasil S.A. and changed its name to OSX Brasil S.A. in October 2009. OSX Brasil S.A. was incorporated in 2007 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Fernando  Hermanny', 'title': 'Investor Relations Officer & Vice Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.72,4.75,4.63,4.89,4.72,4.75,4.63,4.89,0.0,1.703789,6700,6700,7285,4288,4288,4.69,4.82,0,0,15173553,3.9,8.29,0.41605574,4.634,5.3725,0.0,0.0,BRL,6368253952,0.0,985053,3148040,0.59084,0.04638,-1913.22,1672444800,1703980800,1688083200,-360232992,-114.75,1:100,1462838400,174.616,82.708,SAO,EQUITY,OSXB3.SA,OSXB3.SA,OSX BRASIL  ON      NM,OSX Brasil S.A.,1256558400,America/Sao_Paulo,BRT,-10800000,4.82,none,5844000,1.856,76997000,6370380800,0.014,0.015,36470000,11.585,0.0194,-290390752,-6809000,0.061,0.9946,2.11124,2.10836,BRL,
