,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2006 Route 130 North,Burlington,NJ,08016,United States,609 387 7800,https://www.burlingtoninvestors.com,Apparel Retail,Consumer Cyclical,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. It operates stores under the Burlington Stores, and Cohoes Fashions brand names in Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",14869,"{'maxAge': 1, 'name': ""Mr. Michael B. O'Sullivan"", 'age': 58, 'title': 'CEO & Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 3076479, 'exercisedValue': 0, 'unexercisedValue': 7199760}",3,1,7,4,3,1693526400,1672444800,86400,2,150.68,149.4,146.58,150.1425,150.68,149.4,146.58,150.1425,0.0,1.114453,36.488888,19.80965,1097434,1097434,1251412,1021680,1021680,144.37,152.96,800,800,9583533056,106.47,239.94,1.0546261,165.1894,187.2237,0.0,0.0,USD,13539222528,0.02923,64027903,64850000,2152375,2263139,1690761600,1693440000,0.0332,0.00369,1.08485,1.54,0.0423,12.851,11.499495,1674864000,1706400000,1690588800,1.582,265624000,4.05,7.46,0.84,1.49,18.575,NYQ,EQUITY,BURL,BURL,"Burlington Stores, Inc.","Burlington Stores, Inc.",1380720600,America/New_York,EDT,-14400000,147.78,250.0,120.0,205.21,209.0,2.0,buy,19,520974016,8.106,728900992,4562917888,0.366,1.166,9087137792,552.506,139.633,0.043070003,0.36393002,3521445000,272576000,779073024,1.611,0.094,0.41441002,0.08021,0.051760003,USD,
1,2006 Route 130 North,Burlington,NJ,08016,United States,609 387 7800,https://www.burlingtoninvestors.com,Apparel Retail,Consumer Cyclical,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. It operates stores under the Burlington Stores, and Cohoes Fashions brand names in Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",14869,"{'maxAge': 1, 'name': 'Ms. Jennifer  Vecchio', 'age': 57, 'title': 'Group Pres & Chief Merchandising Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 2225703, 'exercisedValue': 0, 'unexercisedValue': 5761818}",3,1,7,4,3,1693526400,1672444800,86400,2,150.68,149.4,146.58,150.1425,150.68,149.4,146.58,150.1425,0.0,1.114453,36.488888,19.80965,1097434,1097434,1251412,1021680,1021680,144.37,152.96,800,800,9583533056,106.47,239.94,1.0546261,165.1894,187.2237,0.0,0.0,USD,13539222528,0.02923,64027903,64850000,2152375,2263139,1690761600,1693440000,0.0332,0.00369,1.08485,1.54,0.0423,12.851,11.499495,1674864000,1706400000,1690588800,1.582,265624000,4.05,7.46,0.84,1.49,18.575,NYQ,EQUITY,BURL,BURL,"Burlington Stores, Inc.","Burlington Stores, Inc.",1380720600,America/New_York,EDT,-14400000,147.78,250.0,120.0,205.21,209.0,2.0,buy,19,520974016,8.106,728900992,4562917888,0.366,1.166,9087137792,552.506,139.633,0.043070003,0.36393002,3521445000,272576000,779073024,1.611,0.094,0.41441002,0.08021,0.051760003,USD,
2,2006 Route 130 North,Burlington,NJ,08016,United States,609 387 7800,https://www.burlingtoninvestors.com,Apparel Retail,Consumer Cyclical,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. It operates stores under the Burlington Stores, and Cohoes Fashions brand names in Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",14869,"{'maxAge': 1, 'name': 'Mr. Travis R. Marquette', 'age': 50, 'title': 'Pres & COO', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 2747557, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,7,4,3,1693526400,1672444800,86400,2,150.68,149.4,146.58,150.1425,150.68,149.4,146.58,150.1425,0.0,1.114453,36.488888,19.80965,1097434,1097434,1251412,1021680,1021680,144.37,152.96,800,800,9583533056,106.47,239.94,1.0546261,165.1894,187.2237,0.0,0.0,USD,13539222528,0.02923,64027903,64850000,2152375,2263139,1690761600,1693440000,0.0332,0.00369,1.08485,1.54,0.0423,12.851,11.499495,1674864000,1706400000,1690588800,1.582,265624000,4.05,7.46,0.84,1.49,18.575,NYQ,EQUITY,BURL,BURL,"Burlington Stores, Inc.","Burlington Stores, Inc.",1380720600,America/New_York,EDT,-14400000,147.78,250.0,120.0,205.21,209.0,2.0,buy,19,520974016,8.106,728900992,4562917888,0.366,1.166,9087137792,552.506,139.633,0.043070003,0.36393002,3521445000,272576000,779073024,1.611,0.094,0.41441002,0.08021,0.051760003,USD,
3,2006 Route 130 North,Burlington,NJ,08016,United States,609 387 7800,https://www.burlingtoninvestors.com,Apparel Retail,Consumer Cyclical,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. It operates stores under the Burlington Stores, and Cohoes Fashions brand names in Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",14869,"{'maxAge': 1, 'name': 'Ms. Kristin  Wolfe', 'age': 44, 'title': 'Exec. VP & CFO', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 1685090, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,7,4,3,1693526400,1672444800,86400,2,150.68,149.4,146.58,150.1425,150.68,149.4,146.58,150.1425,0.0,1.114453,36.488888,19.80965,1097434,1097434,1251412,1021680,1021680,144.37,152.96,800,800,9583533056,106.47,239.94,1.0546261,165.1894,187.2237,0.0,0.0,USD,13539222528,0.02923,64027903,64850000,2152375,2263139,1690761600,1693440000,0.0332,0.00369,1.08485,1.54,0.0423,12.851,11.499495,1674864000,1706400000,1690588800,1.582,265624000,4.05,7.46,0.84,1.49,18.575,NYQ,EQUITY,BURL,BURL,"Burlington Stores, Inc.","Burlington Stores, Inc.",1380720600,America/New_York,EDT,-14400000,147.78,250.0,120.0,205.21,209.0,2.0,buy,19,520974016,8.106,728900992,4562917888,0.366,1.166,9087137792,552.506,139.633,0.043070003,0.36393002,3521445000,272576000,779073024,1.611,0.094,0.41441002,0.08021,0.051760003,USD,
4,2006 Route 130 North,Burlington,NJ,08016,United States,609 387 7800,https://www.burlingtoninvestors.com,Apparel Retail,Consumer Cyclical,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. It operates stores under the Burlington Stores, and Cohoes Fashions brand names in Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",14869,"{'maxAge': 1, 'name': 'Mr. Michael  Allison', 'age': 64, 'title': 'Exec. VP & Chief Admin. Officer', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 1156778, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,7,4,3,1693526400,1672444800,86400,2,150.68,149.4,146.58,150.1425,150.68,149.4,146.58,150.1425,0.0,1.114453,36.488888,19.80965,1097434,1097434,1251412,1021680,1021680,144.37,152.96,800,800,9583533056,106.47,239.94,1.0546261,165.1894,187.2237,0.0,0.0,USD,13539222528,0.02923,64027903,64850000,2152375,2263139,1690761600,1693440000,0.0332,0.00369,1.08485,1.54,0.0423,12.851,11.499495,1674864000,1706400000,1690588800,1.582,265624000,4.05,7.46,0.84,1.49,18.575,NYQ,EQUITY,BURL,BURL,"Burlington Stores, Inc.","Burlington Stores, Inc.",1380720600,America/New_York,EDT,-14400000,147.78,250.0,120.0,205.21,209.0,2.0,buy,19,520974016,8.106,728900992,4562917888,0.366,1.166,9087137792,552.506,139.633,0.043070003,0.36393002,3521445000,272576000,779073024,1.611,0.094,0.41441002,0.08021,0.051760003,USD,
5,2006 Route 130 North,Burlington,NJ,08016,United States,609 387 7800,https://www.burlingtoninvestors.com,Apparel Retail,Consumer Cyclical,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. It operates stores under the Burlington Stores, and Cohoes Fashions brand names in Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",14869,"{'maxAge': 1, 'name': 'Mr. Jeffrey  Laub', 'age': 66, 'title': 'Chief Accounting Officer', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,7,4,3,1693526400,1672444800,86400,2,150.68,149.4,146.58,150.1425,150.68,149.4,146.58,150.1425,0.0,1.114453,36.488888,19.80965,1097434,1097434,1251412,1021680,1021680,144.37,152.96,800,800,9583533056,106.47,239.94,1.0546261,165.1894,187.2237,0.0,0.0,USD,13539222528,0.02923,64027903,64850000,2152375,2263139,1690761600,1693440000,0.0332,0.00369,1.08485,1.54,0.0423,12.851,11.499495,1674864000,1706400000,1690588800,1.582,265624000,4.05,7.46,0.84,1.49,18.575,NYQ,EQUITY,BURL,BURL,"Burlington Stores, Inc.","Burlington Stores, Inc.",1380720600,America/New_York,EDT,-14400000,147.78,250.0,120.0,205.21,209.0,2.0,buy,19,520974016,8.106,728900992,4562917888,0.366,1.166,9087137792,552.506,139.633,0.043070003,0.36393002,3521445000,272576000,779073024,1.611,0.094,0.41441002,0.08021,0.051760003,USD,
6,2006 Route 130 North,Burlington,NJ,08016,United States,609 387 7800,https://www.burlingtoninvestors.com,Apparel Retail,Consumer Cyclical,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. It operates stores under the Burlington Stores, and Cohoes Fashions brand names in Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",14869,"{'maxAge': 1, 'name': 'Mr. Varadheesh  Chennakrishnan', 'age': 53, 'title': 'Exec. VP & Chief Information Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,7,4,3,1693526400,1672444800,86400,2,150.68,149.4,146.58,150.1425,150.68,149.4,146.58,150.1425,0.0,1.114453,36.488888,19.80965,1097434,1097434,1251412,1021680,1021680,144.37,152.96,800,800,9583533056,106.47,239.94,1.0546261,165.1894,187.2237,0.0,0.0,USD,13539222528,0.02923,64027903,64850000,2152375,2263139,1690761600,1693440000,0.0332,0.00369,1.08485,1.54,0.0423,12.851,11.499495,1674864000,1706400000,1690588800,1.582,265624000,4.05,7.46,0.84,1.49,18.575,NYQ,EQUITY,BURL,BURL,"Burlington Stores, Inc.","Burlington Stores, Inc.",1380720600,America/New_York,EDT,-14400000,147.78,250.0,120.0,205.21,209.0,2.0,buy,19,520974016,8.106,728900992,4562917888,0.366,1.166,9087137792,552.506,139.633,0.043070003,0.36393002,3521445000,272576000,779073024,1.611,0.094,0.41441002,0.08021,0.051760003,USD,
7,2006 Route 130 North,Burlington,NJ,08016,United States,609 387 7800,https://www.burlingtoninvestors.com,Apparel Retail,Consumer Cyclical,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. It operates stores under the Burlington Stores, and Cohoes Fashions brand names in Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",14869,"{'maxAge': 1, 'name': 'Mr. David J. Glick', 'title': 'Group Sr. VP of Investor Relations & Treasurer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,7,4,3,1693526400,1672444800,86400,2,150.68,149.4,146.58,150.1425,150.68,149.4,146.58,150.1425,0.0,1.114453,36.488888,19.80965,1097434,1097434,1251412,1021680,1021680,144.37,152.96,800,800,9583533056,106.47,239.94,1.0546261,165.1894,187.2237,0.0,0.0,USD,13539222528,0.02923,64027903,64850000,2152375,2263139,1690761600,1693440000,0.0332,0.00369,1.08485,1.54,0.0423,12.851,11.499495,1674864000,1706400000,1690588800,1.582,265624000,4.05,7.46,0.84,1.49,18.575,NYQ,EQUITY,BURL,BURL,"Burlington Stores, Inc.","Burlington Stores, Inc.",1380720600,America/New_York,EDT,-14400000,147.78,250.0,120.0,205.21,209.0,2.0,buy,19,520974016,8.106,728900992,4562917888,0.366,1.166,9087137792,552.506,139.633,0.043070003,0.36393002,3521445000,272576000,779073024,1.611,0.094,0.41441002,0.08021,0.051760003,USD,
8,2006 Route 130 North,Burlington,NJ,08016,United States,609 387 7800,https://www.burlingtoninvestors.com,Apparel Retail,Consumer Cyclical,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. It operates stores under the Burlington Stores, and Cohoes Fashions brand names in Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",14869,"{'maxAge': 1, 'name': 'Karen R. Leu', 'title': 'Group Sr. VP, Gen. Counsel & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,7,4,3,1693526400,1672444800,86400,2,150.68,149.4,146.58,150.1425,150.68,149.4,146.58,150.1425,0.0,1.114453,36.488888,19.80965,1097434,1097434,1251412,1021680,1021680,144.37,152.96,800,800,9583533056,106.47,239.94,1.0546261,165.1894,187.2237,0.0,0.0,USD,13539222528,0.02923,64027903,64850000,2152375,2263139,1690761600,1693440000,0.0332,0.00369,1.08485,1.54,0.0423,12.851,11.499495,1674864000,1706400000,1690588800,1.582,265624000,4.05,7.46,0.84,1.49,18.575,NYQ,EQUITY,BURL,BURL,"Burlington Stores, Inc.","Burlington Stores, Inc.",1380720600,America/New_York,EDT,-14400000,147.78,250.0,120.0,205.21,209.0,2.0,buy,19,520974016,8.106,728900992,4562917888,0.366,1.166,9087137792,552.506,139.633,0.043070003,0.36393002,3521445000,272576000,779073024,1.611,0.094,0.41441002,0.08021,0.051760003,USD,
9,2006 Route 130 North,Burlington,NJ,08016,United States,609 387 7800,https://www.burlingtoninvestors.com,Apparel Retail,Consumer Cyclical,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. It operates stores under the Burlington Stores, and Cohoes Fashions brand names in Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",14869,"{'maxAge': 1, 'name': 'Mr. Rick  Seeger', 'age': 60, 'title': 'Exec. VP of Planning & Allocation and MIO', 'yearBorn': 1962, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,7,4,3,1693526400,1672444800,86400,2,150.68,149.4,146.58,150.1425,150.68,149.4,146.58,150.1425,0.0,1.114453,36.488888,19.80965,1097434,1097434,1251412,1021680,1021680,144.37,152.96,800,800,9583533056,106.47,239.94,1.0546261,165.1894,187.2237,0.0,0.0,USD,13539222528,0.02923,64027903,64850000,2152375,2263139,1690761600,1693440000,0.0332,0.00369,1.08485,1.54,0.0423,12.851,11.499495,1674864000,1706400000,1690588800,1.582,265624000,4.05,7.46,0.84,1.49,18.575,NYQ,EQUITY,BURL,BURL,"Burlington Stores, Inc.","Burlington Stores, Inc.",1380720600,America/New_York,EDT,-14400000,147.78,250.0,120.0,205.21,209.0,2.0,buy,19,520974016,8.106,728900992,4562917888,0.366,1.166,9087137792,552.506,139.633,0.043070003,0.36393002,3521445000,272576000,779073024,1.611,0.094,0.41441002,0.08021,0.051760003,USD,
