,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,681 Conifer Lane,Estes Park,CO,80517,United States,303 716 5922,303 716 5925,https://www.taranisresources.com,Other Industrial Metals & Mining,Basic Materials,"Taranis Resources Inc., an exploration stage company, engages in the acquisition, exploration, and development of precious and base metal deposits in Canada. The company primarily explores for silver, gold, zinc, lead, and copper deposits. It holds a 100% interest in the Thor property comprising 27 crown granted mineral claims and 15 mineral tenures covering an area of approximately 3,300 hectares located in the Revelstoke mining district of British Columbia. The company was incorporated in 2001 and is based in Estes Park, Colorado.","{'maxAge': 1, 'name': 'Mr. John J. Gardiner P.Geol.', 'age': 64, 'title': 'Pres, CEO & Director', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 76983, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.15,0.12848,0.12,0.13,0.15,0.12848,0.12,0.13,0.0,0.499761,60000,60000,16037,13520,13520,0.0,0.0,0,0,12296310,0.08,0.16,0.1282,0.113,0.0,0.0,USD,12246701,0.0,66462520,94587000,0.32566002,0.0,0.065,2.0,1672444800,1703980800,1688083200,-661624,-0.01,PNK,EQUITY,TNREF,TNREF,TARANIS RESOURCES INC,Taranis Resources Inc.,1214314200,America/New_York,EDT,-14400000,0.13,none,284913,0.003,235300,0.492,0.492,4.189,-0.054250002,-0.11892,-300610,-246843,0.0,0.0,0.0,CAD,
1,681 Conifer Lane,Estes Park,CO,80517,United States,303 716 5922,303 716 5925,https://www.taranisresources.com,Other Industrial Metals & Mining,Basic Materials,"Taranis Resources Inc., an exploration stage company, engages in the acquisition, exploration, and development of precious and base metal deposits in Canada. The company primarily explores for silver, gold, zinc, lead, and copper deposits. It holds a 100% interest in the Thor property comprising 27 crown granted mineral claims and 15 mineral tenures covering an area of approximately 3,300 hectares located in the Revelstoke mining district of British Columbia. The company was incorporated in 2001 and is based in Estes Park, Colorado.","{'maxAge': 1, 'name': 'Mr. Gary R. McDonald', 'age': 76, 'title': 'CFO & Director', 'yearBorn': 1946, 'fiscalYear': 2022, 'totalPay': 10340, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.15,0.12848,0.12,0.13,0.15,0.12848,0.12,0.13,0.0,0.499761,60000,60000,16037,13520,13520,0.0,0.0,0,0,12296310,0.08,0.16,0.1282,0.113,0.0,0.0,USD,12246701,0.0,66462520,94587000,0.32566002,0.0,0.065,2.0,1672444800,1703980800,1688083200,-661624,-0.01,PNK,EQUITY,TNREF,TNREF,TARANIS RESOURCES INC,Taranis Resources Inc.,1214314200,America/New_York,EDT,-14400000,0.13,none,284913,0.003,235300,0.492,0.492,4.189,-0.054250002,-0.11892,-300610,-246843,0.0,0.0,0.0,CAD,
2,681 Conifer Lane,Estes Park,CO,80517,United States,303 716 5922,303 716 5925,https://www.taranisresources.com,Other Industrial Metals & Mining,Basic Materials,"Taranis Resources Inc., an exploration stage company, engages in the acquisition, exploration, and development of precious and base metal deposits in Canada. The company primarily explores for silver, gold, zinc, lead, and copper deposits. It holds a 100% interest in the Thor property comprising 27 crown granted mineral claims and 15 mineral tenures covering an area of approximately 3,300 hectares located in the Revelstoke mining district of British Columbia. The company was incorporated in 2001 and is based in Estes Park, Colorado.","{'maxAge': 1, 'name': 'Mr. Thomas  Gardiner', 'title': 'VP of Operations & Director', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.15,0.12848,0.12,0.13,0.15,0.12848,0.12,0.13,0.0,0.499761,60000,60000,16037,13520,13520,0.0,0.0,0,0,12296310,0.08,0.16,0.1282,0.113,0.0,0.0,USD,12246701,0.0,66462520,94587000,0.32566002,0.0,0.065,2.0,1672444800,1703980800,1688083200,-661624,-0.01,PNK,EQUITY,TNREF,TNREF,TARANIS RESOURCES INC,Taranis Resources Inc.,1214314200,America/New_York,EDT,-14400000,0.13,none,284913,0.003,235300,0.492,0.492,4.189,-0.054250002,-0.11892,-300610,-246843,0.0,0.0,0.0,CAD,
3,681 Conifer Lane,Estes Park,CO,80517,United States,303 716 5922,303 716 5925,https://www.taranisresources.com,Other Industrial Metals & Mining,Basic Materials,"Taranis Resources Inc., an exploration stage company, engages in the acquisition, exploration, and development of precious and base metal deposits in Canada. The company primarily explores for silver, gold, zinc, lead, and copper deposits. It holds a 100% interest in the Thor property comprising 27 crown granted mineral claims and 15 mineral tenures covering an area of approximately 3,300 hectares located in the Revelstoke mining district of British Columbia. The company was incorporated in 2001 and is based in Estes Park, Colorado.","{'maxAge': 1, 'name': 'Mr. Glenn Robert Yeadon B.Com., L.L.B., LL.B', 'age': 71, 'title': 'Sec. & Director', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 32868, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.15,0.12848,0.12,0.13,0.15,0.12848,0.12,0.13,0.0,0.499761,60000,60000,16037,13520,13520,0.0,0.0,0,0,12296310,0.08,0.16,0.1282,0.113,0.0,0.0,USD,12246701,0.0,66462520,94587000,0.32566002,0.0,0.065,2.0,1672444800,1703980800,1688083200,-661624,-0.01,PNK,EQUITY,TNREF,TNREF,TARANIS RESOURCES INC,Taranis Resources Inc.,1214314200,America/New_York,EDT,-14400000,0.13,none,284913,0.003,235300,0.492,0.492,4.189,-0.054250002,-0.11892,-300610,-246843,0.0,0.0,0.0,CAD,
