,address1,address2,city,zip,country,phone,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Taihe Wenhua Plaza B-410,1A Chenjialin Balizhuang Chaoyang District,Beijing,100025,China,86 10 8216 7111,Electronic Gaming & Multimedia,Communication Services,"Santaro Interactive Entertainment Company designs, develops, and operates 3D online games primarily in the People's Republic of China and Korea. The company develops and operates Web-based massive multiplayer online role-playing games, mobile games, and browser game platforms, as well as provides related products and services. It also sells virtual and physical prepaid game cards with a range of game points through third-party distributors. In addition, the company provides game art design services for third-party game companies. Santaro Interactive Entertainment Company was founded in 2006 and is based in Beijing, the People's Republic of China.",26,"{'maxAge': 1, 'name': 'Mr. Zhilian  Chen', 'age': 57, 'title': 'Chairman, Pres and Compliance Officer', 'yearBorn': 1965, 'fiscalYear': 2011, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,-0.142807,1360,1360,21,0,0,698750,0.005,0.005,2.3574562,0.005,0.005,0.0,0.0,USD,7518549,0.0,69875000,-0.106,1388448000,1419984000,1396224000,-1980029,-0.01,25.366,-4.654,PNK,EQUITY,STIE,STIE,SANTARO INTERACTIVE ENTMT CO,Santaro Interactive Entertainment Company,1284730200,America/New_York,EDT,-14400000,0.005,none,5774,0.0,-1615434,7174948,0.005,0.092,296400,0.004,-2.12517,-612205,-814574,-1495339,-0.409,-1.03899,0.0,-6.0451703,USD,
1,Taihe Wenhua Plaza B-410,1A Chenjialin Balizhuang Chaoyang District,Beijing,100025,China,86 10 8216 7111,Electronic Gaming & Multimedia,Communication Services,"Santaro Interactive Entertainment Company designs, develops, and operates 3D online games primarily in the People's Republic of China and Korea. The company develops and operates Web-based massive multiplayer online role-playing games, mobile games, and browser game platforms, as well as provides related products and services. It also sells virtual and physical prepaid game cards with a range of game points through third-party distributors. In addition, the company provides game art design services for third-party game companies. Santaro Interactive Entertainment Company was founded in 2006 and is based in Beijing, the People's Republic of China.",26,"{'maxAge': 1, 'name': 'Mr. Li  Mingyang', 'age': 46, 'title': 'CEO, CFO, Principal Accounting Officer, Treasurer and Director', 'yearBorn': 1976, 'fiscalYear': 2012, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,-0.142807,1360,1360,21,0,0,698750,0.005,0.005,2.3574562,0.005,0.005,0.0,0.0,USD,7518549,0.0,69875000,-0.106,1388448000,1419984000,1396224000,-1980029,-0.01,25.366,-4.654,PNK,EQUITY,STIE,STIE,SANTARO INTERACTIVE ENTMT CO,Santaro Interactive Entertainment Company,1284730200,America/New_York,EDT,-14400000,0.005,none,5774,0.0,-1615434,7174948,0.005,0.092,296400,0.004,-2.12517,-612205,-814574,-1495339,-0.409,-1.03899,0.0,-6.0451703,USD,
2,Taihe Wenhua Plaza B-410,1A Chenjialin Balizhuang Chaoyang District,Beijing,100025,China,86 10 8216 7111,Electronic Gaming & Multimedia,Communication Services,"Santaro Interactive Entertainment Company designs, develops, and operates 3D online games primarily in the People's Republic of China and Korea. The company develops and operates Web-based massive multiplayer online role-playing games, mobile games, and browser game platforms, as well as provides related products and services. It also sells virtual and physical prepaid game cards with a range of game points through third-party distributors. In addition, the company provides game art design services for third-party game companies. Santaro Interactive Entertainment Company was founded in 2006 and is based in Beijing, the People's Republic of China.",26,"{'maxAge': 1, 'name': 'Mr. Xiongbing  Zhong', 'title': 'Exec. Director', 'fiscalYear': 2013, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,-0.142807,1360,1360,21,0,0,698750,0.005,0.005,2.3574562,0.005,0.005,0.0,0.0,USD,7518549,0.0,69875000,-0.106,1388448000,1419984000,1396224000,-1980029,-0.01,25.366,-4.654,PNK,EQUITY,STIE,STIE,SANTARO INTERACTIVE ENTMT CO,Santaro Interactive Entertainment Company,1284730200,America/New_York,EDT,-14400000,0.005,none,5774,0.0,-1615434,7174948,0.005,0.092,296400,0.004,-2.12517,-612205,-814574,-1495339,-0.409,-1.03899,0.0,-6.0451703,USD,
