,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,revenuePerShare,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,T.S.R. Towers,"B1, 1st Floor 6-3-1090, Raj Bhavan Road Somajiguda",Hyderabad,500082,India,91 40 2331 0330,91 40 2339 8435,https://www.gayatri.co.in,Engineering & Construction,Industrials,"Gayatri Projects Limited operates as an infrastructure company in India. The company undertakes roads, irrigation, rail, airports development, power, mining, and industrial projects. Gayatri Projects Limited was founded in 1963 and is based in Hyderabad, India.",2390,"{'maxAge': 1, 'name': 'Mr. Tikkavarapu Venkata Sandeep Kumar Reddy', 'age': 56, 'title': 'MD & Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 52800000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.7,6.41,6.41,6.7,6.7,6.41,6.41,6.7,1474416000,0.0,1.730385,0.45078072,25170,25170,145702,152886,152886,0.0,6.7,0,0,1243001344,4.54,14.49,0.088032685,6.2208,8.17367,0.0,0.0,INR,36067782656,-1.03073,128898969,187199008,0.29743,0.04802,-35.518,1648684800,1680220800,1672444800,-14553674752,-77.04,14.73,5:1,1486684800,2.554,-4.303,BSE,EQUITY,GAYAPROJ.BO,GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Gayatri Projects Limited,1161315900,Asia/Kolkata,IST,19800000,6.64,221.0,186.0,205.33,209.0,none,3,196184992,1.048,-8382537728,35020595200,14119771136,75.413,-371469000,-0.673,-0.38981,-0.59367,-0.63545,INR,
1,T.S.R. Towers,"B1, 1st Floor 6-3-1090, Raj Bhavan Road Somajiguda",Hyderabad,500082,India,91 40 2331 0330,91 40 2339 8435,https://www.gayatri.co.in,Engineering & Construction,Industrials,"Gayatri Projects Limited operates as an infrastructure company in India. The company undertakes roads, irrigation, rail, airports development, power, mining, and industrial projects. Gayatri Projects Limited was founded in 1963 and is based in Hyderabad, India.",2390,"{'maxAge': 1, 'name': 'Mr. Jenna Brij Mohan Reddy', 'age': 81, 'title': 'Exec. Vice-Chairman', 'yearBorn': 1941, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.7,6.41,6.41,6.7,6.7,6.41,6.41,6.7,1474416000,0.0,1.730385,0.45078072,25170,25170,145702,152886,152886,0.0,6.7,0,0,1243001344,4.54,14.49,0.088032685,6.2208,8.17367,0.0,0.0,INR,36067782656,-1.03073,128898969,187199008,0.29743,0.04802,-35.518,1648684800,1680220800,1672444800,-14553674752,-77.04,14.73,5:1,1486684800,2.554,-4.303,BSE,EQUITY,GAYAPROJ.BO,GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Gayatri Projects Limited,1161315900,Asia/Kolkata,IST,19800000,6.64,221.0,186.0,205.33,209.0,none,3,196184992,1.048,-8382537728,35020595200,14119771136,75.413,-371469000,-0.673,-0.38981,-0.59367,-0.63545,INR,
2,T.S.R. Towers,"B1, 1st Floor 6-3-1090, Raj Bhavan Road Somajiguda",Hyderabad,500082,India,91 40 2331 0330,91 40 2339 8435,https://www.gayatri.co.in,Engineering & Construction,Industrials,"Gayatri Projects Limited operates as an infrastructure company in India. The company undertakes roads, irrigation, rail, airports development, power, mining, and industrial projects. Gayatri Projects Limited was founded in 1963 and is based in Hyderabad, India.",2390,"{'maxAge': 1, 'name': 'Mr. Rajiv Reddy Tikkavarapu', 'age': 32, 'title': 'VP of Operations', 'yearBorn': 1990, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.7,6.41,6.41,6.7,6.7,6.41,6.41,6.7,1474416000,0.0,1.730385,0.45078072,25170,25170,145702,152886,152886,0.0,6.7,0,0,1243001344,4.54,14.49,0.088032685,6.2208,8.17367,0.0,0.0,INR,36067782656,-1.03073,128898969,187199008,0.29743,0.04802,-35.518,1648684800,1680220800,1672444800,-14553674752,-77.04,14.73,5:1,1486684800,2.554,-4.303,BSE,EQUITY,GAYAPROJ.BO,GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Gayatri Projects Limited,1161315900,Asia/Kolkata,IST,19800000,6.64,221.0,186.0,205.33,209.0,none,3,196184992,1.048,-8382537728,35020595200,14119771136,75.413,-371469000,-0.673,-0.38981,-0.59367,-0.63545,INR,
3,T.S.R. Towers,"B1, 1st Floor 6-3-1090, Raj Bhavan Road Somajiguda",Hyderabad,500082,India,91 40 2331 0330,91 40 2339 8435,https://www.gayatri.co.in,Engineering & Construction,Industrials,"Gayatri Projects Limited operates as an infrastructure company in India. The company undertakes roads, irrigation, rail, airports development, power, mining, and industrial projects. Gayatri Projects Limited was founded in 1963 and is based in Hyderabad, India.",2390,"{'maxAge': 1, 'name': 'K. B. R. C. Murthy', 'age': 50, 'title': 'Sr. VP', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.7,6.41,6.41,6.7,6.7,6.41,6.41,6.7,1474416000,0.0,1.730385,0.45078072,25170,25170,145702,152886,152886,0.0,6.7,0,0,1243001344,4.54,14.49,0.088032685,6.2208,8.17367,0.0,0.0,INR,36067782656,-1.03073,128898969,187199008,0.29743,0.04802,-35.518,1648684800,1680220800,1672444800,-14553674752,-77.04,14.73,5:1,1486684800,2.554,-4.303,BSE,EQUITY,GAYAPROJ.BO,GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Gayatri Projects Limited,1161315900,Asia/Kolkata,IST,19800000,6.64,221.0,186.0,205.33,209.0,none,3,196184992,1.048,-8382537728,35020595200,14119771136,75.413,-371469000,-0.673,-0.38981,-0.59367,-0.63545,INR,
4,T.S.R. Towers,"B1, 1st Floor 6-3-1090, Raj Bhavan Road Somajiguda",Hyderabad,500082,India,91 40 2331 0330,91 40 2339 8435,https://www.gayatri.co.in,Engineering & Construction,Industrials,"Gayatri Projects Limited operates as an infrastructure company in India. The company undertakes roads, irrigation, rail, airports development, power, mining, and industrial projects. Gayatri Projects Limited was founded in 1963 and is based in Hyderabad, India.",2390,"{'maxAge': 1, 'name': 'Mr. K Sesha Reddy', 'age': 62, 'title': 'Sr. VP', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.7,6.41,6.41,6.7,6.7,6.41,6.41,6.7,1474416000,0.0,1.730385,0.45078072,25170,25170,145702,152886,152886,0.0,6.7,0,0,1243001344,4.54,14.49,0.088032685,6.2208,8.17367,0.0,0.0,INR,36067782656,-1.03073,128898969,187199008,0.29743,0.04802,-35.518,1648684800,1680220800,1672444800,-14553674752,-77.04,14.73,5:1,1486684800,2.554,-4.303,BSE,EQUITY,GAYAPROJ.BO,GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Gayatri Projects Limited,1161315900,Asia/Kolkata,IST,19800000,6.64,221.0,186.0,205.33,209.0,none,3,196184992,1.048,-8382537728,35020595200,14119771136,75.413,-371469000,-0.673,-0.38981,-0.59367,-0.63545,INR,
5,T.S.R. Towers,"B1, 1st Floor 6-3-1090, Raj Bhavan Road Somajiguda",Hyderabad,500082,India,91 40 2331 0330,91 40 2339 8435,https://www.gayatri.co.in,Engineering & Construction,Industrials,"Gayatri Projects Limited operates as an infrastructure company in India. The company undertakes roads, irrigation, rail, airports development, power, mining, and industrial projects. Gayatri Projects Limited was founded in 1963 and is based in Hyderabad, India.",2390,"{'maxAge': 1, 'name': 'Mr. Ch. V. Rama Krishna Rao', 'age': 58, 'title': 'Sr. VP', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.7,6.41,6.41,6.7,6.7,6.41,6.41,6.7,1474416000,0.0,1.730385,0.45078072,25170,25170,145702,152886,152886,0.0,6.7,0,0,1243001344,4.54,14.49,0.088032685,6.2208,8.17367,0.0,0.0,INR,36067782656,-1.03073,128898969,187199008,0.29743,0.04802,-35.518,1648684800,1680220800,1672444800,-14553674752,-77.04,14.73,5:1,1486684800,2.554,-4.303,BSE,EQUITY,GAYAPROJ.BO,GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Gayatri Projects Limited,1161315900,Asia/Kolkata,IST,19800000,6.64,221.0,186.0,205.33,209.0,none,3,196184992,1.048,-8382537728,35020595200,14119771136,75.413,-371469000,-0.673,-0.38981,-0.59367,-0.63545,INR,
6,T.S.R. Towers,"B1, 1st Floor 6-3-1090, Raj Bhavan Road Somajiguda",Hyderabad,500082,India,91 40 2331 0330,91 40 2339 8435,https://www.gayatri.co.in,Engineering & Construction,Industrials,"Gayatri Projects Limited operates as an infrastructure company in India. The company undertakes roads, irrigation, rail, airports development, power, mining, and industrial projects. Gayatri Projects Limited was founded in 1963 and is based in Hyderabad, India.",2390,"{'maxAge': 1, 'name': 'Mr. G Venkateswar Rao', 'age': 57, 'title': 'Sr. VP', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.7,6.41,6.41,6.7,6.7,6.41,6.41,6.7,1474416000,0.0,1.730385,0.45078072,25170,25170,145702,152886,152886,0.0,6.7,0,0,1243001344,4.54,14.49,0.088032685,6.2208,8.17367,0.0,0.0,INR,36067782656,-1.03073,128898969,187199008,0.29743,0.04802,-35.518,1648684800,1680220800,1672444800,-14553674752,-77.04,14.73,5:1,1486684800,2.554,-4.303,BSE,EQUITY,GAYAPROJ.BO,GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Gayatri Projects Limited,1161315900,Asia/Kolkata,IST,19800000,6.64,221.0,186.0,205.33,209.0,none,3,196184992,1.048,-8382537728,35020595200,14119771136,75.413,-371469000,-0.673,-0.38981,-0.59367,-0.63545,INR,
7,T.S.R. Towers,"B1, 1st Floor 6-3-1090, Raj Bhavan Road Somajiguda",Hyderabad,500082,India,91 40 2331 0330,91 40 2339 8435,https://www.gayatri.co.in,Engineering & Construction,Industrials,"Gayatri Projects Limited operates as an infrastructure company in India. The company undertakes roads, irrigation, rail, airports development, power, mining, and industrial projects. Gayatri Projects Limited was founded in 1963 and is based in Hyderabad, India.",2390,"{'maxAge': 1, 'name': 'Mr. Mummana Viswa Suresh', 'age': 52, 'title': 'Sr. VP', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.7,6.41,6.41,6.7,6.7,6.41,6.41,6.7,1474416000,0.0,1.730385,0.45078072,25170,25170,145702,152886,152886,0.0,6.7,0,0,1243001344,4.54,14.49,0.088032685,6.2208,8.17367,0.0,0.0,INR,36067782656,-1.03073,128898969,187199008,0.29743,0.04802,-35.518,1648684800,1680220800,1672444800,-14553674752,-77.04,14.73,5:1,1486684800,2.554,-4.303,BSE,EQUITY,GAYAPROJ.BO,GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Gayatri Projects Limited,1161315900,Asia/Kolkata,IST,19800000,6.64,221.0,186.0,205.33,209.0,none,3,196184992,1.048,-8382537728,35020595200,14119771136,75.413,-371469000,-0.673,-0.38981,-0.59367,-0.63545,INR,
8,T.S.R. Towers,"B1, 1st Floor 6-3-1090, Raj Bhavan Road Somajiguda",Hyderabad,500082,India,91 40 2331 0330,91 40 2339 8435,https://www.gayatri.co.in,Engineering & Construction,Industrials,"Gayatri Projects Limited operates as an infrastructure company in India. The company undertakes roads, irrigation, rail, airports development, power, mining, and industrial projects. Gayatri Projects Limited was founded in 1963 and is based in Hyderabad, India.",2390,"{'maxAge': 1, 'name': 'G.D. Narayana Rao', 'age': 52, 'title': 'VP', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.7,6.41,6.41,6.7,6.7,6.41,6.41,6.7,1474416000,0.0,1.730385,0.45078072,25170,25170,145702,152886,152886,0.0,6.7,0,0,1243001344,4.54,14.49,0.088032685,6.2208,8.17367,0.0,0.0,INR,36067782656,-1.03073,128898969,187199008,0.29743,0.04802,-35.518,1648684800,1680220800,1672444800,-14553674752,-77.04,14.73,5:1,1486684800,2.554,-4.303,BSE,EQUITY,GAYAPROJ.BO,GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Gayatri Projects Limited,1161315900,Asia/Kolkata,IST,19800000,6.64,221.0,186.0,205.33,209.0,none,3,196184992,1.048,-8382537728,35020595200,14119771136,75.413,-371469000,-0.673,-0.38981,-0.59367,-0.63545,INR,
9,T.S.R. Towers,"B1, 1st Floor 6-3-1090, Raj Bhavan Road Somajiguda",Hyderabad,500082,India,91 40 2331 0330,91 40 2339 8435,https://www.gayatri.co.in,Engineering & Construction,Industrials,"Gayatri Projects Limited operates as an infrastructure company in India. The company undertakes roads, irrigation, rail, airports development, power, mining, and industrial projects. Gayatri Projects Limited was founded in 1963 and is based in Hyderabad, India.",2390,"{'maxAge': 1, 'name': 'Mr. Dhulipala  Sitaram', 'title': 'Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.7,6.41,6.41,6.7,6.7,6.41,6.41,6.7,1474416000,0.0,1.730385,0.45078072,25170,25170,145702,152886,152886,0.0,6.7,0,0,1243001344,4.54,14.49,0.088032685,6.2208,8.17367,0.0,0.0,INR,36067782656,-1.03073,128898969,187199008,0.29743,0.04802,-35.518,1648684800,1680220800,1672444800,-14553674752,-77.04,14.73,5:1,1486684800,2.554,-4.303,BSE,EQUITY,GAYAPROJ.BO,GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Gayatri Projects Limited,1161315900,Asia/Kolkata,IST,19800000,6.64,221.0,186.0,205.33,209.0,none,3,196184992,1.048,-8382537728,35020595200,14119771136,75.413,-371469000,-0.673,-0.38981,-0.59367,-0.63545,INR,
