,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,630 Fifth Avenue,Suite 820,New York,NY,10111-0100,United States,212 698 2020,212 688 5838,https://www.centralsecurities.com,Asset Management,Financial Services,"Central Securities Corp. is a publicly owned investment manager. The firm invests in the public equity markets of the United States. It also invests on bonds, convertible bonds, preferred stocks, convertible preferred stocks, warrants, options real estate, or short-term obligations of governments, banks and corporations. Central Securities Corp. was founded on October 1, 1929 and is based in New York City.","{'maxAge': 1, 'name': 'Mr. John C. Hill', 'age': 48, 'title': 'Pres, CEO & Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,36.3172,36.25,35.89,36.25,36.3172,36.25,35.89,36.25,2.45,0.068,1686268800,0.38639998,5.44,0.837482,5.6845427,-277.23077,44204,44204,14485,18240,18240,36.0,36.07,1000,1000,1008269504,33.01,37.3,61.124672,36.4392,35.29165,2.45,0.06746115,USD,1011175168,10.63517,15455554,27976400,3157,5100,1690761600,1693440000,0.0001,0.44792998,0.10755,0.23,0.0002,44.177,0.8158092,1672444800,1703980800,1688083200,175430272,6.34,-0.13,61.301,97.533,ASE,EQUITY,CET,CET,11017,Central Securities Corporation,322151400,America/New_York,EDT,-14400000,36.04,none,76425,0.003,10367534,2982666,0.761,0.761,16495295,0.241,0.59,0.0055199997,0.15006,20686645,6491951,41342068,-0.266,1.0,0.62851,0.62806,USD,
1,630 Fifth Avenue,Suite 820,New York,NY,10111-0100,United States,212 698 2020,212 688 5838,https://www.centralsecurities.com,Asset Management,Financial Services,"Central Securities Corp. is a publicly owned investment manager. The firm invests in the public equity markets of the United States. It also invests on bonds, convertible bonds, preferred stocks, convertible preferred stocks, warrants, options real estate, or short-term obligations of governments, banks and corporations. Central Securities Corp. was founded on October 1, 1929 and is based in New York City.","{'maxAge': 1, 'name': 'Ms. Marlene A. Krumholz', 'age': 58, 'title': 'VP, Chief Compliance Officer & Sec.', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,36.3172,36.25,35.89,36.25,36.3172,36.25,35.89,36.25,2.45,0.068,1686268800,0.38639998,5.44,0.837482,5.6845427,-277.23077,44204,44204,14485,18240,18240,36.0,36.07,1000,1000,1008269504,33.01,37.3,61.124672,36.4392,35.29165,2.45,0.06746115,USD,1011175168,10.63517,15455554,27976400,3157,5100,1690761600,1693440000,0.0001,0.44792998,0.10755,0.23,0.0002,44.177,0.8158092,1672444800,1703980800,1688083200,175430272,6.34,-0.13,61.301,97.533,ASE,EQUITY,CET,CET,11017,Central Securities Corporation,322151400,America/New_York,EDT,-14400000,36.04,none,76425,0.003,10367534,2982666,0.761,0.761,16495295,0.241,0.59,0.0055199997,0.15006,20686645,6491951,41342068,-0.266,1.0,0.62851,0.62806,USD,
2,630 Fifth Avenue,Suite 820,New York,NY,10111-0100,United States,212 698 2020,212 688 5838,https://www.centralsecurities.com,Asset Management,Financial Services,"Central Securities Corp. is a publicly owned investment manager. The firm invests in the public equity markets of the United States. It also invests on bonds, convertible bonds, preferred stocks, convertible preferred stocks, warrants, options real estate, or short-term obligations of governments, banks and corporations. Central Securities Corp. was founded on October 1, 1929 and is based in New York City.","{'maxAge': 1, 'name': 'Mr. Lawrence P. Vogel', 'age': 65, 'title': 'VP & Treasurer', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,36.3172,36.25,35.89,36.25,36.3172,36.25,35.89,36.25,2.45,0.068,1686268800,0.38639998,5.44,0.837482,5.6845427,-277.23077,44204,44204,14485,18240,18240,36.0,36.07,1000,1000,1008269504,33.01,37.3,61.124672,36.4392,35.29165,2.45,0.06746115,USD,1011175168,10.63517,15455554,27976400,3157,5100,1690761600,1693440000,0.0001,0.44792998,0.10755,0.23,0.0002,44.177,0.8158092,1672444800,1703980800,1688083200,175430272,6.34,-0.13,61.301,97.533,ASE,EQUITY,CET,CET,11017,Central Securities Corporation,322151400,America/New_York,EDT,-14400000,36.04,none,76425,0.003,10367534,2982666,0.761,0.761,16495295,0.241,0.59,0.0055199997,0.15006,20686645,6491951,41342068,-0.266,1.0,0.62851,0.62806,USD,
3,630 Fifth Avenue,Suite 820,New York,NY,10111-0100,United States,212 698 2020,212 688 5838,https://www.centralsecurities.com,Asset Management,Financial Services,"Central Securities Corp. is a publicly owned investment manager. The firm invests in the public equity markets of the United States. It also invests on bonds, convertible bonds, preferred stocks, convertible preferred stocks, warrants, options real estate, or short-term obligations of governments, banks and corporations. Central Securities Corp. was founded on October 1, 1929 and is based in New York City.","{'maxAge': 1, 'name': ""Mr. Andrew J. O'Neill"", 'age': 49, 'title': 'VP', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,36.3172,36.25,35.89,36.25,36.3172,36.25,35.89,36.25,2.45,0.068,1686268800,0.38639998,5.44,0.837482,5.6845427,-277.23077,44204,44204,14485,18240,18240,36.0,36.07,1000,1000,1008269504,33.01,37.3,61.124672,36.4392,35.29165,2.45,0.06746115,USD,1011175168,10.63517,15455554,27976400,3157,5100,1690761600,1693440000,0.0001,0.44792998,0.10755,0.23,0.0002,44.177,0.8158092,1672444800,1703980800,1688083200,175430272,6.34,-0.13,61.301,97.533,ASE,EQUITY,CET,CET,11017,Central Securities Corporation,322151400,America/New_York,EDT,-14400000,36.04,none,76425,0.003,10367534,2982666,0.761,0.761,16495295,0.241,0.59,0.0055199997,0.15006,20686645,6491951,41342068,-0.266,1.0,0.62851,0.62806,USD,
