,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,China Merchants Tower,"Unit 1407, 14th Floor Shun Tak Centre 168-200 Connaught Road",Central,Hong Kong,852 3106 5606,852 3106 6987,https://artgroup.etnet.com.hk,Real Estate Services,Real Estate,"Art Group Holdings Limited, an investment holding company, engages in the provision of rental, management, and operating services for tenants of shopping malls in the People's Republic of China. It primarily owns and operates two shopping malls. The company was formerly known as Art Textile Technology International Company Limited and changed its name to Art Group Holdings Limited in September 2016. Art Group Holdings Limited is headquartered in Central, Hong Kong. Art Group Holdings Limited is a subsidiary of Fully Chain Limited.",141,"{'maxAge': 1, 'name': 'Mr. Jinyan  Chen', 'age': 54, 'title': 'Exec. Chairman', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1818000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.12,0.12,0.12,0.138,0.12,0.12,0.12,0.138,1652745600,0.262762,55000,55000,1269,8000,8000,0.1,0.138,0,0,371055776,0.12,0.28,2.2496138,0.1393,0.195545,0.0,0.0,HKD,1318120064,0.0,1534097786,2688809984,0.42945,0.052270003,0.216,0.63888884,1656547200,1688083200,1672444800,-513294016,-0.22,20:10,1479427200,7.991,12.895,HKG,EQUITY,0565.HK,0565.HK,ART GROUP HOLD,Art Group Holdings Limited,1063157400,Asia/Hong_Kong,HKT,28800000,0.138,none,9298000,0.003,102223000,956363008,0.264,1.182,164942000,164.807,0.061,0.028859999,-0.51827997,147290000,97838376,-195928000,-0.208,0.77172,0.61974996,0.61871,HKD,
1,China Merchants Tower,"Unit 1407, 14th Floor Shun Tak Centre 168-200 Connaught Road",Central,Hong Kong,852 3106 5606,852 3106 6987,https://artgroup.etnet.com.hk,Real Estate Services,Real Estate,"Art Group Holdings Limited, an investment holding company, engages in the provision of rental, management, and operating services for tenants of shopping malls in the People's Republic of China. It primarily owns and operates two shopping malls. The company was formerly known as Art Textile Technology International Company Limited and changed its name to Art Group Holdings Limited in September 2016. Art Group Holdings Limited is headquartered in Central, Hong Kong. Art Group Holdings Limited is a subsidiary of Fully Chain Limited.",141,"{'maxAge': 1, 'name': 'Mr. Jindong  Chen', 'age': 51, 'title': 'CEO & Exec. Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1818000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.12,0.12,0.12,0.138,0.12,0.12,0.12,0.138,1652745600,0.262762,55000,55000,1269,8000,8000,0.1,0.138,0,0,371055776,0.12,0.28,2.2496138,0.1393,0.195545,0.0,0.0,HKD,1318120064,0.0,1534097786,2688809984,0.42945,0.052270003,0.216,0.63888884,1656547200,1688083200,1672444800,-513294016,-0.22,20:10,1479427200,7.991,12.895,HKG,EQUITY,0565.HK,0565.HK,ART GROUP HOLD,Art Group Holdings Limited,1063157400,Asia/Hong_Kong,HKT,28800000,0.138,none,9298000,0.003,102223000,956363008,0.264,1.182,164942000,164.807,0.061,0.028859999,-0.51827997,147290000,97838376,-195928000,-0.208,0.77172,0.61974996,0.61871,HKD,
2,China Merchants Tower,"Unit 1407, 14th Floor Shun Tak Centre 168-200 Connaught Road",Central,Hong Kong,852 3106 5606,852 3106 6987,https://artgroup.etnet.com.hk,Real Estate Services,Real Estate,"Art Group Holdings Limited, an investment holding company, engages in the provision of rental, management, and operating services for tenants of shopping malls in the People's Republic of China. It primarily owns and operates two shopping malls. The company was formerly known as Art Textile Technology International Company Limited and changed its name to Art Group Holdings Limited in September 2016. Art Group Holdings Limited is headquartered in Central, Hong Kong. Art Group Holdings Limited is a subsidiary of Fully Chain Limited.",141,"{'maxAge': 1, 'name': 'Ms. Man Wah Woo CPA', 'age': 49, 'title': 'Financial Controller', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.12,0.12,0.12,0.138,0.12,0.12,0.12,0.138,1652745600,0.262762,55000,55000,1269,8000,8000,0.1,0.138,0,0,371055776,0.12,0.28,2.2496138,0.1393,0.195545,0.0,0.0,HKD,1318120064,0.0,1534097786,2688809984,0.42945,0.052270003,0.216,0.63888884,1656547200,1688083200,1672444800,-513294016,-0.22,20:10,1479427200,7.991,12.895,HKG,EQUITY,0565.HK,0565.HK,ART GROUP HOLD,Art Group Holdings Limited,1063157400,Asia/Hong_Kong,HKT,28800000,0.138,none,9298000,0.003,102223000,956363008,0.264,1.182,164942000,164.807,0.061,0.028859999,-0.51827997,147290000,97838376,-195928000,-0.208,0.77172,0.61974996,0.61871,HKD,
3,China Merchants Tower,"Unit 1407, 14th Floor Shun Tak Centre 168-200 Connaught Road",Central,Hong Kong,852 3106 5606,852 3106 6987,https://artgroup.etnet.com.hk,Real Estate Services,Real Estate,"Art Group Holdings Limited, an investment holding company, engages in the provision of rental, management, and operating services for tenants of shopping malls in the People's Republic of China. It primarily owns and operates two shopping malls. The company was formerly known as Art Textile Technology International Company Limited and changed its name to Art Group Holdings Limited in September 2016. Art Group Holdings Limited is headquartered in Central, Hong Kong. Art Group Holdings Limited is a subsidiary of Fully Chain Limited.",141,"{'maxAge': 1, 'name': 'Ms. Mee Mooi  Yeow', 'age': 59, 'title': 'Company Sec.', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.12,0.12,0.12,0.138,0.12,0.12,0.12,0.138,1652745600,0.262762,55000,55000,1269,8000,8000,0.1,0.138,0,0,371055776,0.12,0.28,2.2496138,0.1393,0.195545,0.0,0.0,HKD,1318120064,0.0,1534097786,2688809984,0.42945,0.052270003,0.216,0.63888884,1656547200,1688083200,1672444800,-513294016,-0.22,20:10,1479427200,7.991,12.895,HKG,EQUITY,0565.HK,0565.HK,ART GROUP HOLD,Art Group Holdings Limited,1063157400,Asia/Hong_Kong,HKT,28800000,0.138,none,9298000,0.003,102223000,956363008,0.264,1.182,164942000,164.807,0.061,0.028859999,-0.51827997,147290000,97838376,-195928000,-0.208,0.77172,0.61974996,0.61871,HKD,
