,address1,city,state,zip,country,phone,fax,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,heldPercentInsiders,heldPercentInstitutions,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,2124 Via Don Benito,La Jolla,CA,92037,United States,858-459-0482,858-551-2434,Oil & Gas E&P,Energy,"Southern Realty Co. leases its oil and gas mineral rights. The company owns approximately 40,000 gross (18,000 net) acres of mineral rights in seven counties in California. Southern Realty Co. was incorporated in 1949 and is based in La Jolla, California.","{'maxAge': 1, 'name': 'Mr. Roger L. McNitt', 'title': 'Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,2.0,0.0833,1647216000,100,100,17,0,0,0.0,0.0,0,0,22.5,27.98,23.0886,23.56055,0.0,0.0,USD,0.0,0.0,0.0,PNK,EQUITY,SRLY,SRLY,SOUTHERN REALTY CO,Southern Realty Co.,1335187800,America/New_York,EDT,-14400000,23.0,none,0.0,0.0,0.0,
