,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,OT Thalheim,Sonnenallee 17-21,Bitterfeld-Wolfen,06766,Germany,49 34 946 6990,49 349 4669 9199,https://www.q-cells.com,Solar,Technology,"Global PVQ SE engages in the development, manufacture, and marketing of solar cells, solar modules, and photovoltaic systems to module manufacturers worldwide. The company produces solar cells from monocrystalline and polycrystalline silicon wafers, as well as crystalline and thin-film modules. It also provides a range of services for the development and installation of ground-mounted and commercial rooftop photovoltaic systems. The company was formerly known as Q-Cells SE and changed its name to Global PVQ SE in September 2012. Global PVQ SE was founded in 1999 and is headquartered in Bitterfeld-Wolfen, Germany. Global PVQ SE is in reorganization.",2304,"{'maxAge': 1, 'name': 'Mr. Uwe  Schmorl', 'title': 'Deputy Chairman of the Supervisory Board and Production Mang.', 'fiscalYear': 2011, 'totalPay': 66700, 'exercisedValue': 0, 'unexercisedValue': 0}",1325289600,86400,4,0.0045,0.004,0.004,0.0045,0.0045,0.004,0.004,0.0045,0.0,-1.121246,5150,5150,38123,18492,18492,0.0,0.005,0,0,2645140,0.002,0.013,0.002585417,0.00438,0.0066795,0.0,0.0,EUR,425893536,-0.8267,176341867,176343008,0.0,0.0,0.194,0.023195874,1325289600,1356912000,1325289600,-845800000,-1.39,0.416,-1.421,HAM,EQUITY,QCE.HM,QCE.HM,GLOBAL PVQ SE,Global PVQ SE,1128492000,Europe/Berlin,CEST,7200000,0.0045,none,311600000,1.767,-299700000,736700032,0.78,1.115,1023100032,2154.093,6.719,-0.14604999,-1.84491,33000000,13425000,-21800000,-0.087,0.03225,-0.29293,-0.38774,EUR,
1,OT Thalheim,Sonnenallee 17-21,Bitterfeld-Wolfen,06766,Germany,49 34 946 6990,49 349 4669 9199,https://www.q-cells.com,Solar,Technology,"Global PVQ SE engages in the development, manufacture, and marketing of solar cells, solar modules, and photovoltaic systems to module manufacturers worldwide. The company produces solar cells from monocrystalline and polycrystalline silicon wafers, as well as crystalline and thin-film modules. It also provides a range of services for the development and installation of ground-mounted and commercial rooftop photovoltaic systems. The company was formerly known as Q-Cells SE and changed its name to Global PVQ SE in September 2012. Global PVQ SE was founded in 1999 and is headquartered in Bitterfeld-Wolfen, Germany. Global PVQ SE is in reorganization.",2304,"{'maxAge': 1, 'name': 'Mr. Rainer K. Schmidt', 'title': 'Key Account Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1325289600,86400,4,0.0045,0.004,0.004,0.0045,0.0045,0.004,0.004,0.0045,0.0,-1.121246,5150,5150,38123,18492,18492,0.0,0.005,0,0,2645140,0.002,0.013,0.002585417,0.00438,0.0066795,0.0,0.0,EUR,425893536,-0.8267,176341867,176343008,0.0,0.0,0.194,0.023195874,1325289600,1356912000,1325289600,-845800000,-1.39,0.416,-1.421,HAM,EQUITY,QCE.HM,QCE.HM,GLOBAL PVQ SE,Global PVQ SE,1128492000,Europe/Berlin,CEST,7200000,0.0045,none,311600000,1.767,-299700000,736700032,0.78,1.115,1023100032,2154.093,6.719,-0.14604999,-1.84491,33000000,13425000,-21800000,-0.087,0.03225,-0.29293,-0.38774,EUR,
