,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Plexus Way,Neenah,WI,54957,United States,920 969 6000,https://www.plexus.com,Electronic Components,Technology,"Plexus Corp., together with its subsidiaries, provides electronic manufacturing services in the United States and internationally. It offers design, develop, supply chain, new product introduction, and manufacturing solutions, as well as sustaining services to companies in the healthcare/life sciences, industrial/commercial, aerospace/defense, and communications market sectors. Plexus Corp. was founded in 1979 and is headquartered in Neenah, Wisconsin.",25000,"{'maxAge': 1, 'name': 'Mr. Todd P. Kelsey', 'age': 57, 'title': 'CEO & Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 3363446, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,2,2,1693526400,1672444800,86400,2,91.45,91.51,89.67,91.81,91.45,91.51,89.67,91.81,0.0,1.096473,17.315386,15.158249,436028,436028,105667,152810,152810,36.61,90.24,900,1300,2474398208,83.84,115.36,0.57407886,98.0254,97.66295,0.0,0.0,USD,2762973184,0.03464,26916682,27481100,443721,352535,1690761600,1693440000,0.0161,0.02113,0.97055,4.78,0.0228,43.071,2.0905018,1664582400,1696118400,1688169600,-0.579,149290000,5.2,5.94,2.03,2:1,967766400,0.641,9.361,NMS,EQUITY,PLXS,PLXS,Plexus Corp.,Plexus Corp.,507997800,America/New_York,EDT,-14400000,90.04,115.0,90.0,106.8,110.0,2.4,buy,5,252964992,9.205,295164000,541536000,0.563,1.442,4310205952,45.724,155.932,0.04302,0.13314,347229000,-27343124,75593000,-0.579,0.041,0.09395,0.06848,0.05289,USD,
1,One Plexus Way,Neenah,WI,54957,United States,920 969 6000,https://www.plexus.com,Electronic Components,Technology,"Plexus Corp., together with its subsidiaries, provides electronic manufacturing services in the United States and internationally. It offers design, develop, supply chain, new product introduction, and manufacturing solutions, as well as sustaining services to companies in the healthcare/life sciences, industrial/commercial, aerospace/defense, and communications market sectors. Plexus Corp. was founded in 1979 and is headquartered in Neenah, Wisconsin.",25000,"{'maxAge': 1, 'name': 'Mr. Steven J. Frisch', 'age': 56, 'title': 'Pres & Chief Strategy Officer', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1594044, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,2,2,1693526400,1672444800,86400,2,91.45,91.51,89.67,91.81,91.45,91.51,89.67,91.81,0.0,1.096473,17.315386,15.158249,436028,436028,105667,152810,152810,36.61,90.24,900,1300,2474398208,83.84,115.36,0.57407886,98.0254,97.66295,0.0,0.0,USD,2762973184,0.03464,26916682,27481100,443721,352535,1690761600,1693440000,0.0161,0.02113,0.97055,4.78,0.0228,43.071,2.0905018,1664582400,1696118400,1688169600,-0.579,149290000,5.2,5.94,2.03,2:1,967766400,0.641,9.361,NMS,EQUITY,PLXS,PLXS,Plexus Corp.,Plexus Corp.,507997800,America/New_York,EDT,-14400000,90.04,115.0,90.0,106.8,110.0,2.4,buy,5,252964992,9.205,295164000,541536000,0.563,1.442,4310205952,45.724,155.932,0.04302,0.13314,347229000,-27343124,75593000,-0.579,0.041,0.09395,0.06848,0.05289,USD,
2,One Plexus Way,Neenah,WI,54957,United States,920 969 6000,https://www.plexus.com,Electronic Components,Technology,"Plexus Corp., together with its subsidiaries, provides electronic manufacturing services in the United States and internationally. It offers design, develop, supply chain, new product introduction, and manufacturing solutions, as well as sustaining services to companies in the healthcare/life sciences, industrial/commercial, aerospace/defense, and communications market sectors. Plexus Corp. was founded in 1979 and is headquartered in Neenah, Wisconsin.",25000,"{'maxAge': 1, 'name': 'Mr. Patrick John Jermain', 'age': 56, 'title': 'Exec. VP & CFO', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1427418, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,2,2,1693526400,1672444800,86400,2,91.45,91.51,89.67,91.81,91.45,91.51,89.67,91.81,0.0,1.096473,17.315386,15.158249,436028,436028,105667,152810,152810,36.61,90.24,900,1300,2474398208,83.84,115.36,0.57407886,98.0254,97.66295,0.0,0.0,USD,2762973184,0.03464,26916682,27481100,443721,352535,1690761600,1693440000,0.0161,0.02113,0.97055,4.78,0.0228,43.071,2.0905018,1664582400,1696118400,1688169600,-0.579,149290000,5.2,5.94,2.03,2:1,967766400,0.641,9.361,NMS,EQUITY,PLXS,PLXS,Plexus Corp.,Plexus Corp.,507997800,America/New_York,EDT,-14400000,90.04,115.0,90.0,106.8,110.0,2.4,buy,5,252964992,9.205,295164000,541536000,0.563,1.442,4310205952,45.724,155.932,0.04302,0.13314,347229000,-27343124,75593000,-0.579,0.041,0.09395,0.06848,0.05289,USD,
3,One Plexus Way,Neenah,WI,54957,United States,920 969 6000,https://www.plexus.com,Electronic Components,Technology,"Plexus Corp., together with its subsidiaries, provides electronic manufacturing services in the United States and internationally. It offers design, develop, supply chain, new product introduction, and manufacturing solutions, as well as sustaining services to companies in the healthcare/life sciences, industrial/commercial, aerospace/defense, and communications market sectors. Plexus Corp. was founded in 1979 and is headquartered in Neenah, Wisconsin.",25000,"{'maxAge': 1, 'name': 'Mr. Oliver K. Mihm', 'age': 50, 'title': 'Exec. VP & COO', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 1100367, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,2,2,1693526400,1672444800,86400,2,91.45,91.51,89.67,91.81,91.45,91.51,89.67,91.81,0.0,1.096473,17.315386,15.158249,436028,436028,105667,152810,152810,36.61,90.24,900,1300,2474398208,83.84,115.36,0.57407886,98.0254,97.66295,0.0,0.0,USD,2762973184,0.03464,26916682,27481100,443721,352535,1690761600,1693440000,0.0161,0.02113,0.97055,4.78,0.0228,43.071,2.0905018,1664582400,1696118400,1688169600,-0.579,149290000,5.2,5.94,2.03,2:1,967766400,0.641,9.361,NMS,EQUITY,PLXS,PLXS,Plexus Corp.,Plexus Corp.,507997800,America/New_York,EDT,-14400000,90.04,115.0,90.0,106.8,110.0,2.4,buy,5,252964992,9.205,295164000,541536000,0.563,1.442,4310205952,45.724,155.932,0.04302,0.13314,347229000,-27343124,75593000,-0.579,0.041,0.09395,0.06848,0.05289,USD,
4,One Plexus Way,Neenah,WI,54957,United States,920 969 6000,https://www.plexus.com,Electronic Components,Technology,"Plexus Corp., together with its subsidiaries, provides electronic manufacturing services in the United States and internationally. It offers design, develop, supply chain, new product introduction, and manufacturing solutions, as well as sustaining services to companies in the healthcare/life sciences, industrial/commercial, aerospace/defense, and communications market sectors. Plexus Corp. was founded in 1979 and is headquartered in Neenah, Wisconsin.",25000,"{'maxAge': 1, 'name': 'Mr. Angelo M. Ninivaggi', 'age': 55, 'title': 'Exec. VP, Chief Admin. Officer, Gen. Counsel & Sec.', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1166031, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,2,2,1693526400,1672444800,86400,2,91.45,91.51,89.67,91.81,91.45,91.51,89.67,91.81,0.0,1.096473,17.315386,15.158249,436028,436028,105667,152810,152810,36.61,90.24,900,1300,2474398208,83.84,115.36,0.57407886,98.0254,97.66295,0.0,0.0,USD,2762973184,0.03464,26916682,27481100,443721,352535,1690761600,1693440000,0.0161,0.02113,0.97055,4.78,0.0228,43.071,2.0905018,1664582400,1696118400,1688169600,-0.579,149290000,5.2,5.94,2.03,2:1,967766400,0.641,9.361,NMS,EQUITY,PLXS,PLXS,Plexus Corp.,Plexus Corp.,507997800,America/New_York,EDT,-14400000,90.04,115.0,90.0,106.8,110.0,2.4,buy,5,252964992,9.205,295164000,541536000,0.563,1.442,4310205952,45.724,155.932,0.04302,0.13314,347229000,-27343124,75593000,-0.579,0.041,0.09395,0.06848,0.05289,USD,
5,One Plexus Way,Neenah,WI,54957,United States,920 969 6000,https://www.plexus.com,Electronic Components,Technology,"Plexus Corp., together with its subsidiaries, provides electronic manufacturing services in the United States and internationally. It offers design, develop, supply chain, new product introduction, and manufacturing solutions, as well as sustaining services to companies in the healthcare/life sciences, industrial/commercial, aerospace/defense, and communications market sectors. Plexus Corp. was founded in 1979 and is headquartered in Neenah, Wisconsin.",25000,"{'maxAge': 1, 'name': 'Mr. Ronald  Darroch', 'age': 57, 'title': 'Exec. VP & CTO', 'yearBorn': 1965, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,2,2,1693526400,1672444800,86400,2,91.45,91.51,89.67,91.81,91.45,91.51,89.67,91.81,0.0,1.096473,17.315386,15.158249,436028,436028,105667,152810,152810,36.61,90.24,900,1300,2474398208,83.84,115.36,0.57407886,98.0254,97.66295,0.0,0.0,USD,2762973184,0.03464,26916682,27481100,443721,352535,1690761600,1693440000,0.0161,0.02113,0.97055,4.78,0.0228,43.071,2.0905018,1664582400,1696118400,1688169600,-0.579,149290000,5.2,5.94,2.03,2:1,967766400,0.641,9.361,NMS,EQUITY,PLXS,PLXS,Plexus Corp.,Plexus Corp.,507997800,America/New_York,EDT,-14400000,90.04,115.0,90.0,106.8,110.0,2.4,buy,5,252964992,9.205,295164000,541536000,0.563,1.442,4310205952,45.724,155.932,0.04302,0.13314,347229000,-27343124,75593000,-0.579,0.041,0.09395,0.06848,0.05289,USD,
6,One Plexus Way,Neenah,WI,54957,United States,920 969 6000,https://www.plexus.com,Electronic Components,Technology,"Plexus Corp., together with its subsidiaries, provides electronic manufacturing services in the United States and internationally. It offers design, develop, supply chain, new product introduction, and manufacturing solutions, as well as sustaining services to companies in the healthcare/life sciences, industrial/commercial, aerospace/defense, and communications market sectors. Plexus Corp. was founded in 1979 and is headquartered in Neenah, Wisconsin.",25000,"{'maxAge': 1, 'name': 'Mr. Kyle  McMillan', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,2,2,1693526400,1672444800,86400,2,91.45,91.51,89.67,91.81,91.45,91.51,89.67,91.81,0.0,1.096473,17.315386,15.158249,436028,436028,105667,152810,152810,36.61,90.24,900,1300,2474398208,83.84,115.36,0.57407886,98.0254,97.66295,0.0,0.0,USD,2762973184,0.03464,26916682,27481100,443721,352535,1690761600,1693440000,0.0161,0.02113,0.97055,4.78,0.0228,43.071,2.0905018,1664582400,1696118400,1688169600,-0.579,149290000,5.2,5.94,2.03,2:1,967766400,0.641,9.361,NMS,EQUITY,PLXS,PLXS,Plexus Corp.,Plexus Corp.,507997800,America/New_York,EDT,-14400000,90.04,115.0,90.0,106.8,110.0,2.4,buy,5,252964992,9.205,295164000,541536000,0.563,1.442,4310205952,45.724,155.932,0.04302,0.13314,347229000,-27343124,75593000,-0.579,0.041,0.09395,0.06848,0.05289,USD,
7,One Plexus Way,Neenah,WI,54957,United States,920 969 6000,https://www.plexus.com,Electronic Components,Technology,"Plexus Corp., together with its subsidiaries, provides electronic manufacturing services in the United States and internationally. It offers design, develop, supply chain, new product introduction, and manufacturing solutions, as well as sustaining services to companies in the healthcare/life sciences, industrial/commercial, aerospace/defense, and communications market sectors. Plexus Corp. was founded in 1979 and is headquartered in Neenah, Wisconsin.",25000,"{'maxAge': 1, 'name': 'Mr. Shawn Matthew Harrison', 'title': 'VP of Communications & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,2,2,1693526400,1672444800,86400,2,91.45,91.51,89.67,91.81,91.45,91.51,89.67,91.81,0.0,1.096473,17.315386,15.158249,436028,436028,105667,152810,152810,36.61,90.24,900,1300,2474398208,83.84,115.36,0.57407886,98.0254,97.66295,0.0,0.0,USD,2762973184,0.03464,26916682,27481100,443721,352535,1690761600,1693440000,0.0161,0.02113,0.97055,4.78,0.0228,43.071,2.0905018,1664582400,1696118400,1688169600,-0.579,149290000,5.2,5.94,2.03,2:1,967766400,0.641,9.361,NMS,EQUITY,PLXS,PLXS,Plexus Corp.,Plexus Corp.,507997800,America/New_York,EDT,-14400000,90.04,115.0,90.0,106.8,110.0,2.4,buy,5,252964992,9.205,295164000,541536000,0.563,1.442,4310205952,45.724,155.932,0.04302,0.13314,347229000,-27343124,75593000,-0.579,0.041,0.09395,0.06848,0.05289,USD,
8,One Plexus Way,Neenah,WI,54957,United States,920 969 6000,https://www.plexus.com,Electronic Components,Technology,"Plexus Corp., together with its subsidiaries, provides electronic manufacturing services in the United States and internationally. It offers design, develop, supply chain, new product introduction, and manufacturing solutions, as well as sustaining services to companies in the healthcare/life sciences, industrial/commercial, aerospace/defense, and communications market sectors. Plexus Corp. was founded in 1979 and is headquartered in Neenah, Wisconsin.",25000,"{'maxAge': 1, 'name': 'Lori  Ney', 'title': 'Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,2,2,1693526400,1672444800,86400,2,91.45,91.51,89.67,91.81,91.45,91.51,89.67,91.81,0.0,1.096473,17.315386,15.158249,436028,436028,105667,152810,152810,36.61,90.24,900,1300,2474398208,83.84,115.36,0.57407886,98.0254,97.66295,0.0,0.0,USD,2762973184,0.03464,26916682,27481100,443721,352535,1690761600,1693440000,0.0161,0.02113,0.97055,4.78,0.0228,43.071,2.0905018,1664582400,1696118400,1688169600,-0.579,149290000,5.2,5.94,2.03,2:1,967766400,0.641,9.361,NMS,EQUITY,PLXS,PLXS,Plexus Corp.,Plexus Corp.,507997800,America/New_York,EDT,-14400000,90.04,115.0,90.0,106.8,110.0,2.4,buy,5,252964992,9.205,295164000,541536000,0.563,1.442,4310205952,45.724,155.932,0.04302,0.13314,347229000,-27343124,75593000,-0.579,0.041,0.09395,0.06848,0.05289,USD,
9,One Plexus Way,Neenah,WI,54957,United States,920 969 6000,https://www.plexus.com,Electronic Components,Technology,"Plexus Corp., together with its subsidiaries, provides electronic manufacturing services in the United States and internationally. It offers design, develop, supply chain, new product introduction, and manufacturing solutions, as well as sustaining services to companies in the healthcare/life sciences, industrial/commercial, aerospace/defense, and communications market sectors. Plexus Corp. was founded in 1979 and is headquartered in Neenah, Wisconsin.",25000,"{'maxAge': 1, 'name': 'Mr. Mike  Running', 'title': 'Sr. VP of Quality, Regulatory & Global Engineering Solutions', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,2,2,1693526400,1672444800,86400,2,91.45,91.51,89.67,91.81,91.45,91.51,89.67,91.81,0.0,1.096473,17.315386,15.158249,436028,436028,105667,152810,152810,36.61,90.24,900,1300,2474398208,83.84,115.36,0.57407886,98.0254,97.66295,0.0,0.0,USD,2762973184,0.03464,26916682,27481100,443721,352535,1690761600,1693440000,0.0161,0.02113,0.97055,4.78,0.0228,43.071,2.0905018,1664582400,1696118400,1688169600,-0.579,149290000,5.2,5.94,2.03,2:1,967766400,0.641,9.361,NMS,EQUITY,PLXS,PLXS,Plexus Corp.,Plexus Corp.,507997800,America/New_York,EDT,-14400000,90.04,115.0,90.0,106.8,110.0,2.4,buy,5,252964992,9.205,295164000,541536000,0.563,1.442,4310205952,45.724,155.932,0.04302,0.13314,347229000,-27343124,75593000,-0.579,0.041,0.09395,0.06848,0.05289,USD,
