,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,Avenida da Liberdade,"N110, 1st",Lisbon,1269-046,Portugal,351 213 404 620,https://www.gentlemensequity.com,Asset Management,Financial Services,"Gentlemen's Equity S.A., an investment holding company, invests in e-commerce, energy and environment, sports and entertainment, food, and in luxury goods businesses in Europe. The company is headquartered in Lisbon, Portugal.","{'maxAge': 1, 'name': 'Mr. Nikola  Trajanov', 'age': 46, 'title': 'CEO & Pres of the Board of Director', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,1500,1500,10905,2770,2770,0.0,0.0,0,0,0.001,0.08,0.02526,0.030865,0.0,0.0,EUR,0.0,PAR,EQUITY,MLGEQ.PA,MLGEQ.PA,GENTLEMEN'S EQUITY SA,Gentlemen's Equity S.A.,1435820400,Europe/Paris,CEST,7200000,0.023,none,0.0,0.0,0.0,
