,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,The Hayesbery,1-11 Hayes Road,Rosebery,NSW,2018,Australia,61 2 9230 7400,61 2 9230 7444,https://www.goodman.com,Real Estate—Diversified,Real Estate—Diversified,Real Estate,Real Estate,"Goodman Group is an integrated property group with operations throughout Australia, New Zealand, Asia, Europe, the United Kingdom and the Americas. Goodman Group, comprised of the stapled entities Goodman Limited, Goodman Industrial Trust and Goodman Logistics (HK) Limited, is the largest industrial property group listed on the Australian Securities Exchange and one of the largest listed specialist investment managers of industrial property and business space globally. Goodman's global property expertise, integrated own+develop+manage customer service offering and significant investment management platform ensures it creates innovative property solutions that meet the individual requirements of its customers, while seeking to deliver long-term returns for investors.",971,"{'maxAge': 1, 'name': 'Mr. Gregory Leith Goodman', 'age': 59, 'title': 'Group CEO & Director', 'yearBorn': 1963, 'fiscalYear': 2023, 'totalPay': 1365860, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,7,7,6,1693526400,1703980800,86400,2,22.6,22.79,22.51,23.105,22.6,22.79,22.51,23.105,0.3,0.012999999,1687996800,0.36900002,1.79,0.807342,27.987654,20.061947,9924942,9924942,3648829,3953118,3953118,22.66,22.68,0,0,43054411776,15.57,23.39,21.86724,21.3756,19.82655,0.3,0.013274336,AUD,45384871936,0.79226995,1841057172,1899180032,0.037219997,0.57043,1899180032,9.568,2.3693562,1688083200,1719705600,1688083200,-0.672,1559900032,0.81,1.13,1.91,1:5,1333497600,23.051,67.108,0.26860666,0.14113986,0.15,1687996800,ASX,EQUITY,GMG.AX,GMG.AX,GOOD GROUP STAPLED,Goodman Group,1107298800,Australia/Sydney,AEST,74d1b25c-6afc-3da0-b3c6-48f5e73caae1,finmb_876923,36000000,22.67,28.04,21.69,24.99,24.9,1.7,buy,11,1360099968,0.722,676300032,3360600064,1.278,2.088,1968899968,18.644,1.048,0.018480001,0.09056,930100000,773249984,1284199936,-0.674,0.67576,0.34349,0.34131,AUD,
1,The Hayesbery,1-11 Hayes Road,Rosebery,NSW,2018,Australia,61 2 9230 7400,61 2 9230 7444,https://www.goodman.com,Real Estate—Diversified,Real Estate—Diversified,Real Estate,Real Estate,"Goodman Group is an integrated property group with operations throughout Australia, New Zealand, Asia, Europe, the United Kingdom and the Americas. Goodman Group, comprised of the stapled entities Goodman Limited, Goodman Industrial Trust and Goodman Logistics (HK) Limited, is the largest industrial property group listed on the Australian Securities Exchange and one of the largest listed specialist investment managers of industrial property and business space globally. Goodman's global property expertise, integrated own+develop+manage customer service offering and significant investment management platform ensures it creates innovative property solutions that meet the individual requirements of its customers, while seeking to deliver long-term returns for investors.",971,"{'maxAge': 1, 'name': 'Mr. Nick  Vrondas', 'age': 52, 'title': 'Group Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2023, 'totalPay': 1528437, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,7,7,6,1693526400,1703980800,86400,2,22.6,22.79,22.51,23.105,22.6,22.79,22.51,23.105,0.3,0.012999999,1687996800,0.36900002,1.79,0.807342,27.987654,20.061947,9924942,9924942,3648829,3953118,3953118,22.66,22.68,0,0,43054411776,15.57,23.39,21.86724,21.3756,19.82655,0.3,0.013274336,AUD,45384871936,0.79226995,1841057172,1899180032,0.037219997,0.57043,1899180032,9.568,2.3693562,1688083200,1719705600,1688083200,-0.672,1559900032,0.81,1.13,1.91,1:5,1333497600,23.051,67.108,0.26860666,0.14113986,0.15,1687996800,ASX,EQUITY,GMG.AX,GMG.AX,GOOD GROUP STAPLED,Goodman Group,1107298800,Australia/Sydney,AEST,74d1b25c-6afc-3da0-b3c6-48f5e73caae1,finmb_876923,36000000,22.67,28.04,21.69,24.99,24.9,1.7,buy,11,1360099968,0.722,676300032,3360600064,1.278,2.088,1968899968,18.644,1.048,0.018480001,0.09056,930100000,773249984,1284199936,-0.674,0.67576,0.34349,0.34131,AUD,
2,The Hayesbery,1-11 Hayes Road,Rosebery,NSW,2018,Australia,61 2 9230 7400,61 2 9230 7444,https://www.goodman.com,Real Estate—Diversified,Real Estate—Diversified,Real Estate,Real Estate,"Goodman Group is an integrated property group with operations throughout Australia, New Zealand, Asia, Europe, the United Kingdom and the Americas. Goodman Group, comprised of the stapled entities Goodman Limited, Goodman Industrial Trust and Goodman Logistics (HK) Limited, is the largest industrial property group listed on the Australian Securities Exchange and one of the largest listed specialist investment managers of industrial property and business space globally. Goodman's global property expertise, integrated own+develop+manage customer service offering and significant investment management platform ensures it creates innovative property solutions that meet the individual requirements of its customers, while seeking to deliver long-term returns for investors.",971,"{'maxAge': 1, 'name': 'Mr. Nicholas  Kurtis', 'age': 47, 'title': 'Group Head of Equities', 'yearBorn': 1975, 'fiscalYear': 2023, 'totalPay': 1830556, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,7,7,6,1693526400,1703980800,86400,2,22.6,22.79,22.51,23.105,22.6,22.79,22.51,23.105,0.3,0.012999999,1687996800,0.36900002,1.79,0.807342,27.987654,20.061947,9924942,9924942,3648829,3953118,3953118,22.66,22.68,0,0,43054411776,15.57,23.39,21.86724,21.3756,19.82655,0.3,0.013274336,AUD,45384871936,0.79226995,1841057172,1899180032,0.037219997,0.57043,1899180032,9.568,2.3693562,1688083200,1719705600,1688083200,-0.672,1559900032,0.81,1.13,1.91,1:5,1333497600,23.051,67.108,0.26860666,0.14113986,0.15,1687996800,ASX,EQUITY,GMG.AX,GMG.AX,GOOD GROUP STAPLED,Goodman Group,1107298800,Australia/Sydney,AEST,74d1b25c-6afc-3da0-b3c6-48f5e73caae1,finmb_876923,36000000,22.67,28.04,21.69,24.99,24.9,1.7,buy,11,1360099968,0.722,676300032,3360600064,1.278,2.088,1968899968,18.644,1.048,0.018480001,0.09056,930100000,773249984,1284199936,-0.674,0.67576,0.34349,0.34131,AUD,
3,The Hayesbery,1-11 Hayes Road,Rosebery,NSW,2018,Australia,61 2 9230 7400,61 2 9230 7444,https://www.goodman.com,Real Estate—Diversified,Real Estate—Diversified,Real Estate,Real Estate,"Goodman Group is an integrated property group with operations throughout Australia, New Zealand, Asia, Europe, the United Kingdom and the Americas. Goodman Group, comprised of the stapled entities Goodman Limited, Goodman Industrial Trust and Goodman Logistics (HK) Limited, is the largest industrial property group listed on the Australian Securities Exchange and one of the largest listed specialist investment managers of industrial property and business space globally. Goodman's global property expertise, integrated own+develop+manage customer service offering and significant investment management platform ensures it creates innovative property solutions that meet the individual requirements of its customers, while seeking to deliver long-term returns for investors.",971,"{'maxAge': 1, 'name': 'Mr. Anthony  Rozic BEcon, C.A., CA', 'age': 53, 'title': 'Deputy Group CEO, CEO of North America & Director', 'yearBorn': 1969, 'fiscalYear': 2023, 'totalPay': 2074143, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,7,7,6,1693526400,1703980800,86400,2,22.6,22.79,22.51,23.105,22.6,22.79,22.51,23.105,0.3,0.012999999,1687996800,0.36900002,1.79,0.807342,27.987654,20.061947,9924942,9924942,3648829,3953118,3953118,22.66,22.68,0,0,43054411776,15.57,23.39,21.86724,21.3756,19.82655,0.3,0.013274336,AUD,45384871936,0.79226995,1841057172,1899180032,0.037219997,0.57043,1899180032,9.568,2.3693562,1688083200,1719705600,1688083200,-0.672,1559900032,0.81,1.13,1.91,1:5,1333497600,23.051,67.108,0.26860666,0.14113986,0.15,1687996800,ASX,EQUITY,GMG.AX,GMG.AX,GOOD GROUP STAPLED,Goodman Group,1107298800,Australia/Sydney,AEST,74d1b25c-6afc-3da0-b3c6-48f5e73caae1,finmb_876923,36000000,22.67,28.04,21.69,24.99,24.9,1.7,buy,11,1360099968,0.722,676300032,3360600064,1.278,2.088,1968899968,18.644,1.048,0.018480001,0.09056,930100000,773249984,1284199936,-0.674,0.67576,0.34349,0.34131,AUD,
4,The Hayesbery,1-11 Hayes Road,Rosebery,NSW,2018,Australia,61 2 9230 7400,61 2 9230 7444,https://www.goodman.com,Real Estate—Diversified,Real Estate—Diversified,Real Estate,Real Estate,"Goodman Group is an integrated property group with operations throughout Australia, New Zealand, Asia, Europe, the United Kingdom and the Americas. Goodman Group, comprised of the stapled entities Goodman Limited, Goodman Industrial Trust and Goodman Logistics (HK) Limited, is the largest industrial property group listed on the Australian Securities Exchange and one of the largest listed specialist investment managers of industrial property and business space globally. Goodman's global property expertise, integrated own+develop+manage customer service offering and significant investment management platform ensures it creates innovative property solutions that meet the individual requirements of its customers, while seeking to deliver long-term returns for investors.",971,"{'maxAge': 1, 'name': 'Mr. Daniel Cornelius D. Peeters', 'age': 54, 'title': 'Exec. Director of Corp. & Director', 'yearBorn': 1968, 'fiscalYear': 2023, 'totalPay': 1410443, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,7,7,6,1693526400,1703980800,86400,2,22.6,22.79,22.51,23.105,22.6,22.79,22.51,23.105,0.3,0.012999999,1687996800,0.36900002,1.79,0.807342,27.987654,20.061947,9924942,9924942,3648829,3953118,3953118,22.66,22.68,0,0,43054411776,15.57,23.39,21.86724,21.3756,19.82655,0.3,0.013274336,AUD,45384871936,0.79226995,1841057172,1899180032,0.037219997,0.57043,1899180032,9.568,2.3693562,1688083200,1719705600,1688083200,-0.672,1559900032,0.81,1.13,1.91,1:5,1333497600,23.051,67.108,0.26860666,0.14113986,0.15,1687996800,ASX,EQUITY,GMG.AX,GMG.AX,GOOD GROUP STAPLED,Goodman Group,1107298800,Australia/Sydney,AEST,74d1b25c-6afc-3da0-b3c6-48f5e73caae1,finmb_876923,36000000,22.67,28.04,21.69,24.99,24.9,1.7,buy,11,1360099968,0.722,676300032,3360600064,1.278,2.088,1968899968,18.644,1.048,0.018480001,0.09056,930100000,773249984,1284199936,-0.674,0.67576,0.34349,0.34131,AUD,
5,The Hayesbery,1-11 Hayes Road,Rosebery,NSW,2018,Australia,61 2 9230 7400,61 2 9230 7444,https://www.goodman.com,Real Estate—Diversified,Real Estate—Diversified,Real Estate,Real Estate,"Goodman Group is an integrated property group with operations throughout Australia, New Zealand, Asia, Europe, the United Kingdom and the Americas. Goodman Group, comprised of the stapled entities Goodman Limited, Goodman Industrial Trust and Goodman Logistics (HK) Limited, is the largest industrial property group listed on the Australian Securities Exchange and one of the largest listed specialist investment managers of industrial property and business space globally. Goodman's global property expertise, integrated own+develop+manage customer service offering and significant investment management platform ensures it creates innovative property solutions that meet the individual requirements of its customers, while seeking to deliver long-term returns for investors.",971,"{'maxAge': 1, 'name': 'Mr. James R. Inwood', 'age': 50, 'title': 'Group Exec. & Head of Stakeholder Relations', 'yearBorn': 1972, 'fiscalYear': 2010, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,7,7,6,1693526400,1703980800,86400,2,22.6,22.79,22.51,23.105,22.6,22.79,22.51,23.105,0.3,0.012999999,1687996800,0.36900002,1.79,0.807342,27.987654,20.061947,9924942,9924942,3648829,3953118,3953118,22.66,22.68,0,0,43054411776,15.57,23.39,21.86724,21.3756,19.82655,0.3,0.013274336,AUD,45384871936,0.79226995,1841057172,1899180032,0.037219997,0.57043,1899180032,9.568,2.3693562,1688083200,1719705600,1688083200,-0.672,1559900032,0.81,1.13,1.91,1:5,1333497600,23.051,67.108,0.26860666,0.14113986,0.15,1687996800,ASX,EQUITY,GMG.AX,GMG.AX,GOOD GROUP STAPLED,Goodman Group,1107298800,Australia/Sydney,AEST,74d1b25c-6afc-3da0-b3c6-48f5e73caae1,finmb_876923,36000000,22.67,28.04,21.69,24.99,24.9,1.7,buy,11,1360099968,0.722,676300032,3360600064,1.278,2.088,1968899968,18.644,1.048,0.018480001,0.09056,930100000,773249984,1284199936,-0.674,0.67576,0.34349,0.34131,AUD,
6,The Hayesbery,1-11 Hayes Road,Rosebery,NSW,2018,Australia,61 2 9230 7400,61 2 9230 7444,https://www.goodman.com,Real Estate—Diversified,Real Estate—Diversified,Real Estate,Real Estate,"Goodman Group is an integrated property group with operations throughout Australia, New Zealand, Asia, Europe, the United Kingdom and the Americas. Goodman Group, comprised of the stapled entities Goodman Limited, Goodman Industrial Trust and Goodman Logistics (HK) Limited, is the largest industrial property group listed on the Australian Securities Exchange and one of the largest listed specialist investment managers of industrial property and business space globally. Goodman's global property expertise, integrated own+develop+manage customer service offering and significant investment management platform ensures it creates innovative property solutions that meet the individual requirements of its customers, while seeking to deliver long-term returns for investors.",971,"{'maxAge': 1, 'name': 'Mr. Carl  Bicego', 'age': 52, 'title': 'Group Head of Legal & Company Sec.', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,7,7,6,1693526400,1703980800,86400,2,22.6,22.79,22.51,23.105,22.6,22.79,22.51,23.105,0.3,0.012999999,1687996800,0.36900002,1.79,0.807342,27.987654,20.061947,9924942,9924942,3648829,3953118,3953118,22.66,22.68,0,0,43054411776,15.57,23.39,21.86724,21.3756,19.82655,0.3,0.013274336,AUD,45384871936,0.79226995,1841057172,1899180032,0.037219997,0.57043,1899180032,9.568,2.3693562,1688083200,1719705600,1688083200,-0.672,1559900032,0.81,1.13,1.91,1:5,1333497600,23.051,67.108,0.26860666,0.14113986,0.15,1687996800,ASX,EQUITY,GMG.AX,GMG.AX,GOOD GROUP STAPLED,Goodman Group,1107298800,Australia/Sydney,AEST,74d1b25c-6afc-3da0-b3c6-48f5e73caae1,finmb_876923,36000000,22.67,28.04,21.69,24.99,24.9,1.7,buy,11,1360099968,0.722,676300032,3360600064,1.278,2.088,1968899968,18.644,1.048,0.018480001,0.09056,930100000,773249984,1284199936,-0.674,0.67576,0.34349,0.34131,AUD,
7,The Hayesbery,1-11 Hayes Road,Rosebery,NSW,2018,Australia,61 2 9230 7400,61 2 9230 7444,https://www.goodman.com,Real Estate—Diversified,Real Estate—Diversified,Real Estate,Real Estate,"Goodman Group is an integrated property group with operations throughout Australia, New Zealand, Asia, Europe, the United Kingdom and the Americas. Goodman Group, comprised of the stapled entities Goodman Limited, Goodman Industrial Trust and Goodman Logistics (HK) Limited, is the largest industrial property group listed on the Australian Securities Exchange and one of the largest listed specialist investment managers of industrial property and business space globally. Goodman's global property expertise, integrated own+develop+manage customer service offering and significant investment management platform ensures it creates innovative property solutions that meet the individual requirements of its customers, while seeking to deliver long-term returns for investors.",971,"{'maxAge': 1, 'name': 'Michelle  Chaperon', 'title': 'Head of Group Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,7,7,6,1693526400,1703980800,86400,2,22.6,22.79,22.51,23.105,22.6,22.79,22.51,23.105,0.3,0.012999999,1687996800,0.36900002,1.79,0.807342,27.987654,20.061947,9924942,9924942,3648829,3953118,3953118,22.66,22.68,0,0,43054411776,15.57,23.39,21.86724,21.3756,19.82655,0.3,0.013274336,AUD,45384871936,0.79226995,1841057172,1899180032,0.037219997,0.57043,1899180032,9.568,2.3693562,1688083200,1719705600,1688083200,-0.672,1559900032,0.81,1.13,1.91,1:5,1333497600,23.051,67.108,0.26860666,0.14113986,0.15,1687996800,ASX,EQUITY,GMG.AX,GMG.AX,GOOD GROUP STAPLED,Goodman Group,1107298800,Australia/Sydney,AEST,74d1b25c-6afc-3da0-b3c6-48f5e73caae1,finmb_876923,36000000,22.67,28.04,21.69,24.99,24.9,1.7,buy,11,1360099968,0.722,676300032,3360600064,1.278,2.088,1968899968,18.644,1.048,0.018480001,0.09056,930100000,773249984,1284199936,-0.674,0.67576,0.34349,0.34131,AUD,
8,The Hayesbery,1-11 Hayes Road,Rosebery,NSW,2018,Australia,61 2 9230 7400,61 2 9230 7444,https://www.goodman.com,Real Estate—Diversified,Real Estate—Diversified,Real Estate,Real Estate,"Goodman Group is an integrated property group with operations throughout Australia, New Zealand, Asia, Europe, the United Kingdom and the Americas. Goodman Group, comprised of the stapled entities Goodman Limited, Goodman Industrial Trust and Goodman Logistics (HK) Limited, is the largest industrial property group listed on the Australian Securities Exchange and one of the largest listed specialist investment managers of industrial property and business space globally. Goodman's global property expertise, integrated own+develop+manage customer service offering and significant investment management platform ensures it creates innovative property solutions that meet the individual requirements of its customers, while seeking to deliver long-term returns for investors.",971,"{'maxAge': 1, 'name': 'Ms. Alison  Brink', 'age': 53, 'title': 'Group Gen. Mang. of Marketing & Communications', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,7,7,6,1693526400,1703980800,86400,2,22.6,22.79,22.51,23.105,22.6,22.79,22.51,23.105,0.3,0.012999999,1687996800,0.36900002,1.79,0.807342,27.987654,20.061947,9924942,9924942,3648829,3953118,3953118,22.66,22.68,0,0,43054411776,15.57,23.39,21.86724,21.3756,19.82655,0.3,0.013274336,AUD,45384871936,0.79226995,1841057172,1899180032,0.037219997,0.57043,1899180032,9.568,2.3693562,1688083200,1719705600,1688083200,-0.672,1559900032,0.81,1.13,1.91,1:5,1333497600,23.051,67.108,0.26860666,0.14113986,0.15,1687996800,ASX,EQUITY,GMG.AX,GMG.AX,GOOD GROUP STAPLED,Goodman Group,1107298800,Australia/Sydney,AEST,74d1b25c-6afc-3da0-b3c6-48f5e73caae1,finmb_876923,36000000,22.67,28.04,21.69,24.99,24.9,1.7,buy,11,1360099968,0.722,676300032,3360600064,1.278,2.088,1968899968,18.644,1.048,0.018480001,0.09056,930100000,773249984,1284199936,-0.674,0.67576,0.34349,0.34131,AUD,
9,The Hayesbery,1-11 Hayes Road,Rosebery,NSW,2018,Australia,61 2 9230 7400,61 2 9230 7444,https://www.goodman.com,Real Estate—Diversified,Real Estate—Diversified,Real Estate,Real Estate,"Goodman Group is an integrated property group with operations throughout Australia, New Zealand, Asia, Europe, the United Kingdom and the Americas. Goodman Group, comprised of the stapled entities Goodman Limited, Goodman Industrial Trust and Goodman Logistics (HK) Limited, is the largest industrial property group listed on the Australian Securities Exchange and one of the largest listed specialist investment managers of industrial property and business space globally. Goodman's global property expertise, integrated own+develop+manage customer service offering and significant investment management platform ensures it creates innovative property solutions that meet the individual requirements of its customers, while seeking to deliver long-term returns for investors.",971,"{'maxAge': 1, 'name': 'Mr. John  Taylor', 'age': 53, 'title': 'Group Gen. Mang. of HR', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,7,7,6,1693526400,1703980800,86400,2,22.6,22.79,22.51,23.105,22.6,22.79,22.51,23.105,0.3,0.012999999,1687996800,0.36900002,1.79,0.807342,27.987654,20.061947,9924942,9924942,3648829,3953118,3953118,22.66,22.68,0,0,43054411776,15.57,23.39,21.86724,21.3756,19.82655,0.3,0.013274336,AUD,45384871936,0.79226995,1841057172,1899180032,0.037219997,0.57043,1899180032,9.568,2.3693562,1688083200,1719705600,1688083200,-0.672,1559900032,0.81,1.13,1.91,1:5,1333497600,23.051,67.108,0.26860666,0.14113986,0.15,1687996800,ASX,EQUITY,GMG.AX,GMG.AX,GOOD GROUP STAPLED,Goodman Group,1107298800,Australia/Sydney,AEST,74d1b25c-6afc-3da0-b3c6-48f5e73caae1,finmb_876923,36000000,22.67,28.04,21.69,24.99,24.9,1.7,buy,11,1360099968,0.722,676300032,3360600064,1.278,2.088,1968899968,18.644,1.048,0.018480001,0.09056,930100000,773249984,1284199936,-0.674,0.67576,0.34349,0.34131,AUD,
