,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Unit 2, The Deans","Bridge Road, Bagshot",Bagshot,GU19 5AT,United Kingdom,44 1276 470190,44 1276 470191,https://www.bigyellow.co.uk,REIT—Industrial,Real Estate,"Big Yellow is the UK's brand leader in self storage. Big Yellow now operates from a platform of 108 stores, including 24 stores branded as Armadillo Self Storage. We have a pipeline of 0.9 million sq ft comprising 11 proposed Big Yellow self storage facilities. The current maximum lettable area of the existing platform (including Armadillo) is 6.3 million sq ft. When fully built out the portfolio will provide approximately 7.2 million sq ft of flexible storage space. 99% of our stores and sites by value are held freehold and long leasehold, with the remaining 1% short leasehold. The Group has pioneered the development of the latest generation of self storage facilities, which utilise state of the art technology and are located in high profile, accessible, main road locations. Our focus on the location and visibility of our stores, with excellent customer service, a market-leading online platform, and significant and increasing investment in sustainability, has created in Big Yellow the most recognised brand name in the UK self storage industry.",515,"{'maxAge': 1, 'name': 'Mr. James E. Gibson', 'age': 61, 'title': 'Co-Founder, CEO & Exec. Director', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 1320610, 'exercisedValue': 9703, 'unexercisedValue': 0}",1,7,4,1,3,1693526400,1703980800,86400,2,12.0,11.9,11.7,12.1,12.0,11.9,11.7,12.1,0.52,0.044499997,1688601600,1.098,3.18,0.576576,25.434782,157,157,21,15,15,11.4,12.0,22100,21600,2233681920,10.7,14.6,11.829126,12.16,12.948,0.452,0.037666667,EUR,2646394880,0.38834998,174220336,184552992,0.06181,0.87013,11.917,0.9817907,1680220800,1711843200,1680220800,-0.848,73332000,0.46,14.015,21.837,FRA,EQUITY,B9Y.F,B9Y.F,"BIG YELLOW GROUP  LS 0,10",Big Yellow Group Plc,1193900400,Europe/Berlin,CEST,7200000,11.7,none,8645000,0.047,121186000,512265984,0.225,0.279,188828992,23.472,1.032,0.02773,0.03358,80548872,111977000,-0.849,0.043,0.74849,0.64178,0.63707,GBP,6.21
1,"Unit 2, The Deans","Bridge Road, Bagshot",Bagshot,GU19 5AT,United Kingdom,44 1276 470190,44 1276 470191,https://www.bigyellow.co.uk,REIT—Industrial,Real Estate,"Big Yellow is the UK's brand leader in self storage. Big Yellow now operates from a platform of 108 stores, including 24 stores branded as Armadillo Self Storage. We have a pipeline of 0.9 million sq ft comprising 11 proposed Big Yellow self storage facilities. The current maximum lettable area of the existing platform (including Armadillo) is 6.3 million sq ft. When fully built out the portfolio will provide approximately 7.2 million sq ft of flexible storage space. 99% of our stores and sites by value are held freehold and long leasehold, with the remaining 1% short leasehold. The Group has pioneered the development of the latest generation of self storage facilities, which utilise state of the art technology and are located in high profile, accessible, main road locations. Our focus on the location and visibility of our stores, with excellent customer service, a market-leading online platform, and significant and increasing investment in sustainability, has created in Big Yellow the most recognised brand name in the UK self storage industry.",515,"{'maxAge': 1, 'name': 'Mr. John  Trotman', 'age': 44, 'title': 'CFO & Exec. Director', 'yearBorn': 1978, 'fiscalYear': 2023, 'totalPay': 971044, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,4,1,3,1693526400,1703980800,86400,2,12.0,11.9,11.7,12.1,12.0,11.9,11.7,12.1,0.52,0.044499997,1688601600,1.098,3.18,0.576576,25.434782,157,157,21,15,15,11.4,12.0,22100,21600,2233681920,10.7,14.6,11.829126,12.16,12.948,0.452,0.037666667,EUR,2646394880,0.38834998,174220336,184552992,0.06181,0.87013,11.917,0.9817907,1680220800,1711843200,1680220800,-0.848,73332000,0.46,14.015,21.837,FRA,EQUITY,B9Y.F,B9Y.F,"BIG YELLOW GROUP  LS 0,10",Big Yellow Group Plc,1193900400,Europe/Berlin,CEST,7200000,11.7,none,8645000,0.047,121186000,512265984,0.225,0.279,188828992,23.472,1.032,0.02773,0.03358,80548872,111977000,-0.849,0.043,0.74849,0.64178,0.63707,GBP,6.21
2,"Unit 2, The Deans","Bridge Road, Bagshot",Bagshot,GU19 5AT,United Kingdom,44 1276 470190,44 1276 470191,https://www.bigyellow.co.uk,REIT—Industrial,Real Estate,"Big Yellow is the UK's brand leader in self storage. Big Yellow now operates from a platform of 108 stores, including 24 stores branded as Armadillo Self Storage. We have a pipeline of 0.9 million sq ft comprising 11 proposed Big Yellow self storage facilities. The current maximum lettable area of the existing platform (including Armadillo) is 6.3 million sq ft. When fully built out the portfolio will provide approximately 7.2 million sq ft of flexible storage space. 99% of our stores and sites by value are held freehold and long leasehold, with the remaining 1% short leasehold. The Group has pioneered the development of the latest generation of self storage facilities, which utilise state of the art technology and are located in high profile, accessible, main road locations. Our focus on the location and visibility of our stores, with excellent customer service, a market-leading online platform, and significant and increasing investment in sustainability, has created in Big Yellow the most recognised brand name in the UK self storage industry.",515,"{'maxAge': 1, 'name': 'Mr. Adrian F. Lee', 'age': 56, 'title': 'Operations Director', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 263139, 'exercisedValue': 19407, 'unexercisedValue': 0}",1,7,4,1,3,1693526400,1703980800,86400,2,12.0,11.9,11.7,12.1,12.0,11.9,11.7,12.1,0.52,0.044499997,1688601600,1.098,3.18,0.576576,25.434782,157,157,21,15,15,11.4,12.0,22100,21600,2233681920,10.7,14.6,11.829126,12.16,12.948,0.452,0.037666667,EUR,2646394880,0.38834998,174220336,184552992,0.06181,0.87013,11.917,0.9817907,1680220800,1711843200,1680220800,-0.848,73332000,0.46,14.015,21.837,FRA,EQUITY,B9Y.F,B9Y.F,"BIG YELLOW GROUP  LS 0,10",Big Yellow Group Plc,1193900400,Europe/Berlin,CEST,7200000,11.7,none,8645000,0.047,121186000,512265984,0.225,0.279,188828992,23.472,1.032,0.02773,0.03358,80548872,111977000,-0.849,0.043,0.74849,0.64178,0.63707,GBP,6.21
3,"Unit 2, The Deans","Bridge Road, Bagshot",Bagshot,GU19 5AT,United Kingdom,44 1276 470190,44 1276 470191,https://www.bigyellow.co.uk,REIT—Industrial,Real Estate,"Big Yellow is the UK's brand leader in self storage. Big Yellow now operates from a platform of 108 stores, including 24 stores branded as Armadillo Self Storage. We have a pipeline of 0.9 million sq ft comprising 11 proposed Big Yellow self storage facilities. The current maximum lettable area of the existing platform (including Armadillo) is 6.3 million sq ft. When fully built out the portfolio will provide approximately 7.2 million sq ft of flexible storage space. 99% of our stores and sites by value are held freehold and long leasehold, with the remaining 1% short leasehold. The Group has pioneered the development of the latest generation of self storage facilities, which utilise state of the art technology and are located in high profile, accessible, main road locations. Our focus on the location and visibility of our stores, with excellent customer service, a market-leading online platform, and significant and increasing investment in sustainability, has created in Big Yellow the most recognised brand name in the UK self storage industry.",515,"{'maxAge': 1, 'name': 'Mr. Anthony  Chenery', 'age': 50, 'title': 'Head of Marketing & E-Commerce', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,4,1,3,1693526400,1703980800,86400,2,12.0,11.9,11.7,12.1,12.0,11.9,11.7,12.1,0.52,0.044499997,1688601600,1.098,3.18,0.576576,25.434782,157,157,21,15,15,11.4,12.0,22100,21600,2233681920,10.7,14.6,11.829126,12.16,12.948,0.452,0.037666667,EUR,2646394880,0.38834998,174220336,184552992,0.06181,0.87013,11.917,0.9817907,1680220800,1711843200,1680220800,-0.848,73332000,0.46,14.015,21.837,FRA,EQUITY,B9Y.F,B9Y.F,"BIG YELLOW GROUP  LS 0,10",Big Yellow Group Plc,1193900400,Europe/Berlin,CEST,7200000,11.7,none,8645000,0.047,121186000,512265984,0.225,0.279,188828992,23.472,1.032,0.02773,0.03358,80548872,111977000,-0.849,0.043,0.74849,0.64178,0.63707,GBP,6.21
4,"Unit 2, The Deans","Bridge Road, Bagshot",Bagshot,GU19 5AT,United Kingdom,44 1276 470190,44 1276 470191,https://www.bigyellow.co.uk,REIT—Industrial,Real Estate,"Big Yellow is the UK's brand leader in self storage. Big Yellow now operates from a platform of 108 stores, including 24 stores branded as Armadillo Self Storage. We have a pipeline of 0.9 million sq ft comprising 11 proposed Big Yellow self storage facilities. The current maximum lettable area of the existing platform (including Armadillo) is 6.3 million sq ft. When fully built out the portfolio will provide approximately 7.2 million sq ft of flexible storage space. 99% of our stores and sites by value are held freehold and long leasehold, with the remaining 1% short leasehold. The Group has pioneered the development of the latest generation of self storage facilities, which utilise state of the art technology and are located in high profile, accessible, main road locations. Our focus on the location and visibility of our stores, with excellent customer service, a market-leading online platform, and significant and increasing investment in sustainability, has created in Big Yellow the most recognised brand name in the UK self storage industry.",515,"{'maxAge': 1, 'name': 'Ms. Cheryl  Hathaway', 'age': 56, 'title': 'Head of HR', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,4,1,3,1693526400,1703980800,86400,2,12.0,11.9,11.7,12.1,12.0,11.9,11.7,12.1,0.52,0.044499997,1688601600,1.098,3.18,0.576576,25.434782,157,157,21,15,15,11.4,12.0,22100,21600,2233681920,10.7,14.6,11.829126,12.16,12.948,0.452,0.037666667,EUR,2646394880,0.38834998,174220336,184552992,0.06181,0.87013,11.917,0.9817907,1680220800,1711843200,1680220800,-0.848,73332000,0.46,14.015,21.837,FRA,EQUITY,B9Y.F,B9Y.F,"BIG YELLOW GROUP  LS 0,10",Big Yellow Group Plc,1193900400,Europe/Berlin,CEST,7200000,11.7,none,8645000,0.047,121186000,512265984,0.225,0.279,188828992,23.472,1.032,0.02773,0.03358,80548872,111977000,-0.849,0.043,0.74849,0.64178,0.63707,GBP,6.21
5,"Unit 2, The Deans","Bridge Road, Bagshot",Bagshot,GU19 5AT,United Kingdom,44 1276 470190,44 1276 470191,https://www.bigyellow.co.uk,REIT—Industrial,Real Estate,"Big Yellow is the UK's brand leader in self storage. Big Yellow now operates from a platform of 108 stores, including 24 stores branded as Armadillo Self Storage. We have a pipeline of 0.9 million sq ft comprising 11 proposed Big Yellow self storage facilities. The current maximum lettable area of the existing platform (including Armadillo) is 6.3 million sq ft. When fully built out the portfolio will provide approximately 7.2 million sq ft of flexible storage space. 99% of our stores and sites by value are held freehold and long leasehold, with the remaining 1% short leasehold. The Group has pioneered the development of the latest generation of self storage facilities, which utilise state of the art technology and are located in high profile, accessible, main road locations. Our focus on the location and visibility of our stores, with excellent customer service, a market-leading online platform, and significant and increasing investment in sustainability, has created in Big Yellow the most recognised brand name in the UK self storage industry.",515,"{'maxAge': 1, 'name': 'Mr. Stuart  Grinnall', 'age': 47, 'title': 'Head of IT, Digital Security & Telephony', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,4,1,3,1693526400,1703980800,86400,2,12.0,11.9,11.7,12.1,12.0,11.9,11.7,12.1,0.52,0.044499997,1688601600,1.098,3.18,0.576576,25.434782,157,157,21,15,15,11.4,12.0,22100,21600,2233681920,10.7,14.6,11.829126,12.16,12.948,0.452,0.037666667,EUR,2646394880,0.38834998,174220336,184552992,0.06181,0.87013,11.917,0.9817907,1680220800,1711843200,1680220800,-0.848,73332000,0.46,14.015,21.837,FRA,EQUITY,B9Y.F,B9Y.F,"BIG YELLOW GROUP  LS 0,10",Big Yellow Group Plc,1193900400,Europe/Berlin,CEST,7200000,11.7,none,8645000,0.047,121186000,512265984,0.225,0.279,188828992,23.472,1.032,0.02773,0.03358,80548872,111977000,-0.849,0.043,0.74849,0.64178,0.63707,GBP,6.21
6,"Unit 2, The Deans","Bridge Road, Bagshot",Bagshot,GU19 5AT,United Kingdom,44 1276 470190,44 1276 470191,https://www.bigyellow.co.uk,REIT—Industrial,Real Estate,"Big Yellow is the UK's brand leader in self storage. Big Yellow now operates from a platform of 108 stores, including 24 stores branded as Armadillo Self Storage. We have a pipeline of 0.9 million sq ft comprising 11 proposed Big Yellow self storage facilities. The current maximum lettable area of the existing platform (including Armadillo) is 6.3 million sq ft. When fully built out the portfolio will provide approximately 7.2 million sq ft of flexible storage space. 99% of our stores and sites by value are held freehold and long leasehold, with the remaining 1% short leasehold. The Group has pioneered the development of the latest generation of self storage facilities, which utilise state of the art technology and are located in high profile, accessible, main road locations. Our focus on the location and visibility of our stores, with excellent customer service, a market-leading online platform, and significant and increasing investment in sustainability, has created in Big Yellow the most recognised brand name in the UK self storage industry.",515,"{'maxAge': 1, 'name': 'Mr. Simon  Allen', 'title': 'Head of Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,4,1,3,1693526400,1703980800,86400,2,12.0,11.9,11.7,12.1,12.0,11.9,11.7,12.1,0.52,0.044499997,1688601600,1.098,3.18,0.576576,25.434782,157,157,21,15,15,11.4,12.0,22100,21600,2233681920,10.7,14.6,11.829126,12.16,12.948,0.452,0.037666667,EUR,2646394880,0.38834998,174220336,184552992,0.06181,0.87013,11.917,0.9817907,1680220800,1711843200,1680220800,-0.848,73332000,0.46,14.015,21.837,FRA,EQUITY,B9Y.F,B9Y.F,"BIG YELLOW GROUP  LS 0,10",Big Yellow Group Plc,1193900400,Europe/Berlin,CEST,7200000,11.7,none,8645000,0.047,121186000,512265984,0.225,0.279,188828992,23.472,1.032,0.02773,0.03358,80548872,111977000,-0.849,0.043,0.74849,0.64178,0.63707,GBP,6.21
7,"Unit 2, The Deans","Bridge Road, Bagshot",Bagshot,GU19 5AT,United Kingdom,44 1276 470190,44 1276 470191,https://www.bigyellow.co.uk,REIT—Industrial,Real Estate,"Big Yellow is the UK's brand leader in self storage. Big Yellow now operates from a platform of 108 stores, including 24 stores branded as Armadillo Self Storage. We have a pipeline of 0.9 million sq ft comprising 11 proposed Big Yellow self storage facilities. The current maximum lettable area of the existing platform (including Armadillo) is 6.3 million sq ft. When fully built out the portfolio will provide approximately 7.2 million sq ft of flexible storage space. 99% of our stores and sites by value are held freehold and long leasehold, with the remaining 1% short leasehold. The Group has pioneered the development of the latest generation of self storage facilities, which utilise state of the art technology and are located in high profile, accessible, main road locations. Our focus on the location and visibility of our stores, with excellent customer service, a market-leading online platform, and significant and increasing investment in sustainability, has created in Big Yellow the most recognised brand name in the UK self storage industry.",515,"{'maxAge': 1, 'name': 'Celia  Login', 'title': 'Head of Customer Services', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,4,1,3,1693526400,1703980800,86400,2,12.0,11.9,11.7,12.1,12.0,11.9,11.7,12.1,0.52,0.044499997,1688601600,1.098,3.18,0.576576,25.434782,157,157,21,15,15,11.4,12.0,22100,21600,2233681920,10.7,14.6,11.829126,12.16,12.948,0.452,0.037666667,EUR,2646394880,0.38834998,174220336,184552992,0.06181,0.87013,11.917,0.9817907,1680220800,1711843200,1680220800,-0.848,73332000,0.46,14.015,21.837,FRA,EQUITY,B9Y.F,B9Y.F,"BIG YELLOW GROUP  LS 0,10",Big Yellow Group Plc,1193900400,Europe/Berlin,CEST,7200000,11.7,none,8645000,0.047,121186000,512265984,0.225,0.279,188828992,23.472,1.032,0.02773,0.03358,80548872,111977000,-0.849,0.043,0.74849,0.64178,0.63707,GBP,6.21
8,"Unit 2, The Deans","Bridge Road, Bagshot",Bagshot,GU19 5AT,United Kingdom,44 1276 470190,44 1276 470191,https://www.bigyellow.co.uk,REIT—Industrial,Real Estate,"Big Yellow is the UK's brand leader in self storage. Big Yellow now operates from a platform of 108 stores, including 24 stores branded as Armadillo Self Storage. We have a pipeline of 0.9 million sq ft comprising 11 proposed Big Yellow self storage facilities. The current maximum lettable area of the existing platform (including Armadillo) is 6.3 million sq ft. When fully built out the portfolio will provide approximately 7.2 million sq ft of flexible storage space. 99% of our stores and sites by value are held freehold and long leasehold, with the remaining 1% short leasehold. The Group has pioneered the development of the latest generation of self storage facilities, which utilise state of the art technology and are located in high profile, accessible, main road locations. Our focus on the location and visibility of our stores, with excellent customer service, a market-leading online platform, and significant and increasing investment in sustainability, has created in Big Yellow the most recognised brand name in the UK self storage industry.",515,"{'maxAge': 1, 'name': 'Ms. Julie  Fawcett', 'title': 'Head of Estates & Facilities', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,4,1,3,1693526400,1703980800,86400,2,12.0,11.9,11.7,12.1,12.0,11.9,11.7,12.1,0.52,0.044499997,1688601600,1.098,3.18,0.576576,25.434782,157,157,21,15,15,11.4,12.0,22100,21600,2233681920,10.7,14.6,11.829126,12.16,12.948,0.452,0.037666667,EUR,2646394880,0.38834998,174220336,184552992,0.06181,0.87013,11.917,0.9817907,1680220800,1711843200,1680220800,-0.848,73332000,0.46,14.015,21.837,FRA,EQUITY,B9Y.F,B9Y.F,"BIG YELLOW GROUP  LS 0,10",Big Yellow Group Plc,1193900400,Europe/Berlin,CEST,7200000,11.7,none,8645000,0.047,121186000,512265984,0.225,0.279,188828992,23.472,1.032,0.02773,0.03358,80548872,111977000,-0.849,0.043,0.74849,0.64178,0.63707,GBP,6.21
9,"Unit 2, The Deans","Bridge Road, Bagshot",Bagshot,GU19 5AT,United Kingdom,44 1276 470190,44 1276 470191,https://www.bigyellow.co.uk,REIT—Industrial,Real Estate,"Big Yellow is the UK's brand leader in self storage. Big Yellow now operates from a platform of 108 stores, including 24 stores branded as Armadillo Self Storage. We have a pipeline of 0.9 million sq ft comprising 11 proposed Big Yellow self storage facilities. The current maximum lettable area of the existing platform (including Armadillo) is 6.3 million sq ft. When fully built out the portfolio will provide approximately 7.2 million sq ft of flexible storage space. 99% of our stores and sites by value are held freehold and long leasehold, with the remaining 1% short leasehold. The Group has pioneered the development of the latest generation of self storage facilities, which utilise state of the art technology and are located in high profile, accessible, main road locations. Our focus on the location and visibility of our stores, with excellent customer service, a market-leading online platform, and significant and increasing investment in sustainability, has created in Big Yellow the most recognised brand name in the UK self storage industry.",515,"{'maxAge': 1, 'name': 'Ms. Rachael  Wheeler', 'title': 'Head of Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,4,1,3,1693526400,1703980800,86400,2,12.0,11.9,11.7,12.1,12.0,11.9,11.7,12.1,0.52,0.044499997,1688601600,1.098,3.18,0.576576,25.434782,157,157,21,15,15,11.4,12.0,22100,21600,2233681920,10.7,14.6,11.829126,12.16,12.948,0.452,0.037666667,EUR,2646394880,0.38834998,174220336,184552992,0.06181,0.87013,11.917,0.9817907,1680220800,1711843200,1680220800,-0.848,73332000,0.46,14.015,21.837,FRA,EQUITY,B9Y.F,B9Y.F,"BIG YELLOW GROUP  LS 0,10",Big Yellow Group Plc,1193900400,Europe/Berlin,CEST,7200000,11.7,none,8645000,0.047,121186000,512265984,0.225,0.279,188828992,23.472,1.032,0.02773,0.03358,80548872,111977000,-0.849,0.043,0.74849,0.64178,0.63707,GBP,6.21
