,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,55 University Avenue,Suite 1805,Toronto,ON,M5J 2H7,Canada,416-925-0090,416-368-5344,https://royaltiesinc.com,Other Industrial Metals & Mining,Basic Materials,"Royalties Inc. engages in the exploration and evaluation properties located in Mexico, Bahamas, and Canada. The company holds a portfolio of Music Royalties Inc. It also holds interest in smelter royalty on the Bilbao project silver-lead-zinc-copper project located in the southeastern part of the State of Zacatecas. The company was formerly known as Xtierra Inc. and changed its name to Royalties Inc. in April 2023. Royalties Inc. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Timothy David Gallagher B.Com., M.B.A.', 'age': 59, 'title': 'Chairman, CEO & Pres', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0,0.781115,190,190,999,21,21,0.0,0.0,0,0,7991450,0.011,0.06,243.87225,0.032444,0.0272625,0.0,0.0,USD,8772662,0.0,156109062,216023008,0.41172,0.0,-0.003,1672444800,1703980800,1688083200,-105843,-0.0,267.712,PNK,EQUITY,XRESF,XRESF,ROYALTIES INC,Royalties Inc.,1283347800,America/New_York,EDT,-14400000,0.0316,none,74456,0.0,2000000,0.039,0.039,32769,0.0,-0.117189996,-468728,-134031,1.0,0.0,-4.59932,USD,
1,55 University Avenue,Suite 1805,Toronto,ON,M5J 2H7,Canada,416-925-0090,416-368-5344,https://royaltiesinc.com,Other Industrial Metals & Mining,Basic Materials,"Royalties Inc. engages in the exploration and evaluation properties located in Mexico, Bahamas, and Canada. The company holds a portfolio of Music Royalties Inc. It also holds interest in smelter royalty on the Bilbao project silver-lead-zinc-copper project located in the southeastern part of the State of Zacatecas. The company was formerly known as Xtierra Inc. and changed its name to Royalties Inc. in April 2023. Royalties Inc. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Jacqueline  Logan', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 8124, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0,0.781115,190,190,999,21,21,0.0,0.0,0,0,7991450,0.011,0.06,243.87225,0.032444,0.0272625,0.0,0.0,USD,8772662,0.0,156109062,216023008,0.41172,0.0,-0.003,1672444800,1703980800,1688083200,-105843,-0.0,267.712,PNK,EQUITY,XRESF,XRESF,ROYALTIES INC,Royalties Inc.,1283347800,America/New_York,EDT,-14400000,0.0316,none,74456,0.0,2000000,0.039,0.039,32769,0.0,-0.117189996,-468728,-134031,1.0,0.0,-4.59932,USD,
2,55 University Avenue,Suite 1805,Toronto,ON,M5J 2H7,Canada,416-925-0090,416-368-5344,https://royaltiesinc.com,Other Industrial Metals & Mining,Basic Materials,"Royalties Inc. engages in the exploration and evaluation properties located in Mexico, Bahamas, and Canada. The company holds a portfolio of Music Royalties Inc. It also holds interest in smelter royalty on the Bilbao project silver-lead-zinc-copper project located in the southeastern part of the State of Zacatecas. The company was formerly known as Xtierra Inc. and changed its name to Royalties Inc. in April 2023. Royalties Inc. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Alejandro  Alaniz', 'title': 'Fin. & Admin. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0,0.781115,190,190,999,21,21,0.0,0.0,0,0,7991450,0.011,0.06,243.87225,0.032444,0.0272625,0.0,0.0,USD,8772662,0.0,156109062,216023008,0.41172,0.0,-0.003,1672444800,1703980800,1688083200,-105843,-0.0,267.712,PNK,EQUITY,XRESF,XRESF,ROYALTIES INC,Royalties Inc.,1283347800,America/New_York,EDT,-14400000,0.0316,none,74456,0.0,2000000,0.039,0.039,32769,0.0,-0.117189996,-468728,-134031,1.0,0.0,-4.59932,USD,
3,55 University Avenue,Suite 1805,Toronto,ON,M5J 2H7,Canada,416-925-0090,416-368-5344,https://royaltiesinc.com,Other Industrial Metals & Mining,Basic Materials,"Royalties Inc. engages in the exploration and evaluation properties located in Mexico, Bahamas, and Canada. The company holds a portfolio of Music Royalties Inc. It also holds interest in smelter royalty on the Bilbao project silver-lead-zinc-copper project located in the southeastern part of the State of Zacatecas. The company was formerly known as Xtierra Inc. and changed its name to Royalties Inc. in April 2023. Royalties Inc. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Victor  Rodriguez', 'title': 'Sr. Exploration Geologist', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0,0.781115,190,190,999,21,21,0.0,0.0,0,0,7991450,0.011,0.06,243.87225,0.032444,0.0272625,0.0,0.0,USD,8772662,0.0,156109062,216023008,0.41172,0.0,-0.003,1672444800,1703980800,1688083200,-105843,-0.0,267.712,PNK,EQUITY,XRESF,XRESF,ROYALTIES INC,Royalties Inc.,1283347800,America/New_York,EDT,-14400000,0.0316,none,74456,0.0,2000000,0.039,0.039,32769,0.0,-0.117189996,-468728,-134031,1.0,0.0,-4.59932,USD,
4,55 University Avenue,Suite 1805,Toronto,ON,M5J 2H7,Canada,416-925-0090,416-368-5344,https://royaltiesinc.com,Other Industrial Metals & Mining,Basic Materials,"Royalties Inc. engages in the exploration and evaluation properties located in Mexico, Bahamas, and Canada. The company holds a portfolio of Music Royalties Inc. It also holds interest in smelter royalty on the Bilbao project silver-lead-zinc-copper project located in the southeastern part of the State of Zacatecas. The company was formerly known as Xtierra Inc. and changed its name to Royalties Inc. in April 2023. Royalties Inc. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Neil J. F. Steenberg', 'age': 72, 'title': 'Sec.', 'yearBorn': 1950, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0,0.781115,190,190,999,21,21,0.0,0.0,0,0,7991450,0.011,0.06,243.87225,0.032444,0.0272625,0.0,0.0,USD,8772662,0.0,156109062,216023008,0.41172,0.0,-0.003,1672444800,1703980800,1688083200,-105843,-0.0,267.712,PNK,EQUITY,XRESF,XRESF,ROYALTIES INC,Royalties Inc.,1283347800,America/New_York,EDT,-14400000,0.0316,none,74456,0.0,2000000,0.039,0.039,32769,0.0,-0.117189996,-468728,-134031,1.0,0.0,-4.59932,USD,
