,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Thomas Ronald Palmer', 'age': 54, 'title': 'Pres, CEO & Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 3455781, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,6,1,1693526400,1672444800,86400,2,9802.5,9993.0,9875.0,10066.0,9802.5,9993.0,9875.0,10066.0,186.67,0.019199999,1693958400,0.394536,2189,2189,469,364,364,9900.0,10066.0,11242653614080,3827.5,10849.5,1004.167,8800.47,7013.525,1.75,0.00017852588,ARS,800537247744,-0.0677,79341319,794000000,0.0,0.0,242.43,41.39133,1672444800,1703980800,1688083200,-0.599,-778000000,-343.09,71.502,236.705,BUE,EQUITY,NEM.BA,NEM.BA,NEWMONT CORPORATION CEDEAR EACH,Newmont Corporation,1199278800,America/Argentina/Buenos_Aires,ART,-10800000,10034.5,none,3238000128,40.743,3382000128,6111000064,1.271,2.278,11196000256,31.476,140.92,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
1,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Robert D. Atkinson', 'age': 51, 'title': 'Exec. VP & COO', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1754106, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,6,1,1693526400,1672444800,86400,2,9802.5,9993.0,9875.0,10066.0,9802.5,9993.0,9875.0,10066.0,186.67,0.019199999,1693958400,0.394536,2189,2189,469,364,364,9900.0,10066.0,11242653614080,3827.5,10849.5,1004.167,8800.47,7013.525,1.75,0.00017852588,ARS,800537247744,-0.0677,79341319,794000000,0.0,0.0,242.43,41.39133,1672444800,1703980800,1688083200,-0.599,-778000000,-343.09,71.502,236.705,BUE,EQUITY,NEM.BA,NEM.BA,NEWMONT CORPORATION CEDEAR EACH,Newmont Corporation,1199278800,America/Argentina/Buenos_Aires,ART,-10800000,10034.5,none,3238000128,40.743,3382000128,6111000064,1.271,2.278,11196000256,31.476,140.92,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
2,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Peter Ivan Toth BBus (IB), MIB', 'age': 52, 'title': 'Exec. VP & Chief Devel. Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1681666, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,6,1,1693526400,1672444800,86400,2,9802.5,9993.0,9875.0,10066.0,9802.5,9993.0,9875.0,10066.0,186.67,0.019199999,1693958400,0.394536,2189,2189,469,364,364,9900.0,10066.0,11242653614080,3827.5,10849.5,1004.167,8800.47,7013.525,1.75,0.00017852588,ARS,800537247744,-0.0677,79341319,794000000,0.0,0.0,242.43,41.39133,1672444800,1703980800,1688083200,-0.599,-778000000,-343.09,71.502,236.705,BUE,EQUITY,NEM.BA,NEM.BA,NEWMONT CORPORATION CEDEAR EACH,Newmont Corporation,1199278800,America/Argentina/Buenos_Aires,ART,-10800000,10034.5,none,3238000128,40.743,3382000128,6111000064,1.271,2.278,11196000256,31.476,140.92,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
3,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Brian C. Tabolt', 'age': 41, 'title': 'VP, Controller & Chief Accounting Officer', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 716914, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,6,1,1693526400,1672444800,86400,2,9802.5,9993.0,9875.0,10066.0,9802.5,9993.0,9875.0,10066.0,186.67,0.019199999,1693958400,0.394536,2189,2189,469,364,364,9900.0,10066.0,11242653614080,3827.5,10849.5,1004.167,8800.47,7013.525,1.75,0.00017852588,ARS,800537247744,-0.0677,79341319,794000000,0.0,0.0,242.43,41.39133,1672444800,1703980800,1688083200,-0.599,-778000000,-343.09,71.502,236.705,BUE,EQUITY,NEM.BA,NEM.BA,NEWMONT CORPORATION CEDEAR EACH,Newmont Corporation,1199278800,America/Argentina/Buenos_Aires,ART,-10800000,10034.5,none,3238000128,40.743,3382000128,6111000064,1.271,2.278,11196000256,31.476,140.92,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
4,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Ms. Karyn F. Ovelmen', 'age': 59, 'title': 'Exec. VP & CFO', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,6,1,1693526400,1672444800,86400,2,9802.5,9993.0,9875.0,10066.0,9802.5,9993.0,9875.0,10066.0,186.67,0.019199999,1693958400,0.394536,2189,2189,469,364,364,9900.0,10066.0,11242653614080,3827.5,10849.5,1004.167,8800.47,7013.525,1.75,0.00017852588,ARS,800537247744,-0.0677,79341319,794000000,0.0,0.0,242.43,41.39133,1672444800,1703980800,1688083200,-0.599,-778000000,-343.09,71.502,236.705,BUE,EQUITY,NEM.BA,NEM.BA,NEWMONT CORPORATION CEDEAR EACH,Newmont Corporation,1199278800,America/Argentina/Buenos_Aires,ART,-10800000,10034.5,none,3238000128,40.743,3382000128,6111000064,1.271,2.278,11196000256,31.476,140.92,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
5,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Aaron Parahi Puna', 'age': 44, 'title': 'Exec. VP & CTO', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,6,1,1693526400,1672444800,86400,2,9802.5,9993.0,9875.0,10066.0,9802.5,9993.0,9875.0,10066.0,186.67,0.019199999,1693958400,0.394536,2189,2189,469,364,364,9900.0,10066.0,11242653614080,3827.5,10849.5,1004.167,8800.47,7013.525,1.75,0.00017852588,ARS,800537247744,-0.0677,79341319,794000000,0.0,0.0,242.43,41.39133,1672444800,1703980800,1688083200,-0.599,-778000000,-343.09,71.502,236.705,BUE,EQUITY,NEM.BA,NEM.BA,NEWMONT CORPORATION CEDEAR EACH,Newmont Corporation,1199278800,America/Argentina/Buenos_Aires,ART,-10800000,10034.5,none,3238000128,40.743,3382000128,6111000064,1.271,2.278,11196000256,31.476,140.92,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
6,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Luis Maximo Canepari', 'title': 'Sr. VP & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,6,1,1693526400,1672444800,86400,2,9802.5,9993.0,9875.0,10066.0,9802.5,9993.0,9875.0,10066.0,186.67,0.019199999,1693958400,0.394536,2189,2189,469,364,364,9900.0,10066.0,11242653614080,3827.5,10849.5,1004.167,8800.47,7013.525,1.75,0.00017852588,ARS,800537247744,-0.0677,79341319,794000000,0.0,0.0,242.43,41.39133,1672444800,1703980800,1688083200,-0.599,-778000000,-343.09,71.502,236.705,BUE,EQUITY,NEM.BA,NEM.BA,NEWMONT CORPORATION CEDEAR EACH,Newmont Corporation,1199278800,America/Argentina/Buenos_Aires,ART,-10800000,10034.5,none,3238000128,40.743,3382000128,6111000064,1.271,2.278,11196000256,31.476,140.92,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
7,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Daniel  Horton', 'title': 'VP of Fin. & Investor Relations and Treasurer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,6,1,1693526400,1672444800,86400,2,9802.5,9993.0,9875.0,10066.0,9802.5,9993.0,9875.0,10066.0,186.67,0.019199999,1693958400,0.394536,2189,2189,469,364,364,9900.0,10066.0,11242653614080,3827.5,10849.5,1004.167,8800.47,7013.525,1.75,0.00017852588,ARS,800537247744,-0.0677,79341319,794000000,0.0,0.0,242.43,41.39133,1672444800,1703980800,1688083200,-0.599,-778000000,-343.09,71.502,236.705,BUE,EQUITY,NEM.BA,NEM.BA,NEWMONT CORPORATION CEDEAR EACH,Newmont Corporation,1199278800,America/Argentina/Buenos_Aires,ART,-10800000,10034.5,none,3238000128,40.743,3382000128,6111000064,1.271,2.278,11196000256,31.476,140.92,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
8,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Scott E. Sullivan', 'title': 'Chief Integrity & Compliance Officer and VP', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,6,1,1693526400,1672444800,86400,2,9802.5,9993.0,9875.0,10066.0,9802.5,9993.0,9875.0,10066.0,186.67,0.019199999,1693958400,0.394536,2189,2189,469,364,364,9900.0,10066.0,11242653614080,3827.5,10849.5,1004.167,8800.47,7013.525,1.75,0.00017852588,ARS,800537247744,-0.0677,79341319,794000000,0.0,0.0,242.43,41.39133,1672444800,1703980800,1688083200,-0.599,-778000000,-343.09,71.502,236.705,BUE,EQUITY,NEM.BA,NEM.BA,NEWMONT CORPORATION CEDEAR EACH,Newmont Corporation,1199278800,America/Argentina/Buenos_Aires,ART,-10800000,10034.5,none,3238000128,40.743,3382000128,6111000064,1.271,2.278,11196000256,31.476,140.92,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
9,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Mark D. Ebel', 'title': 'Acting Exec. VP & Interim Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,6,1,1693526400,1672444800,86400,2,9802.5,9993.0,9875.0,10066.0,9802.5,9993.0,9875.0,10066.0,186.67,0.019199999,1693958400,0.394536,2189,2189,469,364,364,9900.0,10066.0,11242653614080,3827.5,10849.5,1004.167,8800.47,7013.525,1.75,0.00017852588,ARS,800537247744,-0.0677,79341319,794000000,0.0,0.0,242.43,41.39133,1672444800,1703980800,1688083200,-0.599,-778000000,-343.09,71.502,236.705,BUE,EQUITY,NEM.BA,NEM.BA,NEWMONT CORPORATION CEDEAR EACH,Newmont Corporation,1199278800,America/Argentina/Buenos_Aires,ART,-10800000,10034.5,none,3238000128,40.743,3382000128,6111000064,1.271,2.278,11196000256,31.476,140.92,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
