,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3753 Howard Hughes Parkway,Suite 200,Las Vegas,NV,89169,United States,702 664 0048,https://kinbashainc.com,Gambling,Consumer Cyclical,"Kinbasha Gaming International, Inc. owns and operates retail gaming centers in Japan. The company operates pachinko parlors that offer customers to play the pachinko and pachislo games. The company was founded in 1954 and is headquartered in Las Vegas, Nevada.",189,"{'maxAge': 1, 'name': 'Mr. Masatoshi  Takahama', 'age': 73, 'title': 'CEO, Pres & Chairman', 'yearBorn': 1949, 'fiscalYear': 2013, 'totalPay': 337431, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-19.870678,0.00085836917,860,860,13,0,0,0.0,0.0,0,0,12264,0.0002,0.2,0.00013820149,0.000904,0.038338,0.0,0.0,USD,117019264,0.16104999,12264000,-2.29,1364688000,1396224000,1372550400,14292000,1.165,1:12,1331596800,1.319,2.966,PNK,EQUITY,KNBA,KNBA,KINBASHA GAMING INTERNATIONAL I,"Kinbasha Gaming International, Inc.",877440600,America/New_York,EDT,-14400000,0.001,none,5475000,0.446,39459000,122482000,0.043,0.054,88740000,7.236,0.07724,55908000,-6299375,35045000,-0.217,0.6051,0.44466,0.18587999,USD,
1,3753 Howard Hughes Parkway,Suite 200,Las Vegas,NV,89169,United States,702 664 0048,https://kinbashainc.com,Gambling,Consumer Cyclical,"Kinbasha Gaming International, Inc. owns and operates retail gaming centers in Japan. The company operates pachinko parlors that offer customers to play the pachinko and pachislo games. The company was founded in 1954 and is headquartered in Las Vegas, Nevada.",189,"{'maxAge': 1, 'name': 'Mr. Masami  Umezono', 'age': 58, 'title': 'CFO, Treasurer, Sec. & Director', 'yearBorn': 1964, 'fiscalYear': 2013, 'totalPay': 142323, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-19.870678,0.00085836917,860,860,13,0,0,0.0,0.0,0,0,12264,0.0002,0.2,0.00013820149,0.000904,0.038338,0.0,0.0,USD,117019264,0.16104999,12264000,-2.29,1364688000,1396224000,1372550400,14292000,1.165,1:12,1331596800,1.319,2.966,PNK,EQUITY,KNBA,KNBA,KINBASHA GAMING INTERNATIONAL I,"Kinbasha Gaming International, Inc.",877440600,America/New_York,EDT,-14400000,0.001,none,5475000,0.446,39459000,122482000,0.043,0.054,88740000,7.236,0.07724,55908000,-6299375,35045000,-0.217,0.6051,0.44466,0.18587999,USD,
2,3753 Howard Hughes Parkway,Suite 200,Las Vegas,NV,89169,United States,702 664 0048,https://kinbashainc.com,Gambling,Consumer Cyclical,"Kinbasha Gaming International, Inc. owns and operates retail gaming centers in Japan. The company operates pachinko parlors that offer customers to play the pachinko and pachislo games. The company was founded in 1954 and is headquartered in Las Vegas, Nevada.",189,"{'maxAge': 1, 'name': 'Mr. Satoshi  Okamura', 'age': 58, 'title': 'COO & Director', 'yearBorn': 1964, 'fiscalYear': 2013, 'totalPay': 194759, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-19.870678,0.00085836917,860,860,13,0,0,0.0,0.0,0,0,12264,0.0002,0.2,0.00013820149,0.000904,0.038338,0.0,0.0,USD,117019264,0.16104999,12264000,-2.29,1364688000,1396224000,1372550400,14292000,1.165,1:12,1331596800,1.319,2.966,PNK,EQUITY,KNBA,KNBA,KINBASHA GAMING INTERNATIONAL I,"Kinbasha Gaming International, Inc.",877440600,America/New_York,EDT,-14400000,0.001,none,5475000,0.446,39459000,122482000,0.043,0.054,88740000,7.236,0.07724,55908000,-6299375,35045000,-0.217,0.6051,0.44466,0.18587999,USD,
