,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6501 East Greenway Parkway,Suite 103-412,Scottsdale,AZ,85254,United States,760 413 3927,https://www.mountainhighac.com,Drug Manufacturers—Specialty & Generic,Drug Manufacturers—Specialty & Generic,Healthcare,Healthcare,"Mountain High Acquisitions Corp focuses on the acquisition and development of businesses and other assets within the hemp industry. The company is based in Scottsdale, Arizona.","{'maxAge': 1, 'name': 'Mr. Raymond  Watt', 'age': 45, 'title': 'CEO, Pres & Chairman', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-0.468879,2300,2300,9133,888,888,0.0,0.0,0,0,22030,0.0001,0.0003,0.0001,0.0001085,0.0,0.0,USD,144595,0.0,182291546,220303008,0.0,0.0,220303008,-0.0,1585612800,1617148800,1609372800,-430130,-0.0,-0.509,-0.6666666,0.14113986,PNK,EQUITY,MYHI,MYHI,MOUNTAIN HIGH ACQUISITIONS,Mountain High Acquisitions Corp.,1392129000,America/New_York,EDT,42c2e89e-187b-3d84-9cd8-e8fb0304fec9,finmb_284858006,-14400000,0.0001,none,2445,0.0,-284090,125000,0.012,0.036,-1.0703601,-198793,-184141,0.0,0.0,0.0,USD,
1,6501 East Greenway Parkway,Suite 103-412,Scottsdale,AZ,85254,United States,760 413 3927,https://www.mountainhighac.com,Drug Manufacturers—Specialty & Generic,Drug Manufacturers—Specialty & Generic,Healthcare,Healthcare,"Mountain High Acquisitions Corp focuses on the acquisition and development of businesses and other assets within the hemp industry. The company is based in Scottsdale, Arizona.","{'maxAge': 1, 'name': 'Mr. David  Aquino', 'title': 'COO & Pres of CS and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-0.468879,2300,2300,9133,888,888,0.0,0.0,0,0,22030,0.0001,0.0003,0.0001,0.0001085,0.0,0.0,USD,144595,0.0,182291546,220303008,0.0,0.0,220303008,-0.0,1585612800,1617148800,1609372800,-430130,-0.0,-0.509,-0.6666666,0.14113986,PNK,EQUITY,MYHI,MYHI,MOUNTAIN HIGH ACQUISITIONS,Mountain High Acquisitions Corp.,1392129000,America/New_York,EDT,42c2e89e-187b-3d84-9cd8-e8fb0304fec9,finmb_284858006,-14400000,0.0001,none,2445,0.0,-284090,125000,0.012,0.036,-1.0703601,-198793,-184141,0.0,0.0,0.0,USD,
