,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,28 The Esplanade,Level 9,Perth,WA,6000,Australia,61 8 9322 6322,61 8 9322 6558,https://www.gcxmetals.com.au,Gold,Basic Materials,"GCX Metals Limited engages in mineral exploration and development activities in Australia. It holds 100% interest in exploration tenements in the Onslow copper-gold project that comprises three exploration licenses covering an area of approximately 567 square kilometers located in northwestern Australia. The company was formerly known as Paringa Resources Limited and changed its name to GCX Metals Limited in April 2022. GCX Metals Limited was incorporated in 2012 and is based in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Gregory D. Swan ACIS, AFin, B.Com, B.Com., C.A., CA, FCIS', 'age': 40, 'title': 'CFO & Company Sec.', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.0,0.575825,4,4,19,0,0,0.0,0.0,0,0,25038388,0.015,0.99,0.912,0.245325,0.0,0.0,USD,179865296,0.0,135672322,25291300,0.24667,0.10148,0.023,43.04348,1656547200,1688083200,1672444800,89869616,-0.55,1:20,1639526400,PNK,EQUITY,PNGZF,PNGZF,GCX METALS LTD,GCX Metals Limited,1448289000,America/New_York,EDT,-14400000,0.99,1.01,0.3,0.7,0.75,1.8,buy,5,4055611,0.022,0,11.496,11.496,-0.21209,-95693968,-834669,0.0,0.0,0.0,AUD,
1,28 The Esplanade,Level 9,Perth,WA,6000,Australia,61 8 9322 6322,61 8 9322 6558,https://www.gcxmetals.com.au,Gold,Basic Materials,"GCX Metals Limited engages in mineral exploration and development activities in Australia. It holds 100% interest in exploration tenements in the Onslow copper-gold project that comprises three exploration licenses covering an area of approximately 567 square kilometers located in northwestern Australia. The company was formerly known as Paringa Resources Limited and changed its name to GCX Metals Limited in April 2022. GCX Metals Limited was incorporated in 2012 and is based in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Daniel  Trentham', 'title': 'Financial Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.0,0.575825,4,4,19,0,0,0.0,0.0,0,0,25038388,0.015,0.99,0.912,0.245325,0.0,0.0,USD,179865296,0.0,135672322,25291300,0.24667,0.10148,0.023,43.04348,1656547200,1688083200,1672444800,89869616,-0.55,1:20,1639526400,PNK,EQUITY,PNGZF,PNGZF,GCX METALS LTD,GCX Metals Limited,1448289000,America/New_York,EDT,-14400000,0.99,1.01,0.3,0.7,0.75,1.8,buy,5,4055611,0.022,0,11.496,11.496,-0.21209,-95693968,-834669,0.0,0.0,0.0,AUD,
