,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Vardhman Premises,Chandigarh Road,Ludhiana,141010,India,91 16 1222 8943,91 16 1260 1048,https://www.vardhman.com,Credit Services,Financial Services,"Vardhman Holdings Limited operates as a non-banking financial company in India. It is primarily engaged in the lending and investing activities. The company was formerly known as Vardhman Spinning and General Mills Limited and changed its name to Vardhman Holdings Limited in March 2006. Vardhman Holdings Limited was incorporated in 1962 and is based in Ludhiana, India.","{'maxAge': 1, 'name': 'Mr. Shri Paul Oswal', 'age': 80, 'title': 'Chairman & MD', 'yearBorn': 1942, 'fiscalYear': 2023, 'totalPay': 10369000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,9,10,7,10,1693526400,1703980800,86400,2,3137.25,3145.0,3050.0,3145.0,3137.25,3145.0,3050.0,3145.0,5.0,0.0016,1694736000,0.009,0.366023,5.602493,1385,1385,953,2694,2694,0.0,3128.6,0,0,9985052672,2452.0,3539.75,111.940056,2883.087,2790.532,0.0,0.0,INR,9947608064,19.977581,524669,3191540,0.84698,8.0000005e-05,9713.499,0.32208785,1680220800,1711843200,1688083200,-0.534,1782000000,558.43,111.52,186.614,NSI,EQUITY,VHL.NS,VHL.NS,VARDHAMAN HOLDINGS,Vardhman Holdings Limited,1025495100,Asia/Kolkata,IST,19800000,3128.6,none,40100000,12.561,53305752,0,89200000,27.948,77463000,-0.534,0.222,1.0,0.5976,0.59641,INR,
1,Vardhman Premises,Chandigarh Road,Ludhiana,141010,India,91 16 1222 8943,91 16 1260 1048,https://www.vardhman.com,Credit Services,Financial Services,"Vardhman Holdings Limited operates as a non-banking financial company in India. It is primarily engaged in the lending and investing activities. The company was formerly known as Vardhman Spinning and General Mills Limited and changed its name to Vardhman Holdings Limited in March 2006. Vardhman Holdings Limited was incorporated in 1962 and is based in Ludhiana, India.","{'maxAge': 1, 'name': 'Ms. Poorva  Bhatia', 'age': 32, 'title': 'Chief Financial Officer', 'yearBorn': 1990, 'exercisedValue': 0, 'unexercisedValue': 0}",8,9,10,7,10,1693526400,1703980800,86400,2,3137.25,3145.0,3050.0,3145.0,3137.25,3145.0,3050.0,3145.0,5.0,0.0016,1694736000,0.009,0.366023,5.602493,1385,1385,953,2694,2694,0.0,3128.6,0,0,9985052672,2452.0,3539.75,111.940056,2883.087,2790.532,0.0,0.0,INR,9947608064,19.977581,524669,3191540,0.84698,8.0000005e-05,9713.499,0.32208785,1680220800,1711843200,1688083200,-0.534,1782000000,558.43,111.52,186.614,NSI,EQUITY,VHL.NS,VHL.NS,VARDHAMAN HOLDINGS,Vardhman Holdings Limited,1025495100,Asia/Kolkata,IST,19800000,3128.6,none,40100000,12.561,53305752,0,89200000,27.948,77463000,-0.534,0.222,1.0,0.5976,0.59641,INR,
2,Vardhman Premises,Chandigarh Road,Ludhiana,141010,India,91 16 1222 8943,91 16 1260 1048,https://www.vardhman.com,Credit Services,Financial Services,"Vardhman Holdings Limited operates as a non-banking financial company in India. It is primarily engaged in the lending and investing activities. The company was formerly known as Vardhman Spinning and General Mills Limited and changed its name to Vardhman Holdings Limited in March 2006. Vardhman Holdings Limited was incorporated in 1962 and is based in Ludhiana, India.","{'maxAge': 1, 'name': 'Ms. Swati  Mangla', 'age': 32, 'title': 'Company Sec. & Compliance Officer', 'yearBorn': 1990, 'exercisedValue': 0, 'unexercisedValue': 0}",8,9,10,7,10,1693526400,1703980800,86400,2,3137.25,3145.0,3050.0,3145.0,3137.25,3145.0,3050.0,3145.0,5.0,0.0016,1694736000,0.009,0.366023,5.602493,1385,1385,953,2694,2694,0.0,3128.6,0,0,9985052672,2452.0,3539.75,111.940056,2883.087,2790.532,0.0,0.0,INR,9947608064,19.977581,524669,3191540,0.84698,8.0000005e-05,9713.499,0.32208785,1680220800,1711843200,1688083200,-0.534,1782000000,558.43,111.52,186.614,NSI,EQUITY,VHL.NS,VHL.NS,VARDHAMAN HOLDINGS,Vardhman Holdings Limited,1025495100,Asia/Kolkata,IST,19800000,3128.6,none,40100000,12.561,53305752,0,89200000,27.948,77463000,-0.534,0.222,1.0,0.5976,0.59641,INR,
