,address1,address2,city,state,zip,country,phone,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,102A-1075 Bay Street,Suite 254,Toronto,ON,M5S 2B2,Canada,647-478-3603,"Green and Hill Industries, Inc., doing business as Ross' Gold, distributes medical cannabis strains for various ailments and illnesses in Canada. It is also involved in the online retail of vaporizers, glass smoking products, water pipes, bubblers, and hand pipes. Green and Hill Industries, Inc. sells its products under the Ross' Gold brand name. The company was formerly known as Bluewave Group, Inc. and changed its name to Green and Hill Industries, Inc. in August 2013. Green and Hill Industries, Inc. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Ross  Rebagliati', 'title': 'CEO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,-97.41912,200,200,200,1130,1130,0.0,0.0,0,0,101,1e-06,0.0001,0.7890625,1.3375e-05,1.3375e-05,0.0,0.0,USD,101,0.0,101140000,0.0,0.0,-0.005,1398816000,1430352000,-355654,-0.006,0.79,PNK,EQUITY,GHIL,GHIL,GREEN AND HILL INDUSTRIES INC,"Green and Hill Industries, Inc",1399469400,America/New_York,EDT,-14400000,1e-06,none,0.171,0.184,128,0.0,-3.4150202,128,-211983,-331431,1.0,0.0,-2778.5469,USD,
1,102A-1075 Bay Street,Suite 254,Toronto,ON,M5S 2B2,Canada,647-478-3603,"Green and Hill Industries, Inc., doing business as Ross' Gold, distributes medical cannabis strains for various ailments and illnesses in Canada. It is also involved in the online retail of vaporizers, glass smoking products, water pipes, bubblers, and hand pipes. Green and Hill Industries, Inc. sells its products under the Ross' Gold brand name. The company was formerly known as Bluewave Group, Inc. and changed its name to Green and Hill Industries, Inc. in August 2013. Green and Hill Industries, Inc. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Patrick  Smyth', 'title': 'Pres, Chief Financial Officer, Treasurer and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,-97.41912,200,200,200,1130,1130,0.0,0.0,0,0,101,1e-06,0.0001,0.7890625,1.3375e-05,1.3375e-05,0.0,0.0,USD,101,0.0,101140000,0.0,0.0,-0.005,1398816000,1430352000,-355654,-0.006,0.79,PNK,EQUITY,GHIL,GHIL,GREEN AND HILL INDUSTRIES INC,"Green and Hill Industries, Inc",1399469400,America/New_York,EDT,-14400000,1e-06,none,0.171,0.184,128,0.0,-3.4150202,128,-211983,-331431,1.0,0.0,-2778.5469,USD,
2,102A-1075 Bay Street,Suite 254,Toronto,ON,M5S 2B2,Canada,647-478-3603,"Green and Hill Industries, Inc., doing business as Ross' Gold, distributes medical cannabis strains for various ailments and illnesses in Canada. It is also involved in the online retail of vaporizers, glass smoking products, water pipes, bubblers, and hand pipes. Green and Hill Industries, Inc. sells its products under the Ross' Gold brand name. The company was formerly known as Bluewave Group, Inc. and changed its name to Green and Hill Industries, Inc. in August 2013. Green and Hill Industries, Inc. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Ian  McLaughlin', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,-97.41912,200,200,200,1130,1130,0.0,0.0,0,0,101,1e-06,0.0001,0.7890625,1.3375e-05,1.3375e-05,0.0,0.0,USD,101,0.0,101140000,0.0,0.0,-0.005,1398816000,1430352000,-355654,-0.006,0.79,PNK,EQUITY,GHIL,GHIL,GREEN AND HILL INDUSTRIES INC,"Green and Hill Industries, Inc",1399469400,America/New_York,EDT,-14400000,1e-06,none,0.171,0.184,128,0.0,-3.4150202,128,-211983,-331431,1.0,0.0,-2778.5469,USD,
3,102A-1075 Bay Street,Suite 254,Toronto,ON,M5S 2B2,Canada,647-478-3603,"Green and Hill Industries, Inc., doing business as Ross' Gold, distributes medical cannabis strains for various ailments and illnesses in Canada. It is also involved in the online retail of vaporizers, glass smoking products, water pipes, bubblers, and hand pipes. Green and Hill Industries, Inc. sells its products under the Ross' Gold brand name. The company was formerly known as Bluewave Group, Inc. and changed its name to Green and Hill Industries, Inc. in August 2013. Green and Hill Industries, Inc. is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Lorne L. Green', 'title': 'Sec. and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,-97.41912,200,200,200,1130,1130,0.0,0.0,0,0,101,1e-06,0.0001,0.7890625,1.3375e-05,1.3375e-05,0.0,0.0,USD,101,0.0,101140000,0.0,0.0,-0.005,1398816000,1430352000,-355654,-0.006,0.79,PNK,EQUITY,GHIL,GHIL,GREEN AND HILL INDUSTRIES INC,"Green and Hill Industries, Inc",1399469400,America/New_York,EDT,-14400000,1e-06,none,0.171,0.184,128,0.0,-3.4150202,128,-211983,-331431,1.0,0.0,-2778.5469,USD,
