,address1,city,zip,country,phone,fax,website,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Vigerslev AllE 77,Valby,2500,Denmark,45 36 18 18 00,45 36 44 11 46,https://www.flsmidth.com,"FLSmidth & Co. A/S provides engineering and service solutions for mining and cement industries in North America, South America, Europe, North Africa, Russia, Asia, Sub-Saharan Africa, the Middle East, SSAMESA, and Australia. The company offers various products, systems, and services, including precious metals, gravity concentrator service, audits and training, gas analysis and emissions monitoring services, liner profiling and scanning, kiln, packing and dispatching equipment, air pollution control, pneumatic conveying, gear, technical advisory, electrical and automation audits, mine planning, feeding and dosing equipment, and other services for the mining and cement industries. The company was founded in 1882 and is headquartered in Valby, Denmark.",10977,"{'maxAge': 1, 'name': 'Mr. Mikko  Keto', 'age': 55, 'title': 'Group Chief Exec. Officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1829753, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,3,1,2,1693526400,1672444800,86400,2,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,1.515765,38.265743,450,450,832,933,933,1963263616,41.2,50.45,0.08003195,45.333332,45.333332,3.0,0.06764375,USD,3798475008,0.01227,46598175,49846700,0.0012899999,0.35431,183.538,0.24163933,1672444800,1703980800,1688083200,-0.176,321000000,1.159,0.155,2.614,PNK,EQUITY,FLIDF,FLIDF,FLSMIDTH & CO A/S,FLSmidth & Co. A/S,1685021400,America/New_York,EDT,-14400000,44.35,none,1754000000,29.983,1452999936,2980000000,0.86,1.209,24530999296,27.811,433.478,0.024619998,0.02915,5076000000,1506249984,1220000000,-0.2,0.273,0.22906,0.05923,0.043130003,DKK,
1,Vigerslev AllE 77,Valby,2500,Denmark,45 36 18 18 00,45 36 44 11 46,https://www.flsmidth.com,"FLSmidth & Co. A/S provides engineering and service solutions for mining and cement industries in North America, South America, Europe, North Africa, Russia, Asia, Sub-Saharan Africa, the Middle East, SSAMESA, and Australia. The company offers various products, systems, and services, including precious metals, gravity concentrator service, audits and training, gas analysis and emissions monitoring services, liner profiling and scanning, kiln, packing and dispatching equipment, air pollution control, pneumatic conveying, gear, technical advisory, electrical and automation audits, mine planning, feeding and dosing equipment, and other services for the mining and cement industries. The company was founded in 1882 and is headquartered in Valby, Denmark.",10977,"{'maxAge': 1, 'name': 'Mr. Roland Munkerod Andersen', 'age': 54, 'title': 'Group CFO & Cement Pres (Acting)', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1599180, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,3,1,2,1693526400,1672444800,86400,2,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,1.515765,38.265743,450,450,832,933,933,1963263616,41.2,50.45,0.08003195,45.333332,45.333332,3.0,0.06764375,USD,3798475008,0.01227,46598175,49846700,0.0012899999,0.35431,183.538,0.24163933,1672444800,1703980800,1688083200,-0.176,321000000,1.159,0.155,2.614,PNK,EQUITY,FLIDF,FLIDF,FLSMIDTH & CO A/S,FLSmidth & Co. A/S,1685021400,America/New_York,EDT,-14400000,44.35,none,1754000000,29.983,1452999936,2980000000,0.86,1.209,24530999296,27.811,433.478,0.024619998,0.02915,5076000000,1506249984,1220000000,-0.2,0.273,0.22906,0.05923,0.043130003,DKK,
2,Vigerslev AllE 77,Valby,2500,Denmark,45 36 18 18 00,45 36 44 11 46,https://www.flsmidth.com,"FLSmidth & Co. A/S provides engineering and service solutions for mining and cement industries in North America, South America, Europe, North Africa, Russia, Asia, Sub-Saharan Africa, the Middle East, SSAMESA, and Australia. The company offers various products, systems, and services, including precious metals, gravity concentrator service, audits and training, gas analysis and emissions monitoring services, liner profiling and scanning, kiln, packing and dispatching equipment, air pollution control, pneumatic conveying, gear, technical advisory, electrical and automation audits, mine planning, feeding and dosing equipment, and other services for the mining and cement industries. The company was founded in 1882 and is headquartered in Valby, Denmark.",10977,"{'maxAge': 1, 'name': 'Mr. Mikko  Tepponen', 'age': 43, 'title': 'COO & Chief Digital Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,3,1,2,1693526400,1672444800,86400,2,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,1.515765,38.265743,450,450,832,933,933,1963263616,41.2,50.45,0.08003195,45.333332,45.333332,3.0,0.06764375,USD,3798475008,0.01227,46598175,49846700,0.0012899999,0.35431,183.538,0.24163933,1672444800,1703980800,1688083200,-0.176,321000000,1.159,0.155,2.614,PNK,EQUITY,FLIDF,FLIDF,FLSMIDTH & CO A/S,FLSmidth & Co. A/S,1685021400,America/New_York,EDT,-14400000,44.35,none,1754000000,29.983,1452999936,2980000000,0.86,1.209,24530999296,27.811,433.478,0.024619998,0.02915,5076000000,1506249984,1220000000,-0.2,0.273,0.22906,0.05923,0.043130003,DKK,
3,Vigerslev AllE 77,Valby,2500,Denmark,45 36 18 18 00,45 36 44 11 46,https://www.flsmidth.com,"FLSmidth & Co. A/S provides engineering and service solutions for mining and cement industries in North America, South America, Europe, North Africa, Russia, Asia, Sub-Saharan Africa, the Middle East, SSAMESA, and Australia. The company offers various products, systems, and services, including precious metals, gravity concentrator service, audits and training, gas analysis and emissions monitoring services, liner profiling and scanning, kiln, packing and dispatching equipment, air pollution control, pneumatic conveying, gear, technical advisory, electrical and automation audits, mine planning, feeding and dosing equipment, and other services for the mining and cement industries. The company was founded in 1882 and is headquartered in Valby, Denmark.",10977,"{'maxAge': 1, 'name': 'Mr. Jannick Lindegaard Denholt', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,3,1,2,1693526400,1672444800,86400,2,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,1.515765,38.265743,450,450,832,933,933,1963263616,41.2,50.45,0.08003195,45.333332,45.333332,3.0,0.06764375,USD,3798475008,0.01227,46598175,49846700,0.0012899999,0.35431,183.538,0.24163933,1672444800,1703980800,1688083200,-0.176,321000000,1.159,0.155,2.614,PNK,EQUITY,FLIDF,FLIDF,FLSMIDTH & CO A/S,FLSmidth & Co. A/S,1685021400,America/New_York,EDT,-14400000,44.35,none,1754000000,29.983,1452999936,2980000000,0.86,1.209,24530999296,27.811,433.478,0.024619998,0.02915,5076000000,1506249984,1220000000,-0.2,0.273,0.22906,0.05923,0.043130003,DKK,
4,Vigerslev AllE 77,Valby,2500,Denmark,45 36 18 18 00,45 36 44 11 46,https://www.flsmidth.com,"FLSmidth & Co. A/S provides engineering and service solutions for mining and cement industries in North America, South America, Europe, North Africa, Russia, Asia, Sub-Saharan Africa, the Middle East, SSAMESA, and Australia. The company offers various products, systems, and services, including precious metals, gravity concentrator service, audits and training, gas analysis and emissions monitoring services, liner profiling and scanning, kiln, packing and dispatching equipment, air pollution control, pneumatic conveying, gear, technical advisory, electrical and automation audits, mine planning, feeding and dosing equipment, and other services for the mining and cement industries. The company was founded in 1882 and is headquartered in Valby, Denmark.",10977,"{'maxAge': 1, 'name': 'Ms. Annette  Terndrup', 'age': 53, 'title': 'Chief Legal & Strategy Officer', 'yearBorn': 1969, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,3,1,2,1693526400,1672444800,86400,2,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,1.515765,38.265743,450,450,832,933,933,1963263616,41.2,50.45,0.08003195,45.333332,45.333332,3.0,0.06764375,USD,3798475008,0.01227,46598175,49846700,0.0012899999,0.35431,183.538,0.24163933,1672444800,1703980800,1688083200,-0.176,321000000,1.159,0.155,2.614,PNK,EQUITY,FLIDF,FLIDF,FLSMIDTH & CO A/S,FLSmidth & Co. A/S,1685021400,America/New_York,EDT,-14400000,44.35,none,1754000000,29.983,1452999936,2980000000,0.86,1.209,24530999296,27.811,433.478,0.024619998,0.02915,5076000000,1506249984,1220000000,-0.2,0.273,0.22906,0.05923,0.043130003,DKK,
5,Vigerslev AllE 77,Valby,2500,Denmark,45 36 18 18 00,45 36 44 11 46,https://www.flsmidth.com,"FLSmidth & Co. A/S provides engineering and service solutions for mining and cement industries in North America, South America, Europe, North Africa, Russia, Asia, Sub-Saharan Africa, the Middle East, SSAMESA, and Australia. The company offers various products, systems, and services, including precious metals, gravity concentrator service, audits and training, gas analysis and emissions monitoring services, liner profiling and scanning, kiln, packing and dispatching equipment, air pollution control, pneumatic conveying, gear, technical advisory, electrical and automation audits, mine planning, feeding and dosing equipment, and other services for the mining and cement industries. The company was founded in 1882 and is headquartered in Valby, Denmark.",10977,"{'maxAge': 1, 'name': 'Naja  Barrisøe', 'title': 'VP and Head of Group Reporting & Compliance', 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,3,1,2,1693526400,1672444800,86400,2,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,1.515765,38.265743,450,450,832,933,933,1963263616,41.2,50.45,0.08003195,45.333332,45.333332,3.0,0.06764375,USD,3798475008,0.01227,46598175,49846700,0.0012899999,0.35431,183.538,0.24163933,1672444800,1703980800,1688083200,-0.176,321000000,1.159,0.155,2.614,PNK,EQUITY,FLIDF,FLIDF,FLSMIDTH & CO A/S,FLSmidth & Co. A/S,1685021400,America/New_York,EDT,-14400000,44.35,none,1754000000,29.983,1452999936,2980000000,0.86,1.209,24530999296,27.811,433.478,0.024619998,0.02915,5076000000,1506249984,1220000000,-0.2,0.273,0.22906,0.05923,0.043130003,DKK,
6,Vigerslev AllE 77,Valby,2500,Denmark,45 36 18 18 00,45 36 44 11 46,https://www.flsmidth.com,"FLSmidth & Co. A/S provides engineering and service solutions for mining and cement industries in North America, South America, Europe, North Africa, Russia, Asia, Sub-Saharan Africa, the Middle East, SSAMESA, and Australia. The company offers various products, systems, and services, including precious metals, gravity concentrator service, audits and training, gas analysis and emissions monitoring services, liner profiling and scanning, kiln, packing and dispatching equipment, air pollution control, pneumatic conveying, gear, technical advisory, electrical and automation audits, mine planning, feeding and dosing equipment, and other services for the mining and cement industries. The company was founded in 1882 and is headquartered in Valby, Denmark.",10977,"{'maxAge': 1, 'name': 'Ms. Sofie Karen Lindberg', 'title': 'Sr. VP of Group Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,3,1,2,1693526400,1672444800,86400,2,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,1.515765,38.265743,450,450,832,933,933,1963263616,41.2,50.45,0.08003195,45.333332,45.333332,3.0,0.06764375,USD,3798475008,0.01227,46598175,49846700,0.0012899999,0.35431,183.538,0.24163933,1672444800,1703980800,1688083200,-0.176,321000000,1.159,0.155,2.614,PNK,EQUITY,FLIDF,FLIDF,FLSMIDTH & CO A/S,FLSmidth & Co. A/S,1685021400,America/New_York,EDT,-14400000,44.35,none,1754000000,29.983,1452999936,2980000000,0.86,1.209,24530999296,27.811,433.478,0.024619998,0.02915,5076000000,1506249984,1220000000,-0.2,0.273,0.22906,0.05923,0.043130003,DKK,
7,Vigerslev AllE 77,Valby,2500,Denmark,45 36 18 18 00,45 36 44 11 46,https://www.flsmidth.com,"FLSmidth & Co. A/S provides engineering and service solutions for mining and cement industries in North America, South America, Europe, North Africa, Russia, Asia, Sub-Saharan Africa, the Middle East, SSAMESA, and Australia. The company offers various products, systems, and services, including precious metals, gravity concentrator service, audits and training, gas analysis and emissions monitoring services, liner profiling and scanning, kiln, packing and dispatching equipment, air pollution control, pneumatic conveying, gear, technical advisory, electrical and automation audits, mine planning, feeding and dosing equipment, and other services for the mining and cement industries. The company was founded in 1882 and is headquartered in Valby, Denmark.",10977,"{'maxAge': 1, 'name': 'Ms. Cori  Petersen', 'age': 53, 'title': 'Chief People & Sustainability Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,3,1,2,1693526400,1672444800,86400,2,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,1.515765,38.265743,450,450,832,933,933,1963263616,41.2,50.45,0.08003195,45.333332,45.333332,3.0,0.06764375,USD,3798475008,0.01227,46598175,49846700,0.0012899999,0.35431,183.538,0.24163933,1672444800,1703980800,1688083200,-0.176,321000000,1.159,0.155,2.614,PNK,EQUITY,FLIDF,FLIDF,FLSMIDTH & CO A/S,FLSmidth & Co. A/S,1685021400,America/New_York,EDT,-14400000,44.35,none,1754000000,29.983,1452999936,2980000000,0.86,1.209,24530999296,27.811,433.478,0.024619998,0.02915,5076000000,1506249984,1220000000,-0.2,0.273,0.22906,0.05923,0.043130003,DKK,
8,Vigerslev AllE 77,Valby,2500,Denmark,45 36 18 18 00,45 36 44 11 46,https://www.flsmidth.com,"FLSmidth & Co. A/S provides engineering and service solutions for mining and cement industries in North America, South America, Europe, North Africa, Russia, Asia, Sub-Saharan Africa, the Middle East, SSAMESA, and Australia. The company offers various products, systems, and services, including precious metals, gravity concentrator service, audits and training, gas analysis and emissions monitoring services, liner profiling and scanning, kiln, packing and dispatching equipment, air pollution control, pneumatic conveying, gear, technical advisory, electrical and automation audits, mine planning, feeding and dosing equipment, and other services for the mining and cement industries. The company was founded in 1882 and is headquartered in Valby, Denmark.",10977,"{'maxAge': 1, 'name': 'Ms. Mette  Dobel M.Eng.', 'age': 55, 'title': 'Pres of Region Europe, North Africa & Russia', 'yearBorn': 1967, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,3,1,2,1693526400,1672444800,86400,2,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,1.515765,38.265743,450,450,832,933,933,1963263616,41.2,50.45,0.08003195,45.333332,45.333332,3.0,0.06764375,USD,3798475008,0.01227,46598175,49846700,0.0012899999,0.35431,183.538,0.24163933,1672444800,1703980800,1688083200,-0.176,321000000,1.159,0.155,2.614,PNK,EQUITY,FLIDF,FLIDF,FLSMIDTH & CO A/S,FLSmidth & Co. A/S,1685021400,America/New_York,EDT,-14400000,44.35,none,1754000000,29.983,1452999936,2980000000,0.86,1.209,24530999296,27.811,433.478,0.024619998,0.02915,5076000000,1506249984,1220000000,-0.2,0.273,0.22906,0.05923,0.043130003,DKK,
9,Vigerslev AllE 77,Valby,2500,Denmark,45 36 18 18 00,45 36 44 11 46,https://www.flsmidth.com,"FLSmidth & Co. A/S provides engineering and service solutions for mining and cement industries in North America, South America, Europe, North Africa, Russia, Asia, Sub-Saharan Africa, the Middle East, SSAMESA, and Australia. The company offers various products, systems, and services, including precious metals, gravity concentrator service, audits and training, gas analysis and emissions monitoring services, liner profiling and scanning, kiln, packing and dispatching equipment, air pollution control, pneumatic conveying, gear, technical advisory, electrical and automation audits, mine planning, feeding and dosing equipment, and other services for the mining and cement industries. The company was founded in 1882 and is headquartered in Valby, Denmark.",10977,"{'maxAge': 1, 'name': 'Mr. Per Mejnert Kristensen', 'age': 55, 'title': 'Pres of Region Asia', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,3,1,2,1693526400,1672444800,86400,2,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,1.515765,38.265743,450,450,832,933,933,1963263616,41.2,50.45,0.08003195,45.333332,45.333332,3.0,0.06764375,USD,3798475008,0.01227,46598175,49846700,0.0012899999,0.35431,183.538,0.24163933,1672444800,1703980800,1688083200,-0.176,321000000,1.159,0.155,2.614,PNK,EQUITY,FLIDF,FLIDF,FLSMIDTH & CO A/S,FLSmidth & Co. A/S,1685021400,America/New_York,EDT,-14400000,44.35,none,1754000000,29.983,1452999936,2980000000,0.86,1.209,24530999296,27.811,433.478,0.024619998,0.02915,5076000000,1506249984,1220000000,-0.2,0.273,0.22906,0.05923,0.043130003,DKK,
