,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1330 Avenue of the Americas,38th Floor Between 53rd & 54th Street,New York,NY,10019,United States,212-649-0600,https://www.silvercrestgroup.com,Asset Management,Asset Management,Financial Services,Financial Services,"Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York.",152,"{'maxAge': 1, 'name': 'Mr. Richard R. Hough III', 'age': 52, 'title': 'CEO, Pres & Chairman', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 2526249, 'exercisedValue': 0, 'unexercisedValue': 1259720}",2,8,7,8,7,1693526400,1672444800,86400,2,17.84,17.74,17.38,18.0617,17.84,17.74,17.38,18.0617,0.76,0.042600002,1694044800,0.5854,4.28,0.86964,14.4959345,9.850829,52404,52404,29643,36560,36560,16.0,28.28,1400,1200,167128432,14.94,23.2,1.4321448,19.8112,18.9158,0.02,0.0011210762,USD,191515216,0.10094,8626942,9373440,80522,85344,1690761600,1693440000,0.0086,0.12404,0.75157,2.93,0.0098,9373440,8.847,2.0153725,1672444800,1703980800,1688083200,-0.465,11779000,1.23,1.81,1.26,1.641,7.092,-0.030978262,0.14113986,0.19,1694044800,NGM,EQUITY,SAMG,SAMG,Silvercrest Asset Management Gr,Silvercrest Asset Management Group Inc.,1372339800,America/New_York,EDT,77725c39-fbca-329b-93a1-7188825beef5,finmb_217351453,-14400000,17.83,26.0,23.0,24.25,24.0,1.5,strong_buy,4,47437000,5.061,27004000,32483000,2.718,2.954,116698000,26.588,12.15,0.073850006,0.15378,51607000,2513125,20054000,-0.438,-0.076,0.41529,0.2314,0.19736,USD,
1,1330 Avenue of the Americas,38th Floor Between 53rd & 54th Street,New York,NY,10019,United States,212-649-0600,https://www.silvercrestgroup.com,Asset Management,Asset Management,Financial Services,Financial Services,"Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York.",152,"{'maxAge': 1, 'name': 'Mr. Scott Andrew Gerard CPA, CPA', 'age': 54, 'title': 'Chief Financial Officer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1315971, 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,7,8,7,1693526400,1672444800,86400,2,17.84,17.74,17.38,18.0617,17.84,17.74,17.38,18.0617,0.76,0.042600002,1694044800,0.5854,4.28,0.86964,14.4959345,9.850829,52404,52404,29643,36560,36560,16.0,28.28,1400,1200,167128432,14.94,23.2,1.4321448,19.8112,18.9158,0.02,0.0011210762,USD,191515216,0.10094,8626942,9373440,80522,85344,1690761600,1693440000,0.0086,0.12404,0.75157,2.93,0.0098,9373440,8.847,2.0153725,1672444800,1703980800,1688083200,-0.465,11779000,1.23,1.81,1.26,1.641,7.092,-0.030978262,0.14113986,0.19,1694044800,NGM,EQUITY,SAMG,SAMG,Silvercrest Asset Management Gr,Silvercrest Asset Management Group Inc.,1372339800,America/New_York,EDT,77725c39-fbca-329b-93a1-7188825beef5,finmb_217351453,-14400000,17.83,26.0,23.0,24.25,24.0,1.5,strong_buy,4,47437000,5.061,27004000,32483000,2.718,2.954,116698000,26.588,12.15,0.073850006,0.15378,51607000,2513125,20054000,-0.438,-0.076,0.41529,0.2314,0.19736,USD,
2,1330 Avenue of the Americas,38th Floor Between 53rd & 54th Street,New York,NY,10019,United States,212-649-0600,https://www.silvercrestgroup.com,Asset Management,Asset Management,Financial Services,Financial Services,"Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York.",152,"{'maxAge': 1, 'name': 'Mr. David John Campbell', 'age': 53, 'title': 'Gen. Counsel & Sec.', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1181481, 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,7,8,7,1693526400,1672444800,86400,2,17.84,17.74,17.38,18.0617,17.84,17.74,17.38,18.0617,0.76,0.042600002,1694044800,0.5854,4.28,0.86964,14.4959345,9.850829,52404,52404,29643,36560,36560,16.0,28.28,1400,1200,167128432,14.94,23.2,1.4321448,19.8112,18.9158,0.02,0.0011210762,USD,191515216,0.10094,8626942,9373440,80522,85344,1690761600,1693440000,0.0086,0.12404,0.75157,2.93,0.0098,9373440,8.847,2.0153725,1672444800,1703980800,1688083200,-0.465,11779000,1.23,1.81,1.26,1.641,7.092,-0.030978262,0.14113986,0.19,1694044800,NGM,EQUITY,SAMG,SAMG,Silvercrest Asset Management Gr,Silvercrest Asset Management Group Inc.,1372339800,America/New_York,EDT,77725c39-fbca-329b-93a1-7188825beef5,finmb_217351453,-14400000,17.83,26.0,23.0,24.25,24.0,1.5,strong_buy,4,47437000,5.061,27004000,32483000,2.718,2.954,116698000,26.588,12.15,0.073850006,0.15378,51607000,2513125,20054000,-0.438,-0.076,0.41529,0.2314,0.19736,USD,
3,1330 Avenue of the Americas,38th Floor Between 53rd & 54th Street,New York,NY,10019,United States,212-649-0600,https://www.silvercrestgroup.com,Asset Management,Asset Management,Financial Services,Financial Services,"Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York.",152,"{'maxAge': 1, 'name': 'Mr. Albert Sebastian Messina', 'age': 74, 'title': 'MD, Portfolio Mang. & Director', 'yearBorn': 1948, 'fiscalYear': 2022, 'totalPay': 1111883, 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,7,8,7,1693526400,1672444800,86400,2,17.84,17.74,17.38,18.0617,17.84,17.74,17.38,18.0617,0.76,0.042600002,1694044800,0.5854,4.28,0.86964,14.4959345,9.850829,52404,52404,29643,36560,36560,16.0,28.28,1400,1200,167128432,14.94,23.2,1.4321448,19.8112,18.9158,0.02,0.0011210762,USD,191515216,0.10094,8626942,9373440,80522,85344,1690761600,1693440000,0.0086,0.12404,0.75157,2.93,0.0098,9373440,8.847,2.0153725,1672444800,1703980800,1688083200,-0.465,11779000,1.23,1.81,1.26,1.641,7.092,-0.030978262,0.14113986,0.19,1694044800,NGM,EQUITY,SAMG,SAMG,Silvercrest Asset Management Gr,Silvercrest Asset Management Group Inc.,1372339800,America/New_York,EDT,77725c39-fbca-329b-93a1-7188825beef5,finmb_217351453,-14400000,17.83,26.0,23.0,24.25,24.0,1.5,strong_buy,4,47437000,5.061,27004000,32483000,2.718,2.954,116698000,26.588,12.15,0.073850006,0.15378,51607000,2513125,20054000,-0.438,-0.076,0.41529,0.2314,0.19736,USD,
4,1330 Avenue of the Americas,38th Floor Between 53rd & 54th Street,New York,NY,10019,United States,212-649-0600,https://www.silvercrestgroup.com,Asset Management,Asset Management,Financial Services,Financial Services,"Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York.",152,"{'maxAge': 1, 'name': 'Mr. John Allen Gray', 'age': 61, 'title': 'Managing Director of Institutional Bus.', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 2459227, 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,7,8,7,1693526400,1672444800,86400,2,17.84,17.74,17.38,18.0617,17.84,17.74,17.38,18.0617,0.76,0.042600002,1694044800,0.5854,4.28,0.86964,14.4959345,9.850829,52404,52404,29643,36560,36560,16.0,28.28,1400,1200,167128432,14.94,23.2,1.4321448,19.8112,18.9158,0.02,0.0011210762,USD,191515216,0.10094,8626942,9373440,80522,85344,1690761600,1693440000,0.0086,0.12404,0.75157,2.93,0.0098,9373440,8.847,2.0153725,1672444800,1703980800,1688083200,-0.465,11779000,1.23,1.81,1.26,1.641,7.092,-0.030978262,0.14113986,0.19,1694044800,NGM,EQUITY,SAMG,SAMG,Silvercrest Asset Management Gr,Silvercrest Asset Management Group Inc.,1372339800,America/New_York,EDT,77725c39-fbca-329b-93a1-7188825beef5,finmb_217351453,-14400000,17.83,26.0,23.0,24.25,24.0,1.5,strong_buy,4,47437000,5.061,27004000,32483000,2.718,2.954,116698000,26.588,12.15,0.073850006,0.15378,51607000,2513125,20054000,-0.438,-0.076,0.41529,0.2314,0.19736,USD,
5,1330 Avenue of the Americas,38th Floor Between 53rd & 54th Street,New York,NY,10019,United States,212-649-0600,https://www.silvercrestgroup.com,Asset Management,Asset Management,Financial Services,Financial Services,"Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York.",152,"{'maxAge': 1, 'name': 'Mr. Rohan  Kalyanpur C.F.A.', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,7,8,7,1693526400,1672444800,86400,2,17.84,17.74,17.38,18.0617,17.84,17.74,17.38,18.0617,0.76,0.042600002,1694044800,0.5854,4.28,0.86964,14.4959345,9.850829,52404,52404,29643,36560,36560,16.0,28.28,1400,1200,167128432,14.94,23.2,1.4321448,19.8112,18.9158,0.02,0.0011210762,USD,191515216,0.10094,8626942,9373440,80522,85344,1690761600,1693440000,0.0086,0.12404,0.75157,2.93,0.0098,9373440,8.847,2.0153725,1672444800,1703980800,1688083200,-0.465,11779000,1.23,1.81,1.26,1.641,7.092,-0.030978262,0.14113986,0.19,1694044800,NGM,EQUITY,SAMG,SAMG,Silvercrest Asset Management Gr,Silvercrest Asset Management Group Inc.,1372339800,America/New_York,EDT,77725c39-fbca-329b-93a1-7188825beef5,finmb_217351453,-14400000,17.83,26.0,23.0,24.25,24.0,1.5,strong_buy,4,47437000,5.061,27004000,32483000,2.718,2.954,116698000,26.588,12.15,0.073850006,0.15378,51607000,2513125,20054000,-0.438,-0.076,0.41529,0.2314,0.19736,USD,
6,1330 Avenue of the Americas,38th Floor Between 53rd & 54th Street,New York,NY,10019,United States,212-649-0600,https://www.silvercrestgroup.com,Asset Management,Asset Management,Financial Services,Financial Services,"Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York.",152,"{'maxAge': 1, 'name': 'Mr. Martin  Loeser', 'title': 'Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,7,8,7,1693526400,1672444800,86400,2,17.84,17.74,17.38,18.0617,17.84,17.74,17.38,18.0617,0.76,0.042600002,1694044800,0.5854,4.28,0.86964,14.4959345,9.850829,52404,52404,29643,36560,36560,16.0,28.28,1400,1200,167128432,14.94,23.2,1.4321448,19.8112,18.9158,0.02,0.0011210762,USD,191515216,0.10094,8626942,9373440,80522,85344,1690761600,1693440000,0.0086,0.12404,0.75157,2.93,0.0098,9373440,8.847,2.0153725,1672444800,1703980800,1688083200,-0.465,11779000,1.23,1.81,1.26,1.641,7.092,-0.030978262,0.14113986,0.19,1694044800,NGM,EQUITY,SAMG,SAMG,Silvercrest Asset Management Gr,Silvercrest Asset Management Group Inc.,1372339800,America/New_York,EDT,77725c39-fbca-329b-93a1-7188825beef5,finmb_217351453,-14400000,17.83,26.0,23.0,24.25,24.0,1.5,strong_buy,4,47437000,5.061,27004000,32483000,2.718,2.954,116698000,26.588,12.15,0.073850006,0.15378,51607000,2513125,20054000,-0.438,-0.076,0.41529,0.2314,0.19736,USD,
7,1330 Avenue of the Americas,38th Floor Between 53rd & 54th Street,New York,NY,10019,United States,212-649-0600,https://www.silvercrestgroup.com,Asset Management,Asset Management,Financial Services,Financial Services,"Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York.",152,"{'maxAge': 1, 'name': 'Mr. Robert H. Bucher', 'title': 'Managing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,7,8,7,1693526400,1672444800,86400,2,17.84,17.74,17.38,18.0617,17.84,17.74,17.38,18.0617,0.76,0.042600002,1694044800,0.5854,4.28,0.86964,14.4959345,9.850829,52404,52404,29643,36560,36560,16.0,28.28,1400,1200,167128432,14.94,23.2,1.4321448,19.8112,18.9158,0.02,0.0011210762,USD,191515216,0.10094,8626942,9373440,80522,85344,1690761600,1693440000,0.0086,0.12404,0.75157,2.93,0.0098,9373440,8.847,2.0153725,1672444800,1703980800,1688083200,-0.465,11779000,1.23,1.81,1.26,1.641,7.092,-0.030978262,0.14113986,0.19,1694044800,NGM,EQUITY,SAMG,SAMG,Silvercrest Asset Management Gr,Silvercrest Asset Management Group Inc.,1372339800,America/New_York,EDT,77725c39-fbca-329b-93a1-7188825beef5,finmb_217351453,-14400000,17.83,26.0,23.0,24.25,24.0,1.5,strong_buy,4,47437000,5.061,27004000,32483000,2.718,2.954,116698000,26.588,12.15,0.073850006,0.15378,51607000,2513125,20054000,-0.438,-0.076,0.41529,0.2314,0.19736,USD,
8,1330 Avenue of the Americas,38th Floor Between 53rd & 54th Street,New York,NY,10019,United States,212-649-0600,https://www.silvercrestgroup.com,Asset Management,Asset Management,Financial Services,Financial Services,"Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York.",152,"{'maxAge': 1, 'name': 'Ms. Kate  Burns', 'title': 'Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,7,8,7,1693526400,1672444800,86400,2,17.84,17.74,17.38,18.0617,17.84,17.74,17.38,18.0617,0.76,0.042600002,1694044800,0.5854,4.28,0.86964,14.4959345,9.850829,52404,52404,29643,36560,36560,16.0,28.28,1400,1200,167128432,14.94,23.2,1.4321448,19.8112,18.9158,0.02,0.0011210762,USD,191515216,0.10094,8626942,9373440,80522,85344,1690761600,1693440000,0.0086,0.12404,0.75157,2.93,0.0098,9373440,8.847,2.0153725,1672444800,1703980800,1688083200,-0.465,11779000,1.23,1.81,1.26,1.641,7.092,-0.030978262,0.14113986,0.19,1694044800,NGM,EQUITY,SAMG,SAMG,Silvercrest Asset Management Gr,Silvercrest Asset Management Group Inc.,1372339800,America/New_York,EDT,77725c39-fbca-329b-93a1-7188825beef5,finmb_217351453,-14400000,17.83,26.0,23.0,24.25,24.0,1.5,strong_buy,4,47437000,5.061,27004000,32483000,2.718,2.954,116698000,26.588,12.15,0.073850006,0.15378,51607000,2513125,20054000,-0.438,-0.076,0.41529,0.2314,0.19736,USD,
9,1330 Avenue of the Americas,38th Floor Between 53rd & 54th Street,New York,NY,10019,United States,212-649-0600,https://www.silvercrestgroup.com,Asset Management,Asset Management,Financial Services,Financial Services,"Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York.",152,"{'maxAge': 1, 'name': 'Ms. Tara R. Collins CFP, CFP', 'title': 'Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,7,8,7,1693526400,1672444800,86400,2,17.84,17.74,17.38,18.0617,17.84,17.74,17.38,18.0617,0.76,0.042600002,1694044800,0.5854,4.28,0.86964,14.4959345,9.850829,52404,52404,29643,36560,36560,16.0,28.28,1400,1200,167128432,14.94,23.2,1.4321448,19.8112,18.9158,0.02,0.0011210762,USD,191515216,0.10094,8626942,9373440,80522,85344,1690761600,1693440000,0.0086,0.12404,0.75157,2.93,0.0098,9373440,8.847,2.0153725,1672444800,1703980800,1688083200,-0.465,11779000,1.23,1.81,1.26,1.641,7.092,-0.030978262,0.14113986,0.19,1694044800,NGM,EQUITY,SAMG,SAMG,Silvercrest Asset Management Gr,Silvercrest Asset Management Group Inc.,1372339800,America/New_York,EDT,77725c39-fbca-329b-93a1-7188825beef5,finmb_217351453,-14400000,17.83,26.0,23.0,24.25,24.0,1.5,strong_buy,4,47437000,5.061,27004000,32483000,2.718,2.954,116698000,26.588,12.15,0.073850006,0.15378,51607000,2513125,20054000,-0.438,-0.076,0.41529,0.2314,0.19736,USD,
