,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"No. 07-01, ST Engineering Hub",1 Ang Mo Kio Electronics Park Road,Singapore,567710,Singapore,65 6722 1818,https://www.stengg.com,Aerospace & Defense,Industrials,"Singapore Technologies Engineering Ltd, an investment holding company, operates as a technology and engineering company in Asia, Europe, the Middle East, and the United States. The Commercial Aerospace segment provides aviation asset management services; MRO services for airframes, engines, and components; manufactures nacelles and composite floorboard; provides passenger-to-freighter and -tanker conversion services; and UAV delivery services. The Urban Solutions & Satcom segment offers smart mobility solutions, including turnkey rail, overall project management, and systems integration services, as well as various rail electronics solutions; traffic and junction management, tolling systems, back office, congestion pricing, ITS, and RFID solutions; smart utilities and infrastructure solutions, such as smart street lighting, water advanced metering infrastructure, and integrated security management solutions; urban environment solutions comprising surgical masks and cooling systems; and satellite communication solutions. The Defense & Public Security segment provides cybersecurity products, such as IP encryptors, encrypted data storage, data diodes, emergency response systems, and training and simulation solutions; defense solutions, including all terrain tracked carriers, cold-weather all-terrain vehicles, and 40mm munitions, as well as technical support and training services. The segment also provides ship building, repair, and conversion services; design and supply of platform equipment; technical assistance services; public safety and security; and critical information infrastructure solutions. It also engages in leasing of engines; running, operation, management, and supply of telecommunications services; and design, development, system integration, manufacture, and sale of satellite equipment. The company was found in 1967 and is headquartered in Singapore. Singapore Technologies Engineering Ltd is a subsidiary of Temasek Holdings (Private) Limited.",23420,"{'maxAge': 1, 'name': 'Mr. Sy Feng  Chong', 'age': 53, 'title': 'Group Pres, CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 3499418, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,4,1,1693526400,1672444800,86400,4,3.89,3.89,3.88,3.94,3.89,3.89,3.88,3.94,0.16,0.040700004,1692576000,0.9368,4.28,0.512387,23.117647,18.714287,8781000,8781000,4180947,3810600,3810600,3.93,3.94,12248001536,3.12,3.94,1.2720423,3.7618,3.61955,0.16,0.0411311,SGD,18306013184,0.055630002,1544766489,3116539904,0.01679,0.67002,0.785,5.006369,1672444800,1703980800,1688083200,0.002,535648992,0.17,0.21,1.91,1.901,15.668,SES,EQUITY,S63.SI,S63.SI,ST Engineering,Singapore Technologies Engineering Ltd,946861200,Asia/Singapore,SGT,28800000,3.93,4.73,3.15,4.16,4.2,2.1,buy,11,387150016,0.124,1168369024,6168402944,0.519,0.825,9628611584,226.694,3.091,0.031570002,0.20643,1698657000,54024376,1209080960,0.002,0.139,0.19007999,0.12134,0.07793,SGD,1.0676
1,"No. 07-01, ST Engineering Hub",1 Ang Mo Kio Electronics Park Road,Singapore,567710,Singapore,65 6722 1818,https://www.stengg.com,Aerospace & Defense,Industrials,"Singapore Technologies Engineering Ltd, an investment holding company, operates as a technology and engineering company in Asia, Europe, the Middle East, and the United States. The Commercial Aerospace segment provides aviation asset management services; MRO services for airframes, engines, and components; manufactures nacelles and composite floorboard; provides passenger-to-freighter and -tanker conversion services; and UAV delivery services. The Urban Solutions & Satcom segment offers smart mobility solutions, including turnkey rail, overall project management, and systems integration services, as well as various rail electronics solutions; traffic and junction management, tolling systems, back office, congestion pricing, ITS, and RFID solutions; smart utilities and infrastructure solutions, such as smart street lighting, water advanced metering infrastructure, and integrated security management solutions; urban environment solutions comprising surgical masks and cooling systems; and satellite communication solutions. The Defense & Public Security segment provides cybersecurity products, such as IP encryptors, encrypted data storage, data diodes, emergency response systems, and training and simulation solutions; defense solutions, including all terrain tracked carriers, cold-weather all-terrain vehicles, and 40mm munitions, as well as technical support and training services. The segment also provides ship building, repair, and conversion services; design and supply of platform equipment; technical assistance services; public safety and security; and critical information infrastructure solutions. It also engages in leasing of engines; running, operation, management, and supply of telecommunications services; and design, development, system integration, manufacture, and sale of satellite equipment. The company was found in 1967 and is headquartered in Singapore. Singapore Technologies Engineering Ltd is a subsidiary of Temasek Holdings (Private) Limited.",23420,"{'maxAge': 1, 'name': 'Mr. Chee Keng  Foo', 'age': 62, 'title': 'Group Chief Financial Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,4,1,1693526400,1672444800,86400,4,3.89,3.89,3.88,3.94,3.89,3.89,3.88,3.94,0.16,0.040700004,1692576000,0.9368,4.28,0.512387,23.117647,18.714287,8781000,8781000,4180947,3810600,3810600,3.93,3.94,12248001536,3.12,3.94,1.2720423,3.7618,3.61955,0.16,0.0411311,SGD,18306013184,0.055630002,1544766489,3116539904,0.01679,0.67002,0.785,5.006369,1672444800,1703980800,1688083200,0.002,535648992,0.17,0.21,1.91,1.901,15.668,SES,EQUITY,S63.SI,S63.SI,ST Engineering,Singapore Technologies Engineering Ltd,946861200,Asia/Singapore,SGT,28800000,3.93,4.73,3.15,4.16,4.2,2.1,buy,11,387150016,0.124,1168369024,6168402944,0.519,0.825,9628611584,226.694,3.091,0.031570002,0.20643,1698657000,54024376,1209080960,0.002,0.139,0.19007999,0.12134,0.07793,SGD,1.0676
2,"No. 07-01, ST Engineering Hub",1 Ang Mo Kio Electronics Park Road,Singapore,567710,Singapore,65 6722 1818,https://www.stengg.com,Aerospace & Defense,Industrials,"Singapore Technologies Engineering Ltd, an investment holding company, operates as a technology and engineering company in Asia, Europe, the Middle East, and the United States. The Commercial Aerospace segment provides aviation asset management services; MRO services for airframes, engines, and components; manufactures nacelles and composite floorboard; provides passenger-to-freighter and -tanker conversion services; and UAV delivery services. The Urban Solutions & Satcom segment offers smart mobility solutions, including turnkey rail, overall project management, and systems integration services, as well as various rail electronics solutions; traffic and junction management, tolling systems, back office, congestion pricing, ITS, and RFID solutions; smart utilities and infrastructure solutions, such as smart street lighting, water advanced metering infrastructure, and integrated security management solutions; urban environment solutions comprising surgical masks and cooling systems; and satellite communication solutions. The Defense & Public Security segment provides cybersecurity products, such as IP encryptors, encrypted data storage, data diodes, emergency response systems, and training and simulation solutions; defense solutions, including all terrain tracked carriers, cold-weather all-terrain vehicles, and 40mm munitions, as well as technical support and training services. The segment also provides ship building, repair, and conversion services; design and supply of platform equipment; technical assistance services; public safety and security; and critical information infrastructure solutions. It also engages in leasing of engines; running, operation, management, and supply of telecommunications services; and design, development, system integration, manufacture, and sale of satellite equipment. The company was found in 1967 and is headquartered in Singapore. Singapore Technologies Engineering Ltd is a subsidiary of Temasek Holdings (Private) Limited.",23420,"{'maxAge': 1, 'name': 'Dr. Shiang Long Lee', 'age': 56, 'title': 'Group Chief Technology, Engineering & Digital Officer and Pres & Head of Land Systems', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,4,1,1693526400,1672444800,86400,4,3.89,3.89,3.88,3.94,3.89,3.89,3.88,3.94,0.16,0.040700004,1692576000,0.9368,4.28,0.512387,23.117647,18.714287,8781000,8781000,4180947,3810600,3810600,3.93,3.94,12248001536,3.12,3.94,1.2720423,3.7618,3.61955,0.16,0.0411311,SGD,18306013184,0.055630002,1544766489,3116539904,0.01679,0.67002,0.785,5.006369,1672444800,1703980800,1688083200,0.002,535648992,0.17,0.21,1.91,1.901,15.668,SES,EQUITY,S63.SI,S63.SI,ST Engineering,Singapore Technologies Engineering Ltd,946861200,Asia/Singapore,SGT,28800000,3.93,4.73,3.15,4.16,4.2,2.1,buy,11,387150016,0.124,1168369024,6168402944,0.519,0.825,9628611584,226.694,3.091,0.031570002,0.20643,1698657000,54024376,1209080960,0.002,0.139,0.19007999,0.12134,0.07793,SGD,1.0676
3,"No. 07-01, ST Engineering Hub",1 Ang Mo Kio Electronics Park Road,Singapore,567710,Singapore,65 6722 1818,https://www.stengg.com,Aerospace & Defense,Industrials,"Singapore Technologies Engineering Ltd, an investment holding company, operates as a technology and engineering company in Asia, Europe, the Middle East, and the United States. The Commercial Aerospace segment provides aviation asset management services; MRO services for airframes, engines, and components; manufactures nacelles and composite floorboard; provides passenger-to-freighter and -tanker conversion services; and UAV delivery services. The Urban Solutions & Satcom segment offers smart mobility solutions, including turnkey rail, overall project management, and systems integration services, as well as various rail electronics solutions; traffic and junction management, tolling systems, back office, congestion pricing, ITS, and RFID solutions; smart utilities and infrastructure solutions, such as smart street lighting, water advanced metering infrastructure, and integrated security management solutions; urban environment solutions comprising surgical masks and cooling systems; and satellite communication solutions. The Defense & Public Security segment provides cybersecurity products, such as IP encryptors, encrypted data storage, data diodes, emergency response systems, and training and simulation solutions; defense solutions, including all terrain tracked carriers, cold-weather all-terrain vehicles, and 40mm munitions, as well as technical support and training services. The segment also provides ship building, repair, and conversion services; design and supply of platform equipment; technical assistance services; public safety and security; and critical information infrastructure solutions. It also engages in leasing of engines; running, operation, management, and supply of telecommunications services; and design, development, system integration, manufacture, and sale of satellite equipment. The company was found in 1967 and is headquartered in Singapore. Singapore Technologies Engineering Ltd is a subsidiary of Temasek Holdings (Private) Limited.",23420,"{'maxAge': 1, 'name': 'Mr. Bernard  Chew', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,4,1,1693526400,1672444800,86400,4,3.89,3.89,3.88,3.94,3.89,3.89,3.88,3.94,0.16,0.040700004,1692576000,0.9368,4.28,0.512387,23.117647,18.714287,8781000,8781000,4180947,3810600,3810600,3.93,3.94,12248001536,3.12,3.94,1.2720423,3.7618,3.61955,0.16,0.0411311,SGD,18306013184,0.055630002,1544766489,3116539904,0.01679,0.67002,0.785,5.006369,1672444800,1703980800,1688083200,0.002,535648992,0.17,0.21,1.91,1.901,15.668,SES,EQUITY,S63.SI,S63.SI,ST Engineering,Singapore Technologies Engineering Ltd,946861200,Asia/Singapore,SGT,28800000,3.93,4.73,3.15,4.16,4.2,2.1,buy,11,387150016,0.124,1168369024,6168402944,0.519,0.825,9628611584,226.694,3.091,0.031570002,0.20643,1698657000,54024376,1209080960,0.002,0.139,0.19007999,0.12134,0.07793,SGD,1.0676
4,"No. 07-01, ST Engineering Hub",1 Ang Mo Kio Electronics Park Road,Singapore,567710,Singapore,65 6722 1818,https://www.stengg.com,Aerospace & Defense,Industrials,"Singapore Technologies Engineering Ltd, an investment holding company, operates as a technology and engineering company in Asia, Europe, the Middle East, and the United States. The Commercial Aerospace segment provides aviation asset management services; MRO services for airframes, engines, and components; manufactures nacelles and composite floorboard; provides passenger-to-freighter and -tanker conversion services; and UAV delivery services. The Urban Solutions & Satcom segment offers smart mobility solutions, including turnkey rail, overall project management, and systems integration services, as well as various rail electronics solutions; traffic and junction management, tolling systems, back office, congestion pricing, ITS, and RFID solutions; smart utilities and infrastructure solutions, such as smart street lighting, water advanced metering infrastructure, and integrated security management solutions; urban environment solutions comprising surgical masks and cooling systems; and satellite communication solutions. The Defense & Public Security segment provides cybersecurity products, such as IP encryptors, encrypted data storage, data diodes, emergency response systems, and training and simulation solutions; defense solutions, including all terrain tracked carriers, cold-weather all-terrain vehicles, and 40mm munitions, as well as technical support and training services. The segment also provides ship building, repair, and conversion services; design and supply of platform equipment; technical assistance services; public safety and security; and critical information infrastructure solutions. It also engages in leasing of engines; running, operation, management, and supply of telecommunications services; and design, development, system integration, manufacture, and sale of satellite equipment. The company was found in 1967 and is headquartered in Singapore. Singapore Technologies Engineering Ltd is a subsidiary of Temasek Holdings (Private) Limited.",23420,"{'maxAge': 1, 'name': 'Ms. Lina  Poa', 'title': 'Group Head of Corp. Communications & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,4,1,1693526400,1672444800,86400,4,3.89,3.89,3.88,3.94,3.89,3.89,3.88,3.94,0.16,0.040700004,1692576000,0.9368,4.28,0.512387,23.117647,18.714287,8781000,8781000,4180947,3810600,3810600,3.93,3.94,12248001536,3.12,3.94,1.2720423,3.7618,3.61955,0.16,0.0411311,SGD,18306013184,0.055630002,1544766489,3116539904,0.01679,0.67002,0.785,5.006369,1672444800,1703980800,1688083200,0.002,535648992,0.17,0.21,1.91,1.901,15.668,SES,EQUITY,S63.SI,S63.SI,ST Engineering,Singapore Technologies Engineering Ltd,946861200,Asia/Singapore,SGT,28800000,3.93,4.73,3.15,4.16,4.2,2.1,buy,11,387150016,0.124,1168369024,6168402944,0.519,0.825,9628611584,226.694,3.091,0.031570002,0.20643,1698657000,54024376,1209080960,0.002,0.139,0.19007999,0.12134,0.07793,SGD,1.0676
5,"No. 07-01, ST Engineering Hub",1 Ang Mo Kio Electronics Park Road,Singapore,567710,Singapore,65 6722 1818,https://www.stengg.com,Aerospace & Defense,Industrials,"Singapore Technologies Engineering Ltd, an investment holding company, operates as a technology and engineering company in Asia, Europe, the Middle East, and the United States. The Commercial Aerospace segment provides aviation asset management services; MRO services for airframes, engines, and components; manufactures nacelles and composite floorboard; provides passenger-to-freighter and -tanker conversion services; and UAV delivery services. The Urban Solutions & Satcom segment offers smart mobility solutions, including turnkey rail, overall project management, and systems integration services, as well as various rail electronics solutions; traffic and junction management, tolling systems, back office, congestion pricing, ITS, and RFID solutions; smart utilities and infrastructure solutions, such as smart street lighting, water advanced metering infrastructure, and integrated security management solutions; urban environment solutions comprising surgical masks and cooling systems; and satellite communication solutions. The Defense & Public Security segment provides cybersecurity products, such as IP encryptors, encrypted data storage, data diodes, emergency response systems, and training and simulation solutions; defense solutions, including all terrain tracked carriers, cold-weather all-terrain vehicles, and 40mm munitions, as well as technical support and training services. The segment also provides ship building, repair, and conversion services; design and supply of platform equipment; technical assistance services; public safety and security; and critical information infrastructure solutions. It also engages in leasing of engines; running, operation, management, and supply of telecommunications services; and design, development, system integration, manufacture, and sale of satellite equipment. The company was found in 1967 and is headquartered in Singapore. Singapore Technologies Engineering Ltd is a subsidiary of Temasek Holdings (Private) Limited.",23420,"{'maxAge': 1, 'name': 'Ms. Meng Wai  Low', 'title': 'Group Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,4,1,1693526400,1672444800,86400,4,3.89,3.89,3.88,3.94,3.89,3.89,3.88,3.94,0.16,0.040700004,1692576000,0.9368,4.28,0.512387,23.117647,18.714287,8781000,8781000,4180947,3810600,3810600,3.93,3.94,12248001536,3.12,3.94,1.2720423,3.7618,3.61955,0.16,0.0411311,SGD,18306013184,0.055630002,1544766489,3116539904,0.01679,0.67002,0.785,5.006369,1672444800,1703980800,1688083200,0.002,535648992,0.17,0.21,1.91,1.901,15.668,SES,EQUITY,S63.SI,S63.SI,ST Engineering,Singapore Technologies Engineering Ltd,946861200,Asia/Singapore,SGT,28800000,3.93,4.73,3.15,4.16,4.2,2.1,buy,11,387150016,0.124,1168369024,6168402944,0.519,0.825,9628611584,226.694,3.091,0.031570002,0.20643,1698657000,54024376,1209080960,0.002,0.139,0.19007999,0.12134,0.07793,SGD,1.0676
6,"No. 07-01, ST Engineering Hub",1 Ang Mo Kio Electronics Park Road,Singapore,567710,Singapore,65 6722 1818,https://www.stengg.com,Aerospace & Defense,Industrials,"Singapore Technologies Engineering Ltd, an investment holding company, operates as a technology and engineering company in Asia, Europe, the Middle East, and the United States. The Commercial Aerospace segment provides aviation asset management services; MRO services for airframes, engines, and components; manufactures nacelles and composite floorboard; provides passenger-to-freighter and -tanker conversion services; and UAV delivery services. The Urban Solutions & Satcom segment offers smart mobility solutions, including turnkey rail, overall project management, and systems integration services, as well as various rail electronics solutions; traffic and junction management, tolling systems, back office, congestion pricing, ITS, and RFID solutions; smart utilities and infrastructure solutions, such as smart street lighting, water advanced metering infrastructure, and integrated security management solutions; urban environment solutions comprising surgical masks and cooling systems; and satellite communication solutions. The Defense & Public Security segment provides cybersecurity products, such as IP encryptors, encrypted data storage, data diodes, emergency response systems, and training and simulation solutions; defense solutions, including all terrain tracked carriers, cold-weather all-terrain vehicles, and 40mm munitions, as well as technical support and training services. The segment also provides ship building, repair, and conversion services; design and supply of platform equipment; technical assistance services; public safety and security; and critical information infrastructure solutions. It also engages in leasing of engines; running, operation, management, and supply of telecommunications services; and design, development, system integration, manufacture, and sale of satellite equipment. The company was found in 1967 and is headquartered in Singapore. Singapore Technologies Engineering Ltd is a subsidiary of Temasek Holdings (Private) Limited.",23420,"{'maxAge': 1, 'name': 'Mr. Jit Chek  Lim', 'title': 'Group Chief Human Resource Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,4,1,1693526400,1672444800,86400,4,3.89,3.89,3.88,3.94,3.89,3.89,3.88,3.94,0.16,0.040700004,1692576000,0.9368,4.28,0.512387,23.117647,18.714287,8781000,8781000,4180947,3810600,3810600,3.93,3.94,12248001536,3.12,3.94,1.2720423,3.7618,3.61955,0.16,0.0411311,SGD,18306013184,0.055630002,1544766489,3116539904,0.01679,0.67002,0.785,5.006369,1672444800,1703980800,1688083200,0.002,535648992,0.17,0.21,1.91,1.901,15.668,SES,EQUITY,S63.SI,S63.SI,ST Engineering,Singapore Technologies Engineering Ltd,946861200,Asia/Singapore,SGT,28800000,3.93,4.73,3.15,4.16,4.2,2.1,buy,11,387150016,0.124,1168369024,6168402944,0.519,0.825,9628611584,226.694,3.091,0.031570002,0.20643,1698657000,54024376,1209080960,0.002,0.139,0.19007999,0.12134,0.07793,SGD,1.0676
7,"No. 07-01, ST Engineering Hub",1 Ang Mo Kio Electronics Park Road,Singapore,567710,Singapore,65 6722 1818,https://www.stengg.com,Aerospace & Defense,Industrials,"Singapore Technologies Engineering Ltd, an investment holding company, operates as a technology and engineering company in Asia, Europe, the Middle East, and the United States. The Commercial Aerospace segment provides aviation asset management services; MRO services for airframes, engines, and components; manufactures nacelles and composite floorboard; provides passenger-to-freighter and -tanker conversion services; and UAV delivery services. The Urban Solutions & Satcom segment offers smart mobility solutions, including turnkey rail, overall project management, and systems integration services, as well as various rail electronics solutions; traffic and junction management, tolling systems, back office, congestion pricing, ITS, and RFID solutions; smart utilities and infrastructure solutions, such as smart street lighting, water advanced metering infrastructure, and integrated security management solutions; urban environment solutions comprising surgical masks and cooling systems; and satellite communication solutions. The Defense & Public Security segment provides cybersecurity products, such as IP encryptors, encrypted data storage, data diodes, emergency response systems, and training and simulation solutions; defense solutions, including all terrain tracked carriers, cold-weather all-terrain vehicles, and 40mm munitions, as well as technical support and training services. The segment also provides ship building, repair, and conversion services; design and supply of platform equipment; technical assistance services; public safety and security; and critical information infrastructure solutions. It also engages in leasing of engines; running, operation, management, and supply of telecommunications services; and design, development, system integration, manufacture, and sale of satellite equipment. The company was found in 1967 and is headquartered in Singapore. Singapore Technologies Engineering Ltd is a subsidiary of Temasek Holdings (Private) Limited.",23420,"{'maxAge': 1, 'name': 'Mr. Sing Chan  Ng', 'age': 61, 'title': 'Pres & Head of Marine', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,4,1,1693526400,1672444800,86400,4,3.89,3.89,3.88,3.94,3.89,3.89,3.88,3.94,0.16,0.040700004,1692576000,0.9368,4.28,0.512387,23.117647,18.714287,8781000,8781000,4180947,3810600,3810600,3.93,3.94,12248001536,3.12,3.94,1.2720423,3.7618,3.61955,0.16,0.0411311,SGD,18306013184,0.055630002,1544766489,3116539904,0.01679,0.67002,0.785,5.006369,1672444800,1703980800,1688083200,0.002,535648992,0.17,0.21,1.91,1.901,15.668,SES,EQUITY,S63.SI,S63.SI,ST Engineering,Singapore Technologies Engineering Ltd,946861200,Asia/Singapore,SGT,28800000,3.93,4.73,3.15,4.16,4.2,2.1,buy,11,387150016,0.124,1168369024,6168402944,0.519,0.825,9628611584,226.694,3.091,0.031570002,0.20643,1698657000,54024376,1209080960,0.002,0.139,0.19007999,0.12134,0.07793,SGD,1.0676
8,"No. 07-01, ST Engineering Hub",1 Ang Mo Kio Electronics Park Road,Singapore,567710,Singapore,65 6722 1818,https://www.stengg.com,Aerospace & Defense,Industrials,"Singapore Technologies Engineering Ltd, an investment holding company, operates as a technology and engineering company in Asia, Europe, the Middle East, and the United States. The Commercial Aerospace segment provides aviation asset management services; MRO services for airframes, engines, and components; manufactures nacelles and composite floorboard; provides passenger-to-freighter and -tanker conversion services; and UAV delivery services. The Urban Solutions & Satcom segment offers smart mobility solutions, including turnkey rail, overall project management, and systems integration services, as well as various rail electronics solutions; traffic and junction management, tolling systems, back office, congestion pricing, ITS, and RFID solutions; smart utilities and infrastructure solutions, such as smart street lighting, water advanced metering infrastructure, and integrated security management solutions; urban environment solutions comprising surgical masks and cooling systems; and satellite communication solutions. The Defense & Public Security segment provides cybersecurity products, such as IP encryptors, encrypted data storage, data diodes, emergency response systems, and training and simulation solutions; defense solutions, including all terrain tracked carriers, cold-weather all-terrain vehicles, and 40mm munitions, as well as technical support and training services. The segment also provides ship building, repair, and conversion services; design and supply of platform equipment; technical assistance services; public safety and security; and critical information infrastructure solutions. It also engages in leasing of engines; running, operation, management, and supply of telecommunications services; and design, development, system integration, manufacture, and sale of satellite equipment. The company was found in 1967 and is headquartered in Singapore. Singapore Technologies Engineering Ltd is a subsidiary of Temasek Holdings (Private) Limited.",23420,"{'maxAge': 1, 'name': 'Mr. Augustine  Syn', 'title': 'Sr. VP of Europe Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,4,1,1693526400,1672444800,86400,4,3.89,3.89,3.88,3.94,3.89,3.89,3.88,3.94,0.16,0.040700004,1692576000,0.9368,4.28,0.512387,23.117647,18.714287,8781000,8781000,4180947,3810600,3810600,3.93,3.94,12248001536,3.12,3.94,1.2720423,3.7618,3.61955,0.16,0.0411311,SGD,18306013184,0.055630002,1544766489,3116539904,0.01679,0.67002,0.785,5.006369,1672444800,1703980800,1688083200,0.002,535648992,0.17,0.21,1.91,1.901,15.668,SES,EQUITY,S63.SI,S63.SI,ST Engineering,Singapore Technologies Engineering Ltd,946861200,Asia/Singapore,SGT,28800000,3.93,4.73,3.15,4.16,4.2,2.1,buy,11,387150016,0.124,1168369024,6168402944,0.519,0.825,9628611584,226.694,3.091,0.031570002,0.20643,1698657000,54024376,1209080960,0.002,0.139,0.19007999,0.12134,0.07793,SGD,1.0676
9,"No. 07-01, ST Engineering Hub",1 Ang Mo Kio Electronics Park Road,Singapore,567710,Singapore,65 6722 1818,https://www.stengg.com,Aerospace & Defense,Industrials,"Singapore Technologies Engineering Ltd, an investment holding company, operates as a technology and engineering company in Asia, Europe, the Middle East, and the United States. The Commercial Aerospace segment provides aviation asset management services; MRO services for airframes, engines, and components; manufactures nacelles and composite floorboard; provides passenger-to-freighter and -tanker conversion services; and UAV delivery services. The Urban Solutions & Satcom segment offers smart mobility solutions, including turnkey rail, overall project management, and systems integration services, as well as various rail electronics solutions; traffic and junction management, tolling systems, back office, congestion pricing, ITS, and RFID solutions; smart utilities and infrastructure solutions, such as smart street lighting, water advanced metering infrastructure, and integrated security management solutions; urban environment solutions comprising surgical masks and cooling systems; and satellite communication solutions. The Defense & Public Security segment provides cybersecurity products, such as IP encryptors, encrypted data storage, data diodes, emergency response systems, and training and simulation solutions; defense solutions, including all terrain tracked carriers, cold-weather all-terrain vehicles, and 40mm munitions, as well as technical support and training services. The segment also provides ship building, repair, and conversion services; design and supply of platform equipment; technical assistance services; public safety and security; and critical information infrastructure solutions. It also engages in leasing of engines; running, operation, management, and supply of telecommunications services; and design, development, system integration, manufacture, and sale of satellite equipment. The company was found in 1967 and is headquartered in Singapore. Singapore Technologies Engineering Ltd is a subsidiary of Temasek Holdings (Private) Limited.",23420,"{'maxAge': 1, 'name': 'Mr. Ravinder  Singh', 'age': 57, 'title': 'Group COO of Technology & Innovation and Pres of Defense & Public Security', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,4,1,1693526400,1672444800,86400,4,3.89,3.89,3.88,3.94,3.89,3.89,3.88,3.94,0.16,0.040700004,1692576000,0.9368,4.28,0.512387,23.117647,18.714287,8781000,8781000,4180947,3810600,3810600,3.93,3.94,12248001536,3.12,3.94,1.2720423,3.7618,3.61955,0.16,0.0411311,SGD,18306013184,0.055630002,1544766489,3116539904,0.01679,0.67002,0.785,5.006369,1672444800,1703980800,1688083200,0.002,535648992,0.17,0.21,1.91,1.901,15.668,SES,EQUITY,S63.SI,S63.SI,ST Engineering,Singapore Technologies Engineering Ltd,946861200,Asia/Singapore,SGT,28800000,3.93,4.73,3.15,4.16,4.2,2.1,buy,11,387150016,0.124,1168369024,6168402944,0.519,0.825,9628611584,226.694,3.091,0.031570002,0.20643,1698657000,54024376,1209080960,0.002,0.139,0.19007999,0.12134,0.07793,SGD,1.0676
