,address1,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,500 Kipling Avenue,Toronto,ON,M8Z 5E5,Canada,https://www.pizzapizza.ca,Restaurants,Consumer Cyclical,"Pizza Pizza Royalty Corp., through its subsidiary, Pizza Pizza Royalty Limited Partnership, owns and franchises quick service restaurants under the Pizza Pizza and Pizza 73 brands in Canada. It also distributes food. The company was founded in 1967 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': ""Ms. Christine  D'Sylva"", 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,5,7,9,1693526400,1672444800,86400,2,14.16,14.24,14.17,14.33,14.16,14.24,14.17,14.33,0.9,0.0635,1693353600,0.91580003,7.27,1.012398,15.402174,14.459184,18080,18080,29779,33370,33370,14.17,14.21,0,0,458223808,12.06,15.52,11.858794,14.7868,14.2417,0.843,0.059533898,CAD,498029504,0.76509005,23986723,24618400,739360,743979,1690761600,1693440000,0.0229,0.00475,0.16604,22.88,9.108,1.5557752,1672444800,1703980800,1688083200,0.127,29563000,0.92,0.98,12.889,TOR,EQUITY,PZA.TO,PZA.TO,PIZZA PIZZA ROYALTY CORP,Pizza Pizza Royalty Corp.,1130506200,America/Toronto,EDT,-14400000,14.17,16.0,16.0,16.0,16.0,3.0,hold,1,7162000,0.221,46968000,3.179,3.179,38640000,15.946,1.198,0.06461,0.100880004,36427000,22753500,29911000,0.121,0.109,1.0,0.0,0.98339,CAD,
1,500 Kipling Avenue,Toronto,ON,M8Z 5E5,Canada,https://www.pizzapizza.ca,Restaurants,Consumer Cyclical,"Pizza Pizza Royalty Corp., through its subsidiary, Pizza Pizza Royalty Limited Partnership, owns and franchises quick service restaurants under the Pizza Pizza and Pizza 73 brands in Canada. It also distributes food. The company was founded in 1967 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Paul  Goddard', 'title': 'Pres & CEO, Pizza Pizza Limited', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,5,7,9,1693526400,1672444800,86400,2,14.16,14.24,14.17,14.33,14.16,14.24,14.17,14.33,0.9,0.0635,1693353600,0.91580003,7.27,1.012398,15.402174,14.459184,18080,18080,29779,33370,33370,14.17,14.21,0,0,458223808,12.06,15.52,11.858794,14.7868,14.2417,0.843,0.059533898,CAD,498029504,0.76509005,23986723,24618400,739360,743979,1690761600,1693440000,0.0229,0.00475,0.16604,22.88,9.108,1.5557752,1672444800,1703980800,1688083200,0.127,29563000,0.92,0.98,12.889,TOR,EQUITY,PZA.TO,PZA.TO,PIZZA PIZZA ROYALTY CORP,Pizza Pizza Royalty Corp.,1130506200,America/Toronto,EDT,-14400000,14.17,16.0,16.0,16.0,16.0,3.0,hold,1,7162000,0.221,46968000,3.179,3.179,38640000,15.946,1.198,0.06461,0.100880004,36427000,22753500,29911000,0.121,0.109,1.0,0.0,0.98339,CAD,
2,500 Kipling Avenue,Toronto,ON,M8Z 5E5,Canada,https://www.pizzapizza.ca,Restaurants,Consumer Cyclical,"Pizza Pizza Royalty Corp., through its subsidiary, Pizza Pizza Royalty Limited Partnership, owns and franchises quick service restaurants under the Pizza Pizza and Pizza 73 brands in Canada. It also distributes food. The company was founded in 1967 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Alexander  Sewrattan', 'title': 'Director of Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,5,7,9,1693526400,1672444800,86400,2,14.16,14.24,14.17,14.33,14.16,14.24,14.17,14.33,0.9,0.0635,1693353600,0.91580003,7.27,1.012398,15.402174,14.459184,18080,18080,29779,33370,33370,14.17,14.21,0,0,458223808,12.06,15.52,11.858794,14.7868,14.2417,0.843,0.059533898,CAD,498029504,0.76509005,23986723,24618400,739360,743979,1690761600,1693440000,0.0229,0.00475,0.16604,22.88,9.108,1.5557752,1672444800,1703980800,1688083200,0.127,29563000,0.92,0.98,12.889,TOR,EQUITY,PZA.TO,PZA.TO,PIZZA PIZZA ROYALTY CORP,Pizza Pizza Royalty Corp.,1130506200,America/Toronto,EDT,-14400000,14.17,16.0,16.0,16.0,16.0,3.0,hold,1,7162000,0.221,46968000,3.179,3.179,38640000,15.946,1.198,0.06461,0.100880004,36427000,22753500,29911000,0.121,0.109,1.0,0.0,0.98339,CAD,
