,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,10000 Energy Drive,Spring,TX,77389,United States,832 796 1000,https://www.swn.com,Oil & Gas E&P,Energy,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through two segments, Exploration and Production, and Marketing. The company focuses on the development of unconventional natural gas and oil reservoirs located in Pennsylvania, West Virginia, Ohio, and Louisiana. It also engages in the marketing and transportation of natural gas, oil, and NGLs. The company serves LNG exporters, energy companies, utilities, and industrial purchasers of natural gas. Southwestern Energy Company was incorporated in 1929 and is headquartered in Spring, Texas.",1118,"{'maxAge': 1, 'name': 'Mr. William J. Way', 'age': 63, 'title': 'Pres, CEO & Director', 'yearBorn': 1959, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,1,1,1693526400,1672444800,86400,2,6.66,6.59,6.42,6.65,6.66,6.59,6.42,6.65,956016000,0.0,1.366874,1.3374741,5.767857,19953870,19953870,19545316,15992630,15992630,6.46,6.47,45900,1400,7115431424,4.57,7.48,0.6292387,6.4246,5.64645,0.0,0.0,USD,11290120192,0.48824,1093339014,1101459968,55501033,54392764,1690761600,1693440000,0.0504,0.00602,0.84102994,3.08,0.056700002,5.892,1.0964019,1672444800,1703980800,1688083200,-0.803,5520999936,4.83,1.12,0.47,2:1,1206489600,0.998,1.615,NYQ,EQUITY,SWN,SWN,Southwestern Energy Company,Southwestern Energy Company,322151400,America/New_York,EDT,-14400000,6.46,14.0,5.0,8.13,8.0,2.7,hold,21,25000000,0.023,6989000192,4200999936,0.326,0.586,11308000256,64.74,10.25,0.27653,1.46601,8994000000,-103500000,3316999936,-0.8,-0.693,0.54616,0.61806,0.50734,USD,0.2747
1,10000 Energy Drive,Spring,TX,77389,United States,832 796 1000,https://www.swn.com,Oil & Gas E&P,Energy,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through two segments, Exploration and Production, and Marketing. The company focuses on the development of unconventional natural gas and oil reservoirs located in Pennsylvania, West Virginia, Ohio, and Louisiana. It also engages in the marketing and transportation of natural gas, oil, and NGLs. The company serves LNG exporters, energy companies, utilities, and industrial purchasers of natural gas. Southwestern Energy Company was incorporated in 1929 and is headquartered in Spring, Texas.",1118,"{'maxAge': 1, 'name': 'Mr. Carl Fredrick Giesler Jr.', 'age': 51, 'title': 'Exec. VP & CFO', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1847858, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,1,1,1693526400,1672444800,86400,2,6.66,6.59,6.42,6.65,6.66,6.59,6.42,6.65,956016000,0.0,1.366874,1.3374741,5.767857,19953870,19953870,19545316,15992630,15992630,6.46,6.47,45900,1400,7115431424,4.57,7.48,0.6292387,6.4246,5.64645,0.0,0.0,USD,11290120192,0.48824,1093339014,1101459968,55501033,54392764,1690761600,1693440000,0.0504,0.00602,0.84102994,3.08,0.056700002,5.892,1.0964019,1672444800,1703980800,1688083200,-0.803,5520999936,4.83,1.12,0.47,2:1,1206489600,0.998,1.615,NYQ,EQUITY,SWN,SWN,Southwestern Energy Company,Southwestern Energy Company,322151400,America/New_York,EDT,-14400000,6.46,14.0,5.0,8.13,8.0,2.7,hold,21,25000000,0.023,6989000192,4200999936,0.326,0.586,11308000256,64.74,10.25,0.27653,1.46601,8994000000,-103500000,3316999936,-0.8,-0.693,0.54616,0.61806,0.50734,USD,0.2747
2,10000 Energy Drive,Spring,TX,77389,United States,832 796 1000,https://www.swn.com,Oil & Gas E&P,Energy,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through two segments, Exploration and Production, and Marketing. The company focuses on the development of unconventional natural gas and oil reservoirs located in Pennsylvania, West Virginia, Ohio, and Louisiana. It also engages in the marketing and transportation of natural gas, oil, and NGLs. The company serves LNG exporters, energy companies, utilities, and industrial purchasers of natural gas. Southwestern Energy Company was incorporated in 1929 and is headquartered in Spring, Texas.",1118,"{'maxAge': 1, 'name': 'Mr. Clayton A. Carrell', 'age': 57, 'title': 'Exec. VP & COO', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1471044, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,1,1,1693526400,1672444800,86400,2,6.66,6.59,6.42,6.65,6.66,6.59,6.42,6.65,956016000,0.0,1.366874,1.3374741,5.767857,19953870,19953870,19545316,15992630,15992630,6.46,6.47,45900,1400,7115431424,4.57,7.48,0.6292387,6.4246,5.64645,0.0,0.0,USD,11290120192,0.48824,1093339014,1101459968,55501033,54392764,1690761600,1693440000,0.0504,0.00602,0.84102994,3.08,0.056700002,5.892,1.0964019,1672444800,1703980800,1688083200,-0.803,5520999936,4.83,1.12,0.47,2:1,1206489600,0.998,1.615,NYQ,EQUITY,SWN,SWN,Southwestern Energy Company,Southwestern Energy Company,322151400,America/New_York,EDT,-14400000,6.46,14.0,5.0,8.13,8.0,2.7,hold,21,25000000,0.023,6989000192,4200999936,0.326,0.586,11308000256,64.74,10.25,0.27653,1.46601,8994000000,-103500000,3316999936,-0.8,-0.693,0.54616,0.61806,0.50734,USD,0.2747
3,10000 Energy Drive,Spring,TX,77389,United States,832 796 1000,https://www.swn.com,Oil & Gas E&P,Energy,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through two segments, Exploration and Production, and Marketing. The company focuses on the development of unconventional natural gas and oil reservoirs located in Pennsylvania, West Virginia, Ohio, and Louisiana. It also engages in the marketing and transportation of natural gas, oil, and NGLs. The company serves LNG exporters, energy companies, utilities, and industrial purchasers of natural gas. Southwestern Energy Company was incorporated in 1929 and is headquartered in Spring, Texas.",1118,"{'maxAge': 1, 'name': 'Mr. John P. Kelly Jr.', 'age': 51, 'title': 'Sr. VP of Northeast Appalachia Division & Division Head', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 903132, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,1,1,1693526400,1672444800,86400,2,6.66,6.59,6.42,6.65,6.66,6.59,6.42,6.65,956016000,0.0,1.366874,1.3374741,5.767857,19953870,19953870,19545316,15992630,15992630,6.46,6.47,45900,1400,7115431424,4.57,7.48,0.6292387,6.4246,5.64645,0.0,0.0,USD,11290120192,0.48824,1093339014,1101459968,55501033,54392764,1690761600,1693440000,0.0504,0.00602,0.84102994,3.08,0.056700002,5.892,1.0964019,1672444800,1703980800,1688083200,-0.803,5520999936,4.83,1.12,0.47,2:1,1206489600,0.998,1.615,NYQ,EQUITY,SWN,SWN,Southwestern Energy Company,Southwestern Energy Company,322151400,America/New_York,EDT,-14400000,6.46,14.0,5.0,8.13,8.0,2.7,hold,21,25000000,0.023,6989000192,4200999936,0.326,0.586,11308000256,64.74,10.25,0.27653,1.46601,8994000000,-103500000,3316999936,-0.8,-0.693,0.54616,0.61806,0.50734,USD,0.2747
4,10000 Energy Drive,Spring,TX,77389,United States,832 796 1000,https://www.swn.com,Oil & Gas E&P,Energy,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through two segments, Exploration and Production, and Marketing. The company focuses on the development of unconventional natural gas and oil reservoirs located in Pennsylvania, West Virginia, Ohio, and Louisiana. It also engages in the marketing and transportation of natural gas, oil, and NGLs. The company serves LNG exporters, energy companies, utilities, and industrial purchasers of natural gas. Southwestern Energy Company was incorporated in 1929 and is headquartered in Spring, Texas.",1118,"{'maxAge': 1, 'name': 'Mr. Derek W. Cutright', 'age': 44, 'title': 'Sr. VP of Southwest Appalachia Division & Division Head', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 903259, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,1,1,1693526400,1672444800,86400,2,6.66,6.59,6.42,6.65,6.66,6.59,6.42,6.65,956016000,0.0,1.366874,1.3374741,5.767857,19953870,19953870,19545316,15992630,15992630,6.46,6.47,45900,1400,7115431424,4.57,7.48,0.6292387,6.4246,5.64645,0.0,0.0,USD,11290120192,0.48824,1093339014,1101459968,55501033,54392764,1690761600,1693440000,0.0504,0.00602,0.84102994,3.08,0.056700002,5.892,1.0964019,1672444800,1703980800,1688083200,-0.803,5520999936,4.83,1.12,0.47,2:1,1206489600,0.998,1.615,NYQ,EQUITY,SWN,SWN,Southwestern Energy Company,Southwestern Energy Company,322151400,America/New_York,EDT,-14400000,6.46,14.0,5.0,8.13,8.0,2.7,hold,21,25000000,0.023,6989000192,4200999936,0.326,0.586,11308000256,64.74,10.25,0.27653,1.46601,8994000000,-103500000,3316999936,-0.8,-0.693,0.54616,0.61806,0.50734,USD,0.2747
5,10000 Energy Drive,Spring,TX,77389,United States,832 796 1000,https://www.swn.com,Oil & Gas E&P,Energy,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through two segments, Exploration and Production, and Marketing. The company focuses on the development of unconventional natural gas and oil reservoirs located in Pennsylvania, West Virginia, Ohio, and Louisiana. It also engages in the marketing and transportation of natural gas, oil, and NGLs. The company serves LNG exporters, energy companies, utilities, and industrial purchasers of natural gas. Southwestern Energy Company was incorporated in 1929 and is headquartered in Spring, Texas.",1118,"{'maxAge': 1, 'name': 'Brittany  Raiford', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,1,1,1693526400,1672444800,86400,2,6.66,6.59,6.42,6.65,6.66,6.59,6.42,6.65,956016000,0.0,1.366874,1.3374741,5.767857,19953870,19953870,19545316,15992630,15992630,6.46,6.47,45900,1400,7115431424,4.57,7.48,0.6292387,6.4246,5.64645,0.0,0.0,USD,11290120192,0.48824,1093339014,1101459968,55501033,54392764,1690761600,1693440000,0.0504,0.00602,0.84102994,3.08,0.056700002,5.892,1.0964019,1672444800,1703980800,1688083200,-0.803,5520999936,4.83,1.12,0.47,2:1,1206489600,0.998,1.615,NYQ,EQUITY,SWN,SWN,Southwestern Energy Company,Southwestern Energy Company,322151400,America/New_York,EDT,-14400000,6.46,14.0,5.0,8.13,8.0,2.7,hold,21,25000000,0.023,6989000192,4200999936,0.326,0.586,11308000256,64.74,10.25,0.27653,1.46601,8994000000,-103500000,3316999936,-0.8,-0.693,0.54616,0.61806,0.50734,USD,0.2747
6,10000 Energy Drive,Spring,TX,77389,United States,832 796 1000,https://www.swn.com,Oil & Gas E&P,Energy,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through two segments, Exploration and Production, and Marketing. The company focuses on the development of unconventional natural gas and oil reservoirs located in Pennsylvania, West Virginia, Ohio, and Louisiana. It also engages in the marketing and transportation of natural gas, oil, and NGLs. The company serves LNG exporters, energy companies, utilities, and industrial purchasers of natural gas. Southwestern Energy Company was incorporated in 1929 and is headquartered in Spring, Texas.",1118,"{'maxAge': 1, 'name': 'Mr. Christopher W. Lacy', 'age': 44, 'title': 'VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,1,1,1693526400,1672444800,86400,2,6.66,6.59,6.42,6.65,6.66,6.59,6.42,6.65,956016000,0.0,1.366874,1.3374741,5.767857,19953870,19953870,19545316,15992630,15992630,6.46,6.47,45900,1400,7115431424,4.57,7.48,0.6292387,6.4246,5.64645,0.0,0.0,USD,11290120192,0.48824,1093339014,1101459968,55501033,54392764,1690761600,1693440000,0.0504,0.00602,0.84102994,3.08,0.056700002,5.892,1.0964019,1672444800,1703980800,1688083200,-0.803,5520999936,4.83,1.12,0.47,2:1,1206489600,0.998,1.615,NYQ,EQUITY,SWN,SWN,Southwestern Energy Company,Southwestern Energy Company,322151400,America/New_York,EDT,-14400000,6.46,14.0,5.0,8.13,8.0,2.7,hold,21,25000000,0.023,6989000192,4200999936,0.326,0.586,11308000256,64.74,10.25,0.27653,1.46601,8994000000,-103500000,3316999936,-0.8,-0.693,0.54616,0.61806,0.50734,USD,0.2747
7,10000 Energy Drive,Spring,TX,77389,United States,832 796 1000,https://www.swn.com,Oil & Gas E&P,Energy,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through two segments, Exploration and Production, and Marketing. The company focuses on the development of unconventional natural gas and oil reservoirs located in Pennsylvania, West Virginia, Ohio, and Louisiana. It also engages in the marketing and transportation of natural gas, oil, and NGLs. The company serves LNG exporters, energy companies, utilities, and industrial purchasers of natural gas. Southwestern Energy Company was incorporated in 1929 and is headquartered in Spring, Texas.",1118,"{'maxAge': 1, 'name': 'Mr. Dennis M. Price', 'title': 'Sr. VP of Marketing, Trans. & Communication', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,1,1,1693526400,1672444800,86400,2,6.66,6.59,6.42,6.65,6.66,6.59,6.42,6.65,956016000,0.0,1.366874,1.3374741,5.767857,19953870,19953870,19545316,15992630,15992630,6.46,6.47,45900,1400,7115431424,4.57,7.48,0.6292387,6.4246,5.64645,0.0,0.0,USD,11290120192,0.48824,1093339014,1101459968,55501033,54392764,1690761600,1693440000,0.0504,0.00602,0.84102994,3.08,0.056700002,5.892,1.0964019,1672444800,1703980800,1688083200,-0.803,5520999936,4.83,1.12,0.47,2:1,1206489600,0.998,1.615,NYQ,EQUITY,SWN,SWN,Southwestern Energy Company,Southwestern Energy Company,322151400,America/New_York,EDT,-14400000,6.46,14.0,5.0,8.13,8.0,2.7,hold,21,25000000,0.023,6989000192,4200999936,0.326,0.586,11308000256,64.74,10.25,0.27653,1.46601,8994000000,-103500000,3316999936,-0.8,-0.693,0.54616,0.61806,0.50734,USD,0.2747
8,10000 Energy Drive,Spring,TX,77389,United States,832 796 1000,https://www.swn.com,Oil & Gas E&P,Energy,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through two segments, Exploration and Production, and Marketing. The company focuses on the development of unconventional natural gas and oil reservoirs located in Pennsylvania, West Virginia, Ohio, and Louisiana. It also engages in the marketing and transportation of natural gas, oil, and NGLs. The company serves LNG exporters, energy companies, utilities, and industrial purchasers of natural gas. Southwestern Energy Company was incorporated in 1929 and is headquartered in Spring, Texas.",1118,"{'maxAge': 1, 'name': 'Ms. Carina L. Gillenwater', 'age': 46, 'title': 'VP of HR', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,1,1,1693526400,1672444800,86400,2,6.66,6.59,6.42,6.65,6.66,6.59,6.42,6.65,956016000,0.0,1.366874,1.3374741,5.767857,19953870,19953870,19545316,15992630,15992630,6.46,6.47,45900,1400,7115431424,4.57,7.48,0.6292387,6.4246,5.64645,0.0,0.0,USD,11290120192,0.48824,1093339014,1101459968,55501033,54392764,1690761600,1693440000,0.0504,0.00602,0.84102994,3.08,0.056700002,5.892,1.0964019,1672444800,1703980800,1688083200,-0.803,5520999936,4.83,1.12,0.47,2:1,1206489600,0.998,1.615,NYQ,EQUITY,SWN,SWN,Southwestern Energy Company,Southwestern Energy Company,322151400,America/New_York,EDT,-14400000,6.46,14.0,5.0,8.13,8.0,2.7,hold,21,25000000,0.023,6989000192,4200999936,0.326,0.586,11308000256,64.74,10.25,0.27653,1.46601,8994000000,-103500000,3316999936,-0.8,-0.693,0.54616,0.61806,0.50734,USD,0.2747
9,10000 Energy Drive,Spring,TX,77389,United States,832 796 1000,https://www.swn.com,Oil & Gas E&P,Energy,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through two segments, Exploration and Production, and Marketing. The company focuses on the development of unconventional natural gas and oil reservoirs located in Pennsylvania, West Virginia, Ohio, and Louisiana. It also engages in the marketing and transportation of natural gas, oil, and NGLs. The company serves LNG exporters, energy companies, utilities, and industrial purchasers of natural gas. Southwestern Energy Company was incorporated in 1929 and is headquartered in Spring, Texas.",1118,"{'maxAge': 1, 'name': 'Mr. William Q. Dyson', 'age': 52, 'title': 'Sr. VP of Operations Services', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,1,1,1693526400,1672444800,86400,2,6.66,6.59,6.42,6.65,6.66,6.59,6.42,6.65,956016000,0.0,1.366874,1.3374741,5.767857,19953870,19953870,19545316,15992630,15992630,6.46,6.47,45900,1400,7115431424,4.57,7.48,0.6292387,6.4246,5.64645,0.0,0.0,USD,11290120192,0.48824,1093339014,1101459968,55501033,54392764,1690761600,1693440000,0.0504,0.00602,0.84102994,3.08,0.056700002,5.892,1.0964019,1672444800,1703980800,1688083200,-0.803,5520999936,4.83,1.12,0.47,2:1,1206489600,0.998,1.615,NYQ,EQUITY,SWN,SWN,Southwestern Energy Company,Southwestern Energy Company,322151400,America/New_York,EDT,-14400000,6.46,14.0,5.0,8.13,8.0,2.7,hold,21,25000000,0.023,6989000192,4200999936,0.326,0.586,11308000256,64.74,10.25,0.27653,1.46601,8994000000,-103500000,3316999936,-0.8,-0.693,0.54616,0.61806,0.50734,USD,0.2747
