,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Bryggegata 3,P.O. Box 1327 – Vika,Oslo,0112,Norway,47 23 11 40 00,https://www.noramdrilling.com,Oil & Gas Equipment & Services,Energy,"NorAm Drilling AS invests in, owns and operates advanced high-end AC driven rigs tailored for the drilling of horizontal wells in the United States. It owns and operates fleet of eleven rigs located in the Permian Basin. The company was founded in 2007 and is headquartered in Oslo, Norway. NorAm Drilling AS is a subsidiary of Geveran Trading Ltd.",302,"{'maxAge': 1, 'name': 'Mr. Martin L. Jimmerson Jr.', 'age': 59, 'title': 'CEO & CFO', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 497379, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.025,4.095,4.095,4.095,4.025,4.095,4.095,4.095,0.84,0.20959999,1691971200,1.1819,-0.141891,6.2999997,24,24,8,0,0,4.115,4.23,177171808,3.66,6.0,1.431969,4.1251,4.82135,0.0,0.0,EUR,164768368,0.24190001,13777508,43141000,0.0,0.03334,2.06,1.987864,1672444800,1703980800,1688083200,29929000,0.65,1.332,3.368,FRA,EQUITY,TM9.F,TM9.F,NORAM DRILLING CO.  NK 2,NorAm Drilling AS,1665554400,Europe/Berlin,CEST,7200000,4.095,none,11894000,0.276,48917000,0,1.436,1.543,123726000,3.263,0.16448,0.52171004,69350000,36471984,45463000,0.57,0.77556,0.39536,0.24204999,USD,
1,Bryggegata 3,P.O. Box 1327 – Vika,Oslo,0112,Norway,47 23 11 40 00,https://www.noramdrilling.com,Oil & Gas Equipment & Services,Energy,"NorAm Drilling AS invests in, owns and operates advanced high-end AC driven rigs tailored for the drilling of horizontal wells in the United States. It owns and operates fleet of eleven rigs located in the Permian Basin. The company was founded in 2007 and is headquartered in Oslo, Norway. NorAm Drilling AS is a subsidiary of Geveran Trading Ltd.",302,"{'maxAge': 1, 'name': 'Mr. Thomas  Taylor', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.025,4.095,4.095,4.095,4.025,4.095,4.095,4.095,0.84,0.20959999,1691971200,1.1819,-0.141891,6.2999997,24,24,8,0,0,4.115,4.23,177171808,3.66,6.0,1.431969,4.1251,4.82135,0.0,0.0,EUR,164768368,0.24190001,13777508,43141000,0.0,0.03334,2.06,1.987864,1672444800,1703980800,1688083200,29929000,0.65,1.332,3.368,FRA,EQUITY,TM9.F,TM9.F,NORAM DRILLING CO.  NK 2,NorAm Drilling AS,1665554400,Europe/Berlin,CEST,7200000,4.095,none,11894000,0.276,48917000,0,1.436,1.543,123726000,3.263,0.16448,0.52171004,69350000,36471984,45463000,0.57,0.77556,0.39536,0.24204999,USD,
2,Bryggegata 3,P.O. Box 1327 – Vika,Oslo,0112,Norway,47 23 11 40 00,https://www.noramdrilling.com,Oil & Gas Equipment & Services,Energy,"NorAm Drilling AS invests in, owns and operates advanced high-end AC driven rigs tailored for the drilling of horizontal wells in the United States. It owns and operates fleet of eleven rigs located in the Permian Basin. The company was founded in 2007 and is headquartered in Oslo, Norway. NorAm Drilling AS is a subsidiary of Geveran Trading Ltd.",302,"{'maxAge': 1, 'name': 'Mr. Marius  Furuly', 'title': 'Director of Investor Relations & Strategy', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.025,4.095,4.095,4.095,4.025,4.095,4.095,4.095,0.84,0.20959999,1691971200,1.1819,-0.141891,6.2999997,24,24,8,0,0,4.115,4.23,177171808,3.66,6.0,1.431969,4.1251,4.82135,0.0,0.0,EUR,164768368,0.24190001,13777508,43141000,0.0,0.03334,2.06,1.987864,1672444800,1703980800,1688083200,29929000,0.65,1.332,3.368,FRA,EQUITY,TM9.F,TM9.F,NORAM DRILLING CO.  NK 2,NorAm Drilling AS,1665554400,Europe/Berlin,CEST,7200000,4.095,none,11894000,0.276,48917000,0,1.436,1.543,123726000,3.263,0.16448,0.52171004,69350000,36471984,45463000,0.57,0.77556,0.39536,0.24204999,USD,
3,Bryggegata 3,P.O. Box 1327 – Vika,Oslo,0112,Norway,47 23 11 40 00,https://www.noramdrilling.com,Oil & Gas Equipment & Services,Energy,"NorAm Drilling AS invests in, owns and operates advanced high-end AC driven rigs tailored for the drilling of horizontal wells in the United States. It owns and operates fleet of eleven rigs located in the Permian Basin. The company was founded in 2007 and is headquartered in Oslo, Norway. NorAm Drilling AS is a subsidiary of Geveran Trading Ltd.",302,"{'maxAge': 1, 'name': 'Ms. Phyllis  Menard', 'title': 'HR Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.025,4.095,4.095,4.095,4.025,4.095,4.095,4.095,0.84,0.20959999,1691971200,1.1819,-0.141891,6.2999997,24,24,8,0,0,4.115,4.23,177171808,3.66,6.0,1.431969,4.1251,4.82135,0.0,0.0,EUR,164768368,0.24190001,13777508,43141000,0.0,0.03334,2.06,1.987864,1672444800,1703980800,1688083200,29929000,0.65,1.332,3.368,FRA,EQUITY,TM9.F,TM9.F,NORAM DRILLING CO.  NK 2,NorAm Drilling AS,1665554400,Europe/Berlin,CEST,7200000,4.095,none,11894000,0.276,48917000,0,1.436,1.543,123726000,3.263,0.16448,0.52171004,69350000,36471984,45463000,0.57,0.77556,0.39536,0.24204999,USD,
