,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"405, Teheran-ro",Gangnam-gu,Seoul,South Korea,82 1 577 3663,82 2 708 1398,https://www.bgf.co.kr,Department Stores,Consumer Cyclical,"BGF Co., Ltd. engages in the courier, advertising, data processing, and e-commerce businesses in South Korea. The company is also involved in retailing of agricultural and fishery products. In addition, it manufactures and sells eco-friendly and various plastic products. The company was founded in 1994 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Gun-Jun  Lee', 'age': 58, 'title': 'CEO, Pres, Head of Management Strategy Division & Director', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,7,4,7,1693526400,86400,2,3635.0,3635.0,3620.0,3660.0,3635.0,3635.0,3620.0,3660.0,110.0,0.030199999,1672185600,0.22,1.99,1.135638,45609,45609,73864,43632,43632,3645.0,3650.0,0,0,348858580992,3085.0,4800.0,0.8016986,3625.4,4099.925,KRW,223065587712,6.508929,0.11046,29007413,95708800,0.69679,0.02262,1672444800,1703980800,1688083200,0.22,47791321088,0:1,1512691200,0.513,2.501,KSC,EQUITY,027410.KS,027410.KS,BGF,"BGF Co., Ltd.",1400457600,Asia/Seoul,KST,32400000,3645.0,6800.0,6800.0,6800.0,6800.0,2.0,buy,1,332430999552,3473.36,89196052480,53444300800,4.267,4.788,435149275136,3.006,4554.14,0.021440001,0.023670001,57167323136,61256306688,0.217,0.002,0.31211,0.20497999,0.15502,KRW,
1,"405, Teheran-ro",Gangnam-gu,Seoul,South Korea,82 1 577 3663,82 2 708 1398,https://www.bgf.co.kr,Department Stores,Consumer Cyclical,"BGF Co., Ltd. engages in the courier, advertising, data processing, and e-commerce businesses in South Korea. The company is also involved in retailing of agricultural and fishery products. In addition, it manufactures and sells eco-friendly and various plastic products. The company was founded in 1994 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Wang-Sun  Ryu', 'age': 55, 'title': 'Sr. Managing Director of Sales & Devel. Division', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,7,4,7,1693526400,86400,2,3635.0,3635.0,3620.0,3660.0,3635.0,3635.0,3620.0,3660.0,110.0,0.030199999,1672185600,0.22,1.99,1.135638,45609,45609,73864,43632,43632,3645.0,3650.0,0,0,348858580992,3085.0,4800.0,0.8016986,3625.4,4099.925,KRW,223065587712,6.508929,0.11046,29007413,95708800,0.69679,0.02262,1672444800,1703980800,1688083200,0.22,47791321088,0:1,1512691200,0.513,2.501,KSC,EQUITY,027410.KS,027410.KS,BGF,"BGF Co., Ltd.",1400457600,Asia/Seoul,KST,32400000,3645.0,6800.0,6800.0,6800.0,6800.0,2.0,buy,1,332430999552,3473.36,89196052480,53444300800,4.267,4.788,435149275136,3.006,4554.14,0.021440001,0.023670001,57167323136,61256306688,0.217,0.002,0.31211,0.20497999,0.15502,KRW,
2,"405, Teheran-ro",Gangnam-gu,Seoul,South Korea,82 1 577 3663,82 2 708 1398,https://www.bgf.co.kr,Department Stores,Consumer Cyclical,"BGF Co., Ltd. engages in the courier, advertising, data processing, and e-commerce businesses in South Korea. The company is also involved in retailing of agricultural and fishery products. In addition, it manufactures and sells eco-friendly and various plastic products. The company was founded in 1994 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. You-Sung  Seo', 'age': 56, 'title': 'Sr. Managing Director of Merchandising & Overseas Bus. Division', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,7,4,7,1693526400,86400,2,3635.0,3635.0,3620.0,3660.0,3635.0,3635.0,3620.0,3660.0,110.0,0.030199999,1672185600,0.22,1.99,1.135638,45609,45609,73864,43632,43632,3645.0,3650.0,0,0,348858580992,3085.0,4800.0,0.8016986,3625.4,4099.925,KRW,223065587712,6.508929,0.11046,29007413,95708800,0.69679,0.02262,1672444800,1703980800,1688083200,0.22,47791321088,0:1,1512691200,0.513,2.501,KSC,EQUITY,027410.KS,027410.KS,BGF,"BGF Co., Ltd.",1400457600,Asia/Seoul,KST,32400000,3645.0,6800.0,6800.0,6800.0,6800.0,2.0,buy,1,332430999552,3473.36,89196052480,53444300800,4.267,4.788,435149275136,3.006,4554.14,0.021440001,0.023670001,57167323136,61256306688,0.217,0.002,0.31211,0.20497999,0.15502,KRW,
3,"405, Teheran-ro",Gangnam-gu,Seoul,South Korea,82 1 577 3663,82 2 708 1398,https://www.bgf.co.kr,Department Stores,Consumer Cyclical,"BGF Co., Ltd. engages in the courier, advertising, data processing, and e-commerce businesses in South Korea. The company is also involved in retailing of agricultural and fishery products. In addition, it manufactures and sells eco-friendly and various plastic products. The company was founded in 1994 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Ji-Taek  Song', 'age': 57, 'title': 'Sr. Managing Director of Strategic Innovation Division', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,7,4,7,1693526400,86400,2,3635.0,3635.0,3620.0,3660.0,3635.0,3635.0,3620.0,3660.0,110.0,0.030199999,1672185600,0.22,1.99,1.135638,45609,45609,73864,43632,43632,3645.0,3650.0,0,0,348858580992,3085.0,4800.0,0.8016986,3625.4,4099.925,KRW,223065587712,6.508929,0.11046,29007413,95708800,0.69679,0.02262,1672444800,1703980800,1688083200,0.22,47791321088,0:1,1512691200,0.513,2.501,KSC,EQUITY,027410.KS,027410.KS,BGF,"BGF Co., Ltd.",1400457600,Asia/Seoul,KST,32400000,3645.0,6800.0,6800.0,6800.0,6800.0,2.0,buy,1,332430999552,3473.36,89196052480,53444300800,4.267,4.788,435149275136,3.006,4554.14,0.021440001,0.023670001,57167323136,61256306688,0.217,0.002,0.31211,0.20497999,0.15502,KRW,
4,"405, Teheran-ro",Gangnam-gu,Seoul,South Korea,82 1 577 3663,82 2 708 1398,https://www.bgf.co.kr,Department Stores,Consumer Cyclical,"BGF Co., Ltd. engages in the courier, advertising, data processing, and e-commerce businesses in South Korea. The company is also involved in retailing of agricultural and fishery products. In addition, it manufactures and sells eco-friendly and various plastic products. The company was founded in 1994 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Young-Cheol  Jang', 'age': 56, 'title': 'Sr. Managing Director of Merchandising & Overseas Bus. Division', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,7,4,7,1693526400,86400,2,3635.0,3635.0,3620.0,3660.0,3635.0,3635.0,3620.0,3660.0,110.0,0.030199999,1672185600,0.22,1.99,1.135638,45609,45609,73864,43632,43632,3645.0,3650.0,0,0,348858580992,3085.0,4800.0,0.8016986,3625.4,4099.925,KRW,223065587712,6.508929,0.11046,29007413,95708800,0.69679,0.02262,1672444800,1703980800,1688083200,0.22,47791321088,0:1,1512691200,0.513,2.501,KSC,EQUITY,027410.KS,027410.KS,BGF,"BGF Co., Ltd.",1400457600,Asia/Seoul,KST,32400000,3645.0,6800.0,6800.0,6800.0,6800.0,2.0,buy,1,332430999552,3473.36,89196052480,53444300800,4.267,4.788,435149275136,3.006,4554.14,0.021440001,0.023670001,57167323136,61256306688,0.217,0.002,0.31211,0.20497999,0.15502,KRW,
5,"405, Teheran-ro",Gangnam-gu,Seoul,South Korea,82 1 577 3663,82 2 708 1398,https://www.bgf.co.kr,Department Stores,Consumer Cyclical,"BGF Co., Ltd. engages in the courier, advertising, data processing, and e-commerce businesses in South Korea. The company is also involved in retailing of agricultural and fishery products. In addition, it manufactures and sells eco-friendly and various plastic products. The company was founded in 1994 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Ki-Sung  Ahn', 'age': 54, 'title': 'Inside Director and Head of Sales & Devel. Division', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,7,4,7,1693526400,86400,2,3635.0,3635.0,3620.0,3660.0,3635.0,3635.0,3620.0,3660.0,110.0,0.030199999,1672185600,0.22,1.99,1.135638,45609,45609,73864,43632,43632,3645.0,3650.0,0,0,348858580992,3085.0,4800.0,0.8016986,3625.4,4099.925,KRW,223065587712,6.508929,0.11046,29007413,95708800,0.69679,0.02262,1672444800,1703980800,1688083200,0.22,47791321088,0:1,1512691200,0.513,2.501,KSC,EQUITY,027410.KS,027410.KS,BGF,"BGF Co., Ltd.",1400457600,Asia/Seoul,KST,32400000,3645.0,6800.0,6800.0,6800.0,6800.0,2.0,buy,1,332430999552,3473.36,89196052480,53444300800,4.267,4.788,435149275136,3.006,4554.14,0.021440001,0.023670001,57167323136,61256306688,0.217,0.002,0.31211,0.20497999,0.15502,KRW,
6,"405, Teheran-ro",Gangnam-gu,Seoul,South Korea,82 1 577 3663,82 2 708 1398,https://www.bgf.co.kr,Department Stores,Consumer Cyclical,"BGF Co., Ltd. engages in the courier, advertising, data processing, and e-commerce businesses in South Korea. The company is also involved in retailing of agricultural and fishery products. In addition, it manufactures and sells eco-friendly and various plastic products. The company was founded in 1994 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Wan-Woo  Kim', 'age': 57, 'title': 'MD & Head of 1st Region', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,7,4,7,1693526400,86400,2,3635.0,3635.0,3620.0,3660.0,3635.0,3635.0,3620.0,3660.0,110.0,0.030199999,1672185600,0.22,1.99,1.135638,45609,45609,73864,43632,43632,3645.0,3650.0,0,0,348858580992,3085.0,4800.0,0.8016986,3625.4,4099.925,KRW,223065587712,6.508929,0.11046,29007413,95708800,0.69679,0.02262,1672444800,1703980800,1688083200,0.22,47791321088,0:1,1512691200,0.513,2.501,KSC,EQUITY,027410.KS,027410.KS,BGF,"BGF Co., Ltd.",1400457600,Asia/Seoul,KST,32400000,3645.0,6800.0,6800.0,6800.0,6800.0,2.0,buy,1,332430999552,3473.36,89196052480,53444300800,4.267,4.788,435149275136,3.006,4554.14,0.021440001,0.023670001,57167323136,61256306688,0.217,0.002,0.31211,0.20497999,0.15502,KRW,
7,"405, Teheran-ro",Gangnam-gu,Seoul,South Korea,82 1 577 3663,82 2 708 1398,https://www.bgf.co.kr,Department Stores,Consumer Cyclical,"BGF Co., Ltd. engages in the courier, advertising, data processing, and e-commerce businesses in South Korea. The company is also involved in retailing of agricultural and fishery products. In addition, it manufactures and sells eco-friendly and various plastic products. The company was founded in 1994 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Min Hyoung  Kim', 'age': 54, 'title': 'Full Time Managing Director of 2nd Region', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,7,4,7,1693526400,86400,2,3635.0,3635.0,3620.0,3660.0,3635.0,3635.0,3620.0,3660.0,110.0,0.030199999,1672185600,0.22,1.99,1.135638,45609,45609,73864,43632,43632,3645.0,3650.0,0,0,348858580992,3085.0,4800.0,0.8016986,3625.4,4099.925,KRW,223065587712,6.508929,0.11046,29007413,95708800,0.69679,0.02262,1672444800,1703980800,1688083200,0.22,47791321088,0:1,1512691200,0.513,2.501,KSC,EQUITY,027410.KS,027410.KS,BGF,"BGF Co., Ltd.",1400457600,Asia/Seoul,KST,32400000,3645.0,6800.0,6800.0,6800.0,6800.0,2.0,buy,1,332430999552,3473.36,89196052480,53444300800,4.267,4.788,435149275136,3.006,4554.14,0.021440001,0.023670001,57167323136,61256306688,0.217,0.002,0.31211,0.20497999,0.15502,KRW,
8,"405, Teheran-ro",Gangnam-gu,Seoul,South Korea,82 1 577 3663,82 2 708 1398,https://www.bgf.co.kr,Department Stores,Consumer Cyclical,"BGF Co., Ltd. engages in the courier, advertising, data processing, and e-commerce businesses in South Korea. The company is also involved in retailing of agricultural and fishery products. In addition, it manufactures and sells eco-friendly and various plastic products. The company was founded in 1994 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Beong Joo  Lee', 'age': 56, 'title': 'Full Time Managing Director of 4th Region', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,7,4,7,1693526400,86400,2,3635.0,3635.0,3620.0,3660.0,3635.0,3635.0,3620.0,3660.0,110.0,0.030199999,1672185600,0.22,1.99,1.135638,45609,45609,73864,43632,43632,3645.0,3650.0,0,0,348858580992,3085.0,4800.0,0.8016986,3625.4,4099.925,KRW,223065587712,6.508929,0.11046,29007413,95708800,0.69679,0.02262,1672444800,1703980800,1688083200,0.22,47791321088,0:1,1512691200,0.513,2.501,KSC,EQUITY,027410.KS,027410.KS,BGF,"BGF Co., Ltd.",1400457600,Asia/Seoul,KST,32400000,3645.0,6800.0,6800.0,6800.0,6800.0,2.0,buy,1,332430999552,3473.36,89196052480,53444300800,4.267,4.788,435149275136,3.006,4554.14,0.021440001,0.023670001,57167323136,61256306688,0.217,0.002,0.31211,0.20497999,0.15502,KRW,
9,"405, Teheran-ro",Gangnam-gu,Seoul,South Korea,82 1 577 3663,82 2 708 1398,https://www.bgf.co.kr,Department Stores,Consumer Cyclical,"BGF Co., Ltd. engages in the courier, advertising, data processing, and e-commerce businesses in South Korea. The company is also involved in retailing of agricultural and fishery products. In addition, it manufactures and sells eco-friendly and various plastic products. The company was founded in 1994 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Hwan Jo  Hwang', 'age': 54, 'title': 'Full Time Managing Director of Operating Support Division', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,7,4,7,1693526400,86400,2,3635.0,3635.0,3620.0,3660.0,3635.0,3635.0,3620.0,3660.0,110.0,0.030199999,1672185600,0.22,1.99,1.135638,45609,45609,73864,43632,43632,3645.0,3650.0,0,0,348858580992,3085.0,4800.0,0.8016986,3625.4,4099.925,KRW,223065587712,6.508929,0.11046,29007413,95708800,0.69679,0.02262,1672444800,1703980800,1688083200,0.22,47791321088,0:1,1512691200,0.513,2.501,KSC,EQUITY,027410.KS,027410.KS,BGF,"BGF Co., Ltd.",1400457600,Asia/Seoul,KST,32400000,3645.0,6800.0,6800.0,6800.0,6800.0,2.0,buy,1,332430999552,3473.36,89196052480,53444300800,4.267,4.788,435149275136,3.006,4554.14,0.021440001,0.023670001,57167323136,61256306688,0.217,0.002,0.31211,0.20497999,0.15502,KRW,
