,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,522 Fifth Avenue,New York,NY,10036,United States,212 761 4000,https://www.morganstanley.com/msim/portal/site/US/template.PAGE/?msimPageTitle=productdetail_us_fp_ii&u=a2050c555a53daf33d3afb1051a9e009&fund=1365&sc=NO,Asset Management,Asset Management,Financial Services,Financial Services,"Morgan Stanley China A Share Fund, Inc. is a closed ended equity mutual fund launched and managed by Morgan Stanley Investment Management Inc. It is co-managed by Morgan Stanley Investment Management Company. The fund invests in the public equity markets of China. It seeks to invest in the stocks of companies operating across diversified sectors. The fund invests in the growth stocks of companies. It employs fundamental analysis with bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the Morgan Stanley Capital International China A Share Index. Morgan Stanley China A Share Fund, Inc. was formed on July 6, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Kar Heng Cheung', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.55,12.53,12.5,12.53,12.55,12.53,12.5,12.53,0.0,0.0002,1671062400,5121,5121,32567,14590,14590,12.5,13.71,800,800,273421248,12.16,16.8,12.7946,13.8449,0.0,0.0,USD,0.0,21873700,4124,5412,1690761600,1693440000,0.0002,0.0,0.85063004,0.22,21873700,-4.03,-0.13374913,0.14113986,0.003,1671062400,NYQ,EQUITY,CAF,CAF,Morgan Stanley China A Share Fu,"Morgan Stanley China A Share Fund, Inc.",1159450200,America/New_York,EDT,3908b552-0c10-3873-98ac-b3bf705a4f2a,finmb_27993090,-14400000,12.5,none,0.0,0.0,0.0,
1,522 Fifth Avenue,New York,NY,10036,United States,212 761 4000,https://www.morganstanley.com/msim/portal/site/US/template.PAGE/?msimPageTitle=productdetail_us_fp_ii&u=a2050c555a53daf33d3afb1051a9e009&fund=1365&sc=NO,Asset Management,Asset Management,Financial Services,Financial Services,"Morgan Stanley China A Share Fund, Inc. is a closed ended equity mutual fund launched and managed by Morgan Stanley Investment Management Inc. It is co-managed by Morgan Stanley Investment Management Company. The fund invests in the public equity markets of China. It seeks to invest in the stocks of companies operating across diversified sectors. The fund invests in the growth stocks of companies. It employs fundamental analysis with bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the Morgan Stanley Capital International China A Share Index. Morgan Stanley China A Share Fund, Inc. was formed on July 6, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Samuel Gene Rhee', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.55,12.53,12.5,12.53,12.55,12.53,12.5,12.53,0.0,0.0002,1671062400,5121,5121,32567,14590,14590,12.5,13.71,800,800,273421248,12.16,16.8,12.7946,13.8449,0.0,0.0,USD,0.0,21873700,4124,5412,1690761600,1693440000,0.0002,0.0,0.85063004,0.22,21873700,-4.03,-0.13374913,0.14113986,0.003,1671062400,NYQ,EQUITY,CAF,CAF,Morgan Stanley China A Share Fu,"Morgan Stanley China A Share Fund, Inc.",1159450200,America/New_York,EDT,3908b552-0c10-3873-98ac-b3bf705a4f2a,finmb_27993090,-14400000,12.5,none,0.0,0.0,0.0,
2,522 Fifth Avenue,New York,NY,10036,United States,212 761 4000,https://www.morganstanley.com/msim/portal/site/US/template.PAGE/?msimPageTitle=productdetail_us_fp_ii&u=a2050c555a53daf33d3afb1051a9e009&fund=1365&sc=NO,Asset Management,Asset Management,Financial Services,Financial Services,"Morgan Stanley China A Share Fund, Inc. is a closed ended equity mutual fund launched and managed by Morgan Stanley Investment Management Inc. It is co-managed by Morgan Stanley Investment Management Company. The fund invests in the public equity markets of China. It seeks to invest in the stocks of companies operating across diversified sectors. The fund invests in the growth stocks of companies. It employs fundamental analysis with bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the Morgan Stanley Capital International China A Share Index. Morgan Stanley China A Share Fund, Inc. was formed on July 6, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Munib Mohammad Madni C.F.A., CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.55,12.53,12.5,12.53,12.55,12.53,12.5,12.53,0.0,0.0002,1671062400,5121,5121,32567,14590,14590,12.5,13.71,800,800,273421248,12.16,16.8,12.7946,13.8449,0.0,0.0,USD,0.0,21873700,4124,5412,1690761600,1693440000,0.0002,0.0,0.85063004,0.22,21873700,-4.03,-0.13374913,0.14113986,0.003,1671062400,NYQ,EQUITY,CAF,CAF,Morgan Stanley China A Share Fu,"Morgan Stanley China A Share Fund, Inc.",1159450200,America/New_York,EDT,3908b552-0c10-3873-98ac-b3bf705a4f2a,finmb_27993090,-14400000,12.5,none,0.0,0.0,0.0,
