,address1,address2,city,state,zip,country,phone,fax,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,bookValue,priceToBook,mostRecentQuarter,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,debtToEquity,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,13 Bow Circle,Suite 147,Hilton Head Island,SC,29928,United States,404-418-6203,843-842-7248,Other Precious Metals & Mining,Basic Materials,"Silver Scott Mines, Inc. operates as an exploration and development stage precious metals mining company in Mexico. The company, through its subsidiary, engages in mining gold and silver. Silver Scott Mines, Inc. was incorporated in 1966 and is based in Hilton Head Island, South Carolina.","{'maxAge': 1, 'name': 'Mr. Mel  Hedrick', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0226,0.046,0.046,0.046,0.0226,0.046,0.046,0.046,105,105,1004,2740,2740,0.0,0.0,0,0,1704944,0.02,0.0829,0.040946,0.044491,0.0,0.0,USD,1540357,0.0,37064000,0.126,0.36507937,1317340800,PNK,EQUITY,SILS,SILS,SILVER SCOTT MINES INC,"Silver Scott Mines, Inc.",1348579800,America/New_York,EDT,-14400000,0.046,none,284902,0.007,55453,1.141,0.0,0.0,0.0,USD,
